rank,queue_bucket,partition_class,y_after_002,y_terminal,post_y_len,cisi,id,site,type,symbol,material,condition,dir,idx_002,prev2_before_002,prev1_before_002,next1_after_y,next2_after_y,text,source_grade,source_grade_label,source_hint_count,best_source_rank,best_source_file,best_status_text,best_source_url,best_local_image,best_sha256,best_note,source_files,queue_reason
226,leaky_861_source_context,leaky_861_descriptive_not_posthoc_pole,861,false,2,M-391,2887.1,Mohenjo-daro,SEAL:R,None,NA,Good,R/L,8,233,805,533,717,+405-845-686-740-793-003-233-805-002-861-533-717+,3,row_level_source_visible_candidate,11,80,campaign_032_002_861_source_token_attachment_verdicts.csv,same_line_candidate_present_long_row | confidence:medium_low,,C:\Users\Acer\OneDrive\Documents\ivc\tmp\032_002_861_suffix_split\M391_impression_a_cisi_india_n131.png,82489fc7320678ed329195a17e1fea72d6330d54eb3e3ba1114614f2227915d4,The source row is long but continuous; terminal-side material remains on the same line and is graphically discrete from the preceding cluster.,campaign_032_002_861_source_token_attachment_boxes.csv;campaign_032_002_861_source_token_attachment_verdicts.csv;campaign_032_002_861_suffix_split_source_crops.csv;campaign_032_002_861_suffix_split_source_routes.csv;campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv;effective_unicity_directionality_source_visible_861_rows.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
227,leaky_861_source_context,leaky_861_descriptive_not_posthoc_pole,861,false,1,M-714,3139.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Fair,R/L,8,798,803,603,<END>,+740-585-017-033-705-233-798-803-002-861-603+,3,row_level_source_visible_candidate,11,80,campaign_032_002_861_source_token_attachment_verdicts.csv,same_line_candidate_present_crowded | confidence:medium_low,,C:\Users\Acer\OneDrive\Documents\ivc\tmp\032_002_861_suffix_split\M714_impression_a_cisi_pakistan_n079.png,c435598fa3aef2af89775835a8a8b4b4f31a11c1452cd3a068ab30f9ceab5151,"The top signband is continuous and the terminal-side candidate remains on the same line, but the row is crowded and partly low-contrast.",campaign_032_002_861_source_token_attachment_boxes.csv;campaign_032_002_861_source_token_attachment_verdicts.csv;campaign_032_002_861_suffix_split_source_crops.csv;campaign_032_002_861_suffix_split_source_routes.csv;campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv;effective_unicity_directionality_source_visible_861_rows.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
228,leaky_861_source_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-1044,3421.1,Mohenjo-daro,SEAL:S,Bull,Steatite,Poor,R/L,3,220,032,<END>,<END>,+520-220-032-002-861+,2,local_image_or_public_route_candidate,8,65,campaign_032_002_861_bare_edge_source_controls_rows.csv,source_visible_this_campaign | bare_terminal_edge_visible,,C:\Users\Acer\OneDrive\Documents\ivc\tmp\032_002_861_bare_edge_source_controls\M1044_signband_cisi_pakistan_n138.png,2387097cb40bb7494d59d7ca6454474a634034aa5d50e49dc06819342c13d830,,campaign_032_002_861_bare_edge_source_controls_crops.csv;campaign_032_002_861_bare_edge_source_controls_rows.csv;campaign_032_002_tail_source_queue.csv;campaign_032_002_y_source_manifest.csv;campaign_032_002_y_source_route_probe.csv;effective_unicity_directionality_source_queue_source_index.csv;effective_unicity_directionality_source_visible_861_rows.csv;source_visible_032_002_y_witness_matrix.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
229,leaky_861_source_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-723,3147.1,Mohenjo-daro,SEAL:S,Bull1,Steatite,Fair,R/L,6,220,032,<END>,<END>,+740-460-510-235-220-032-002-861+,2,local_image_or_public_route_candidate,8,65,campaign_032_002_861_bare_edge_source_controls_rows.csv,source_visible_this_campaign | bare_terminal_edge_visible,,C:\Users\Acer\OneDrive\Documents\ivc\tmp\032_002_861_bare_edge_source_controls\M723_signband_cisi_pakistan_n082.png,6d2c17ffb1d70927b68c2087ba732f5ef9b4c399becbcb6942a659ea256384f9,,campaign_032_002_861_bare_edge_source_controls_crops.csv;campaign_032_002_861_bare_edge_source_controls_rows.csv;campaign_032_002_tail_source_queue.csv;campaign_032_002_y_source_manifest.csv;campaign_032_002_y_source_route_probe.csv;effective_unicity_directionality_source_queue_source_index.csv;effective_unicity_directionality_source_visible_861_rows.csv;source_visible_032_002_y_witness_matrix.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
230,leaky_861_source_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-77,2604.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Good,R/L,3,390,803,<END>,<END>,+832-390-803-002-861+,2,local_image_or_public_route_candidate,8,65,campaign_032_002_861_bare_edge_source_controls_rows.csv,source_visible_existing | bare_terminal_edge_visible,,C:\Users\Acer\OneDrive\Documents\ivc\tmp\m77_parpola_recurrence_gate\derived\M77_impression_a_signband_v3_from_cisi_india_n68.png,82b0f20bb923f0fbe1957bcdd20d9fcced8e596fb0443fe5d69903ca17e8bf4d,,campaign_032_002_861_bare_edge_source_controls_crops.csv;campaign_032_002_861_bare_edge_source_controls_rows.csv;effective_unicity_directionality_source_queue_source_index.csv;effective_unicity_directionality_source_visible_861_rows.csv;source_box_blind_adjudication_key.csv;source_box_blind_adjudication_scored_rows.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
231,leaky_861_source_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-118,2645.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Fair,R/L,6,233,803,<END>,<END>,+740-772-033-705-233-803-002-861+,2,local_image_or_public_route_candidate,5,65,campaign_032_002_861_bare_edge_source_controls_rows.csv,source_visible_this_campaign | bare_terminal_edge_visible,,C:\Users\Acer\OneDrive\Documents\ivc\tmp\032_002_861_bare_edge_source_controls\M118_signband_cisi_india_n076.png,82da28dd100bfd3fb231afd7c80e1b3c12670b8c548e1e52e1fbb6228b266db2,,campaign_032_002_861_bare_edge_source_controls_crops.csv;campaign_032_002_861_bare_edge_source_controls_rows.csv;effective_unicity_directionality_source_queue_source_index.csv;effective_unicity_directionality_source_visible_861_rows.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
232,leaky_861_source_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-15,2543.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Good,R/L,3,740,176,<END>,<END>,+090-740-176-002-861+,2,local_image_or_public_route_candidate,5,65,campaign_032_002_861_bare_edge_source_controls_rows.csv,source_visible_this_campaign | bare_terminal_edge_visible,,C:\Users\Acer\OneDrive\Documents\ivc\tmp\032_002_861_bare_edge_source_controls\M15_signband_cisi_india_n046.png,4b0f0d36d93cfef2579a950e7e2e1049f347c3c5af70138585af17d8d2f2e17b,,campaign_032_002_861_bare_edge_source_controls_crops.csv;campaign_032_002_861_bare_edge_source_controls_rows.csv;effective_unicity_directionality_source_queue_source_index.csv;effective_unicity_directionality_source_visible_861_rows.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
233,background_context,other_y_after_002,300,false,3,M-49,2577.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Poor,R/L,5,220,032,350,032,+527-550-240-220-032-002-300-350-032-190+,4,source_visible_order_window_candidate,17,85,campaign_032_002_branch_tail_token_order_verdicts.csv,source_single_line:yes | pass_existing_token_box | confidence:medium | later 032 tail: 300-350-032-190,,C:\Users\Acer\OneDrive\Documents\ivc\tmp\032_002_y_source_function_batch\M49_target_300_fullpanel_a.png,,,campaign_032_002_branch_tail_token_order_boxes.csv;campaign_032_002_branch_tail_token_order_verdicts.csv;campaign_032_002_source_normalized_branch_tail_decisive_rows.csv;campaign_032_002_tail_source_queue.csv;campaign_032_002_y_source_function_batch2.csv;campaign_032_002_y_source_function_current_table.csv;campaign_032_002_y_source_function_sourceclean_features.csv;campaign_032_002_y_source_manifest.csv;campaign_032_002_y_source_route_probe.csv;effective_unicity_directionality_source_queue_source_index.csv;source_box_blind_adjudication_key.csv;source_box_blind_adjudication_scored_rows.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
234,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-1206,3556.2,Mohenjo-daro,SEAL:S,Gaur,Steatite,Good,R/L,4,435,255,<END>,<END>,+740-690-435-255-002-861+,1,source_hint_only,13,0,campaign_520_220_x_source_visibility_hints_addendum.csv,,,,,terminal_component_core_T002_T003 | target_terminal_stability,campaign_520_220_x_source_visibility_hints_addendum.csv;effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
235,background_context,other_y_after_002,298,false,2,M-683,3119.1,Mohenjo-daro,SEAL:S,Bull1,Steatite,Poor,R/L,3,798,231,460,032,+740-798-231-002-298-460-032+,1,source_hint_only,6,5,source_box_blind_adjudication_scored_rows.csv,confidence:med,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_blind_adjudication_key.csv;source_box_blind_adjudication_scored_rows.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
236,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-1763,2313.1,Mohenjo-daro,SEAL:S,Bull1:W,Faience,Fair,R/L,6,220,032,<END>,<END>,+416-001-565-740-220-032-002-861+,1,source_hint_only,6,30,campaign_032_002_861_bare_edge_source_controls_rows.csv,route_pending_panel_or_cisi_3_1,,,,,campaign_032_002_861_bare_edge_source_controls_rows.csv;campaign_032_002_tail_source_queue.csv;campaign_032_002_y_source_manifest.csv;campaign_032_002_y_source_route_probe.csv;effective_unicity_directionality_source_queue_source_index.csv;source_visible_032_002_y_witness_matrix.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
237,background_context,other_y_after_002,365,false,2,C-1,89.1,Chanhu-daro,SEAL:S,Bull1,Steatite,Fair,R/L,5,740,101,287,034,+031-840-140-740-101-002-365-287-034+,1,source_hint_only,5,5,source_box_blind_adjudication_scored_rows.csv,confidence:med,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_blind_adjudication_key.csv;source_box_blind_adjudication_scored_rows.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
238,background_context,other_y_after_002,374,false,2,M-315,2833.1,Mohenjo-daro,SEAL:S,None,Steatite,Good,R/L,2,390,034,228,741,+390-034-002-374-228-741+,1,source_hint_only,5,5,source_box_blind_adjudication_scored_rows.csv,confidence:high,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_blind_adjudication_key.csv;source_box_blind_adjudication_scored_rows.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
239,background_context,other_y_after_002,814,false,1,M-17,2545.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Good,R/L,2,390,016,560,<END>,+390-016-002-814-560+,1,source_hint_only,5,5,source_box_blind_adjudication_scored_rows.csv,confidence:high,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_blind_adjudication_key.csv;source_box_blind_adjudication_scored_rows.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
240,background_context,leaky_861_descriptive_not_posthoc_pole,861,false,4,M-355,2851.1,Mohenjo-daro,SEAL:R,None,Steatite,Good,R/L,7,231,235,360,520,+740-877-032-033-705-231-235-002-861-360-520-919-140+,1,source_hint_only,5,0,campaign_032_002_861_533717_source_controls_crops.csv,,,,8c71281355e05b3a9675010e1c3101bdd76d8d06c20819e676ab02263872ce7c,,campaign_032_002_861_533717_source_controls_crops.csv;effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
241,background_context,other_y_after_002,920,false,1,C-3,91.1,Chanhu-daro,SEAL:S,Bull1:W,Steatite,Good,R/L,2,740,016,317,<END>,+740-016-002-920-317+,1,source_hint_only,5,5,source_box_blind_adjudication_scored_rows.csv,confidence:high,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_blind_adjudication_key.csv;source_box_blind_adjudication_scored_rows.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
242,background_context,other_y_after_002,002,true,0,NA,960.1,Harappa,POT:T:g,None,Clay,Poor,NA,0,<START>,<START>,<END>,<END>,+002-002+,1,source_hint_only,4,5,campaign_032_002_branch_tail_source_routes.csv,blocked_until_object_id_resolved,,,,,campaign_032_002_branch_tail_source_routes.csv;campaign_032_002_source_normalized_branch_tail_decisive_rows.csv;campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
243,background_context,other_y_after_002,003,true,0,NA,1047.1,Harappa,POT:T:g,None,Clay,Poor,NA,0,<START>,<START>,<END>,<END>,+002-003+,1,source_hint_only,4,5,campaign_032_002_branch_tail_source_routes.csv,blocked_until_object_id_resolved,,,,,campaign_032_002_branch_tail_source_routes.csv;campaign_032_002_source_normalized_branch_tail_decisive_rows.csv;campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
244,background_context,other_y_after_002,003,true,0,NA,4277.1,Dholavira,SEAL:R,None,NA,Poor,R/L,3,067,900,<END>,<END>,+740-067-900-002-003+,1,source_hint_only,4,5,campaign_032_002_branch_tail_source_routes.csv,blocked_until_object_id_resolved,,,,,campaign_032_002_branch_tail_source_routes.csv;campaign_032_002_source_normalized_branch_tail_decisive_rows.csv;campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
245,background_context,other_y_after_002,004,false,4,NA,3898.1,Ur,SEAL:C,Gaur,NA,Fair,R/L,0,<START>,<START>,328,001,+002-004-328-001-803-415+,1,source_hint_only,4,5,campaign_032_002_branch_tail_source_routes.csv,blocked_until_object_id_resolved,,,,,campaign_032_002_branch_tail_source_routes.csv;campaign_032_002_source_normalized_branch_tail_decisive_rows.csv;campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
246,background_context,other_y_after_002,055,false,4,NA,3882.1,Susa,SEAL:CY,Gaur,NA,Poor,R/L,2,416,150,031,319,+416-150-002-055-031-319-001-924+,1,source_hint_only,4,5,campaign_032_002_branch_tail_source_routes.csv,blocked_until_object_id_resolved,,,,,campaign_032_002_branch_tail_source_routes.csv;campaign_032_002_source_normalized_branch_tail_decisive_rows.csv;campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
247,background_context,other_y_after_002,278,false,1,NA,4173.1,Salut,SEAL:S,Gaur,NA,Fair,R/L,2,392,004,595,<END>,+392-004-002-278-595+,1,source_hint_only,4,5,campaign_032_002_branch_tail_source_routes.csv,blocked_until_object_id_resolved,,,,,campaign_032_002_branch_tail_source_routes.csv;campaign_032_002_source_normalized_branch_tail_decisive_rows.csv;campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
248,background_context,other_y_after_002,281,true,0,NA,5235.1,Lakhanjo-daro,SEAL:S,Bull1:S,Steatite,Fair,R/L,3,032,029,<END>,<END>,+740-032-029-002-281+,1,source_hint_only,4,5,campaign_032_002_branch_tail_source_routes.csv,blocked_until_object_id_resolved,,,,,campaign_032_002_branch_tail_source_routes.csv;campaign_032_002_source_normalized_branch_tail_decisive_rows.csv;campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
249,background_context,other_y_after_002,285,true,0,NA,4155.1,Gonur Depe,SEAL:S,Elep,Steatite,Good,R/L,6,220,235,<END>,<END>,+740-390-590-125-220-235-002-285+,1,source_hint_only,4,5,campaign_032_002_branch_tail_source_routes.csv,blocked_until_object_id_resolved,,,,,campaign_032_002_branch_tail_source_routes.csv;campaign_032_002_source_normalized_branch_tail_decisive_rows.csv;campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
250,background_context,other_y_after_002,298,false,1,NA,5572.1,Unknown,SEAL:S,Bull:i:J,NA,Poor,R/L,1,<START>,136,741,<END>,+136-002-298-741+,1,source_hint_only,4,5,campaign_032_002_branch_tail_source_routes.csv,blocked_until_object_id_resolved,,,,,campaign_032_002_branch_tail_source_routes.csv;campaign_032_002_source_normalized_branch_tail_decisive_rows.csv;campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
251,background_context,other_y_after_002,365,false,1,NA,4196.1,Dholavira,SEAL:S,Bull1:J,Steatite,Poor,R/L,1,<START>,391,550,<END>,+391-002-365-550+,1,source_hint_only,4,5,campaign_032_002_branch_tail_source_routes.csv,blocked_until_object_id_resolved,,,,,campaign_032_002_branch_tail_source_routes.csv;campaign_032_002_source_normalized_branch_tail_decisive_rows.csv;campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
252,background_context,other_y_after_002,457,true,0,NA,4244.1,Dholavira,MISC,NA,Steatite,Poor,R/L,4,233,235,<END>,<END>,+033-705-233-235-002-457+,1,source_hint_only,4,5,campaign_032_002_branch_tail_source_routes.csv,blocked_until_object_id_resolved,,,,,campaign_032_002_branch_tail_source_routes.csv;campaign_032_002_source_normalized_branch_tail_decisive_rows.csv;campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
253,background_context,other_y_after_002,629,false,1,NA,4209.1,Dholavira,SEAL:S,Gaur,Steatite,Fair,R/L,2,740,384,279,<END>,+740-384-002-629-279+,1,source_hint_only,4,5,campaign_032_002_branch_tail_source_routes.csv,blocked_until_object_id_resolved,,,,,campaign_032_002_branch_tail_source_routes.csv;campaign_032_002_source_normalized_branch_tail_decisive_rows.csv;campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
254,background_context,other_y_after_002,705,false,1,NA,3884.1,Tell Umma,TAG:L,Bull1,Clay,Fair,R/L,2,390,004,127,<END>,+390-004-002-705-127+,1,source_hint_only,4,5,campaign_032_002_branch_tail_source_routes.csv,blocked_until_object_id_resolved,,,,,campaign_032_002_branch_tail_source_routes.csv;campaign_032_002_source_normalized_branch_tail_decisive_rows.csv;campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
255,background_context,other_y_after_002,705,false,2,NA,4182.1,Dholavira,SEAL:S,Bull1,NA,Fair,R/L,4,590,231,530,904,+740-390-590-231-002-705-530-904+,1,source_hint_only,4,5,campaign_032_002_branch_tail_source_routes.csv,blocked_until_object_id_resolved,,,,,campaign_032_002_branch_tail_source_routes.csv;campaign_032_002_source_normalized_branch_tail_decisive_rows.csv;campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
256,background_context,other_y_after_002,824,true,0,NA,5576.1,Unknown,SEAL:S,Tigr,NA,Good,R/L,3,415,104,<END>,<END>,+368-415-104-002-824+,1,source_hint_only,4,5,campaign_032_002_branch_tail_source_routes.csv,blocked_until_object_id_resolved,,,,,campaign_032_002_branch_tail_source_routes.csv;campaign_032_002_source_normalized_branch_tail_decisive_rows.csv;campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
257,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-1267,3574.1,Mohenjo-daro,SEAL:R,None,Steatite,Poor,R/L,5,720,175,<END>,<END>,+416-001-740-720-175-002-861+,1,source_hint_only,4,0,campaign_032_002_861_533717_source_controls_crops.csv,,,,ef2ed80de7ef5f60cb801f9b5d5267732f0c4900d6b1fa08a60f3b84ec597352,,campaign_032_002_861_533717_source_controls_crops.csv;effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
258,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,NA,18.1,Bakkar Buthi,POT:T:g,None,Clay,Poor,R/L,4,032,840,<END>,<END>,+405-844-032-840-002-861+,1,source_hint_only,4,5,campaign_032_002_branch_tail_source_routes.csv,blocked_until_object_id_resolved,,,,,campaign_032_002_branch_tail_source_routes.csv;campaign_032_002_source_normalized_branch_tail_decisive_rows.csv;campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
259,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,NA,132.1,Dholavira,SEAL:S,Tigr,Steatite,Fair,R/L,2,740,416,<END>,<END>,+740-416-002-861+,1,source_hint_only,4,5,campaign_032_002_branch_tail_source_routes.csv,blocked_until_object_id_resolved,,,,,campaign_032_002_branch_tail_source_routes.csv;campaign_032_002_source_normalized_branch_tail_decisive_rows.csv;campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
260,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,NA,136.1,Dholavira,SEAL:R,None,Steatite,Good,R/L,2,390,016,<END>,<END>,+390-016-002-861+,1,source_hint_only,4,5,campaign_032_002_branch_tail_source_routes.csv,blocked_until_object_id_resolved,,,,,campaign_032_002_branch_tail_source_routes.csv;campaign_032_002_source_normalized_branch_tail_decisive_rows.csv;campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
261,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,NA,2388.1,Mohenjo-daro,SEAL:S,Bull1:S,Steatite,Fair,R/L,3,637,240,<END>,<END>,+740-637-240-002-861+,1,source_hint_only,4,5,campaign_032_002_branch_tail_source_routes.csv,blocked_until_object_id_resolved,,,,,campaign_032_002_branch_tail_source_routes.csv;campaign_032_002_source_normalized_branch_tail_decisive_rows.csv;campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
262,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,NA,4195.1,Dholavira,SEAL:S,Bull1:V,Steatite,Good,R/L,3,390,590,<END>,<END>,+820-390-590-002-861+,1,source_hint_only,4,5,campaign_032_002_branch_tail_source_routes.csv,blocked_until_object_id_resolved,,,,,campaign_032_002_branch_tail_source_routes.csv;campaign_032_002_source_normalized_branch_tail_decisive_rows.csv;campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
263,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,NA,4272.1,Dholavira,SEAL:R,None,Steatite,Good,R/L,2,405,016,<END>,<END>,+405-016-002-861+,1,source_hint_only,4,5,campaign_032_002_branch_tail_source_routes.csv,blocked_until_object_id_resolved,,,,,campaign_032_002_branch_tail_source_routes.csv;campaign_032_002_source_normalized_branch_tail_decisive_rows.csv;campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
264,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,NA,5575.1,Unknown,SEAL:S,Bull:i:J,NA,Fair,R/L,1,<START>,136,<END>,<END>,+136-002-861+,1,source_hint_only,4,5,campaign_032_002_branch_tail_source_routes.csv,blocked_until_object_id_resolved,,,,,campaign_032_002_branch_tail_source_routes.csv;campaign_032_002_source_normalized_branch_tail_decisive_rows.csv;campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
265,background_context,other_y_after_002,900,false,1,NA,4302.1,Dholavira,TAB:B,Scene,Terracotta,Good,R/L,2,740,519,630,<END>,+740-519-002-900-630+,1,source_hint_only,4,5,campaign_032_002_branch_tail_source_routes.csv,blocked_until_object_id_resolved,,,,,campaign_032_002_branch_tail_source_routes.csv;campaign_032_002_source_normalized_branch_tail_decisive_rows.csv;campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
266,background_context,other_y_after_002,112,true,0,M-33,2561.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Fair,R/L,5,382,233,<END>,<END>,+740-032-923-382-233-002-112+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
267,background_context,other_y_after_002,168,false,1,M-1159,3519.1,Mohenjo-daro,SEAL:S,Elep,Steatite,Good,R/L,3,220,032,032,<END>,+232-220-032-002-168-032+,1,source_hint_only,3,0,campaign_032_002_tail_source_queue.csv,,,,,,campaign_032_002_tail_source_queue.csv;effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
268,background_context,other_y_after_002,172,false,1,H-455,1445.1,Harappa,SEAL:S,Bull1:J,Steatite,Poor,R/L,3,033,705,032,<END>,+520-033-705-002-172-032+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
269,background_context,other_y_after_002,190,false,3,M-1692,2226.1,Mohenjo-daro,SEAL:S,Bull1:L,Steatite,Good,R/L,3,600,617,125,632,+390-600-617-002-190-125-632-032+,1,source_hint_only,3,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
