"row_id","cisi","subtype","target_label","is_h_series","priority","type","site","sides","direction","short_side_index","order","short_text","context_class","side_relation","longer_row_count","longer_texts","sequence_family_key","horizontal_mm","vertical_mm","thickness_mm","h_bin","v_bin","area_bin","aspect_bin","th_bin","long_family","long_token_set","long_edge_frames","long_first_tokens","long_last_tokens","long_length_bin"
"425.1","H-2125","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","1","700_first","+700-033+","single_longer_text","short_before_all_longer","1","+740-143-067+","1:+700-033+|2:+740-143-067+","18.3","9","2.5","h_ge_16","v_8p5_10","area_120_180","aspect_ge_1p9","th_lt_3","+740-143-067+","067;143;740","740...067","740","067","long_len_1_3"
"674.1","H-2129","032","FRAME700_SUBTYPE032","false","P2_tab_i_core_short_queue","TAB:I","Harappa","2","R/L","1","700_first","+700-032+","single_short_no_longer_text","no_longer_text","0","","1:+700-032+|2:]000-590-231+","","8","2.7","h_missing","v_7_8p5","area_missing","aspect_missing","th_lt_3","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"1244.2","H-213","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","2","700_first","+700-032+","single_longer_text","short_after_all_longer","1","+400-520-400-352+","1:+400-520-400-352+|2:+700-032+","18","10","","h_ge_16","v_ge_10","area_ge_180","aspect_1p5_1p9","th_missing","+400-520-400-352+","352;400;520","400...352","400","352","long_len_4_5"
"823.1","H-2130","034","FRAME700_SUBTYPE034","false","P2_tab_i_core_short_queue","TAB:I","Harappa","2","R/L","1","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+700-034+|2:+365-900+","14.2","8.4","2.8","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_lt_3","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"732.1","H-2131","033","FRAME700_SUBTYPE033","false","P2_tab_i_core_short_queue","TAB:I","Harappa","2","R/L","1","700_first","+700-033+","all_short_or_no_longer_text","no_longer_text","0","","1:+700-033+|2:+368-900+","14","8.2","2.6","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_lt_3","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"3932.1","H-2137","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","1","700_first","+700-034+","single_longer_text","short_before_all_longer","1","+740-100-176+","1:+700-034+|2:+740-100-176+","13","8","2.5","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_lt_3","+740-100-176+","100;176;740","740...176","740","176","long_len_1_3"
"596.1","H-2139","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","1","700_first","+700-032+","single_longer_text","short_before_all_longer","1","+740-176-033-705-235+","1:+700-032+|2:+740-176-033-705-235+","15","8.6","3.6","h_13_16","v_8p5_10","area_120_180","aspect_1p5_1p9","th_3_5","+740-176-033-705-235+","033;176;235;705;740","740...235","740","235","long_len_4_5"
"1245.2","H-214","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:B","Harappa","2","L/R","2","700_first","+700-032+","single_longer_text","short_after_all_longer","1","+400-520-400-353+","1:+400-520-400-353+|2:+700-032+","17.8","7.6","","h_ge_16","v_7_8p5","area_120_180","aspect_ge_1p9","th_missing","+400-520-400-353+","353;400;520","400...353","400","353","long_len_4_5"
"418.1","H-2140","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","1","700_first","+700-034+","single_longer_text","short_before_all_longer","1","+565-740-176-231+","1:+700-034+|2:+565-740-176-231+","14","8","2.5","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_lt_3","+565-740-176-231+","176;231;565;740","565...231","565","231","long_len_4_5"
"397.1","H-2141","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","1","700_first","+700-034+","single_longer_text","short_before_all_longer","1","+565-740-176-231+","1:+700-034+|2:+565-740-176-231+","14","7.8","2.8","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_lt_3","+565-740-176-231+","176;231;565;740","565...231","565","231","long_len_4_5"
"945.1","H-2142","033","FRAME700_SUBTYPE033","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","L/R","1","700_first","+700-033+","single_longer_text","short_before_all_longer","1","+526-550-233+","1:+700-033+|2:+526-550-233+","13.8","8","2.3","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_lt_3","+526-550-233+","233;526;550","526...233","526","233","long_len_1_3"
"752.1","H-2143","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","1","700_first","+700-034+","single_longer_text","short_before_all_longer","1","+090-740-792+","1:+700-034+|2:+090-740-792+","13.5","6.5","","h_13_16","v_lt_7","area_80_120","aspect_ge_1p9","th_missing","+090-740-792+","090;740;792","090...792","090","792","long_len_1_3"
"841.2","H-2146","032","FRAME700_SUBTYPE032","false","P2_tab_i_core_short_queue","TAB:I","Harappa","2","R/L","2","700_first","+700-032+","single_longer_text","short_after_all_longer","1","+520-220-415+","1:+520-220-415+|2:+700-032+","11","6.8","2.5","h_10_13","v_lt_7","area_lt_80","aspect_1p5_1p9","th_lt_3","+520-220-415+","220;415;520","520...415","520","415","long_len_1_3"
"1246.1","H-215","034","FRAME700_SUBTYPE034","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","1","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+700-034+|2:+400-137+","18","9","","h_ge_16","v_8p5_10","area_120_180","aspect_ge_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"815.1","H-2154","034","FRAME700_SUBTYPE034","false","P2_tab_i_core_short_queue","TAB:I","Harappa","2","R/L","1","700_last","+034-700+","all_short_or_no_longer_text","no_longer_text","0","","1:+034-700+|2:+400-226+","14","6","3.4","h_13_16","v_lt_7","area_80_120","aspect_ge_1p9","th_3_5","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"812.1","H-2155","034","FRAME700_SUBTYPE034","false","P2_tab_i_core_short_queue","TAB:I","Harappa","2","R/L","1","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+700-034+|2:+400-236+","9.2","7.1","2.7","h_lt_10","v_7_8p5","area_lt_80","aspect_lt_1p5","th_lt_3","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"1247.2","H-216","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","L/R","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+740-337-484+","1:+740-337-484+|2:+700-033+","19","9.5","","h_ge_16","v_8p5_10","area_ge_180","aspect_ge_1p9","th_missing","+740-337-484+","337;484;740","740...484","740","484","long_len_1_3"
"1248.2","H-217","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","2","700_first","+700-032+","single_longer_text","short_after_all_longer","1","+740-337-484+","1:+740-337-484+|2:+700-032+","14","8","","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_missing","+740-337-484+","337;484;740","740...484","740","484","long_len_1_3"
"801.1","H-2173","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","1","700_first","+700-032+","single_longer_text","short_before_all_longer","1","+400-740-817-491+","1:+700-032+|2:+400-740-817-491+","12.8","7","3","h_10_13","v_7_8p5","area_80_120","aspect_1p5_1p9","th_3_5","+400-740-817-491+","400;491;740;817","400...491","400","491","long_len_4_5"
"1249.2","H-218","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+740-336-176+","1:+740-336-176+|2:+700-033+","14","9","","h_13_16","v_8p5_10","area_120_180","aspect_1p5_1p9","th_missing","+740-336-176+","176;336;740","740...176","740","176","long_len_1_3"
"749.1","H-2183","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","1","700_first","+700-032+","single_longer_text","short_before_all_longer","1","+400-740-575-017-798+","1:+700-032+|2:+400-740-575-017-798+","18.8","10.4","2.2","h_ge_16","v_ge_10","area_ge_180","aspect_1p5_1p9","th_lt_3","+400-740-575-017-798+","017;400;575;740;798","400...798","400","798","long_len_4_5"
"490.1","H-2184","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","1","700_first","+700-032+","single_longer_text","short_before_all_longer","1","+400-740-032-015+","1:+700-032+|2:+400-740-032-015+","19","10","3","h_ge_16","v_ge_10","area_ge_180","aspect_ge_1p9","th_3_5","+400-740-032-015+","015;032;400;740","400...015","400","015","long_len_4_5"
"834.1","H-2185","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","1","700_first","+700-032+","single_longer_text","short_before_all_longer","1","+400-158-690+","1:+700-032+|2:+400-158-690+","14.4","8.1","3.2","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_3_5","+400-158-690+","158;400;690","400...690","400","690","long_len_1_3"
"519.1","H-2186","032","FRAME700_SUBTYPE032","false","P2_tab_i_core_short_queue","TAB:I","Harappa","2","R/L","1","700_first","+700-032+","single_longer_text","short_before_all_longer","1","+390-004-155-390+","1:+700-032+|2:+390-004-155-390+","15","8.8","","h_13_16","v_8p5_10","area_120_180","aspect_1p5_1p9","th_missing","+390-004-155-390+","004;155;390","390...390","390","390","long_len_4_5"
"1250.2","H-219","033","FRAME700_SUBTYPE033","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+415-035-171+","1:+415-035-171+|2:+700-033+","17","7.5","","h_ge_16","v_7_8p5","area_120_180","aspect_ge_1p9","th_missing","+415-035-171+","035;171;415","415...171","415","171","long_len_1_3"
"578.1","H-2197","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","1","700_first","+700-033+","single_longer_text","short_before_all_longer","1","+400-090-740-100-390-231+","1:+700-033+|2:+400-090-740-100-390-231+","","","3.6","h_missing","v_missing","area_missing","aspect_missing","th_3_5","+400-090-740-100-390-231+","090;100;231;390;400;740","400...231","400","231","long_len_6_plus"
"643.2","H-2198","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_first","+700-032+","single_longer_text","short_after_all_longer","1","+740-255-032+","1:+740-255-032+|2:+700-032+","","","2","h_missing","v_missing","area_missing","aspect_missing","th_lt_3","+740-255-032+","032;255;740","740...032","740","032","long_len_1_3"
"753.1","H-2201","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","1","700_first","+700-032+","single_longer_text","short_before_all_longer","1","+400-740-176-240+","1:+700-032+|2:+400-740-176-240+","15.8","4.8","","h_13_16","v_lt_7","area_lt_80","aspect_ge_1p9","th_missing","+400-740-176-240+","176;240;400;740","400...240","400","240","long_len_4_5"
"659.1","H-2204","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","1","700_first","+700-034+","single_longer_text","short_before_all_longer","1","+400-740-032-027+","1:+700-034+|2:+400-740-032-027+","19","7.3","","h_ge_16","v_7_8p5","area_120_180","aspect_ge_1p9","th_missing","+400-740-032-027+","027;032;400;740","400...027","400","027","long_len_4_5"
"871.1","H-2206","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","1","700_first","+700-034+","single_longer_text","short_before_all_longer","1","+740-032-025+","1:+700-034+|2:+740-032-025+","","7","","h_missing","v_7_8p5","area_missing","aspect_missing","th_missing","+740-032-025+","025;032;740","740...025","740","025","long_len_1_3"
"549.1","H-2208","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","1","700_last","+034-700+","single_longer_text","short_before_all_longer","1","+400-740-032-027+","1:+034-700+|2:+400-740-032-027+","14.5","7.5","","h_13_16","v_7_8p5","area_80_120","aspect_ge_1p9","th_missing","+400-740-032-027+","027;032;400;740","400...027","400","027","long_len_4_5"
"638.1","H-2209","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","1","700_first","+700-033+","single_longer_text","short_before_all_longer","1","+400-740-032-025+","1:+700-033+|2:+400-740-032-025+","16","7","","h_ge_16","v_7_8p5","area_80_120","aspect_ge_1p9","th_missing","+400-740-032-025+","025;032;400;740","400...025","400","025","long_len_4_5"
"829.1","H-2211","032","FRAME700_SUBTYPE032","false","P2_tab_i_core_short_queue","TAB:I","Harappa","2","R/L","1","700_first","+700-032+","single_longer_text","short_before_all_longer","1","+700-840-032-741+","1:+700-032+|2:+700-840-032-741+","13.7","6","","h_13_16","v_lt_7","area_80_120","aspect_ge_1p9","th_missing","+700-840-032-741+","032;700;741;840","700...741","700","741","long_len_4_5"
"407.1","H-2213","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:I","Harappa","3","R/L","1","700_first","+700-033+","multiple_longer_texts","short_before_all_longer","2","+740-760-840-799+|+824-032-578-415+","1:+700-033+|2:+824-032-578-415+|3:+740-760-840-799+","16.7","7.3","","h_ge_16","v_7_8p5","area_120_180","aspect_ge_1p9","th_missing","+740-760-840-799+|+824-032-578-415+","032;415;578;740;760;799;824;840","740...799;824...415","740;824","415;799","long_len_4_5"
"672.1","H-2214","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:I","Harappa","3","R/L","1","700_first","+700-033+","multiple_longer_texts","short_before_all_longer","2","+740-760-840-799+|+876-032-578-415+","1:+700-033+|2:+740-760-840-799+|3:+876-032-578-415+","14.5","6.5","","h_13_16","v_lt_7","area_80_120","aspect_ge_1p9","th_missing","+740-760-840-799+|+876-032-578-415+","032;415;578;740;760;799;840;876","740...799;876...415","740;876","415;799","long_len_4_5"
"470.1","H-2215","033","FRAME700_SUBTYPE033","false","P2_tab_i_core_short_queue","TAB:I","Harappa","3","R/L","1","700_first","+700-033+","single_short_no_longer_text","no_longer_text","0","","1:+700-033+|2:+156+|3:+000+","7.5","10","","h_lt_10","v_ge_10","area_lt_80","aspect_lt_1p5","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"679.1","H-2217","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:I","Harappa","3","R/L","1","700_first","+700-032+","single_longer_text","short_before_all_longer","1","+400-854-032+","1:+700-032+|2:+400-854-032+|3:+257-360+","18.5","9.2","","h_ge_16","v_8p5_10","area_120_180","aspect_ge_1p9","th_missing","+400-854-032+","032;400;854","400...032","400","032","long_len_1_3"
"858.2","H-2218","034","FRAME700_SUBTYPE034","true","P1_tab_i_three_side_short_series","TAB:I","Harappa","3","R/L","2","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+861-003+|2:+700-034+|3:+156-003+","12.5","8","","h_10_13","v_7_8p5","area_80_120","aspect_1p5_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"856.2","H-2219","034","FRAME700_SUBTYPE034","true","P1_tab_i_three_side_short_series","TAB:I","Harappa","3","R/L","2","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+861-003+|2:+700-034+|3:+156-003+","12","7.5","","h_10_13","v_7_8p5","area_80_120","aspect_1p5_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"851.2","H-2220","034","FRAME700_SUBTYPE034","true","P1_tab_i_three_side_short_series","TAB:I","Harappa","3","R/L","2","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+861-003+|2:+700-034+|3:+156-003+","12","8.2","","h_10_13","v_7_8p5","area_80_120","aspect_lt_1p5","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"844.1","H-2221","034","FRAME700_SUBTYPE034","true","P1_tab_i_three_side_short_series","TAB:I","Harappa","3","R/L","1","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+700-034+|2:+861-003+|3:+156-003+","12.2","7.2","","h_10_13","v_7_8p5","area_80_120","aspect_1p5_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"845.2","H-2222","034","FRAME700_SUBTYPE034","true","P1_tab_i_three_side_short_series","TAB:I","Harappa","3","R/L","2","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+861-003+|2:+700-034+|3:+156-003+","12.2","7.2","","h_10_13","v_7_8p5","area_80_120","aspect_1p5_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"846.2","H-2223","034","FRAME700_SUBTYPE034","true","P1_tab_i_three_side_short_series","TAB:I","Harappa","3","R/L","2","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+861-003+|2:+700-034+|3:+156-003+","11.2","7.5","","h_10_13","v_7_8p5","area_80_120","aspect_lt_1p5","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"857.2","H-2224","034","FRAME700_SUBTYPE034","true","P1_tab_i_three_side_short_series","TAB:I","Harappa","3","R/L","2","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+861-003+|2:+700-034+|3:+156-003+","12","7","","h_10_13","v_7_8p5","area_80_120","aspect_1p5_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"854.2","H-2225","034","FRAME700_SUBTYPE034","true","P1_tab_i_three_side_short_series","TAB:I","Harappa","3","R/L","2","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+861-003+|2:+700-034+|3:+156-003+","12","7.5","","h_10_13","v_7_8p5","area_80_120","aspect_1p5_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"852.1","H-2226","034","FRAME700_SUBTYPE034","true","P1_tab_i_three_side_short_series","TAB:I","Harappa","3","R/L","1","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+700-034+|2:+861-003+|3:+156-003+","11","7","","h_10_13","v_7_8p5","area_lt_80","aspect_1p5_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"853.1","H-2227","034","FRAME700_SUBTYPE034","true","P1_tab_i_three_side_short_series","TAB:I","Harappa","3","R/L","1","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+700-034+|2:+861-003+|3:+156-003+","12.5","7.2","","h_10_13","v_7_8p5","area_80_120","aspect_1p5_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"855.1","H-2228","034","FRAME700_SUBTYPE034","true","P1_tab_i_three_side_short_series","TAB:I","Harappa","3","R/L","1","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+700-034+|2:+861-003+|3:+156-003+","11.8","6.5","","h_10_13","v_lt_7","area_lt_80","aspect_1p5_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"832.2","H-2229","034","FRAME700_SUBTYPE034","true","P1_tab_i_three_side_short_series","TAB:I","Harappa","3","R/L","2","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+861-003+|2:+700-034+|3:+156-003+","10","6","","h_10_13","v_lt_7","area_lt_80","aspect_1p5_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"850.1","H-2230","034","FRAME700_SUBTYPE034","true","P1_tab_i_three_side_short_series","TAB:I","Harappa","3","R/L","1","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+700-034+|2:+861-003+|3:+156-003+","10","7.2","","h_10_13","v_7_8p5","area_lt_80","aspect_lt_1p5","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"859.2","H-2231","034","FRAME700_SUBTYPE034","true","P1_tab_i_three_side_short_series","TAB:I","Harappa","3","R/L","2","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+861-003+|2:+700-034+|3:+156-003+","10","7","","h_10_13","v_7_8p5","area_lt_80","aspect_lt_1p5","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"860.2","H-2232","034","FRAME700_SUBTYPE034","true","P1_tab_i_three_side_short_series","TAB:I","Harappa","3","R/L","2","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+861-003+|2:+700-034+|3:+156-003+","9.2","5.8","","h_lt_10","v_lt_7","area_lt_80","aspect_1p5_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"878.1","H-2233","034","FRAME700_SUBTYPE034","true","P1_tab_i_three_side_short_series","TAB:I","Harappa","3","R/L","1","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+700-034+|2:+861-003+|3:+156-003+","10","6.5","","h_10_13","v_lt_7","area_lt_80","aspect_1p5_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"861.2","H-2234","034","FRAME700_SUBTYPE034","true","P1_tab_i_three_side_short_series","TAB:I","Harappa","3","R/L","2","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+861-003+|2:+700-034+|3:+156-003+","9","6.5","","h_lt_10","v_lt_7","area_lt_80","aspect_lt_1p5","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"870.1","H-2235","034","FRAME700_SUBTYPE034","true","P1_tab_i_three_side_short_series","TAB:I","Harappa","3","R/L","1","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+700-034+|2:+861-003+|3:+156-003+","11","6","","h_10_13","v_lt_7","area_lt_80","aspect_1p5_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"847.2","H-2236","034","FRAME700_SUBTYPE034","true","P1_tab_i_three_side_short_series","TAB:I","Harappa","3","R/L","2","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+861-003+|2:+700-034+|3:+156-003+","9","5.9","","h_lt_10","v_lt_7","area_lt_80","aspect_1p5_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"794.1","H-2237","034","FRAME700_SUBTYPE034","true","P1_tab_i_three_side_short_series","TAB:I","Harappa","3","R/L","1","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+700-034+|2:+861-003+|3:+154-003+","10","6.5","","h_10_13","v_lt_7","area_lt_80","aspect_1p5_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"693.1","H-2238","033","FRAME700_SUBTYPE033","true","P1_tab_i_three_side_short_series","TAB:I","Harappa","3","R/L","1","700_first","+700-033+","all_short_or_no_longer_text","no_longer_text","0","","1:+700-033+|2:+861-003+|3:+156-003+","11","6.9","","h_10_13","v_lt_7","area_lt_80","aspect_1p5_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"769.2","H-2239","034","FRAME700_SUBTYPE034","true","P1_tab_i_three_side_short_series","TAB:I","Harappa","3","R/L","2","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+861-003+|2:+700-034+|3:+156-003+","9.5","6.2","","h_lt_10","v_lt_7","area_lt_80","aspect_1p5_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"484.1","H-2246","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:I","Harappa","3","R/L","1","700_first","+700-034+","multiple_longer_texts","short_before_all_longer","2","+740-760-840-799+|+824-032-578-415+","1:+700-034+|2:+824-032-578-415+|3:+740-760-840-799+","14.5","5.5","3.1","h_13_16","v_lt_7","area_lt_80","aspect_ge_1p9","th_3_5","+740-760-840-799+|+824-032-578-415+","032;415;578;740;760;799;824;840","740...799;824...415","740;824","415;799","long_len_4_5"
"1256.2","H-229","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+400-740-892-617+","1:+400-740-892-617+|2:+700-033+","16.5","11.4","","h_ge_16","v_ge_10","area_ge_180","aspect_lt_1p5","th_missing","+400-740-892-617+","400;617;740;892","400...617","400","617","long_len_4_5"
"1257.2","H-230","032","FRAME700_SUBTYPE032","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","2","700_first","+700-032+","single_longer_text","short_after_all_longer","1","+520-072-219+","1:+520-072-219+|2:+700-032+","25.4","11.4","","h_ge_16","v_ge_10","area_ge_180","aspect_ge_1p9","th_missing","+520-072-219+","072;219;520","520...219","520","219","long_len_1_3"
"1258.2","H-231","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+520-220-240-002-820+","1:+520-220-240-002-820+|2:+700-033+","22.9","8.9","","h_ge_16","v_8p5_10","area_ge_180","aspect_ge_1p9","th_missing","+520-220-240-002-820+","002;220;240;520;820","520...820","520","820","long_len_4_5"
