checked_date,target,label,object,row_id,site,type,text,prev2,prev1,sequence,next1,next2,at_end
2026-05-31,Ns-66,terminal_002_context,L-165,2097.1,Lothal,TAG:B,+740-048-002-817+,740,048,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-166,2098.1,Lothal,TAG:B,+740-048-002-817+,740,048,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-167,2099.1,Lothal,TAG:B,+740-048-002-817+,740,048,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-168,2100.1,Lothal,TAG:B,+740-048-002-817+,740,048,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-169,2101.1,Lothal,TAG:B,+740-048-002-817+,740,048,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-170,2102.1,Lothal,TAG:B,+740-048-002-817+,740,048,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-183,2107.1,Lothal,TAG,]717-705-002[,717,705,002,<END>,<END>,true
2026-05-31,Ns-66,terminal_002_context,L-190,2112.2,Lothal,TAG,+000-000-000-002-920-317[,000,000,002,920,317,false
2026-05-31,Ns-66,terminal_002_context,L-191,2113.2,Lothal,TAG,]235-002-861+,<START>,235,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-196,2116.1,Lothal,TAG,]390-590-032-002-000[,590,032,002,000,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-196,2116.2,Lothal,TAG,]002-861+,<START>,<START>,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-198,2118.2,Lothal,TAG,+740-390-590-032-002-000[,590,032,002,000,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-199,2119.1,Lothal,TAG,]000-220-240-002-000[,220,240,002,000,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-202,2122.2,Lothal,TAG,]236-002-861+,<START>,236,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-205,2124.2,Lothal,TAG,+740-798-803-002-000[,798,803,002,000,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-207,2126.1,Lothal,TAG,+740-482-002-820+,740,482,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-208,2127.1,Lothal,TAG,]000-002-000[,<START>,000,002,000,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-208,2127.2,Lothal,TAG,]234-220-002-820[,234,220,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-211,2129.2,Lothal,TAG,+740-388-233-220-002-000[,233,220,002,000,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-213,2131.1,Lothal,TAG,]220-002-368-840-900+,<START>,220,002,368,840,false
2026-05-31,Ns-66,terminal_002_context,L-226,2142.1,Lothal,POT:T:g,]000-495-002-861+,000,495,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-2060,2165.2,Mohenjo-daro,POT:T:g,+740-176-002-861+,740,176,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1642,2168.1,Mohenjo-daro,BNGL,+002+,<START>,<START>,002,<END>,<END>,true
2026-05-31,Ns-66,terminal_002_context,-:2170.1,2170.1,Mohenjo-daro,BNGL,+064-002+,<START>,064,002,<END>,<END>,true
2026-05-31,Ns-66,terminal_002_context,-:2171.1,2171.1,Mohenjo-daro,BNGL,+920-130-511-000-002+,511,000,002,<END>,<END>,true
2026-05-31,Ns-66,terminal_002_context,M-1696,2178.1,Mohenjo-daro,SEAL:S,+520-033-705-220-415-002-861+,220,415,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1880,2179.1,Mohenjo-daro,SEAL:S,+151-176-002-861+,151,176,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1850,2188.1,Mohenjo-daro,SEAL:S,+506-002-817+,<START>,506,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1766,2193.1,Mohenjo-daro,SEAL:S,+740-032-845-240-002-269-892-810-033+,845,240,002,269,892,false
2026-05-31,Ns-66,terminal_002_context,M-1895,2198.1,Mohenjo-daro,SEAL:S,+740-923-000-002-285+,923,000,002,285,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-2005,2202.1,Mohenjo-daro,POT:T:g,+808-033-002-000-031+,808,033,002,000,031,false
2026-05-31,Ns-66,terminal_002_context,M-1976,2204.1,Mohenjo-daro,SEAL:R,+617-142-002-817+,617,142,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-2090,2208.1,Mohenjo-daro,ROD,+002-861-096[,<START>,<START>,002,861,096,false
2026-05-31,Ns-66,terminal_002_context,M-235,2213.1,Mohenjo-daro,SEAL:S,+368-001-550/740-543-350-002-820+,543,350,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1675,2220.1,Mohenjo-daro,SEAL:S,+621-390-844-002-820+,390,844,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1676,2224.1,Mohenjo-daro,SEAL:S,+740-760-070-255-832-240-002-595-504-803+,832,240,002,595,504,false
2026-05-31,Ns-66,terminal_002_context,M-1692,2226.1,Mohenjo-daro,SEAL:S,+390-600-617-002-190-125-632-032+,600,617,002,190,125,false
2026-05-31,Ns-66,terminal_002_context,M-1697,2228.1,Mohenjo-daro,SEAL:S,+390-003-002-861+,390,003,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1737,2229.1,Mohenjo-daro,SEAL:S,+740-760-072-921-032-002-820+,921,032,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1688,2231.1,Mohenjo-daro,SEAL:S,+125-435-255-002-286-220-031-012-031-455-033-590+,435,255,002,286,220,false
2026-05-31,Ns-66,terminal_002_context,M-1916,2232.1,Mohenjo-daro,SEAL:S,+740-604-142-002-518+,604,142,002,518,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1677,2236.1,Mohenjo-daro,SEAL:S,+520-382-032-002-820-001-440-012+,382,032,002,820,001,false
2026-05-31,Ns-66,terminal_002_context,M-1778,2239.1,Mohenjo-daro,SEAL:S,]000-235-002-861+,000,235,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1674,2240.1,Mohenjo-daro,SEAL:S,+090-740-222-231-002-861-683+,222,231,002,861,683,false
2026-05-31,Ns-66,terminal_002_context,M-940,2243.1,Mohenjo-daro,SEAL:S,+527-555-002-817+,527,555,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1704,2251.1,Mohenjo-daro,SEAL:S,+740-760-605-002-861+,760,605,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1765,2255.1,Mohenjo-daro,SEAL:S,+215-031-480-140-632-705-002-093-033+,632,705,002,093,033,false
2026-05-31,Ns-66,terminal_002_context,M-1753,2256.1,Mohenjo-daro,SEAL:S,+740-760-519-240-002-861+,519,240,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-656,2257.1,Mohenjo-daro,SEAL:S,]000-920-705-803-002-861+,705,803,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,-:2258.1,2258.1,Mohenjo-daro,SEAL:L,+000-000-000-002-000+,000,000,002,000,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1721,2261.1,Mohenjo-daro,SEAL:S,+740-042-002-820+,740,042,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-963,2263.1,Mohenjo-daro,SEAL:S,+740-176-002-817+,740,176,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1709,2268.1,Mohenjo-daro,SEAL:S,+621-520-220-002-817+,520,220,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1668,2270.1,Mohenjo-daro,SEAL:S,+740-773-233-803-002-320-705-125+,233,803,002,320,705,false
2026-05-31,Ns-66,terminal_002_context,M-1860,2274.1,Mohenjo-daro,SEAL:S,]231-002-861+,<START>,231,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1726,2276.1,Mohenjo-daro,SEAL:S,+740-615-495-240-002-861+,495,240,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1990,2277.1,Mohenjo-daro,SEAL,+740-760-440-240-220-002-861+,240,220,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1974,2278.1,Mohenjo-daro,SEAL:R,+064-031-400-521-002-820+,400,521,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1746,2283.1,Mohenjo-daro,SEAL:S,+090-740-100-415-240-002-817+,415,240,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1791,2290.1,Mohenjo-daro,SEAL:S,+740-760-268-002-840-032+,760,268,002,840,032,false
2026-05-31,Ns-66,terminal_002_context,M-1706,2292.1,Mohenjo-daro,SEAL:S,+740-803-220-032-220-002-820+,032,220,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1711,2296.1,Mohenjo-daro,SEAL:S,+740-760-049-002-817+,760,049,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1772,2297.1,Mohenjo-daro,SEAL:S,+740-400-142-061-002-798-435-255-705+,142,061,002,798,435,false
2026-05-31,Ns-66,terminal_002_context,M-1708,2299.1,Mohenjo-daro,SEAL:S,+740-585-017-002-817+,585,017,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,-:2301.1,2301.1,Mohenjo-daro,ROD,+000-000-122-003-002-000+,122,003,002,000,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1810,2310.1,Mohenjo-daro,SEAL:S,+740-100-140-003-002-156-920+,140,003,002,156,920,false
2026-05-31,Ns-66,terminal_002_context,M-1832,2311.1,Mohenjo-daro,SEAL:S,+527-554-031-002-000+,554,031,002,000,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1763,2313.1,Mohenjo-daro,SEAL:S,+416-001-565-740-220-032-002-861+,220,032,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1783,2315.1,Mohenjo-daro,SEAL:S,+520-442/425-003-002-000-215+,425,003,002,000,215,false
2026-05-31,Ns-66,terminal_002_context,M-2089,2318.1,Mohenjo-daro,ROD,+002-861-096+,<START>,<START>,002,861,096,false
2026-05-31,Ns-66,terminal_002_context,M-1755,2323.1,Mohenjo-daro,SEAL:S,+740-176-002-861+,740,176,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1967,2326.1,Mohenjo-daro,SEAL:R,+520-033-705-002-585[,033,705,002,585,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1955,2338.1,Mohenjo-daro,SEAL:R,+390-920-322-803-002-820+,322,803,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1914,2341.1,Mohenjo-daro,SEAL:S,]000-832-002-817+,000,832,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1661,2342.1,Mohenjo-daro,SEAL:S,+520-070-219-002-861-032-520-919-140+,070,219,002,861,032,false
2026-05-31,Ns-66,terminal_002_context,M-1899,2350.1,Mohenjo-daro,SEAL:S,+924-132-002-861+,924,132,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1928,2357.3,Mohenjo-daro,SEAL:S,+000-233-220-002-861+,233,220,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1693,2359.1,Mohenjo-daro,SEAL:S,+527-555-033-706-235-002-817+,706,235,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1789,2366.1,Mohenjo-daro,SEAL:S,+740-455-002-368-260+,740,455,002,368,260,false
2026-05-31,Ns-66,terminal_002_context,M-1733,2374.1,Mohenjo-daro,SEAL:S,]000-002-735+,<START>,000,002,735,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1759,2375.1,Mohenjo-daro,SEAL:S,+740-032-840-002-768+,032,840,002,768,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1842,2376.1,Mohenjo-daro,SEAL:S,+520-000-235-002-861+,000,235,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1960,2379.1,Mohenjo-daro,SEAL:R,+740-000-000-002-820+,000,000,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1686,2381.1,Mohenjo-daro,SEAL:S,+740-904-220-032-002-142+,220,032,002,142,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1729,2386.1,Mohenjo-daro,SEAL:S,+390-003-002-820+,390,003,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,-:2388.1,2388.1,Mohenjo-daro,SEAL:S,+740-637-240-002-861+,637,240,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1681,2389.1,Mohenjo-daro,SEAL:S,+520-072-233-740-798-002-861-832+,740,798,002,861,832,false
2026-05-31,Ns-66,terminal_002_context,M-1745,2393.1,Mohenjo-daro,SEAL:S,+368-821-055-031-002-031-892+,055,031,002,031,892,false
2026-05-31,Ns-66,terminal_002_context,M-1927,2397.1,Mohenjo-daro,SEAL:S,+390-005-002-817+,390,005,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1927,2397.2,Mohenjo-daro,SEAL:S,]000-005-002-817+,000,005,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1883,2398.1,Mohenjo-daro,SEAL:S,+090-740-035-171-061-031-002-069+,061,031,002,069,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1787,2399.1,Mohenjo-daro,SEAL:S,+740-061-002-703-000+,740,061,002,703,000,false
2026-05-31,Ns-66,terminal_002_context,M-1901,2402.1,Mohenjo-daro,SEAL:S,+151-061/156-002-252-692+,061,156,002,252,692,false
2026-05-31,Ns-66,terminal_002_context,M-1911,2409.1,Mohenjo-daro,SEAL:S,+621-390-531-002-820+,390,531,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1728,2417.1,Mohenjo-daro,SEAL:S,+161-055-240-220-032-002-820+,220,032,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1844,2418.1,Mohenjo-daro,SEAL:S,+390-004-002-817+,390,004,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-2129,2421.1,Mohenjo-daro,IMPL,+898-017-645-002-817+,017,645,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1954,2422.1,Mohenjo-daro,SEAL:R,+740-407-590-031-752-033-705-220-415-798-002-861+,415,798,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1872,2430.1,Mohenjo-daro,SEAL,]904-220-032-002[,220,032,002,<END>,<END>,true
2026-05-31,Ns-66,terminal_002_context,M-1830,2435.1,Mohenjo-daro,SEAL:S,+740-388-002-820+,740,388,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1913,2438.1,Mohenjo-daro,SEAL:S,]416-002-817+,<START>,416,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1750,2450.1,Mohenjo-daro,SEAL:S,+390-004-002-861+,390,004,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-984,2453.1,Mohenjo-daro,SEAL:S,+390-004-002-817+,390,004,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1752,2457.1,Mohenjo-daro,SEAL:S,+740-760-019-002-817+,760,019,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-595,2464.1,Mohenjo-daro,SEAL:S,+740-100-415-176-002-820+,415,176,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1665,2473.1,Mohenjo-daro,SEAL:S,+520-033-705-233-240-002-610-125-032+,233,240,002,610,125,false
2026-05-31,Ns-66,terminal_002_context,-:2477.1,2477.1,Mohenjo-daro,BNGL,+000-100-140-002+,100,140,002,<END>,<END>,true
2026-05-31,Ns-66,terminal_002_context,M-1907,2482.1,Mohenjo-daro,SEAL:S,+390-005-002-455-511+,390,005,002,455,511,false
2026-05-31,Ns-66,terminal_002_context,-:2489.1,2489.1,Dholavira,SEAL:S,+740-390-590-002-817+,390,590,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1667,2490.1,Mohenjo-daro,SEAL:S,+740-690-435-255-220-032-002-717-820+,220,032,002,717,820,false
2026-05-31,Ns-66,terminal_002_context,H-167,2504.1,Harappa,TAG,+000-000-000-000-002-000+,000,000,002,000,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1716,2506.1,Mohenjo-daro,SEAL:S,+520-220-240-803-002-820+,240,803,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1833,2509.1,Mohenjo-daro,SEAL:S,+390-015-002-861+,390,015,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1884,2510.1,Mohenjo-daro,SEAL:S,+520-220-016-002-416-000+,220,016,002,416,000,false
2026-05-31,Ns-66,terminal_002_context,M-1851,2515.1,Mohenjo-daro,SEAL:S,+832-390-032/000-032-740-002-820+,032,740,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-1662,2526.1,Mohenjo-daro,SEAL:S,+520-033-706-233-002-817-192-000+,706,233,002,817,192,false
2026-05-31,Ns-66,terminal_002_context,M-1961,2528.1,Mohenjo-daro,SEAL,+406-072-002-817+,406,072,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-4,2533.1,Mohenjo-daro,SEAL:S,+298-465-033-705-231-002-564-617-033+,705,231,002,564,617,false
2026-05-31,Ns-66,terminal_002_context,M-7,2536.1,Mohenjo-daro,SEAL:S,+407-845-140-740-101-923-240-002-861+,923,240,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-10,2539.1,Mohenjo-daro,SEAL:S,+405-061-070-032-033-706-235-806-002-267-455+,235,806,002,267,455,false
2026-05-31,Ns-66,terminal_002_context,M-12,2540.1,Mohenjo-daro,SEAL:S,+740-390-590-233-002-368-202-892-371+,590,233,002,368,202,false
2026-05-31,Ns-66,terminal_002_context,M-14,2542.1,Mohenjo-daro,SEAL:S,+740-776-503-002-817+,776,503,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-15,2543.1,Mohenjo-daro,SEAL:S,+090-740-176-002-861+,740,176,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-17,2545.1,Mohenjo-daro,SEAL:S,+390-016-002-814-560+,390,016,002,814,560,false
2026-05-31,Ns-66,terminal_002_context,M-19,2547.1,Mohenjo-daro,SEAL:S,]000-000-002-861+,000,000,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-20,2548.1,Mohenjo-daro,SEAL:S,+390-005-002-861-036-460-513+,390,005,002,861,036,false
2026-05-31,Ns-66,terminal_002_context,M-21,2549.1,Mohenjo-daro,SEAL:S,+350-001-740-362-692-032-002-861+,692,032,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-24,2552.1,Mohenjo-daro,SEAL:S,+090-740-240-235-002-906-140+,240,235,002,906,140,false
2026-05-31,Ns-66,terminal_002_context,M-28,2556.1,Mohenjo-daro,SEAL:S,+892-374-740-760-840-416-002-861+,840,416,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-29,2557.1,Mohenjo-daro,SEAL:S,+740-055-240-235-806-002-220-455-503+,235,806,002,220,455,false
2026-05-31,Ns-66,terminal_002_context,M-32,2560.1,Mohenjo-daro,SEAL:S,+390-003-002-817+,390,003,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-33,2561.1,Mohenjo-daro,SEAL:S,+740-032-923-382-233-002-112+,382,233,002,112,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-34,2562.1,Mohenjo-daro,SEAL:S,+740-336-176-002-405-372-374+,336,176,002,405,372,false
2026-05-31,Ns-66,terminal_002_context,M-35,2563.1,Mohenjo-daro,SEAL:S,+740-390-590-233-231-002-107+,233,231,002,107,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-36,2564.1,Mohenjo-daro,SEAL:S,+740-794-630-220-032-002-368-906-329+,220,032,002,368,906,false
2026-05-31,Ns-66,terminal_002_context,M-38,2566.1,Mohenjo-daro,SEAL:S,+740-690-435-255-220-032-240-235-002-390-125-632-032+,240,235,002,390,125,false
2026-05-31,Ns-66,terminal_002_context,M-40,2568.1,Mohenjo-daro,SEAL:S,+391-002-527-475-005+,<START>,391,002,527,475,false
2026-05-31,Ns-66,terminal_002_context,M-41,2569.1,Mohenjo-daro,SEAL:S,+740-636-240-233-235-002-405-125-820+,233,235,002,405,125,false
2026-05-31,Ns-66,terminal_002_context,M-42,2570.1,Mohenjo-daro,SEAL:S,+527-550-240-002-817+,550,240,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-43,2571.1,Mohenjo-daro,SEAL:S,+740-798-231-002-055-373+,798,231,002,055,373,false
2026-05-31,Ns-66,terminal_002_context,M-44,2572.1,Mohenjo-daro,SEAL:S,+740-760-033-705-803-002-920-317+,705,803,002,920,317,false
2026-05-31,Ns-66,terminal_002_context,M-46,2574.1,Mohenjo-daro,SEAL:S,+740-798-240-235-002-220-065-215+,240,235,002,220,065,false
2026-05-31,Ns-66,terminal_002_context,M-47,2575.1,Mohenjo-daro,SEAL:S,+740-760-235-002-861+,760,235,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-49,2577.1,Mohenjo-daro,SEAL:S,+527-550-240-220-032-002-300-350-032-190+,220,032,002,300,350,false
2026-05-31,Ns-66,terminal_002_context,M-50,2578.1,Mohenjo-daro,SEAL:S,+740-585-017-033-705-240-798-002-820+,240,798,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-52,2580.1,Mohenjo-daro,SEAL:S,+740-904-032-220-415-235-803-002-504-717+,235,803,002,504,717,false
2026-05-31,Ns-66,terminal_002_context,M-53,2581.1,Mohenjo-daro,SEAL:S,+090-740-220-016-002-297-190-920-140+,220,016,002,297,190,false
2026-05-31,Ns-66,terminal_002_context,M-54,2582.1,Mohenjo-daro,SEAL:S,+236-240-033-705-798-002-820+,705,798,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-57,2585.1,Mohenjo-daro,SEAL:S,+226-032-231-798-002-693+,231,798,002,693,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-58,2586.1,Mohenjo-daro,SEAL:S,+740-460-503-002-817+,460,503,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-66,2594.1,Mohenjo-daro,SEAL:S,+740-390-590-235-002-374-309-350+,590,235,002,374,309,false
2026-05-31,Ns-66,terminal_002_context,M-70,2598.1,Mohenjo-daro,SEAL:S,+226-032-002-390-692+,226,032,002,390,692,false
2026-05-31,Ns-66,terminal_002_context,M-71,2599.1,Mohenjo-daro,SEAL:S,+151-279-142-002-390-095+,279,142,002,390,095,false
2026-05-31,Ns-66,terminal_002_context,M-72,2600.1,Mohenjo-daro,SEAL:S,+740-255-705-140-003-002-861+,140,003,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-75,2603.1,Mohenjo-daro,SEAL:S,+520-220-004-002-817+,220,004,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-77,2604.1,Mohenjo-daro,SEAL:S,+832-390-803-002-861+,390,803,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-79,2606.1,Mohenjo-daro,SEAL:S,+688/740-100-240-233-002-861+,240,233,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-81,2608.1,Mohenjo-daro,SEAL:S,+527-555-240-002-617-070+,555,240,002,617,070,false
2026-05-31,Ns-66,terminal_002_context,M-82,2609.1,Mohenjo-daro,SEAL:S,+740-222-002-207-550-390+,740,222,002,207,550,false
2026-05-31,Ns-66,terminal_002_context,M-86,2613.1,Mohenjo-daro,SEAL:S,+520-033-705-231-002-820-700+,705,231,002,820,700,false
2026-05-31,Ns-66,terminal_002_context,M-90,2617.1,Mohenjo-daro,SEAL:S,+740-840-013-031-002-817+,013,031,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-91,2618.1,Mohenjo-daro,SEAL:S,+740-100-798-220-032-002-861-255-416+,220,032,002,861,255,false
2026-05-31,Ns-66,terminal_002_context,M-92,2619.1,Mohenjo-daro,SEAL:S,+740-798-460-350-002-814-084+,460,350,002,814,084,false
2026-05-31,Ns-66,terminal_002_context,M-95,2622.1,Mohenjo-daro,SEAL:S,+390-003-002-111-165+,390,003,002,111,165,false
2026-05-31,Ns-66,terminal_002_context,M-99,2626.1,Mohenjo-daro,SEAL:S,+740-215-002-368-119+,740,215,002,368,119,false
2026-05-31,Ns-66,terminal_002_context,M-100,2627.1,Mohenjo-daro,SEAL:S,+090-740-255-705-002-861+,255,705,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-101,2628.1,Mohenjo-daro,SEAL:S,+390-503-740-168-002-817+,740,168,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-103,2630.1,Mohenjo-daro,SEAL:S,+390-004-002-820+,390,004,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-106,2633.1,Mohenjo-daro,SEAL:S,+740-760-000-002-000-350+,760,000,002,000,350,false
2026-05-31,Ns-66,terminal_002_context,M-107,2634.1,Mohenjo-daro,SEAL:S,+740-565-233-002-940-260+,565,233,002,940,260,false
2026-05-31,Ns-66,terminal_002_context,M-109,2636.1,Mohenjo-daro,SEAL:S,+740-879-220-415-002-287-140+,220,415,002,287,140,false
2026-05-31,Ns-66,terminal_002_context,M-110,2637.1,Mohenjo-daro,SEAL:S,+000-000-002-817+,000,000,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-114,2641.1,Mohenjo-daro,SEAL:S,+740-760-440-002-297-416+,760,440,002,297,416,false
2026-05-31,Ns-66,terminal_002_context,M-115,2642.1,Mohenjo-daro,SEAL:S,+390-844-140-176-803-002-301-190+,176,803,002,301,190,false
2026-05-31,Ns-66,terminal_002_context,M-116,2643.1,Mohenjo-daro,SEAL:S,+740-100-176-840-013-002-817+,840,013,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-117,2644.1,Mohenjo-daro,SEAL:S,+520-033-705-220-803-055-002-820+,803,055,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-118,2645.1,Mohenjo-daro,SEAL:S,+740-772-033-705-233-803-002-861+,233,803,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-119,2646.1,Mohenjo-daro,SEAL:S,+151-337-484-002-390-125-632-032-900-563+,337,484,002,390,125,false
2026-05-31,Ns-66,terminal_002_context,M-130,2657.1,Mohenjo-daro,SEAL:S,+740-094-220-032-002-144+,220,032,002,144,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-140,2667.1,Mohenjo-daro,SEAL:S,+740-336-002-220-065-440-455+,740,336,002,220,065,false
2026-05-31,Ns-66,terminal_002_context,M-141,2668.1,Mohenjo-daro,SEAL:S,+817-255-636/000-000-000-240-002-031-000+,000,240,002,031,000,false
2026-05-31,Ns-66,terminal_002_context,M-142,2669.1,Mohenjo-daro,SEAL:S,+136-140-002-861+,136,140,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-143,2670.1,Mohenjo-daro,SEAL:S,+740-205-032-002-252-840+,205,032,002,252,840,false
2026-05-31,Ns-66,terminal_002_context,M-144,2671.1,Mohenjo-daro,SEAL:S,+740-100-415-240-002-817+,415,240,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-147,2674.1,Mohenjo-daro,SEAL:S,+226-803-002-220-455-520+,226,803,002,220,455,false
2026-05-31,Ns-66,terminal_002_context,M-152,2679.1,Mohenjo-daro,SEAL:S,+740-772-002-861+,740,772,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,M-154,2681.1,Mohenjo-daro,SEAL:S,+520-220-621-415-002-257-898+,621,415,002,257,898,false
2026-05-31,Ns-66,terminal_002_context,M-160,2686.1,Mohenjo-daro,SEAL:S,+151-243-031-002-820-741+,243,031,002,820,741,false
