id,cisi,site,region,type,material,shape,symbol,cult,condition,complete,dir,class,text,text_dedup_key,strict_complete_closed,idx_002,prev1_before_002,prev2_before_002,y_after_002,next1_after_y,next2_after_y,post_y_len,y_terminal,continuation_class,context_scope
1910.1,K-44,Kalibangan,Inter-Riverine,SEAL:S,Steatite,square,-,-,Poor,N,R/L,??,+740-337-176-002-000-000[,740 337 176 002 000 000,false,3,176,337,000,000,<END>,1,false,one_token_continuation,other_after_002
1917.1,K-54,Kalibangan,Inter-Riverine,SEAL:S,Terracotta,square,None,None,Fair,N,L/R,??,+000-002-870+,000 002 870,false,1,000,<START>,870,<END>,<END>,0,true,terminal,other_after_002
1927.1,K-69,Kalibangan,Inter-Riverine,TAG,Terracotta,rectangular,Bull1,-,Good,Y,R/L,LC,+892-890-417-002-056-091+,892 890 417 002 056 091,true,3,417,890,056,091,<END>,1,false,one_token_continuation,other_after_002
1928.1,K-70,Kalibangan,Inter-Riverine,TAG,Terracotta,rectangular,Bull1,-,Fair,Y,R/L,LC,+892-890-417-002-056-091+,892 890 417 002 056 091,true,3,417,890,056,091,<END>,1,false,one_token_continuation,other_after_002
1929.1,K-71,Kalibangan,Inter-Riverine,TAG,Terracotta,-,None,None,Good,Y,R/L,LC,+892-890-417-002-056-091+,892 890 417 002 056 091,true,3,417,890,056,091,<END>,1,false,one_token_continuation,other_after_002
1930.1,K-72,Kalibangan,Inter-Riverine,TAG,Terracotta,rectangular,Bull1,-,Good,Y,R/L,LC,+892-890-417-002-056-091+,892 890 417 002 056 091,true,3,417,890,056,091,<END>,1,false,one_token_continuation,other_after_002
1931.1,K-73,Kalibangan,Inter-Riverine,TAG,Terracotta,rectangular,Bull1,-,Poor,Y,R/L,LC,+892-890-417-002-056-091+,892 890 417 002 056 091,true,3,417,890,056,091,<END>,1,false,one_token_continuation,other_after_002
1932.1,K-74,Kalibangan,Inter-Riverine,TAG,Terracotta,rectangular,Bull1,-,Fair,Y,R/L,LC,+892-890-417-002-056-091+,892 890 417 002 056 091,true,3,417,890,056,091,<END>,1,false,one_token_continuation,other_after_002
1933.1,K-75,Kalibangan,Inter-Riverine,TAG,Terracotta,rectangular,Bull1,-,Good,Y,R/L,LC,+892-890-417-002-056-091+,892 890 417 002 056 091,true,3,417,890,056,091,<END>,1,false,one_token_continuation,other_after_002
1935.1,K-78,Kalibangan,Inter-Riverine,TAB:B,Terracotta,rectangular-round,Gavi,None,Good,Y,R/L,IT,+740-817-390-002-820+,740 817 390 002 820,true,3,390,817,820,<END>,<END>,0,true,terminal,other_after_002
1938.1,K-82,Kalibangan,Inter-Riverine,TAG:L,-,-,Bull1,-,Fair,Y,R/L,IM,+390-003-002-861+,390 003 002 861,true,2,003,390,861,<END>,<END>,0,true,terminal,other_after_002
1940.1,K-85,Kalibangan,Inter-Riverine,TAG:L,-,-,Elep,None,Fair,Y,R/L,IT,+520-033-002-861+,520 033 002 861,true,2,033,520,861,<END>,<END>,0,true,terminal,other_after_002
1942.2,K-87,Kalibangan,Inter-Riverine,TAG:L,-,-,Mult,-,Poor,N,R/L,??,+740-000-000-002-861[,740 000 000 002 861,false,3,000,000,861,<END>,<END>,0,true,terminal,other_after_002
1943.1,K-88,Kalibangan,Inter-Riverine,TAG:L,-,-,Bull1,?,Poor,N,R/L,??,+740-000-460-002-861+,740 000 460 002 861,false,3,460,000,861,<END>,<END>,0,true,terminal,other_after_002
1944.1,K-89,Kalibangan,Inter-Riverine,TAG:L,-,-,Bull1,SAN,Fair,Y,R/L,IT,+090-740-362-002-360-832+,090 740 362 002 360 832,true,3,362,740,360,832,<END>,1,false,one_token_continuation,other_after_002
1944.2,K-89,Kalibangan,Inter-Riverine,TAG:L,-,-,Bull1,SAN,Fair,N,R/L,??,+000-033-705-000-002-000+,000 033 705 000 002 000,false,4,000,705,000,<END>,<END>,0,true,terminal,other_after_002
1944.3,K-89,Kalibangan,Inter-Riverine,TAG:L,-,-,Bull1,SAN,Fair,N,R/L,??,+001-350-002-595-390-000+,001 350 002 595 390 000,false,2,350,001,595,390,000,2,false,multi_token_continuation,other_after_002
1979.1,Kd-15,Kot-Diji,Lower Indus,POT:T:g,Clay,-,None,None,Poor,?,-,UC,]002-700+,002 700,false,0,<START>,<START>,700,<END>,<END>,0,true,terminal,other_after_002
1981.1,Lh-1,Lohumjo-daro,Lower Indus,SEAL:S,-,square,Bull1:S,SAN,Fair,Y,R/L,LP,+740-760-615-104-717-235-002-392-590-125+,740 760 615 104 717 235 002 392 590 125,true,6,235,717,392,590,125,2,false,multi_token_continuation,other_after_002
1984.1,L-1,Lothal,Gujarat/Kutch,SEAL:S,Steatite,square,Bull1:W,SAF,Fine,Y,R/L,SP,+527-550-233-002-812-095+,527 550 233 002 812 095,true,3,233,550,812,095,<END>,1,false,one_token_continuation,other_after_002
1986.1,L-4,Lothal,Gujarat/Kutch,SEAL:S,Steatite,square,Bull1,SAN,Poor,Y,R/L,LP,+090-740-100-233-002-575-031+,090 740 100 233 002 575 031,true,4,233,100,575,031,<END>,1,false,one_token_continuation,other_after_002
1987.1,L-5,Lothal,Gujarat/Kutch,SEAL:S,Steatite,square,Bull1:J,RAF,Poor,N,R/L,??,+740-760-552/000-002-455-692-416+,740 760 552 000 002 455 692 416,false,4,000,552,455,692,416,2,false,multi_token_continuation,other_after_002
1989.1,L-10,Lothal,Gujarat/Kutch,SEAL:S,Steatite,square,Bull1:L,SAN,Fair,N,R/L,??,+520-033-705-233-240-460-491-002-000+,520 033 705 233 240 460 491 002 000,false,7,491,460,000,<END>,<END>,0,true,terminal,other_after_002
1990.1,L-11,Lothal,Gujarat/Kutch,SEAL:S,Steatite,square,Bull1:L,SAN,Good,Y,R/L,LC,+590-705-435-255-778-002-817+,590 705 435 255 778 002 817,true,5,778,255,817,<END>,<END>,0,true,terminal,other_after_002
1991.1,L-12,Lothal,Gujarat/Kutch,SEAL:S,Steatite,square,Bull1:L,SAN,Poor,N,R/L,??,+000-798-000-354-002-130-035[,000 798 000 354 002 130 035,false,4,354,000,130,035,<END>,1,false,one_token_continuation,other_after_002
1993.1,L-15,Lothal,Gujarat/Kutch,SEAL:S,Clay,square,None,None,Poor,N,-,??,+000-000-000-000/032-832-032-002-415+,000 000 000 000 032 832 032 002 415,false,7,032,832,415,<END>,<END>,0,true,terminal,after_032
1996.1,L-18,Lothal,Gujarat/Kutch,SEAL:S,Steatite,square,Bull1:S,SAN,Good,Y,R/L,IM,+415-031-002-820+,415 031 002 820,true,2,031,415,820,<END>,<END>,0,true,terminal,other_after_002
2002.1,L-25,Lothal,Gujarat/Kutch,SEAL:S,Steatite,square,Bull1,-,Poor,N,R/L,??,+740-016-002-000[,740 016 002 000,false,2,016,740,000,<END>,<END>,0,true,terminal,other_after_002
2012.1,L-39,Lothal,Gujarat/Kutch,SEAL:S,Steatite,square,Bull1,SAN,Fair,Y,R/L,SC,+520-315-002-861-626+,520 315 002 861 626,true,2,315,520,861,626,<END>,1,false,one_token_continuation,other_after_002
2013.1,L-41,Lothal,Gujarat/Kutch,SEAL:S,Clay,square,Bull,-,Poor,Y,R/L,SP,+090-740-233-002-817+,090 740 233 002 817,true,3,233,740,817,<END>,<END>,0,true,terminal,other_after_002
2017.1,L-46,Lothal,Gujarat/Kutch,SEAL:S,Steatite,square,Gaur,Trough,Poor,Y,R/L,LC,+527-388-233-740-176-002-861-392+,527 388 233 740 176 002 861 392,true,5,176,740,861,392,<END>,1,false,one_token_continuation,other_after_002
2018.1,L-47,Lothal,Gujarat/Kutch,SEAL:S,Steatite,square,Bull1,-,Poor,Y,R/L,SC,+409-190-002-798-055+,409 190 002 798 055,true,2,190,409,798,055,<END>,1,false,one_token_continuation,other_after_002
2024.1,L-57,Lothal,Gujarat/Kutch,SEAL:S,-,square,-,-,Fair,Y,L/R,SC,+832-002-861+,832 002 861,true,1,832,<START>,861,<END>,<END>,0,true,terminal,other_after_002
2028.1,L-62,Lothal,Gujarat/Kutch,SEAL,Steatite,-,None,None,Poor,?,R/L,UC,]003-002-861[,003 002 861,false,1,003,<START>,861,<END>,<END>,0,true,terminal,other_after_002
2031.1,L-65,Lothal,Gujarat/Kutch,SEAL:S,Steatite,square,Bull1:W,SAF,Poor,?,R/L,UC,]240-002-861+,240 002 861,false,1,240,<START>,861,<END>,<END>,0,true,terminal,other_after_002
2036.1,L-82,Lothal,Gujarat/Kutch,SEAL:R,Steatite,cuboid-convex,None,None,Poor,Y,R/L,SC,+806-231-002-221+,806 231 002 221,true,2,231,806,221,<END>,<END>,0,true,terminal,other_after_002
2037.1,L-83,Lothal,Gujarat/Kutch,SEAL:L,Agate,oval,None,None,Poor,Y,R/L,SP,+740-806-240-002-820+,740 806 240 002 820,true,3,240,806,820,<END>,<END>,0,true,terminal,other_after_002
2038.1,L-84,Lothal,Gujarat/Kutch,SEAL:R,-,cuboid-convex,-,-,Fair,Y,R/L,SC,+048-002-817+,048 002 817,true,1,048,<START>,817,<END>,<END>,0,true,terminal,other_after_002
2043.1,L-89,Lothal,Gujarat/Kutch,SEAL:R,Steatite,cuboid-convex,None,None,Good,Y,R/L,SP,+527-555-235-002-861+,527 555 235 002 861,true,3,235,555,861,<END>,<END>,0,true,terminal,other_after_002
2045.1,L-91,Lothal,Gujarat/Kutch,SEAL:R,-,cuboid-convex,-,-,Poor,Y,-,IM,+416-002-824+,416 002 824,true,1,416,<START>,824,<END>,<END>,0,true,terminal,other_after_002
2046.1,L-92,Lothal,Gujarat/Kutch,SEAL:R,Steatite,cuboid-convex,None,None,Poor,Y,R/L,IT,+520-070-255-832-002-817+,520 070 255 832 002 817,true,4,832,255,817,<END>,<END>,0,true,terminal,other_after_002
2049.1,L-95,Lothal,Gujarat/Kutch,SEAL:R,Clay,rectangular,None,None,Poor,N,L/R,??,+740-000-175-002-880+,740 000 175 002 880,false,3,175,000,880,<END>,<END>,0,true,terminal,other_after_002
2061.1,L-112,Lothal,Gujarat/Kutch,SEAL:R,Clay,rectangular,None,None,Poor,Y,R/L,IT,+740-760-605-002-540-590+,740 760 605 002 540 590,true,3,605,760,540,590,<END>,1,false,one_token_continuation,other_after_002
2073.1,L-130,Lothal,Gujarat/Kutch,TAG,Clay,-,Bull1,-,Fair,Y,R/L,IT,+236-002-861+,236 002 861,true,1,236,<START>,861,<END>,<END>,0,true,terminal,other_after_002
2074.1,L-131,Lothal,Gujarat/Kutch,TAG,Clay,-,-,-,Poor,Y,R/L,IT,+236-002-861+,236 002 861,true,1,236,<START>,861,<END>,<END>,0,true,terminal,other_after_002
2076.1,L-133,Lothal,Gujarat/Kutch,TAG,Clay,-,Bull1,-,Poor,?,R/L,UC,]002-861+,002 861,false,0,<START>,<START>,861,<END>,<END>,0,true,terminal,other_after_002
2077.1,L-134,Lothal,Gujarat/Kutch,TAG,Clay,-,-,-,Poor,Y,R/L,IT,+520-233-220-240-002-617+,520 233 220 240 002 617,true,4,240,220,617,<END>,<END>,0,true,terminal,other_after_002
2078.1,L-136,Lothal,Gujarat/Kutch,TAG,Clay,-,Bull1,SAN,Poor,?,R/L,UC,]002-617+,002 617,false,0,<START>,<START>,617,<END>,<END>,0,true,terminal,other_after_002
2079.1,L-137,Lothal,Gujarat/Kutch,TAG,Clay,-,Bull1,-,Poor,N,R/L,??,]000-000-002-820+,000 000 002 820,false,2,000,000,820,<END>,<END>,0,true,terminal,other_after_002
2080.1,L-138,Lothal,Gujarat/Kutch,TAG:L,Clay,-,-,-,Poor,N,-,??,+520-070-002-000[,520 070 002 000,false,2,070,520,000,<END>,<END>,0,true,terminal,other_after_002
2081.1,L-139,Lothal,Gujarat/Kutch,TAG,Clay,-,-,-,Poor,?,R/L,UC,]390-590-032-002-880[,390 590 032 002 880,false,3,032,590,880,<END>,<END>,0,true,terminal,after_032
2087.1,L-145,Lothal,Gujarat/Kutch,TAG,-,-,Bull1,-,Poor,Y,R/L,IM,+390-415-002-550+,390 415 002 550,true,2,415,390,550,<END>,<END>,0,true,terminal,other_after_002
2093.1,L-161,Lothal,Gujarat/Kutch,TAG:B,Clay,square,Elep,None,Fair,Y,R/L,IT,+740-048-002-817+,740 048 002 817,true,2,048,740,817,<END>,<END>,0,true,terminal,other_after_002
2094.1,L-162,Lothal,Gujarat/Kutch,TAG:B,Clay,-,Elep,None,Fair,Y,R/L,IT,+740-048-002-817+,740 048 002 817,true,2,048,740,817,<END>,<END>,0,true,terminal,other_after_002
2095.1,L-163,Lothal,Gujarat/Kutch,TAG:B,Clay,-,Elep,None,Poor,Y,R/L,IT,+740-048-002-817+,740 048 002 817,true,2,048,740,817,<END>,<END>,0,true,terminal,other_after_002
2096.1,L-164,Lothal,Gujarat/Kutch,TAG:B,Clay,square,Elep,None,Poor,Y,R/L,IT,+740-048-002-817+,740 048 002 817,true,2,048,740,817,<END>,<END>,0,true,terminal,other_after_002
2097.1,L-165,Lothal,Gujarat/Kutch,TAG:B,Clay,square,Elep,None,Poor,Y,R/L,IT,+740-048-002-817+,740 048 002 817,true,2,048,740,817,<END>,<END>,0,true,terminal,other_after_002
2098.1,L-166,Lothal,Gujarat/Kutch,TAG:B,-,square,Elep,None,Poor,Y,R/L,IT,+740-048-002-817+,740 048 002 817,true,2,048,740,817,<END>,<END>,0,true,terminal,other_after_002
2099.1,L-167,Lothal,Gujarat/Kutch,TAG:B,Clay,-,Elep,None,Poor,Y,R/L,IT,+740-048-002-817+,740 048 002 817,true,2,048,740,817,<END>,<END>,0,true,terminal,other_after_002
2100.1,L-168,Lothal,Gujarat/Kutch,TAG:B,Clay,square,Elep,None,Poor,Y,R/L,IT,+740-048-002-817+,740 048 002 817,true,2,048,740,817,<END>,<END>,0,true,terminal,other_after_002
2101.1,L-169,Lothal,Gujarat/Kutch,TAG:B,Clay,square,Elep,None,Poor,Y,R/L,IT,+740-048-002-817+,740 048 002 817,true,2,048,740,817,<END>,<END>,0,true,terminal,other_after_002
2102.1,L-170,Lothal,Gujarat/Kutch,TAG:B,Clay,-,Elep,None,Poor,Y,R/L,IT,+740-048-002-817+,740 048 002 817,true,2,048,740,817,<END>,<END>,0,true,terminal,other_after_002
2112.2,L-190,Lothal,Gujarat/Kutch,TAG,Clay,-,-,-,Poor,N,R/L,??,+000-000-000-002-920-317[,000 000 000 002 920 317,false,3,000,000,920,317,<END>,1,false,one_token_continuation,other_after_002
2113.2,L-191,Lothal,Gujarat/Kutch,TAG,Clay,-,-,-,Poor,?,R/L,UC,]235-002-861+,235 002 861,false,1,235,<START>,861,<END>,<END>,0,true,terminal,other_after_002
2116.1,L-196,Lothal,Gujarat/Kutch,TAG,Clay,-,-,-,Poor,N,R/L,??,]390-590-032-002-000[,390 590 032 002 000,false,3,032,590,000,<END>,<END>,0,true,terminal,after_032
2116.2,L-196,Lothal,Gujarat/Kutch,TAG,Clay,-,-,-,Poor,?,R/L,UC,]002-861+,002 861,false,0,<START>,<START>,861,<END>,<END>,0,true,terminal,other_after_002
2118.2,L-198,Lothal,Gujarat/Kutch,TAG,Clay,-,-,-,Poor,N,R/L,??,+740-390-590-032-002-000[,740 390 590 032 002 000,false,4,032,590,000,<END>,<END>,0,true,terminal,after_032
2119.1,L-199,Lothal,Gujarat/Kutch,TAG,-,-,-,-,Poor,N,-,??,]000-220-240-002-000[,000 220 240 002 000,false,3,240,220,000,<END>,<END>,0,true,terminal,other_after_002
2122.2,L-202,Lothal,Gujarat/Kutch,TAG,Clay,-,-,-,Poor,?,R/L,UC,]236-002-861+,236 002 861,false,1,236,<START>,861,<END>,<END>,0,true,terminal,other_after_002
2124.2,L-205,Lothal,Gujarat/Kutch,TAG,Clay,-,None,None,Poor,N,R/L,??,+740-798-803-002-000[,740 798 803 002 000,false,3,803,798,000,<END>,<END>,0,true,terminal,other_after_002
2126.1,L-207,Lothal,Gujarat/Kutch,TAG,Clay,square,Bull1,-,Poor,Y,R/L,IT,+740-482-002-820+,740 482 002 820,true,2,482,740,820,<END>,<END>,0,true,terminal,other_after_002
2127.1,L-208,Lothal,Gujarat/Kutch,TAG,Clay,-,-,-,Poor,N,R/L,??,]000-002-000[,000 002 000,false,1,000,<START>,000,<END>,<END>,0,true,terminal,other_after_002
2127.2,L-208,Lothal,Gujarat/Kutch,TAG,Clay,-,-,-,Poor,?,R/L,UC,]234-220-002-820[,234 220 002 820,false,2,220,234,820,<END>,<END>,0,true,terminal,other_after_002
2129.2,L-211,Lothal,Gujarat/Kutch,TAG,Clay,-,Bull,-,Poor,N,R/L,??,+740-388-233-220-002-000[,740 388 233 220 002 000,false,4,220,233,000,<END>,<END>,0,true,terminal,other_after_002
2131.1,L-213,Lothal,Gujarat/Kutch,TAG,Clay,-,-,-,Poor,?,-,UC,]220-002-368-840-900+,220 002 368 840 900,false,1,220,<START>,368,840,900,2,false,multi_token_continuation,other_after_002
2142.1,L-226,Lothal,Gujarat/Kutch,POT:T:g,-,-,-,-,Poor,N,R/L,??,]000-495-002-861+,000 495 002 861,false,2,495,000,861,<END>,<END>,0,true,terminal,other_after_002
2165.2,M-2060,Mohenjo-daro,Lower Indus,POT:T:g,Clay,-,None,None,Good,Y,L/R,IT,+740-176-002-861+,740 176 002 861,true,2,176,740,861,<END>,<END>,0,true,terminal,other_after_002
2178.1,M-1696,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:II,SAN,Fair,Y,R/L,LP,+520-033-705-220-415-002-861+,520 033 705 220 415 002 861,true,5,415,220,861,<END>,<END>,0,true,terminal,other_after_002
2179.1,M-1880,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Gaur,Trough,Poor,Y,R/L,IT,+151-176-002-861+,151 176 002 861,true,2,176,151,861,<END>,<END>,0,true,terminal,other_after_002
2188.1,M-1850,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,None,Poor,Y,R/L,IM,+506-002-817+,506 002 817,true,1,506,<START>,817,<END>,<END>,0,true,terminal,other_after_002
2193.1,M-1766,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAF,Poor,Y,R/L,LP,+740-032-845-240-002-269-892-810-033+,740 032 845 240 002 269 892 810 033,true,4,240,845,269,892,810,3,false,multi_token_continuation,other_after_002
2198.1,M-1895,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Zebu,-,Poor,N,R/L,??,+740-923-000-002-285+,740 923 000 002 285,false,3,000,923,285,<END>,<END>,0,true,terminal,other_after_002
2202.1,M-2005,Mohenjo-daro,Lower Indus,POT:T:g,Clay,-,None,None,Poor,N,R/L,??,+808-033-002-000-031+,808 033 002 000 031,false,2,033,808,000,031,<END>,1,false,one_token_continuation,other_after_002
2204.1,M-1976,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,None,None,Fair,Y,R/L,IT,+617-142-002-817+,617 142 002 817,true,2,142,617,817,<END>,<END>,0,true,terminal,other_after_002
2208.1,M-2090,Mohenjo-daro,Lower Indus,ROD,Ivory,-,Bult,None,Poor,?,L/R,UC,+002-861-096[,002 861 096,false,0,<START>,<START>,861,096,<END>,1,false,one_token_continuation,other_after_002
2213.1,M-235,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Gaur,Trough,Fair,Y,R/L,2L,+368-001-550/740-543-350-002-820+,368 001 550 740 543 350 002 820,false,6,350,543,820,<END>,<END>,0,true,terminal,other_after_002
2220.1,M-1675,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,RBF,Good,Y,R/L,IT,+621-390-844-002-820+,621 390 844 002 820,true,3,844,390,820,<END>,<END>,0,true,terminal,other_after_002
2224.1,M-1676,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,-,Poor,Y,R/L,LP,+740-760-070-255-832-240-002-595-504-803+,740 760 070 255 832 240 002 595 504 803,true,6,240,832,595,504,803,2,false,multi_token_continuation,other_after_002
2226.1,M-1692,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:L,SAN,Good,Y,R/L,LC,+390-600-617-002-190-125-632-032+,390 600 617 002 190 125 632 032,true,3,617,600,190,125,632,3,false,continues_with_later_032,other_after_002
2228.1,M-1697,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAF,Good,Y,R/L,IM,+390-003-002-861+,390 003 002 861,true,2,003,390,861,<END>,<END>,0,true,terminal,other_after_002
2229.1,M-1737,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,LP,+740-760-072-921-032-002-820+,740 760 072 921 032 002 820,true,5,032,921,820,<END>,<END>,0,true,terminal,after_032
2231.1,M-1688,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Good,Y,R/L,LC,+125-435-255-002-286-220-031-012-031-455-033-590+,125 435 255 002 286 220 031 012 031 455 033 590,true,3,255,435,286,220,031,7,false,multi_token_continuation,other_after_002
2232.1,M-1916,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Tigr,Trough,Fair,Y,R/L,IT,+740-604-142-002-518+,740 604 142 002 518,true,3,142,604,518,<END>,<END>,0,true,terminal,other_after_002
2236.1,M-1677,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,-,Fair,Y,R/L,LC,+520-382-032-002-820-001-440-012+,520 382 032 002 820 001 440 012,true,3,032,382,820,001,440,3,false,multi_token_continuation,after_032
2239.1,M-1778,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:I,SAN,Poor,N,R/L,??,]000-235-002-861+,000 235 002 861,false,2,235,000,861,<END>,<END>,0,true,terminal,other_after_002
2240.1,M-1674,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,RAF,Good,Y,R/L,LP,+090-740-222-231-002-861-683+,090 740 222 231 002 861 683,true,4,231,222,861,683,<END>,1,false,one_token_continuation,other_after_002
2243.1,M-940,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,SAN,Good,Y,R/L,IT,+527-555-002-817+,527 555 002 817,true,2,555,527,817,<END>,<END>,0,true,terminal,other_after_002
2251.1,M-1704,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,IT,+740-760-605-002-861+,740 760 605 002 861,true,3,605,760,861,<END>,<END>,0,true,terminal,other_after_002
2255.1,M-1765,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAF,Good,Y,R/L,LC,+215-031-480-140-632-705-002-093-033+,215 031 480 140 632 705 002 093 033,true,6,705,632,093,033,<END>,1,false,one_token_continuation,other_after_002
2256.1,M-1753,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:L,SAN,Good,Y,R/L,SP,+740-760-519-240-002-861+,740 760 519 240 002 861,true,4,240,519,861,<END>,<END>,0,true,terminal,other_after_002
2257.1,M-656,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,SA?,Poor,N,R/L,??,]000-920-705-803-002-861+,000 920 705 803 002 861,false,4,803,705,861,<END>,<END>,0,true,terminal,other_after_002
2258.1,-,Mohenjo-daro,Lower Indus,SEAL:L,Steatite,rectangular-rounded,None,None,Poor,N,R/L,??,+000-000-000-002-000+,000 000 000 002 000,false,3,000,000,000,<END>,<END>,0,true,terminal,other_after_002
2261.1,M-1721,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,IT,+740-042-002-820+,740 042 002 820,true,2,042,740,820,<END>,<END>,0,true,terminal,other_after_002
2263.1,M-963,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Poor,Y,R/L,IT,+740-176-002-817+,740 176 002 817,true,2,176,740,817,<END>,<END>,0,true,terminal,other_after_002
2268.1,M-1709,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,RAF,Poor,Y,R/L,SP,+621-520-220-002-817+,621 520 220 002 817,true,3,220,520,817,<END>,<END>,0,true,terminal,other_after_002
2270.1,M-1668,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Poor,Y,R/L,LP,+740-773-233-803-002-320-705-125+,740 773 233 803 002 320 705 125,true,4,803,233,320,705,125,2,false,multi_token_continuation,other_after_002
2274.1,M-1860,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,S,Poor,?,R/L,UC,]231-002-861+,231 002 861,false,1,231,<START>,861,<END>,<END>,0,true,terminal,other_after_002
2276.1,M-1726,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,SP,+740-615-495-240-002-861+,740 615 495 240 002 861,true,4,240,495,861,<END>,<END>,0,true,terminal,other_after_002
2277.1,M-1990,Mohenjo-daro,Lower Indus,SEAL,Steatite,rectangular,None,None,Poor,Y,L/R,LP,+740-760-440-240-220-002-861+,740 760 440 240 220 002 861,true,5,220,240,861,<END>,<END>,0,true,terminal,other_after_002
2278.1,M-1974,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,None,None,Good,Y,R/L,LC,+064-031-400-521-002-820+,064 031 400 521 002 820,true,4,521,400,820,<END>,<END>,0,true,terminal,other_after_002
2283.1,M-1746,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Good,Y,R/L,LP,+090-740-100-415-240-002-817+,090 740 100 415 240 002 817,true,5,240,415,817,<END>,<END>,0,true,terminal,other_after_002
2290.1,M-1791,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,RAF,Good,Y,R/L,IT,+740-760-268-002-840-032+,740 760 268 002 840 032,true,3,268,760,840,032,<END>,1,false,one_token_continuation,other_after_002
2292.1,M-1706,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:I,SAN,Fair,Y,R/L,LP,+740-803-220-032-220-002-820+,740 803 220 032 220 002 820,true,5,220,032,820,<END>,<END>,0,true,terminal,other_after_002
2296.1,M-1711,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,RAF,Fair,Y,R/L,IT,+740-760-049-002-817+,740 760 049 002 817,true,3,049,760,817,<END>,<END>,0,true,terminal,other_after_002
2297.1,M-1772,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:I,SAF,Good,Y,R/L,IT,+740-400-142-061-002-798-435-255-705+,740 400 142 061 002 798 435 255 705,true,4,061,142,798,435,255,3,false,multi_token_continuation,other_after_002
2299.1,M-1708,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:I,RAN,Fair,Y,R/L,IT,+740-585-017-002-817+,740 585 017 002 817,true,3,017,585,817,<END>,<END>,0,true,terminal,other_after_002
2301.1,-,Mohenjo-daro,Lower Indus,ROD,Ivory,-,None,None,Fair,N,L/R,??,+000-000-122-003-002-000+,000 000 122 003 002 000,false,4,003,122,000,<END>,<END>,0,true,terminal,other_after_002
2310.1,M-1810,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,SAN,Good,Y,R/L,MS,+740-100-140-003-002-156-920+,740 100 140 003 002 156 920,true,4,003,140,156,920,<END>,1,false,one_token_continuation,other_after_002
2311.1,M-1832,Mohenjo-daro,Lower Indus,SEAL:S,Faience,square,Bull1,?,Poor,N,R/L,??,+527-554-031-002-000+,527 554 031 002 000,false,3,031,554,000,<END>,<END>,0,true,terminal,other_after_002
2313.1,M-1763,Mohenjo-daro,Lower Indus,SEAL:S,Faience,square,Bull1:W,SAN,Fair,Y,R/L,LP,+416-001-565-740-220-032-002-861+,416 001 565 740 220 032 002 861,true,6,032,220,861,<END>,<END>,0,true,terminal,after_032
