"cisi","priority","type","site","h_series","side_count_from_signature","row_count","short_mark_rows","long_text_rows","sequence_signature","strict_h_roles_present","strict_h_role_count","unordered_h_roles_present","unordered_h_role_count","strict_h_template_class","unordered_h_template_class","strict_complete_h_inventory","unordered_complete_h_inventory","strict_role_15x_side","unordered_role_15x_side","interpretation_status"
"H-1882","P2_tab_b_core_short_queue","TAB:B","Harappa","false","2","2","2","0","1:+002-820+|2:+861-003+","role_861_003","1","role_861_003","1","","","false","false","","","no_reading_admissible"
"H-1902","P2_tab_b_core_short_queue","TAB:B","Harappa","false","2","2","1","1","1:+700-032+|2:+158-003-494+","","0","","0","","","false","false","","","no_reading_admissible"
"H-1905","P2_tab_b_core_short_queue","TAB:B","Harappa","false","2","2","2","0","1:+740-843+|2:+700-033+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-1908","P2_tab_b_core_short_queue","TAB:B","Harappa","false","2","2","2","0","1:+700-033+|2:+520-240+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-1912","P2_tab_b_core_short_queue","TAB:B","Harappa","false","2","2","2","0","1:+033-700+|2:+520-240+","","0","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-1915","P2_tab_b_core_short_queue","TAB:B","Harappa","false","2","2","1","1","1:+700-033+|2:+032-920-491+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-1916","P2_tab_b_core_short_queue","TAB:B","Harappa","false","2","2","1","1","1:+700-004+|2:+520-070-255-832+","","0","","0","","","false","false","","","no_reading_admissible"
"H-1919","P2_tab_b_core_short_queue","TAB:B","Harappa","false","2","2","2","0","1:+700-031+|2:+740-892+","","0","","0","","","false","false","","","no_reading_admissible"
"H-1924","P2_tab_b_core_short_queue","TAB:B","Harappa","false","2","2","1","1","1:+033-700+|2:+550-003-435+","","0","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-1932","P2_tab_b_core_short_queue","TAB:B","Harappa","false","2","2","1","0","1:+032-700+|2:+400-740-000-832-000+","","0","","0","","","false","false","","","no_reading_admissible"
"H-1936","P2_tab_b_core_short_queue","TAB:B","Harappa","false","2","2","1","1","1:+700-032+|2:+511-032-142+","","0","","0","","","false","false","","","no_reading_admissible"
"H-1942","P2_tab_b_core_short_queue","TAB:B","Harappa","false","2","2","1","1","1:+032-700+|2:+405-035-002-861+","","0","","0","","","false","false","","","no_reading_admissible"
"H-1946","P2_tab_b_core_short_queue","TAB:B","Harappa","false","3","3","2","0","1:+700-014+|2:+144+|3:+700-125+","","0","","0","","","false","false","","","no_reading_admissible"
"H-1947","P2_tab_b_core_short_queue","TAB:B","Harappa","false","3","3","1","0","1:+700-033+|2:+740-000-031+|3:+740-630-000+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-1981","P2_tab_b_core_short_queue","TAB:B","Harappa","false","2","2","1","0","1:+700-034+|2:+000-004-745-590+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-1982","P2_tab_b_core_short_queue","TAB:B","Harappa","false","2","2","1","0","1:+700-034+|2:+390-000-742-000+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-1987","P2_tab_b_core_short_queue","TAB:B","Harappa","false","2","2","1","1","1:+700-034+|2:+390-004-455-371-741-590+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-1993","P2_tab_b_core_short_queue","TAB:B","Harappa","false","2","2","1","0","1:+700-033+|2:+740-000-220-004-002-390-095+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-2142","P2_tab_b_core_short_queue","TAB:B","Harappa","false","2","2","1","1","1:+700-033+|2:+526-550-233+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-927","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","2","0","1:+700-033+|2:+368-900+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-928","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","2","0","1:+700-033+|2:+368-900+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-929","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","2","0","1:+700-033+|2:+368-900+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-2131","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","2","0","1:+700-033+|2:+368-900+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-2094","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","1","1:+700-034+|2:+002-861-416+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-2095","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","1","1:+700-034+|2:+002-861-416+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-2096","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","1","1:+700-034+|2:+002-861-416+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-319","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","1","1:+520-220-415+|2:+700-034+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-922","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","2","0","1:+861-003+|2:+520-031+","role_861_003","1","role_861_003","1","","","false","false","","","no_reading_admissible"
"H-923","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","2","0","1:+861-003+|2:+520-031+","role_861_003","1","role_861_003","1","","","false","false","","","no_reading_admissible"
"H-1284","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","1","1:+520-220-415+|2:+700-034+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-285","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","0","1:+740-382-002[|2:+700-034+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-307","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","2","0","1:+368-900+|2:+700-034+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-320","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","0","1:+520-240-000+|2:+700-034+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-327","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","0","1:+156-000-000+|2:+700-032+","","0","","0","","","false","false","","","no_reading_admissible"
"H-329","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","2","0","1:+520-220+|2:+700-033+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-340","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","0","1:+013-840-032-626-000[|2:+700-032+","","0","","0","","","false","false","","","no_reading_admissible"
"H-344","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","1","1:+526-550-220+|2:+700-033+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-346","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","1","1:+520-220-415+|2:+700-090+","","0","","0","","","false","false","","","no_reading_admissible"
"H-359","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","1","1:+526-550-220+|2:+032-700+","","0","","0","","","false","false","","","no_reading_admissible"
"H-361","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","0","1:+740-000-000-000+|2:+700-032+","","0","","0","","","false","false","","","no_reading_admissible"
"H-363","P2_tab_i_core_short_queue","TAB:I","Harappa","false","3","3","2","1","1:+565-741-263+|2:+700-034+|3:+692-892+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-891","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","0","1:+700-033+|2:+400-740-590-017-000+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-910","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","1","1:+002-861-416+|2:+700-034+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-911","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","1","1:+416-590-033+|2:+033-255+","","0","","0","","","false","false","","","no_reading_admissible"
"H-914","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","0","1:+415-033-000+|2:+700-033+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-926","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","0","1:+400-740-840-000-220+|2:+700-032+","","0","","0","","","false","false","","","no_reading_admissible"
"H-931","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","0","1:+000-000-000+|2:+033-700+","","0","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-938","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","1","1:+520-220-415+|2:+034-700+","","0","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-939","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","1","1:+700-034+|2:+520-220-415+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-942","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","1","1:+520-220-016+|2:+033-700+","","0","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-945","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","2","0","1:+400-234+|2:+034-700+","","0","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-946","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","2","0","1:+700-034+|2:+400-234+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-947","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","2","0","1:+400-236+|2:+700-034+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-949","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","2","0","1:+700-033+|2:+151-229+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-950","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","1","1:+710-455-220-032+|2:+033-700+","","0","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-951","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","1","1:+388-134-368-590+|2:+700-033+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-952","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","2","0","1:+740-564+|2:+700-034+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-953","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","0","1:+700-034+|2:+000-550-556+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-961","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","0","1:+000-740-176+|2:+700-033+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-963","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","0","1:]740-176+|2:+700-032+","","0","","0","","","false","false","","","no_reading_admissible"
"H-968","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","1","1:+700-032+|2:+526-550-233+","","0","","0","","","false","false","","","no_reading_admissible"
"H-976","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","2","0","1:+400-137+|2:+700-033+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-985","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","1","1:+700-034+|2:+156-435-255+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-986","P2_tab_i_core_short_queue","TAB:I","Harappa","false","3","3","1","0","1:+000-000-000-000-000-000+|2:+700-033+|3:+000-000-000+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-1177","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","0","1:+000-000-740-519+|2:+033-720+","","0","","0","","","false","false","","","no_reading_admissible"
"H-1188","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","0","1:+700-033+|2:+869-000+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-1189","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","0","1:]033-000-000+|2:+033-255+","","0","","0","","","false","false","","","no_reading_admissible"
"H-1270","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","0","1:+368-000+|2:+700-033+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-1281","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","0","1:+700-032+|2:+000[","","0","","0","","","false","false","","","no_reading_admissible"
"H-1294","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","1","1:+527-550-233+|2:+700-032+","","0","","0","","","false","false","","","no_reading_admissible"
"H-1295","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","0","1:+000-000-000+|2:+700-033+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-1313","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","0","1:+740-840-000+|2:+700-032+","","0","","0","","","false","false","","","no_reading_admissible"
"H-1319","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","2","0","1:+700-032+|2:+400-678+","","0","","0","","","false","false","","","no_reading_admissible"
"H-1320","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","2","0","1:+400-678+|2:+700-032+","","0","","0","","","false","false","","","no_reading_admissible"
"H-1330","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","2","0","1:+700-032+|2:+520-220+","","0","","0","","","false","false","","","no_reading_admissible"
"H-1348","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","0","1:]740-176+|2:+700-033+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-2097","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","1","1:+034-700+|2:+002-861-416+","","0","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-2099","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","1","1:+255-033+|2:+416-590-033+","","0","","0","","","false","false","","","no_reading_admissible"
"H-2102","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","2","0","1:+700-034+|2:+137-413+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-2105","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","0","1:+137+|2:+700-034+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-2119","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","2","0","1:+861-003+|2:+740-416+","role_861_003","1","role_861_003","1","","","false","false","","","no_reading_admissible"
"H-2129","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","0","1:+700-032+|2:]000-590-231+","","0","","0","","","false","false","","","no_reading_admissible"
"H-2130","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","2","0","1:+700-034+|2:+365-900+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-2146","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","1","1:+520-220-415+|2:+700-032+","","0","","0","","","false","false","","","no_reading_admissible"
"H-2154","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","2","0","1:+034-700+|2:+400-226+","","0","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-2155","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","2","0","1:+700-034+|2:+400-236+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-2186","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","1","1:+700-032+|2:+390-004-155-390+","","0","","0","","","false","false","","","no_reading_admissible"
"H-2211","P2_tab_i_core_short_queue","TAB:I","Harappa","false","2","2","1","1","1:+700-032+|2:+700-840-032-741+","","0","","0","","","false","false","","","no_reading_admissible"
"H-2215","P2_tab_i_core_short_queue","TAB:I","Harappa","false","3","3","1","0","1:+700-033+|2:+156+|3:+000+","role_700_03x","1","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-196","P3_other_short_mark","TAB:B","Harappa","false","3","3","1","2","1:+407-590-740-072+|2:+167-706+|3:+032-700-100-001+","","0","","0","","","false","false","","","no_reading_admissible"
"H-304","P3_other_short_mark","TAB:I","Harappa","false","2","2","1","1","1:+690-681+|2:+740-032-059+","","0","","0","","","false","false","","","no_reading_admissible"
"H-325","P3_other_short_mark","TAB:I","Harappa","false","2","2","1","0","1:+000-820+|2:+740-926+","","0","","0","","","false","false","","","no_reading_admissible"
"H-328","P3_other_short_mark","TAB:I","Harappa","false","2","2","1","1","1:+690-004+|2:+400-741-717-235+","","0","","0","","","false","false","","","no_reading_admissible"
"H-791","P3_other_short_mark","TAB:B","Harappa","false","2","2","1","0","1:+000-700+|2:+550-233+","","0","","0","","","false","false","","","no_reading_admissible"
"H-825","P3_other_short_mark","TAB:B","Harappa","false","2","2","1","1","1:+368-817+|2:+740-032-840+","","0","","0","","","false","false","","","no_reading_admissible"
"H-906","P3_other_short_mark","TAB:I","Harappa","false","2","2","1","1","1:+824-892-413+|2:+151-229+","","0","","0","","","false","false","","","no_reading_admissible"
"H-917","P3_other_short_mark","TAB:I","Harappa","false","2","2","1","1","1:+690-687+|2:+400-740-032-027+","","0","","0","","","false","false","","","no_reading_admissible"
"H-918","P3_other_short_mark","TAB:I","Harappa","false","2","2","1","0","1:+692-687+|2:+400-740-032-000+","","0","","0","","","false","false","","","no_reading_admissible"
"H-919","P3_other_short_mark","TAB:I","Harappa","false","2","2","1","1","1:+690-687+|2:+740-636-240+","","0","","0","","","false","false","","","no_reading_admissible"
"H-1126","P3_other_short_mark","TAB:B","Harappa","false","2","2","2","0","1:+740-850+|2:+740-850+","","0","","0","","","false","false","","","no_reading_admissible"
"H-1166","P3_other_short_mark","TAB:I","Harappa","false","2","2","1","0","1:+220+|2:+167-705+","","0","","0","","","false","false","","","no_reading_admissible"
"H-1187","P3_other_short_mark","TAB:I","Harappa","false","2","2","1","1","1:+824-892-413+|2:+740-924+","","0","","0","","","false","false","","","no_reading_admissible"
"H-1863","P3_other_short_mark","TAB:B","Harappa","false","2","2","1","1","1:+400-740-388+|2:+368-091+","","0","","0","","","false","false","","","no_reading_admissible"
"H-1878","P3_other_short_mark","TAB:B","Harappa","false","2","2","1","0","1:+033-700+|2:+167-705+","","0","role_700_03x","1","","","false","false","","","no_reading_admissible"
"H-1892","P3_other_short_mark","TAB:B","Harappa","false","2","2","1","0","1:+220-000-700+|2:+400-698+","","0","","0","","","false","false","","","no_reading_admissible"
"H-2104","P3_other_short_mark","TAB:I","Harappa","false","2","2","1","1","1:+740-797-688+|2:+400-137+","","0","","0","","","false","false","","","no_reading_admissible"
"H-2108","P3_other_short_mark","TAB:I","Harappa","false","2","2","1","1","1:+690-681+|2:+400-740-032-014+","","0","","0","","","false","false","","","no_reading_admissible"
"H-2240","P3_other_short_mark","TAB:I","Harappa","false","2","2","1","1","1:+520-220-415+|2:+869-575+","","0","","0","","","false","false","","","no_reading_admissible"
