rank,scope,unit_kind,unit,context_field,context_value,n_rows,unit_rows,label_rows,support,expected,precision,recall,lift,log2_lift,z,max_null_ge_observed_share,worst_null_model,non_site_max_null_ge_observed_share,non_site_worst_null_model,field_max_null_ge_observed_share,field_worst_null_model,example_cisis,example_texts
112,text_only,unigram,154,type,SEAL:R,1798,28,212,14,3.301446,0.5,0.066038,4.240566,2.084257,6.316895,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-132;H-143;H-146;H-152|H-670|H-681|M-1986;H-154;H-157;H-158;H-160,+154-806-471-407-845-740-233-231-798+;+154-806-469-001-740-877-032+;+154-806-467-031+;+154-806-468+;+154-806-467-013-817+;+154-615-503+;+154-806-472-001-740-405-590+;+400-154-806-468+
113,text_only,bigram,700-033,site_type_symbol,Harappa|TAB:B|None,1798,10,181,7,1.006674,0.7,0.038674,6.953591,2.797758,6.314712,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-1124|H-1188|H-1198|H-1270|H-1287|H-1295|H-1302|H-1303|H-1304|H-1308|H-1344|H-1345|H-1346|H-1347|H-1348|H-1768|H-1822|H-1839|H-1861|H-1872|H-1873|H-1883|H-1896|H-1898|H-1905|H-1908|H-1915|H-1929|H-1933|H-1940|H-1947|H-1993|H-1995|H-206|H-2115|H-2125|H-2131|H-2142|H-216|H-218|H-219|H-2197|H-2209|H-2213|H-2214|H-2215|H-2238|H-229|H-231|H-233|H-237|H-239|H-245|H-248|H-296|H-303|H-306|H-309|H-311|H-316|H-326|H-329|H-343|H-344|H-345|H-352|H-353|H-354|H-355|H-356|H-357|H-369|H-372|H-702|H-703|H-733|H-734|H-767|H-770|H-783|H-790|H-798|H-799|H-800|H-818|H-821|H-822|H-827|H-834|H-838|H-846|H-847|H-848|H-857|H-876|H-891|H-900|H-914|H-916|H-924|H-925|H-927|H-928|H-929|H-934|H-935|H-948|H-949|H-951|H-959|H-961|H-976|H-978|H-979|H-986|H-987;H-1881;H-1921|H-246;H-1862;H-1862;H-1811|H-1812|H-1813|H-1988|H-1989|H-1990|H-205|H-774;H-787,+700-033+;+415-700-033-171+;+125-700-033+;+700-033-368-091+;+700-033-400-740-388+;+700-033-711-335-575-413+;+400-740-176-700-033+
114,text_only,unigram,700,symbol,Fish,1798,55,24,6,0.734149,0.109091,0.25,8.172727,3.030818,6.282317,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,0.97,shuffle_units_within_site_type,H-1120|H-1138|H-1273|H-1354|H-1817|H-1823|H-1824|H-1825|H-1828|H-1829|H-1830|H-1831|H-1832|H-1844|H-1845|H-1846|H-1850|H-1854|H-1860|H-1867|H-1868|H-1869|H-1870|H-1871|H-1874|H-1894|H-1895|H-1907|H-1943|H-1981|H-1982|H-1987|H-2070|H-2094|H-2095|H-2096|H-2102|H-2105|H-2130|H-2137|H-2140|H-2141|H-2143|H-215|H-2155|H-2204|H-2206|H-2218|H-2219|H-2220|H-2221|H-2222|H-2223|H-2224|H-2225|H-2226|H-2227|H-2228|H-2229|H-2230|H-2231|H-2232|H-2233|H-2234|H-2235|H-2236|H-2237|H-2239|H-2246|H-285|H-297|H-307|H-308|H-312|H-313|H-314|H-317|H-320|H-324|H-350|H-351|H-363|H-771|H-780|H-785|H-788|H-819|H-823|H-893|H-910|H-936|H-939|H-946|H-947|H-952|H-953|H-960|H-982|H-983|H-985;?-6|H-1100|H-1102|H-1123|H-1133|H-1134|H-1146|H-1153|H-1156|H-1281|H-1294|H-1309|H-1312|H-1313|H-1319|H-1320|H-1321|H-1330|H-1771|H-1772|H-1773|H-1774|H-1804|H-1836|H-1841|H-1853|H-1865|H-1902|H-1906|H-1909|H-1922|H-1923|H-1931|H-1936|H-1941|H-209|H-2129|H-213|H-2139|H-214|H-2146|H-217|H-2173|H-2183|H-2184|H-2185|H-2186|H-2198|H-2201|H-2211|H-2217|H-230|H-232|H-251|H-315|H-322|H-327|H-340|H-341|H-361|H-362|H-697|H-717|H-766|H-768|H-778|H-796|H-802|H-814|H-815|H-833|H-837|H-852|H-854|H-877|H-926|H-930|H-943|H-944|H-962|H-963|H-965|H-966|H-968|H-969|H-975|K-68;H-1124|H-1188|H-1198|H-1270|H-1287|H-1295|H-1302|H-1303|H-1304|H-1308|H-1344|H-1345|H-1346|H-1347|H-1348|H-1768|H-1822|H-1839|H-1861|H-1872|H-1873|H-1883|H-1896|H-1898|H-1905|H-1908|H-1915|H-1929|H-1933|H-1940|H-1947|H-1993|H-1995|H-206|H-2115|H-2125|H-2131|H-2142|H-216|H-218|H-219|H-2197|H-2209|H-2213|H-2214|H-2215|H-2238|H-229|H-231|H-233|H-237|H-239|H-245|H-248|H-296|H-303|H-306|H-309|H-311|H-316|H-326|H-329|H-343|H-344|H-345|H-352|H-353|H-354|H-355|H-356|H-357|H-369|H-372|H-702|H-703|H-733|H-734|H-767|H-770|H-783|H-790|H-798|H-799|H-800|H-818|H-821|H-822|H-827|H-834|H-838|H-846|H-847|H-848|H-857|H-876|H-891|H-900|H-914|H-916|H-924|H-925|H-927|H-928|H-929|H-934|H-935|H-948|H-949|H-951|H-959|H-961|H-976|H-978|H-979|H-986|H-987;H-1876|H-1877|H-1880|H-1937|H-2097|H-2154|H-2208|H-358|H-853|H-892|H-933|H-938|H-945;H-1797|H-1855|H-1864|H-1932|H-1942|H-1945|H-212|H-321|H-359|H-777|H-779|H-794|H-813|H-817|H-839|H-849|H-850;H-2207,+700-034+;+700-032+;+700-033+;+034-700+;+032-700+;+700-031-033+
115,text_only,first,700,material,Faience,1798,29,206,14,3.322581,0.482759,0.067961,4.213592,2.075051,6.274252,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1120|H-1138|H-1273|H-1354|H-1817|H-1823|H-1824|H-1825|H-1828|H-1829|H-1830|H-1831|H-1832|H-1844|H-1845|H-1846|H-1850|H-1854|H-1860|H-1867|H-1868|H-1869|H-1870|H-1871|H-1874|H-1894|H-1895|H-1907|H-1943|H-1981|H-1982|H-1987|H-2070|H-2094|H-2095|H-2096|H-2102|H-2105|H-2130|H-2137|H-2140|H-2141|H-2143|H-215|H-2155|H-2204|H-2206|H-2218|H-2219|H-2220|H-2221|H-2222|H-2223|H-2224|H-2225|H-2226|H-2227|H-2228|H-2229|H-2230|H-2231|H-2232|H-2233|H-2234|H-2235|H-2236|H-2237|H-2239|H-2246|H-285|H-297|H-307|H-308|H-312|H-313|H-314|H-317|H-320|H-324|H-350|H-351|H-363|H-771|H-780|H-785|H-788|H-819|H-823|H-893|H-910|H-936|H-939|H-946|H-947|H-952|H-953|H-960|H-982|H-983|H-985;?-6|H-1100|H-1102|H-1123|H-1133|H-1134|H-1146|H-1153|H-1156|H-1281|H-1294|H-1309|H-1312|H-1313|H-1319|H-1320|H-1321|H-1330|H-1771|H-1772|H-1773|H-1774|H-1804|H-1836|H-1841|H-1853|H-1865|H-1902|H-1906|H-1909|H-1922|H-1923|H-1931|H-1936|H-1941|H-209|H-2129|H-213|H-2139|H-214|H-2146|H-217|H-2173|H-2183|H-2184|H-2185|H-2186|H-2198|H-2201|H-2211|H-2217|H-230|H-232|H-251|H-315|H-322|H-327|H-340|H-341|H-361|H-362|H-697|H-717|H-766|H-768|H-778|H-796|H-802|H-814|H-815|H-833|H-837|H-852|H-854|H-877|H-926|H-930|H-943|H-944|H-962|H-963|H-965|H-966|H-968|H-969|H-975|K-68;H-1124|H-1188|H-1198|H-1270|H-1287|H-1295|H-1302|H-1303|H-1304|H-1308|H-1344|H-1345|H-1346|H-1347|H-1348|H-1768|H-1822|H-1839|H-1861|H-1872|H-1873|H-1883|H-1896|H-1898|H-1905|H-1908|H-1915|H-1929|H-1933|H-1940|H-1947|H-1993|H-1995|H-206|H-2115|H-2125|H-2131|H-2142|H-216|H-218|H-219|H-2197|H-2209|H-2213|H-2214|H-2215|H-2238|H-229|H-231|H-233|H-237|H-239|H-245|H-248|H-296|H-303|H-306|H-309|H-311|H-316|H-326|H-329|H-343|H-344|H-345|H-352|H-353|H-354|H-355|H-356|H-357|H-369|H-372|H-702|H-703|H-733|H-734|H-767|H-770|H-783|H-790|H-798|H-799|H-800|H-818|H-821|H-822|H-827|H-834|H-838|H-846|H-847|H-848|H-857|H-876|H-891|H-900|H-914|H-916|H-924|H-925|H-927|H-928|H-929|H-934|H-935|H-948|H-949|H-951|H-959|H-961|H-976|H-978|H-979|H-986|H-987;H-2016|H-811;H-1881|H-371|H-801;H-1919;H-1827;H-1916|H-1917,+700-034+;+700-032+;+700-033+;+700-032-740-335-575-413+;+700-036+;+700-031+;+700-032-690-368-817+;+700-004+
116,text_only,last,806,type,TAB:C,1798,25,53,6,0.73693,0.24,0.113208,8.141887,3.025363,6.265314,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-1535|M-1536|M-1540|M-1563|M-2050|M-2054|M-582|M-583|M-585|M-586|M-587|M-588|M-602|M-604;M-1449|M-503;M-1550|M-504|M-597;M-603;M-1452;M-1523|M-1524,+740-900-850-407-061-845-806+;+740-176-233-806+;+740-384-233-806+;+740-900-850-407-845-806+;+740-176-231-806+;+407-585-033-705-233-235-806+
117,text_only,last,806,material_type,Copper|TAB:C,1798,25,53,6,0.73693,0.24,0.113208,8.141887,3.025363,6.265314,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-1535|M-1536|M-1540|M-1563|M-2050|M-2054|M-582|M-583|M-585|M-586|M-587|M-588|M-602|M-604;M-1449|M-503;M-1550|M-504|M-597;M-603;M-1452;M-1523|M-1524,+740-900-850-407-061-845-806+;+740-176-233-806+;+740-384-233-806+;+740-900-850-407-845-806+;+740-176-231-806+;+407-585-033-705-233-235-806+
118,text_only,first,154,type,SEAL:R,1798,22,212,12,2.593993,0.545455,0.056604,4.626072,2.209788,6.254847,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-132;H-143;H-146;H-152|H-670|H-681|M-1986;H-154;H-157;H-158;L-102,+154-806-471-407-845-740-233-231-798+;+154-806-469-001-740-877-032+;+154-806-467-031+;+154-806-468+;+154-806-467-013-817+;+154-615-503+;+154-806-472-001-740-405-590+;+154-005+
119,text_only,unigram,700,type_symbol,TAB:I|Fish,1798,55,18,5,0.550612,0.090909,0.277778,9.080808,3.182821,6.119103,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1120|H-1138|H-1273|H-1354|H-1817|H-1823|H-1824|H-1825|H-1828|H-1829|H-1830|H-1831|H-1832|H-1844|H-1845|H-1846|H-1850|H-1854|H-1860|H-1867|H-1868|H-1869|H-1870|H-1871|H-1874|H-1894|H-1895|H-1907|H-1943|H-1981|H-1982|H-1987|H-2070|H-2094|H-2095|H-2096|H-2102|H-2105|H-2130|H-2137|H-2140|H-2141|H-2143|H-215|H-2155|H-2204|H-2206|H-2218|H-2219|H-2220|H-2221|H-2222|H-2223|H-2224|H-2225|H-2226|H-2227|H-2228|H-2229|H-2230|H-2231|H-2232|H-2233|H-2234|H-2235|H-2236|H-2237|H-2239|H-2246|H-285|H-297|H-307|H-308|H-312|H-313|H-314|H-317|H-320|H-324|H-350|H-351|H-363|H-771|H-780|H-785|H-788|H-819|H-823|H-893|H-910|H-936|H-939|H-946|H-947|H-952|H-953|H-960|H-982|H-983|H-985;?-6|H-1100|H-1102|H-1123|H-1133|H-1134|H-1146|H-1153|H-1156|H-1281|H-1294|H-1309|H-1312|H-1313|H-1319|H-1320|H-1321|H-1330|H-1771|H-1772|H-1773|H-1774|H-1804|H-1836|H-1841|H-1853|H-1865|H-1902|H-1906|H-1909|H-1922|H-1923|H-1931|H-1936|H-1941|H-209|H-2129|H-213|H-2139|H-214|H-2146|H-217|H-2173|H-2183|H-2184|H-2185|H-2186|H-2198|H-2201|H-2211|H-2217|H-230|H-232|H-251|H-315|H-322|H-327|H-340|H-341|H-361|H-362|H-697|H-717|H-766|H-768|H-778|H-796|H-802|H-814|H-815|H-833|H-837|H-852|H-854|H-877|H-926|H-930|H-943|H-944|H-962|H-963|H-965|H-966|H-968|H-969|H-975|K-68;H-1124|H-1188|H-1198|H-1270|H-1287|H-1295|H-1302|H-1303|H-1304|H-1308|H-1344|H-1345|H-1346|H-1347|H-1348|H-1768|H-1822|H-1839|H-1861|H-1872|H-1873|H-1883|H-1896|H-1898|H-1905|H-1908|H-1915|H-1929|H-1933|H-1940|H-1947|H-1993|H-1995|H-206|H-2115|H-2125|H-2131|H-2142|H-216|H-218|H-219|H-2197|H-2209|H-2213|H-2214|H-2215|H-2238|H-229|H-231|H-233|H-237|H-239|H-245|H-248|H-296|H-303|H-306|H-309|H-311|H-316|H-326|H-329|H-343|H-344|H-345|H-352|H-353|H-354|H-355|H-356|H-357|H-369|H-372|H-702|H-703|H-733|H-734|H-767|H-770|H-783|H-790|H-798|H-799|H-800|H-818|H-821|H-822|H-827|H-834|H-838|H-846|H-847|H-848|H-857|H-876|H-891|H-900|H-914|H-916|H-924|H-925|H-927|H-928|H-929|H-934|H-935|H-948|H-949|H-951|H-959|H-961|H-976|H-978|H-979|H-986|H-987;H-1876|H-1877|H-1880|H-1937|H-2097|H-2154|H-2208|H-358|H-853|H-892|H-933|H-938|H-945;H-2207,+700-034+;+700-032+;+700-033+;+034-700+;+700-031-033+
120,text_only,unigram,700,site_type_symbol,Harappa|TAB:I|Fish,1798,55,18,5,0.550612,0.090909,0.277778,9.080808,3.182821,6.119103,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-1120|H-1138|H-1273|H-1354|H-1817|H-1823|H-1824|H-1825|H-1828|H-1829|H-1830|H-1831|H-1832|H-1844|H-1845|H-1846|H-1850|H-1854|H-1860|H-1867|H-1868|H-1869|H-1870|H-1871|H-1874|H-1894|H-1895|H-1907|H-1943|H-1981|H-1982|H-1987|H-2070|H-2094|H-2095|H-2096|H-2102|H-2105|H-2130|H-2137|H-2140|H-2141|H-2143|H-215|H-2155|H-2204|H-2206|H-2218|H-2219|H-2220|H-2221|H-2222|H-2223|H-2224|H-2225|H-2226|H-2227|H-2228|H-2229|H-2230|H-2231|H-2232|H-2233|H-2234|H-2235|H-2236|H-2237|H-2239|H-2246|H-285|H-297|H-307|H-308|H-312|H-313|H-314|H-317|H-320|H-324|H-350|H-351|H-363|H-771|H-780|H-785|H-788|H-819|H-823|H-893|H-910|H-936|H-939|H-946|H-947|H-952|H-953|H-960|H-982|H-983|H-985;?-6|H-1100|H-1102|H-1123|H-1133|H-1134|H-1146|H-1153|H-1156|H-1281|H-1294|H-1309|H-1312|H-1313|H-1319|H-1320|H-1321|H-1330|H-1771|H-1772|H-1773|H-1774|H-1804|H-1836|H-1841|H-1853|H-1865|H-1902|H-1906|H-1909|H-1922|H-1923|H-1931|H-1936|H-1941|H-209|H-2129|H-213|H-2139|H-214|H-2146|H-217|H-2173|H-2183|H-2184|H-2185|H-2186|H-2198|H-2201|H-2211|H-2217|H-230|H-232|H-251|H-315|H-322|H-327|H-340|H-341|H-361|H-362|H-697|H-717|H-766|H-768|H-778|H-796|H-802|H-814|H-815|H-833|H-837|H-852|H-854|H-877|H-926|H-930|H-943|H-944|H-962|H-963|H-965|H-966|H-968|H-969|H-975|K-68;H-1124|H-1188|H-1198|H-1270|H-1287|H-1295|H-1302|H-1303|H-1304|H-1308|H-1344|H-1345|H-1346|H-1347|H-1348|H-1768|H-1822|H-1839|H-1861|H-1872|H-1873|H-1883|H-1896|H-1898|H-1905|H-1908|H-1915|H-1929|H-1933|H-1940|H-1947|H-1993|H-1995|H-206|H-2115|H-2125|H-2131|H-2142|H-216|H-218|H-219|H-2197|H-2209|H-2213|H-2214|H-2215|H-2238|H-229|H-231|H-233|H-237|H-239|H-245|H-248|H-296|H-303|H-306|H-309|H-311|H-316|H-326|H-329|H-343|H-344|H-345|H-352|H-353|H-354|H-355|H-356|H-357|H-369|H-372|H-702|H-703|H-733|H-734|H-767|H-770|H-783|H-790|H-798|H-799|H-800|H-818|H-821|H-822|H-827|H-834|H-838|H-846|H-847|H-848|H-857|H-876|H-891|H-900|H-914|H-916|H-924|H-925|H-927|H-928|H-929|H-934|H-935|H-948|H-949|H-951|H-959|H-961|H-976|H-978|H-979|H-986|H-987;H-1876|H-1877|H-1880|H-1937|H-2097|H-2154|H-2208|H-358|H-853|H-892|H-933|H-938|H-945;H-2207,+700-034+;+700-032+;+700-033+;+034-700+;+700-031-033+
121,text_only,unigram,700,site_type_symbol,Harappa|TAB:B|Gavi,1798,55,18,5,0.550612,0.090909,0.277778,9.080808,3.182821,6.119103,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,?-6|H-1100|H-1102|H-1123|H-1133|H-1134|H-1146|H-1153|H-1156|H-1281|H-1294|H-1309|H-1312|H-1313|H-1319|H-1320|H-1321|H-1330|H-1771|H-1772|H-1773|H-1774|H-1804|H-1836|H-1841|H-1853|H-1865|H-1902|H-1906|H-1909|H-1922|H-1923|H-1931|H-1936|H-1941|H-209|H-2129|H-213|H-2139|H-214|H-2146|H-217|H-2173|H-2183|H-2184|H-2185|H-2186|H-2198|H-2201|H-2211|H-2217|H-230|H-232|H-251|H-315|H-322|H-327|H-340|H-341|H-361|H-362|H-697|H-717|H-766|H-768|H-778|H-796|H-802|H-814|H-815|H-833|H-837|H-852|H-854|H-877|H-926|H-930|H-943|H-944|H-962|H-963|H-965|H-966|H-968|H-969|H-975|K-68;H-1124|H-1188|H-1198|H-1270|H-1287|H-1295|H-1302|H-1303|H-1304|H-1308|H-1344|H-1345|H-1346|H-1347|H-1348|H-1768|H-1822|H-1839|H-1861|H-1872|H-1873|H-1883|H-1896|H-1898|H-1905|H-1908|H-1915|H-1929|H-1933|H-1940|H-1947|H-1993|H-1995|H-206|H-2115|H-2125|H-2131|H-2142|H-216|H-218|H-219|H-2197|H-2209|H-2213|H-2214|H-2215|H-2238|H-229|H-231|H-233|H-237|H-239|H-245|H-248|H-296|H-303|H-306|H-309|H-311|H-316|H-326|H-329|H-343|H-344|H-345|H-352|H-353|H-354|H-355|H-356|H-357|H-369|H-372|H-702|H-703|H-733|H-734|H-767|H-770|H-783|H-790|H-798|H-799|H-800|H-818|H-821|H-822|H-827|H-834|H-838|H-846|H-847|H-848|H-857|H-876|H-891|H-900|H-914|H-916|H-924|H-925|H-927|H-928|H-929|H-934|H-935|H-948|H-949|H-951|H-959|H-961|H-976|H-978|H-979|H-986|H-987;H-1797|H-1855|H-1864|H-1932|H-1942|H-1945|H-212|H-321|H-359|H-777|H-779|H-794|H-813|H-817|H-839|H-849|H-850;H-1930;H-706,+700-032+;+700-033+;+032-700+;+032-700-601+;+700-033-137-002-820+
122,text_only,bigram,700-033,type,TAB:B,1798,10,312,9,1.735261,0.9,0.028846,5.186538,2.374772,6.081536,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1124|H-1188|H-1198|H-1270|H-1287|H-1295|H-1302|H-1303|H-1304|H-1308|H-1344|H-1345|H-1346|H-1347|H-1348|H-1768|H-1822|H-1839|H-1861|H-1872|H-1873|H-1883|H-1896|H-1898|H-1905|H-1908|H-1915|H-1929|H-1933|H-1940|H-1947|H-1993|H-1995|H-206|H-2115|H-2125|H-2131|H-2142|H-216|H-218|H-219|H-2197|H-2209|H-2213|H-2214|H-2215|H-2238|H-229|H-231|H-233|H-237|H-239|H-245|H-248|H-296|H-303|H-306|H-309|H-311|H-316|H-326|H-329|H-343|H-344|H-345|H-352|H-353|H-354|H-355|H-356|H-357|H-369|H-372|H-702|H-703|H-733|H-734|H-767|H-770|H-783|H-790|H-798|H-799|H-800|H-818|H-821|H-822|H-827|H-834|H-838|H-846|H-847|H-848|H-857|H-876|H-891|H-900|H-914|H-916|H-924|H-925|H-927|H-928|H-929|H-934|H-935|H-948|H-949|H-951|H-959|H-961|H-976|H-978|H-979|H-986|H-987;H-1881;H-1921|H-246;H-1862;H-1862;H-1811|H-1812|H-1813|H-1988|H-1989|H-1990|H-205|H-774;H-177;H-706,+700-033+;+415-700-033-171+;+125-700-033+;+700-033-368-091+;+700-033-400-740-388+;+700-033-711-335-575-413+;+700-033-151-706-031-002-817+;+700-033-137-002-820+
123,text_only,unigram,585,site_type,Mohenjo-daro|TAB:C,1798,27,52,6,0.780868,0.222222,0.115385,7.683761,2.941813,6.03736,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,M-2053;M-513|M-514|M-515;M-1555|M-1556|M-1557|M-1558|M-547|M-548|M-549;M-1534|M-578|M-580|M-581;M-599;M-1523|M-1524,+407-032-520-095-585-017-220+;+407-585-233+;+407-032-520-095-585-017-231+;+740-388-585-017+;+408-032-520-095-585-017-220+;+407-585-033-705-233-235-806+
124,text_only,bigram,154-806,material_type,Steatite|SEAL:R,1798,12,162,7,1.081201,0.583333,0.04321,6.47428,2.69472,5.985725,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-146;H-152|H-670|H-681|M-1986;H-154;H-158;H-160;M-1957;M-371,+154-806-467-031+;+154-806-468+;+154-806-467-013-817+;+154-806-472-001-740-405-590+;+400-154-806-468+;+154-806-474-013-820+;+617-142-384-032-154-806-467+
125,text_only,last,806,material,Copper,1798,25,57,6,0.792547,0.24,0.105263,7.570526,2.920394,5.9845,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-1535|M-1536|M-1540|M-1563|M-2050|M-2054|M-582|M-583|M-585|M-586|M-587|M-588|M-602|M-604;M-1449|M-503;M-1550|M-504|M-597;M-603;M-1452;M-1523|M-1524,+740-900-850-407-061-845-806+;+740-176-233-806+;+740-384-233-806+;+740-900-850-407-845-806+;+740-176-231-806+;+407-585-033-705-233-235-806+
126,text_only,first,700,site_type,Harappa|TAB:I,1798,29,168,12,2.709677,0.413793,0.071429,4.428571,2.146841,5.974247,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-1120|H-1138|H-1273|H-1354|H-1817|H-1823|H-1824|H-1825|H-1828|H-1829|H-1830|H-1831|H-1832|H-1844|H-1845|H-1846|H-1850|H-1854|H-1860|H-1867|H-1868|H-1869|H-1870|H-1871|H-1874|H-1894|H-1895|H-1907|H-1943|H-1981|H-1982|H-1987|H-2070|H-2094|H-2095|H-2096|H-2102|H-2105|H-2130|H-2137|H-2140|H-2141|H-2143|H-215|H-2155|H-2204|H-2206|H-2218|H-2219|H-2220|H-2221|H-2222|H-2223|H-2224|H-2225|H-2226|H-2227|H-2228|H-2229|H-2230|H-2231|H-2232|H-2233|H-2234|H-2235|H-2236|H-2237|H-2239|H-2246|H-285|H-297|H-307|H-308|H-312|H-313|H-314|H-317|H-320|H-324|H-350|H-351|H-363|H-771|H-780|H-785|H-788|H-819|H-823|H-893|H-910|H-936|H-939|H-946|H-947|H-952|H-953|H-960|H-982|H-983|H-985;?-6|H-1100|H-1102|H-1123|H-1133|H-1134|H-1146|H-1153|H-1156|H-1281|H-1294|H-1309|H-1312|H-1313|H-1319|H-1320|H-1321|H-1330|H-1771|H-1772|H-1773|H-1774|H-1804|H-1836|H-1841|H-1853|H-1865|H-1902|H-1906|H-1909|H-1922|H-1923|H-1931|H-1936|H-1941|H-209|H-2129|H-213|H-2139|H-214|H-2146|H-217|H-2173|H-2183|H-2184|H-2185|H-2186|H-2198|H-2201|H-2211|H-2217|H-230|H-232|H-251|H-315|H-322|H-327|H-340|H-341|H-361|H-362|H-697|H-717|H-766|H-768|H-778|H-796|H-802|H-814|H-815|H-833|H-837|H-852|H-854|H-877|H-926|H-930|H-943|H-944|H-962|H-963|H-965|H-966|H-968|H-969|H-975|K-68;H-1124|H-1188|H-1198|H-1270|H-1287|H-1295|H-1302|H-1303|H-1304|H-1308|H-1344|H-1345|H-1346|H-1347|H-1348|H-1768|H-1822|H-1839|H-1861|H-1872|H-1873|H-1883|H-1896|H-1898|H-1905|H-1908|H-1915|H-1929|H-1933|H-1940|H-1947|H-1993|H-1995|H-206|H-2115|H-2125|H-2131|H-2142|H-216|H-218|H-219|H-2197|H-2209|H-2213|H-2214|H-2215|H-2238|H-229|H-231|H-233|H-237|H-239|H-245|H-248|H-296|H-303|H-306|H-309|H-311|H-316|H-326|H-329|H-343|H-344|H-345|H-352|H-353|H-354|H-355|H-356|H-357|H-369|H-372|H-702|H-703|H-733|H-734|H-767|H-770|H-783|H-790|H-798|H-799|H-800|H-818|H-821|H-822|H-827|H-834|H-838|H-846|H-847|H-848|H-857|H-876|H-891|H-900|H-914|H-916|H-924|H-925|H-927|H-928|H-929|H-934|H-935|H-948|H-949|H-951|H-959|H-961|H-976|H-978|H-979|H-986|H-987;H-1192;H-2069;H-2207;H-1178|H-1946|H-894;H-2211,+700-034+;+700-032+;+700-033+;+700-220-004+;+700-034-400-525-550+;+700-031-033+;+700-125+;+700-840-032-741+
127,text_only,unigram,585,type,TAB:C,1798,27,53,6,0.795884,0.222222,0.113208,7.538784,2.914332,5.964635,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-2053;M-513|M-514|M-515;M-1555|M-1556|M-1557|M-1558|M-547|M-548|M-549;M-1534|M-578|M-580|M-581;M-599;M-1523|M-1524,+407-032-520-095-585-017-220+;+407-585-233+;+407-032-520-095-585-017-231+;+740-388-585-017+;+408-032-520-095-585-017-220+;+407-585-033-705-233-235-806+
128,text_only,unigram,585,material_type,Copper|TAB:C,1798,27,53,6,0.795884,0.222222,0.113208,7.538784,2.914332,5.964635,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-2053;M-513|M-514|M-515;M-1555|M-1556|M-1557|M-1558|M-547|M-548|M-549;M-1534|M-578|M-580|M-581;M-599;M-1523|M-1524,+407-032-520-095-585-017-220+;+407-585-233+;+407-032-520-095-585-017-231+;+740-388-585-017+;+408-032-520-095-585-017-220+;+407-585-033-705-233-235-806+
129,text_only,unigram,335,material_type,Faience|TAB:B,1798,13,192,8,1.388209,0.615385,0.041667,5.762821,2.526775,5.957563,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-2016|H-811;H-2016|H-811;H-1810|H-1815;H-1811|H-1812|H-1813|H-1988|H-1989|H-1990|H-205|H-774;H-1814;H-1774;H-854;M-1407|M-2024,+317-740-335-740-176-002-920-491+;+700-032-740-335-575-413+;+033-711-335-575-413+;+700-033-711-335-575-413+;+740-033-711-335-575-413+;+400-740-335-482-175+;+400-740-335-003+;+740-760-335-803+
