checked_date,branch,row_id,object,site,type,prev2,next1,next2,next4,terminal,in_002390_frame,text
2026-05-31,705,3139.1,M-714,Mohenjo-daro,SEAL:S,017 033,233,233 798,233 798 803 002,false,false,+740-585-017-033-705-233-798-803-002-861-603+
2026-05-31,530,3149.1,M-725,Mohenjo-daro,SEAL:S,741 252,<END>,<END>,<END>,true,false,+090-740-220-003-741-252-530+
2026-05-31,140,3150.1,M-726,Mohenjo-daro,SEAL:S,031 850,236,236 220,236 220 032 803,false,false,+031-850-140-236-220-032-803-002-820+
2026-05-31,590,3157.1,M-733,Mohenjo-daro,SEAL:S,220 892,850,850 032,850 032,false,false,+151-740-760-220/892-590-850-032+
2026-05-31,590,3158.1,M-734,Mohenjo-daro,SEAL:S,368 390,<END>,<END>,<END>,true,false,+033-033-368-390-590+
2026-05-31,125,3159.1,M-735,Mohenjo-daro,SEAL:S,002 390,195,195,195,false,true,+740-760-235-002-390-125-195+
2026-05-31,692,3163.1,M-739,Mohenjo-daro,SEAL:S,350 550,<END>,<END>,<END>,true,false,+090-740-100-415-002-031-350-550-692+
2026-05-31,705,3164.1,M-740,Mohenjo-daro,SEAL:S,491 742,575,575,575,false,false,+226-491-742-705-575+
2026-05-31,590,3169.1,M-746,Mohenjo-daro,SEAL:S,741 390,032,032,032,false,false,+740-440-220-032-741-390-590-032+
2026-05-31,692,3174.1,M-751,Mohenjo-daro,SEAL:S,<START>,451,451,451,false,false,+692-451+
2026-05-31,705,3177.1,M-754,Mohenjo-daro,SEAL:S,740 760,742,742 060,742 060 920,false,false,+740-760-705-742-060-920+
2026-05-31,705,3180.1,M-757,Mohenjo-daro,SEAL:S,520 033,233,233 235,233 235 808,false,false,+520-033-705-233-235-808+
2026-05-31,530,3181.1,M-758,Mohenjo-daro,SEAL:S,240 742,786,786,786,false,false,+740-760-001-240-742-530-786+
2026-05-31,125,3184.1,M-761,Mohenjo-daro,SEAL:S,741 455,<END>,<END>,<END>,true,false,]002-741-455-125+
2026-05-31,140,3185.1,M-762,Mohenjo-daro,SEAL:S,226,002,002,002,false,false,+226-140-002+
2026-05-31,705,3199.1,M-785,Mohenjo-daro,SEAL:S,740 255,002,002 861,002 861,false,false,+740-255-705-002-861+
2026-05-31,140,3210.1,M-796,Mohenjo-daro,SEAL:S,368,706,706,706,false,false,+368-140-706+
2026-05-31,705,3211.1,M-797,Mohenjo-daro,SEAL:S,000,803,803,803,false,false,]000-705-803+
2026-05-31,590,3226.1,M-813,Mohenjo-daro,SEAL:S,161 390,002,002 861,002 861,false,false,+161-390-590-002-861+
2026-05-31,705,3227.1,M-814,Mohenjo-daro,SEAL:S,176 033,240,240 235,240 235 803,false,false,+740-176-033-705-240-235-803+
2026-05-31,590,3240.1,M-828,Mohenjo-daro,SEAL:S,<START>,165,165 032,165 032 840,false,false,+590-165-032-840+
2026-05-31,590,3246.1,M-834,Mohenjo-daro,SEAL:S,151 390,900,900 002,900 002 861,false,false,+151-390-590-900-002-861+
2026-05-31,125,3249.1,M-837,Mohenjo-daro,SEAL:S,031 741,575,575,575,false,false,+740-142-061-031-741-125-575+
2026-05-31,705,3252.1,M-840,Mohenjo-daro,SEAL:S,031 033,233,233 001,233 001 920 374,false,false,+046-031-033-705-233-001-920-374+
2026-05-31,125,3260.1,M-848,Mohenjo-daro,SEAL:S,406,176,176,176,false,false,+406-125-176+
2026-05-31,590,3263.1,M-851,Mohenjo-daro,SEAL:S,740 390,002,002 817,002 817,false,false,+621-740-390-590-002-817+
2026-05-31,590,3264.1,M-852,Mohenjo-daro,SEAL:S,892,794,794 732,794 732 033 853,false,false,+892-590-794-732-033-853+
2026-05-31,590,3267.1,M-855,Mohenjo-daro,SEAL:S,832 390,002,002 817,002 817 690 544,false,false,+861-260-832-390-590-002-817-690-544+
2026-05-31,705,3442.1,M-1068,Mohenjo-daro,SEAL:S,520 033,240,240,240,false,false,+520-033-705-240[
2026-05-31,705,3274.1,M-863,Mohenjo-daro,SEAL:S,740 255,741,741 412,741 412,false,false,+740-255-705-741-412+
2026-05-31,705,3275.1,M-864,Mohenjo-daro,SEAL:S,000,632,632,632,false,false,]000-705-632+
2026-05-31,705,3278.1,M-868,Mohenjo-daro,SEAL:S,520 033,231,231 220,231 220 002 817,false,false,+520-033-705-231-220-002-817+
2026-05-31,705,3282.1,M-873,Mohenjo-daro,SEAL:S,520 033,231,231 060,231 060 550,false,false,+520-033-705-231-060-550+
2026-05-31,125,3286.1,M-878,Mohenjo-daro,SEAL:S,741 390,<END>,<END>,<END>,true,false,+740-900-005-741-390-125+
2026-05-31,705,3288.1,M-880,Mohenjo-daro,SEAL:S,877 741,319,319,319,false,false,+740-861-877-741-705-319+
2026-05-31,590,3290.1,M-882,Mohenjo-daro,SEAL:S,740 390,000,000 798,000 798 000,false,false,+621/740-390-590-000-798-000+
2026-05-31,590,3299.1,M-894,Mohenjo-daro,SEAL:S,892 070,495,495 520,495 520 231 368,false,false,+892-070-590-495-520-231-368-861+
2026-05-31,590,3305.1,M-900,Mohenjo-daro,SEAL:S,740 390,233,233 220,233 220 415 798,false,false,+740-390-590-233-220-415-798-838-002-820+
2026-05-31,125,3306.1,M-901,Mohenjo-daro,SEAL:S,090,002,002 861,002 861,false,false,+090-125-002-861+
2026-05-31,140,3309.1,M-907,Mohenjo-daro,SEAL:S,390 844,000,000,000,false,false,+390-844-140-000[
2026-05-31,705,3324.1,M-928,Mohenjo-daro,SEAL:S,243,031,031,031,false,false,+243-705-031+
2026-05-31,705,3327.1,M-932,Mohenjo-daro,SEAL:S,740,171,171 360,171 360 064,false,false,+740-705-171-360-064+
2026-05-31,590,3328.1,M-933,Mohenjo-daro,SEAL:S,740 390,741,741 821,741 821,false,false,+740-390-590-741-821+
2026-05-31,590,3335.1,-:3335.1,Unknown,SEAL:S,002 390,032,032,032,false,true,+740-205-032-002-390-590-032+
2026-05-31,140,3344.1,M-949,Mohenjo-daro,SEAL:S,<START>,388,388,388,false,false,]140-388+
2026-05-31,705,3351.1,M-956,Mohenjo-daro,SEAL:S,520 033,233,233,233,false,false,+400-520-033-705-233+
2026-05-31,705,3352.1,M-957,Mohenjo-daro,SEAL:S,740 760,002,002 577,002 577,false,false,+740-760-705-002-577+
2026-05-31,590,3353.1,M-958,Mohenjo-daro,SEAL:S,900 003,<END>,<END>,<END>,true,false,+740-772-240-002-900-003-590+
2026-05-31,705,3354.1,M-959,Mohenjo-daro,SEAL:S,520 033,236,236 803,236 803,false,false,+520-033-705-236-803+
2026-05-31,590,3355.1,M-960,Mohenjo-daro,SEAL:S,240 740,575,575,575,false,false,+520-240-740-590-575+
2026-05-31,590,3359.1,M-965,Mohenjo-daro,SEAL:S,740 390,032,032 741,032 741 527,false,false,+740-390-590-032-741-527+
2026-05-31,590,3361.1,M-968,Mohenjo-daro,SEAL:S,741 390,<END>,<END>,<END>,true,false,+740-923-741-390-590+
2026-05-31,590,3372.1,M-979,Mohenjo-daro,SEAL:S,900 003,<END>,<END>,<END>,true,false,+740-773-240/002-900-003-590+
2026-05-31,705,3378.1,M-985,Mohenjo-daro,SEAL:S,070 033,233,233 235,233 235 803,false,false,+520-070-033-705-233-235-803+
2026-05-31,590,3389.1,M-997,Mohenjo-daro,SEAL:S,<START>,705,705 575,705 575 920 140,false,false,+590-705-575-920-140+
2026-05-31,705,3389.1,M-997,Mohenjo-daro,SEAL:S,590,575,575 920,575 920 140,false,false,+590-705-575-920-140+
2026-05-31,140,3389.1,M-997,Mohenjo-daro,SEAL:S,575 920,<END>,<END>,<END>,true,false,+590-705-575-920-140+
2026-05-31,590,3390.1,M-998,Mohenjo-daro,SEAL:S,820 390,<END>,<END>,<END>,true,false,+820-390-590+
2026-05-31,705,3399.1,M-1014,Mohenjo-daro,SEAL:S,391 297,717,717,717,false,false,+842-391-297-705-717[
2026-05-31,140,3401.1,M-1016,Mohenjo-daro,SEAL:S,575 920,<END>,<END>,<END>,true,false,+226-575-920-140[
2026-05-31,590,3402.1,M-1017,Mohenjo-daro,SEAL:S,740 390,000,000,000,false,false,+740-390-590-000[
2026-05-31,590,3411.1,M-1029,Mohenjo-daro,SEAL:S,368 374,000,000,000,false,false,+368-374-590-000[
2026-05-31,095,3427.1,M-1052,Mohenjo-daro,SEAL:R,575 001,<END>,<END>,<END>,true,false,+679-740-220-032-806-001-595-575-001-095+
2026-05-31,140,3430.1,M-1055,Mohenjo-daro,SEAL,000 850,388,388 002,388 002 000,false,false,+000-850-140-388-002-000[
2026-05-31,705,3431.1,M-1057,Mohenjo-daro,SEAL:S,440 220,000,000,000,false,false,+353-090-350-001-440-220-705-000[
2026-05-31,140,3451.1,M-1077,Mohenjo-daro,SEAL:S,100 000,000,000,000,false,false,+740-100-000-140-000+
2026-05-31,590,3463.1,M-1089,Mohenjo-daro,SEAL:S,151 390,002,002 374,002 374 840,false,false,+151-390-590-002-374-840+
2026-05-31,590,3465.1,M-1091,Mohenjo-daro,SEAL:S,241 156,706,706 794,706 794 732,false,false,+241-156-590-706-794-732+
2026-05-31,590,3467.1,M-1095,Mohenjo-daro,SEAL:S,861 292,520,520 515,520 515 503,false,false,+861-292-590-520-515-503+
2026-05-31,140,3470.1,M-1098,Mohenjo-daro,SEAL:S,390 005,000,000,000,false,false,+390-005-140-000[
2026-05-31,692,3482.1,M-1111,Mohenjo-daro,SEAL:S,745 924,<END>,<END>,<END>,true,false,+740-798-745-924-692+
2026-05-31,140,3485.1,M-1114,Mohenjo-daro,SEAL:S,740,002,002 741,002 741 060 920,false,false,+740-140-002-741-060-920+
2026-05-31,692,3496.1,M-1127,Mohenjo-daro,SEAL:S,060,740,740 269,740 269 140 002,false,false,+060-692/740-269-140-002+
2026-05-31,140,3496.1,M-1127,Mohenjo-daro,SEAL:S,740 269,002,002,002,false,false,+060-692/740-269-140-002+
2026-05-31,072,3507.1,M-1141,Mohenjo-daro,SEAL:S,621 520,921,921 368,921 368 000 000,false,false,+621-520-072-921-368-000-000+
2026-05-31,705,3516.1,M-1155,Mohenjo-daro,SEAL:S,002 033,<END>,<END>,<END>,true,false,+740-760-335-002-033-705+
2026-05-31,140,3525.1,M-1165,Mohenjo-daro,SEAL:S,740 920,060,060 692,060 692,false,false,+090-740-920-140-060-692+
2026-05-31,692,3525.1,M-1165,Mohenjo-daro,SEAL:S,140 060,<END>,<END>,<END>,true,false,+090-740-920-140-060-692+
2026-05-31,705,3529.1,M-1169,Mohenjo-daro,SEAL:S,520 033,220,220 032,220 032 231 072,false,false,+520-033-705-220-032/231-072-002-270-633-032+
2026-05-31,072,3529.1,M-1169,Mohenjo-daro,SEAL:S,032 231,002,002 270,002 270 633 032,false,false,+520-033-705-220-032/231-072-002-270-633-032+
2026-05-31,140,3531.1,M-1173,Mohenjo-daro,SEAL:S,032 920,545,545,545,false,false,]000-033-032-920-140-545+
2026-05-31,692,3537.1,M-1181,Mohenjo-daro,SEAL:S,231 060,<END>,<END>,<END>,true,false,+740-927-231-060-692+
2026-05-31,125,3539.1,M-1188,Mohenjo-daro,SEAL:S,000 000,632,632 032,632 032 240 002,false,false,]000/000-125-632-032/240-002-244-632+
2026-05-31,692,3540.1,M-1189,Mohenjo-daro,SEAL:S,861 892,000,000 220,000 220 002 824,false,false,]861-892-692/000-220-002-824[
2026-05-31,705,3542.1,M-1191,Mohenjo-daro,SEAL:S,595 810,455,455,455,false,false,+455-257-000/595-810-705-455+
2026-05-31,140,3553.2,M-1203,Mohenjo-daro,SEAL:S,420 706,<END>,<END>,<END>,true,false,+595-420-706-140+
2026-05-31,705,3561.1,M-1226,Mohenjo-daro,SEAL:S,520 033,235,235 233,235 233 002 817,false,false,+520-033-705-235-233-002-817+
2026-05-31,140,3578.1,M-1271,Mohenjo-daro,SEAL:R,484 920,<END>,<END>,<END>,true,false,+400-456-503-337-484-920-140+
2026-05-31,140,3590.1,M-1285,Mohenjo-daro,SEAL:R,000 204,840,840,840,false,false,]000-204-140-840+
2026-05-31,705,3604.1,M-1299,Mohenjo-daro,SEAL:R,550 033,233,233 002,233 002 817,false,false,+527-550-033-705-233-002-817+
2026-05-31,590,3606.1,M-1301,Mohenjo-daro,SEAL:R,740 407,000,000,000,false,false,+740-407-590-000[
2026-05-31,590,3609.1,M-1304,Mohenjo-daro,SEAL:R,740 405,745,745,745,false,false,+740-405-590-745[
2026-05-31,590,3611.1,M-1306,Mohenjo-daro,SEAL:R,740 405,806,806 002,806 002 820,false,false,+740-405-590-806-002-820+
2026-05-31,590,3615.1,M-1310,Mohenjo-daro,SEAL:R,740 407,235,235,235,false,false,+407-004-001-740-407-590-235+
2026-05-31,590,3621.1,M-1316,Mohenjo-daro,SEAL:R,381 292,032,032 901,032 901 620,false,false,+127-381-292-590-032-901-620+
2026-05-31,346,3624.1,M-1319,Mohenjo-daro,SEAL:R,002 904,<END>,<END>,<END>,true,false,]798-806-002-904-346+
2026-05-31,590,3628.1,M-1323,Mohenjo-daro,SEAL:R,798 405,033,033 706,033 706 806,false,false,+740-798-405-590-033-706-806+
2026-05-31,705,3633.1,M-1328,Mohenjo-daro,SEAL:R,807 033,233,233,233,false,false,+740-388-807-033-705-233[
2026-05-31,140,3637.1,M-1332,Mohenjo-daro,SEAL:R,032 000,<END>,<END>,<END>,true,false,+400-032-000-140+
2026-05-31,590,3641.1,M-1336,Mohenjo-daro,SEAL:R,000 747,348,348,348,false,false,]000-747-590-348+
2026-05-31,590,3648.1,M-1343,Mohenjo-daro,SEAL,740 390,235,235 002,235 002 861,false,false,+740-390-590-235-002-861+
2026-05-31,705,3655.1,M-1355,Mohenjo-daro,SEAL:R,727 033,838,838,838,false,false,]000-727-033-705-838+
2026-05-31,705,3663.2,M-1364,Mohenjo-daro,SEAL:R,923 033,000,000,000,false,false,+740-923-033-705-000[
2026-05-31,140,3668.1,M-1369,Mohenjo-daro,SEAL:C,055 592,832,832 002,832 002 060 820,false,false,]000-055-592-140-832-002-060-820[
2026-05-31,705,3673.1,M-1375,Mohenjo-daro,POT:T:s,032 033,<END>,<END>,<END>,true,false,+790-032-033-705+
2026-05-31,705,3688.1,M-1396,Mohenjo-daro,TAB:B,520 033,803,803 853,803 853,false,false,+520-033-705-803-853+
2026-05-31,705,3689.2,M-1397,Mohenjo-daro,TAB:B,167,000,000 360,000 360,false,false,+167-705-000-360+
2026-05-31,705,3691.2,M-1400,Mohenjo-daro,TAB:B,<START>,700,700 000,700 000,false,false,+705-700-000+
2026-05-31,125,3709.1,M-1424,Mohenjo-daro,TAB:B,700 384,<END>,<END>,<END>,true,false,+875-700-384-125+
2026-05-31,140,3712.1,M-1427,Mohenjo-daro,TAG:O,484,002,002 220,002 220 627 615,false,false,+484-140-002-220-627-615-906-388+
2026-05-31,590,3734.2,M-1457,Mohenjo-daro,TAB:C,100 405,<END>,<END>,<END>,true,false,+790-740-100-405-590+
2026-05-31,095,3738.1,M-1470,Mohenjo-daro,TAB:C,001 595,717,717 747,717 747,false,false,+617-142-001-595-095-717-747+
2026-05-31,125,3769.1,-:3769.1,Ganweriwala,TAG,299 350,176,176,176,false,false,+740-400-061-299-350-125-176+
2026-05-31,530,3799.1,M-1575,Mohenjo-daro,POT:T:g,000 031,742,742,742,false,false,]000-061-032-000-031-530-742[
2026-05-31,705,3823.1,M-1629,Mohenjo-daro,BNGL,<START>,032,032 595,032 595 090 175,false,false,+705-032-595-090-175+
2026-05-31,140,3824.1,M-1630,Mohenjo-daro,BNGL,790 743,<END>,<END>,<END>,true,false,+790-743-140+
2026-05-31,705,3867.1,Rgr-2,Rakhigarhi,SEAL:R,060 892,<END>,<END>,<END>,true,false,+527-554-000-000-060-892-705+
2026-05-31,590,3870.1,Rjd-2,Rodji,POT:T:g,134,920,920 000,920 000,false,false,]134-590-920-000[
2026-05-31,590,3871.1,-:3871.1,Rupar,POT:T:g,000,220,220 033,220 033,false,false,+000-590-220-033+
2026-05-31,125,3875.1,Sktd-1,Surkotada,SEAL:S,002 390,820,820,820,false,true,+390-004-002-390-125-820+
2026-05-31,705,3884.1,-:3884.1,Tell Umma,TAG:L,004 002,127,127,127,false,false,+390-004-002-705-127+
2026-05-31,095,3886.1,TY-106,Tepe Yahya,POT:T:s,002,000,000,000,false,false,+002-095-000[
2026-05-31,590,3892.1,?-3,Unknown,SEAL:S,002 368,900,900,900,false,false,+002-368-590-900+
2026-05-31,705,3909.1,M-1698,Mohenjo-daro,SEAL:S,482 033,002,002 861,002 861 803,false,false,+740-482-033-705-002-861-803+
2026-05-31,590,3924.1,H-1046,Harappa,SEAL:S,151 390,<END>,<END>,<END>,true,false,+151-390-590+
2026-05-31,590,3931.1,H-1079,Harappa,SEAL:R,740 390,002,002 000,002 000,false,false,+740-390-590-002-000[
2026-05-31,530,3939.1,H-2269,Harappa,POT:T:g,<START>,000,000 003,000 003,false,false,]530-000-003+
2026-05-31,705,3968.1,H-1120,Harappa,TAB:B,000 000,<END>,<END>,<END>,true,false,+740-000-000-705+
2026-05-31,590,3977.1,H-1144,Harappa,TAB:B,000 000,000,000 000,000 000,false,false,+000-000-590-000-000+
2026-05-31,705,3985.1,M-1736,Mohenjo-daro,SEAL:S,520 033,235,235 240,235 240 741 903,false,false,+520-033-705-235-240-741-903-903+
2026-05-31,705,3992.1,M-1825,Mohenjo-daro,SEAL:S,002 390,<END>,<END>,<END>,true,true,+157-031-002-390-705+
2026-05-31,590,4002.1,M-1909,Mohenjo-daro,SEAL:S,005 002,455,455,455,false,false,+368-005-002-590-455+
2026-05-31,530,4129.1,H-1471,Harappa,POT:T:g,<START>,<END>,<END>,<END>,true,false,+530[
2026-05-31,140,4012.1,M-1987,Mohenjo-daro,SEAL:R,625,<END>,<END>,<END>,true,false,]625-140+
2026-05-31,095,4016.1,M-2021,Mohenjo-daro,TAB:B,<START>,031,031 740,031 740 927,false,false,+095-031-740-927+
2026-05-31,140,4022.1,M-2033,Mohenjo-daro,TAB:B,136,861,861 455,861 455 922,false,false,+136-140-861-455-922+
2026-05-31,125,4030.1,M-2055,Mohenjo-daro,TAB:C,002 407,590,590 831,590 831,false,false,+002-407-125-590-831+
2026-05-31,590,4030.1,M-2055,Mohenjo-daro,TAB:C,407 125,831,831,831,false,false,+002-407-125-590-831+
2026-05-31,705,4032.1,M-2080,Mohenjo-daro,BNGL,840,<END>,<END>,<END>,true,false,+840-705+
2026-05-31,095,4045.1,M-2112,Mohenjo-daro,ROD,000 000,550,550 003,550 003 002 000,false,false,+000-000-095-550-003-002-000+
2026-05-31,705,4047.1,M-2128,Mohenjo-daro,IMPL,041,002,002 905,002 905,false,false,+041-705-002-905+
2026-05-31,590,4071.1,H-1291,Harappa,TAB:I,000 390,<END>,<END>,<END>,true,false,]000-390-590[
2026-05-31,705,4078.1,H-1305,Harappa,TAB:I,400 000,<END>,<END>,<END>,true,false,+400-000-705+
2026-05-31,140,4096.1,H-1366,Harappa,POT:T:g,<START>,000,000 999,000 999 405 090,false,false,]140-000-999-405-090[
2026-05-31,530,4138.1,H-1511,Harappa,TAB:I,413,<END>,<END>,<END>,true,false,+413-530+
2026-05-31,590,4155.1,-:4155.1,Gonur Depe,SEAL:S,740 390,125,125 220,125 220 235 002,false,false,+740-390-590-125-220-235-002-285+
2026-05-31,125,4155.1,-:4155.1,Gonur Depe,SEAL:S,390 590,220,220 235,220 235 002 285,false,false,+740-390-590-125-220-235-002-285+
2026-05-31,125,4163.1,-:4163.1,Dholavira,SEAL:S,400,000,000,000,false,false,+400-125-000+
2026-05-31,590,4182.1,-:4182.1,Dholavira,SEAL:S,740 390,231,231 002,231 002 705 530,false,false,+740-390-590-231-002-705-530-904+
2026-05-31,705,4182.1,-:4182.1,Dholavira,SEAL:S,231 002,530,530 904,530 904,false,false,+740-390-590-231-002-705-530-904+
2026-05-31,530,4182.1,-:4182.1,Dholavira,SEAL:S,002 705,904,904,904,false,false,+740-390-590-231-002-705-530-904+
2026-05-31,590,4195.1,-:4195.1,Dholavira,SEAL:S,820 390,002,002 861,002 861,false,false,+820-390-590-002-861+
2026-05-31,140,4201.1,-:4201.1,Dholavira,SEAL:R,832,013,013 547,013 547,false,false,+832-140-013-547+
2026-05-31,705,4210.1,-:4210.1,Dholavira,SEAL:S,520 033,235,235 803,235 803,false,false,+520-033-705-235-803[
2026-05-31,125,4215.1,-:4215.1,Dholavira,SEAL:S,267,000,000,000,false,false,]267-125-000[
2026-05-31,125,4218.1,-:4218.1,Dholavira,SEAL:S,000 350,812,812 033,812 033,false,false,]000-350-125-812-033+
2026-05-31,590,4221.1,-:4221.1,Dholavira,SEAL:S,741 740,<END>,<END>,<END>,true,false,+740-760-234-741-740-590+
2026-05-31,590,4228.1,-:4228.1,Dholavira,SEAL:S,000 000,<END>,<END>,<END>,true,false,+740-000-000-000-590+
2026-05-31,590,4229.1,-:4229.1,Dholavira,SEAL:S,740 390,220,220 463,220 463 240 001,false,false,+740-390-590-220-463-240-001-820-060+
2026-05-31,705,4237.1,-:4237.1,Dholavira,SEAL:S,002 390,<END>,<END>,<END>,true,true,+151-032-388-002-390-705+
2026-05-31,095,4239.1,-:4239.1,Dholavira,SEAL:S,090,741,741 374,741 374 132,false,false,+090-095-741-374-132+
2026-05-31,705,4244.1,-:4244.1,Dholavira,MISC,033,233,233 235,233 235 002 457,false,false,+033-705-233-235-002-457+
2026-05-31,705,4249.1,-:4249.1,Dholavira,SEAL:S,<START>,000,000 000,000 000,false,false,+705-000-000+
2026-05-31,095,4263.1,-:4263.1,Dholavira,SEAL:R,520,000,000,000,false,false,+520-095-000[
2026-05-31,590,4264.1,-:4264.1,Dholavira,SEAL:R,000,820,820 033,820 033,false,false,]000-590-820-033+
2026-05-31,705,4276.1,-:4276.1,Dholavira,SEAL:R,<START>,090,090 705,090 705,false,false,]705-090-705+
2026-05-31,705,4276.1,-:4276.1,Dholavira,SEAL:R,705 090,<END>,<END>,<END>,true,false,]705-090-705+
2026-05-31,125,4280.1,-:4280.1,Dholavira,SEAL:R,000,001,001 742,001 742,false,false,]000-125-001-742+
2026-05-31,590,4282.1,-:4282.1,Dholavira,TAB:I,031 000,<END>,<END>,<END>,true,false,]031-000-590+
2026-05-31,590,4284.1,-:4284.1,Dholavira,SEAL:R,<START>,407,407 790,407 790 001 746,false,false,+590-407-790-001-746+
2026-05-31,705,4312.1,-:4312.1,Dholavira,TAG,000 229,906,906,906,false,false,]000-229-705-906+
2026-05-31,705,4330.1,-:4330.1,Dholavira,TAG,000,906,906 550,906 550,false,false,]000-705-906-550+
2026-05-31,705,4345.1,-:4345.1,Dholavira,TAG,000,002,002 861,002 861,false,false,+000-705-002-861+
2026-05-31,590,5554.1,-:5554.1,Shikarpur,POT:T:g,000,<END>,<END>,<END>,true,false,]000-590[
2026-05-31,125,5219.1,-:5219.1,Gola Dhoro (Bagasra),SEAL:S,292 352,741,741 900,741 900 322,false,false,+292-352-125-741-900-322+
2026-05-31,590,5236.1,-:5236.1,Lakhanjo-daro,SEAL:S,740 405,060,060 146,060 146,false,false,+740-405-590-060-146+
2026-05-31,705,5243.1,-:5243.1,Lakhanjo-daro,TAG,740,000,000 000,000 000,false,false,+740-705-000-000+
2026-05-31,140,5333.1,K-418,Kalibangan,POT:T:g,000 035,<END>,<END>,<END>,true,false,+740-000-035-140[
2026-05-31,692,5355.1,Ns-53,Nausharo,SEAL:S,391 060,<END>,<END>,<END>,true,false,+861-111-391-060-692+
2026-05-31,125,5361.1,Ns-60,Nausharo,SEAL:R,297 350,413,413,413,false,false,+407-063-740-176-236-798-002-297-350-125-413+
2026-05-31,095,5386.1,Sb-4,Sibri,SEAL,000,<END>,<END>,<END>,true,false,]000-095+
2026-05-31,705,5406.1,M-2105,Mohenjo-daro,ROD,000,000,000,000,false,false,]000-705-000-+
2026-05-31,140,5464.1,-:5464.1,Unknown,SEAL:S,000 840,002,002 817,002 817,false,false,+000-840-140-002-817+
2026-05-31,530,5548.1,-:5548.1,Harappa,POT:T:p,000,<END>,<END>,<END>,true,false,]000-530[
2026-05-31,705,5564.1,-:5564.1,Juna Khatiya,POT:T:g,000 032,<END>,<END>,<END>,true,false,+000-032-705[
2026-05-31,705,5584.1,-:5584.1,Dholavira,TAG,<START>,000,000,000,false,false,]705-000[
