edge,text_families,terminal_families,terminal_share,sites,types,examples
031-850,2,0,0,2,1,+032-031/850-032-530-740-741-456+ | +031-850-140-236-220-032-803-002-820+
032-001,2,0,0,2,2,+233-226-032-001-223-575+ | +151-031-090-032-001-505+
032-226,2,0,0,2,1,+390-128-702-032/226-032-013-480-850+ | +865-032/226-032-700-605+
032-231,2,0,0,1,1,+226-032-231-798-002-693+ | +520-033-705-220-032/231-072-002-270-633-032+
032-240,2,0,0,1,1,+520-070-220-032-240-838-741-958-220-278+ | +740-690-435-255-220-032-240-235-002-390-125-632-032+
032-578,2,0,0,1,1,+824-032-578-415+ | +876-032-578-415+
032-845,2,0,0,2,2,+409-032-845-033-705-231-806-002-595-812-125-717+ | +740-032-845-240-002-269-892-810-033+
032-920,2,0,0,1,2,+032-920-491+ | +920-706-193-384-032-920-140-902+
032-999,2,0,0,2,1,+032-999-032+ | +032-999-002+
033-240,2,0,0,2,1,+740-760-033-033-240-002-824+ | +740-812-033-240-220-032+
033-368,2,0,0,2,2,+700-033-368-091+ | +033-033-368-390-590+
033-741,2,0,0,2,1,+740-904-033-741-700+ | +520-033-033-741-572-368+
048-002,2,0,0,2,3,+048-002-817+ | +740-048-002-817+
049-002,2,0,0,2,2,+520-233-049-002-861+ | +740-760-049-002-817+
055-002,2,0,0,1,2,+520-033-705-220-803-055-002-820+ | +740-055-002-861-603+
055-031,2,0,0,2,2,+368-821-055-031-002-031-892+ | +416-150-002-055-031-319-001-924+
055-220,2,0,0,2,2,+740-482-055-220-415-798-803-742-617+ | +740-055-220-032-798-002-820+
060-111,2,0,0,2,1,+740-798-240-060-111-166+ | +457/740-165-900-060-111-575+
060-220,2,0,0,1,1,+520-033-706-060-220-004+ | +740-575-017-060-220-065-374+
061-001,2,0,0,2,2,+740-061-001-694+ | +740-061-001-031-820+
061-031,2,0,0,1,1,+090-740-035-171-061-031-002-069+ | +740-142-061-031-741-125-575+
061-070,2,0,0,1,1,+405-061-070-032-033-706-235-806-002-267-455+ | +740-923-406-061-070-032-741-861+
061-845,2,0,0,1,1,+740-900-850-407-061-845-806+ | +407-061-845-240-798+
063-740,2,0,0,2,1,+063-740-918+ | +407-063-740-176-236-798-002-297-350-125-413+
064-706,2,0,0,2,2,+064-706-140+ | +064-706-500+
072-002,2,0,0,1,2,+406-072-002-817+ | +520-033-705-220-032/231-072-002-270-633-032+
097-700,2,0,0,1,2,+151-097-700-034+ | +400-097-700-004+
100-235,2,0,0,2,2,+740-100-235-233-741-060-920+ | +740-100-235-002-817+
100-904,2,0,0,1,2,+100-904-717-220-415-806-742+ | +740-100-904-033-705-231-798+
101-002,2,0,0,2,1,+031-840-140-740-101-002-365-287-034+ | +090-740-101-002-820+
125-002,2,0,0,2,1,+125-002-861+ | +090-125-002-861+
130-032,2,0,0,2,2,+130-032-905+ | +130-032-820+
136-002,2,0,0,1,1,+136-002-298-741+ | +136-002-861+
137-002,2,0,0,1,1,+137-002-820+ | +700-033-137-002-820+
150-741,2,0,0,1,1,+032-840-221-150-741-070-255+ | +032-840-267-150-741-070+
154-388,2,0,0,2,1,+154-388-717-705+ | +154-388-717-706+
155-806,2,0,0,1,2,+155-806-467-001-692+ | +155-806-468+
156-002,2,0,0,1,1,+151-061/156-002-252-692+ | +740-773-156-002-820+
156-384,2,0,0,1,3,+156-384-031-400+ | +400-156-384-031+
156-435,2,0,0,2,3,+400-156-435-255+ | +156-435-255+
161-390,2,0,0,2,1,+161-390-590-031-740-060-920+ | +161-390-590-002-861+
165-740,2,0,0,2,1,+244-165/740-879-220-416-803-002-861+ | +140-165-740-176-220-803+
176-060,2,0,0,2,1,+740-176-060-692+ | +791-575-413/740-222-176-060-920+
176-798,2,0,0,2,1,+740-176-798-231+ | +390-697-151-740-176-798-838+
190-125,2,0,0,1,1,+390-600-617-002-190-125-632-032+ | +190-125-575+
202-892,2,0,0,2,2,+400-202-892-220-920+ | +740-390-590-233-002-368-202-892-371+
205-032,2,0,0,2,1,+740-205-032-002-252-840+ | +740-205-032-002-390-590-032+
215-001,2,0,0,2,2,+215-001-480-306-813-033-060-413-346-706+ | +215-001-480-090-820+
219-002,2,0,0,2,1,+520-219-002-817+ | +520-070-219-002-861-032-520-919-140+
220-741,2,0,0,2,1,+411-440-236-220-741-634+ | +565-740-220-741-176+
220-786,2,0,0,1,2,+405-018-001-220-786-850+ | +220-786-255+
222-233,2,0,0,1,1,+740-222-233-235+ | +740-222-233-235/617-142-001-368-861+
222-235,2,0,0,2,1,+032-031/740-222-235-002-861+ | +740-222-235-002-820+
226-803,2,0,0,1,1,+226-803-002-220-455-520+ | +226-803-717-002-764+
232-240,2,0,0,2,1,+590-615-140/232-240-001-060-920+ | +232-240-741-060-920+
233-001,2,0,0,1,1,+740-920-320-233-001-821+ | +046-031-033-705-233-001-920-374+
233-740,2,0,0,2,1,+527-388-233-740-176-002-861-392+ | +520-072-233-740-798-002-861-832+
235-798,2,0,0,2,2,+520-033-706-235-798-803-002-031-892+ | +740-455-235-798-742-460-353+
236-806,2,0,0,2,1,+236-806-002-863+ | +740-752-006-503-236-806-002-031-502+
241-220,2,0,0,2,2,+241-220-032-002-861+ | +241-220-235-803+
241-803,2,0,0,1,1,+241-803-002-850-493+ | +241-803-002-850-491+
243-031,2,0,0,1,1,+617-243-031-740-861+ | +151-243-031-002-820-741+
255-001,2,0,0,2,2,+740-690-435-255-001-060-201+ | +324-255-001-405-016+
255-060,2,0,0,1,1,+255-060-692-401-920+ | +842-374-125/740-803-060-692-740-690-435-255-060-692+
255-400,2,0,0,2,2,+400-255-400-165-900-001+ | +615-016-435-255-400-136-140+
255-920,2,0,0,2,2,+740-407-590-690-436-255-920-318-220-415-803+ | +740-255-920-060-692+
269-140,2,0,0,2,1,+036-269-140-002-741-060-920+ | +060-692/740-269-140-002+
269-511,2,0,0,2,1,+740-269-511-060-690+ | +740-269-511-233-060-820+
292-590,2,0,0,1,2,+861-292-590-520-515-503+ | +127-381-292-590-032-901-620+
297-350,2,0,0,2,2,+226-003-002-297-350-125-413+ | +407-063-740-176-236-798-002-297-350-125-413+
310-350,2,0,0,2,2,+129-817-310-350-128-857-003-388+ | +740-142-067/002-374-310-350-495-834+
335-002,2,0,0,2,1,+440-411-740-335-002-285-491+ | +740-760-335-002-033-705+
335-220,2,0,0,2,1,+740-760-335-220-032-002-820+ | +335-220-098-921-861+
350-240,2,0,0,1,1,+504-350-240-741-060-920+ | +504-350-240-002-861+
350-741,2,0,0,1,2,+504-350-741-060-920+ | +740-798-463-350-741-590-032+
350-892,2,0,0,2,2,+298-350-892-590+ | +790/400-296-350-892-632-032+
354-002,2,0,0,1,1,+740-354-002-817+ | +520-400-354-002-817+
365-460,2,0,0,1,1,+617-142-597-032-905/407-004-002-365-460-495+ | +407-004-002-365-460-495+
368-740,2,0,0,2,1,+368-740-870+ | +842-871-192-368/740-482-060-692-520-220-235-001-920+
384-002,2,0,0,2,1,+740-384-002-390-346+ | +740-384-002-629-279+
388-002,2,0,0,2,1,+740-388-002-820+ | +151-032-388-002-390-705+
390-803,2,0,0,2,1,+832-390-803-002-861+ | +740-060-390-803-740+
390-840,2,0,0,2,2,+390-840-233-240-744-033-272+ | +390-840-741-031-370+
390-920,2,0,0,1,2,+390-920-322-803-002-820+ | +390-920-323+
391-002,2,0,0,2,1,+391-002-527-475-005+ | +391-002-365-550+
400-368,2,0,0,2,2,+400-368-741+ | +400-368-055+
400-527,2,0,0,2,2,+400-527-195+ | +400-527-555-233-235+
400-798,2,0,0,2,1,+790/400-798-243+ | +400-798-255+
406-590,2,0,0,2,1,+740-406-590-741-406-125+ | +740-406-590-741-060-920+
407-016,2,0,0,2,2,+407-016-013-861+ | +407-016-001-740-923+
407-032,2,0,0,1,1,+407-032-520-095-585-017-220+ | +407-032-520-095-585-017-231+
407-585,2,0,0,1,1,+407-585-033-705-233-235-806+ | +407-585-233+
413-840,2,0,0,2,2,+682-413-840/740-061+ | +831-413-840-091+
415-033,2,0,0,2,2,+740-175-415-033-001+ | +906-200/740-100-415-033-702+
415-176,2,0,0,2,2,+740-100-415-176-792-102+ | +740-100-415-176-002-820+
415-904,2,0,0,1,1,+921-100-415-904-017-032-820-740-904-741+ | +740-100-415-904-017-032-820-740-904-741+
416-741,2,0,0,1,1,+151-416-741-849+ | +740-416-741-060-920+
435-001,2,0,0,1,1,+435-001-031+ | +435-001-003+
440-240,2,0,0,2,2,+740-440-240-001-820+ | +740-760-440-240-220-002-861+
455-240,2,0,0,1,1,+740-455-240-235-060-820+ | +740-455-240-235+
480-388,2,0,0,1,1,+001-480-388-032+ | +031-480-388-032+
482-055,2,0,0,2,1,+740-482-055-220-415-798-803-742-617+ | +740-482-055-240-235-745-740-590+
482-060,2,0,0,1,1,+842-871-192-368/740-482-060-692-520-220-235-001-920+ | +842-535-099-004/740-482-060-692-520-220-235-001-920+
520-382,2,0,0,1,1,+520-382-032-002-820-001-440-012+ | +520-382-878+
520-515,2,0,0,1,1,+520-515-921+ | +861-292-590-520-515-503+
520-919,2,0,0,1,2,+520-070-219-002-861-032-520-919-140+ | +740-877-032-033-705-231-235-002-861-360-520-919-140+
526-554,2,0,0,2,2,+526-554-002-820+ | +526-554-002-880+
531-060,2,0,0,2,1,+740-531-060-692+ | +090-740-531-060-692+
540-002,2,0,0,2,1,+740-540-002-817+ | +740-540-002-820+
554-002,2,0,0,2,2,+526-554-002-820+ | +526-554-002-880+
585-231,2,0,0,2,1,+740-585-231-240-060-820+ | +740-585-231-220-032-002-820+
585-803,2,0,0,1,1,+090-740-585-803-240+ | +740-585-803-240+
590-031,2,0,0,2,2,+161-390-590-031-740-060-920+ | +740-407-590-031-752-033-705-220-415-798-002-861+
590-231,2,0,0,2,1,+740-390-590-231-240-235-745-060-920+ | +740-390-590-231-002-705-530-904+
590-705,2,0,0,2,1,+590-705-435-255-778-002-817+ | +590-705-575-920-140+
590-740,2,0,0,1,1,+400-297-352-892-590-740-176+ | +407-590-740-072+
595-095,2,0,0,1,1,+617-142-001-595-095-760-744+ | +617-142-001-595-095-717-747+
605-002,2,0,0,2,2,+740-760-605-002-540-590+ | +740-760-605-002-861+
610-125,2,0,0,2,1,+002-610-125-032+ | +520-033-705-233-240-002-610-125-032+
615-104,2,0,0,2,1,+740-760-615-104-717-235-002-392-590-125+ | +740-615-104-002-817+
630-220,2,0,0,2,2,+405-061-033-706-794-630-220-002-820+ | +740-794-630-220-032-002-368-906-329+
692-520,2,0,0,1,1,+842-871-192-368/740-482-060-692-520-220-235-001-920+ | +842-535-099-004/740-482-060-692-520-220-235-001-920+
692-740,2,0,0,1,1,+842-374-125/740-803-060-692-740-690-435-255-060-692+ | +060-692/740-269-140-002+
705-803,2,0,0,1,2,+740-760-033-705-803-002-920-317+ | +520-033-705-803-853+
706-794,2,0,0,2,2,+405-061-033-706-794-630-220-002-820+ | +241-156-590-706-794-732+
717-233,2,0,0,2,1,+740-717-233-220-032+ | +740-717-233-002-220-880-689+
740-016,2,0,0,2,2,+740-016-002-920-317+ | +400-740-016-503+
740-042,2,0,0,1,1,+740-042-741-060-920+ | +740-042-002-820+
740-103,2,0,0,2,1,+090-740-103-002-861+ | +090-740-103-741-066+
740-140,2,0,0,2,1,+740-140-717-002-298-741+ | +740-140-002-741-060-920+
740-165,2,0,0,2,2,+740-165-060-550+ | +457/740-165-900-060-111-575+
740-205,2,0,0,2,1,+740-205-032-002-252-840+ | +740-205-032-002-390-590-032+
740-406,2,0,0,2,1,+740-406-590-741-406-125+ | +740-406-590-741-060-920+
740-483,2,0,0,1,1,+740-483-233-235-055+ | +740-483-803-626-061+
740-543,2,0,0,2,1,+871-947/400-740-543-350-895-785-220-335+ | +368-001-550/740-543-350-002-820+
740-560,2,0,0,1,1,+740-560-233-002-291-690-564+ | +621/090-740-231-740-560-534+
740-776,2,0,0,3,3,+400-740-776-495+ | +740-776-503-002-817+
741-081,2,0,0,1,1,+520-233-741-081-272+ | +740-390-590-741-081-220+
741-250,2,0,0,2,1,+740-803-233-741-250-579+ | +740-048-741-250-579+
741-252,2,0,0,1,1,+450-617-033/740-463-510-741-252-791+ | +090-740-220-003-741-252-530+
742-615,2,0,0,1,2,+520-070-921-742-615-920+ | +740-690-435-255-742-615-380+
752-001,2,0,0,1,1,+740-752-001-595-204-920+ | +740-752-001-033-706+
760-017,2,0,0,1,1,+740-760-017-503-368-817+ | +740-760-017-503+
760-175,2,0,0,2,1,+740-760-175-176-220-415-798-002-299-530-820+ | +740-760-175-220-255+
760-235,2,0,0,1,1,+740-760-235-002-861+ | +740-760-235-002-390-125-195+
760-268,2,0,0,2,2,+740-760-268-233-220+ | +740-760-268-002-840-032+
760-615,2,0,0,2,1,+740-760-615-503-002-817+ | +740-760-615-104-717-235-002-392-590-125+
760-705,2,0,0,1,1,+740-760-705-742-060-920+ | +740-760-705-002-577+
760-706,2,0,0,1,1,+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+ | +001-820-595-760-706-635+
772-002,2,0,0,1,1,+740-772-002-861+ | +740-772-002-817+
790-001,2,0,0,2,2,+790-001-480+ | +590-407-790-001-746+
790-233,2,0,0,1,1,+740-900-790-233-798+ | +740-900-790-233-798-001-820+
790-400,2,0,0,1,1,+790/400-296-350-892-632-032+ | +790/400-798-243+
798-001,2,0,0,2,1,+740-388-231-240-798-001-820+ | +740-900-790-233-798-001-820+
798-240,2,0,0,2,1,+740-798-240-060-111-166+ | +740-798-240-235-002-220-065-215+
798-365,2,0,0,1,2,+400-740-798-365-415-001+ | +407-845-140-740-233-240-798-365-263+
798-706,2,0,0,2,2,+065-599/798-706-928+ | +740-798-706-061-060-550+
798-742,2,0,0,1,1,+740-455-235-798-742-460-353+ | +226-032-798-742-060-920+
803-220,2,0,0,2,1,+740-690-435-255-803-220-240-235-002-817+ | +740-803-220-032-220-002-820+
803-742,2,0,0,2,2,+740-482-055-220-415-798-803-742-617+ | +406-371-220-415-803-742-920-320+
806-001,2,0,0,1,1,+740-100-806-472-240-806-001-820+ | +679-740-220-032-806-001-595-575-001-095+
806-060,2,0,0,2,1,+740-176-690-435-255-220-032-806-060-550+ | +407-061-740-923-233-806-060-692+
817-390,2,0,0,2,2,+740-817-390-002-820+ | +953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+
820-140,2,0,0,1,1,+032-820-140-005+ | +679-740-220-415-001-820-812-820-140-820+
820-220,2,0,0,1,1,+413-820-220-065-798-550-820+ | +520-220-001-820-220-063-315+
820-390,2,0,0,2,1,+820-390-590+ | +820-390-590-002-861+
820-740,2,0,0,1,1,+921-100-415-904-017-032-820-740-904-741+ | +740-100-415-904-017-032-820-740-904-741+
832-390,2,0,0,1,1,+832-390-803-002-861+ | +861-260-832-390-590-002-817-690-544+
840-140,2,0,0,2,1,+031-840-140-740-101-002-365-287-034+ | +064-840-140-740-176+
840-235,2,0,0,2,1,+740-032-840-235-002-861+ | +740-032-840-235-002-817+
840-552,2,0,0,1,1,+740-760-840-552-003+ | +740-760-840-552-002-817+
840-740,2,0,0,2,1,+682-413-840/740-061+ | +740-032-840-740-455-861+
845-033,2,0,0,2,2,+409-032-845-033-705-231-806-002-595-812-125-717+ | +407-321-407-845-033-705-235+
845-140,2,0,0,2,2,+407-845-140-740-233-240-798-365-263+ | +407-845-140-740-101-923-240-002-861+
850-140,2,0,0,1,2,+850-140-803-002-840-016+ | +031-850-140-236-220-032-803-002-820+
850-407,2,0,0,1,1,+740-900-850-407-061-845-806+ | +740-900-850-407-845-806+
861-032,2,0,0,1,2,+520-070-219-002-861-032-520-919-140+ | +740-861-032-233-803-002-820+
861-111,2,0,0,1,1,+861-111-391-060-692+ | +861-111-606-002-820+
861-255,2,0,0,1,1,+001-368-861-255-371+ | +740-100-798-220-032-002-861-255-416+
861-533,2,0,0,1,1,+740-100-176-002-861-533-717+ | +405-845-686-740-793-003-233-805-002-861-533-717+
869-060,2,0,0,1,1,+869-060-820+ | +869-060-001-820+
879-220,2,0,0,2,1,+244-165/740-879-220-416-803-002-861+ | +740-879-220-415-002-287-140+
900-002,2,0,0,2,2,+151-390-590-900-002-861+ | +740-067-900-002-003+
900-850,2,0,0,1,1,+740-900-850-407-061-845-806+ | +740-900-850-407-845-806+
904-017,2,0,0,1,1,+921-100-415-904-017-032-820-740-904-741+ | +740-100-415-904-017-032-820-740-904-741+
904-220,2,0,0,2,2,+740-407-590-904-220-032-803-060-920+ | +740-904-220-032-002-142+
920-318,2,0,0,1,2,+740-407-590-690-436-255-920-318-220-415-803+ | +740-920-318-700-692+
923-220,2,0,0,1,1,+740-923-220-032+ | +740-923-220-032-002-820+
001-003,1,1,1,1,1,+435-001-003+
001-095,1,1,1,1,1,+679-740-220-032-806-001-595-575-001-095+
001-139,1,1,1,1,1,+405-004-001-139+
001-140,1,1,1,1,1,+740-031-001-140+
001-142,1,1,1,1,1,+001-142+
001-250,1,1,1,1,1,+111-002-001-250+
001-505,1,1,1,1,1,+151-031-090-032-001-505+
001-615,1,1,1,1,1,+740-892-590-893-001-615+
001-694,1,1,1,1,1,+740-061-001-694+
001-821,1,1,1,1,1,+740-920-320-233-001-821+
001-856,1,1,1,1,1,+850-700/453-064-001-856+
001-899,1,1,1,1,1,+001-899+
001-924,1,1,1,1,1,+416-150-002-055-031-319-001-924+
002-002,1,1,1,1,1,+002-002+
002-069,1,1,1,1,1,+090-740-035-171-061-031-002-069+
002-107,1,1,1,1,1,+740-390-590-233-231-002-107+
002-142,1,1,1,1,1,+740-904-220-032-002-142+
002-144,1,1,1,1,1,+740-094-220-032-002-144+
002-221,1,1,1,1,1,+806-231-002-221+
002-281,1,1,1,1,1,+740-032-029-002-281+
002-326,1,1,1,1,1,+405-240-740-176-002-326+
002-370,1,1,1,1,1,+527-550-002-370+
002-416,1,1,1,1,1,+740-798-003-002-416+
002-456,1,1,1,1,1,+621-520-231-240-002-456+
002-457,1,1,1,1,1,+033-705-233-235-002-457+
002-518,1,1,1,1,1,+740-604-142-002-518+
002-546,1,1,1,1,1,+033-033/740-142-061-140-002-546+
002-570,1,1,1,1,1,+740-900-005-002-570+
002-577,1,1,1,1,1,+740-760-705-002-577+
002-615,1,1,1,1,1,+156-176-518-220-416-002-615+
002-679,1,1,1,1,1,+740-630-155-002-679+
002-693,1,1,1,1,1,+226-032-231-798-002-693+
002-764,1,1,1,1,1,+226-803-717-002-764+
002-768,1,1,1,1,1,+740-032-840-002-768+
002-803,1,1,1,1,1,+390-003-002-803+
002-808,1,1,1,1,1,+527-550-740-240-002-808+
002-818,1,1,1,1,1,+002-818+
002-825,1,1,1,1,1,+740-615-495-002-825+
002-863,1,1,1,1,1,+236-806-002-863+
002-905,1,1,1,1,1,+041-705-002-905+
002-933,1,1,1,1,1,+405-004-002-933+
003-388,1,1,1,1,1,+129-817-310-350-128-857-003-388+
003-408,1,1,1,1,1,+003-408+
003-421,1,1,1,1,1,+776-440-003-421+
003-435,1,1,1,1,1,+550-003-435+
003-494,1,1,1,1,1,+158-003-494+
003-545,1,1,1,1,1,+156-003-545+
003-645,1,1,1,1,1,+820-003-645+
003-700,1,1,1,1,1,+400-592-140-003-900-692-003-700+
003-790,1,1,1,1,1,+617-550-003-790+
003-853,1,1,1,1,1,+520-070-255-832-220-003-853+
003-877,1,1,1,1,1,+156-003-877+
003-904,1,1,1,1,1,+003-904+
004-004,1,1,1,1,1,+004/004+
004-260,1,1,1,1,1,+390-004-260+
004-491,1,1,1,1,1,+390-004-491+
004-817,1,1,1,1,1,+390-004-817+
005-033,1,1,1,1,1,+740-900-005-033+
005-408,1,1,1,1,1,+005-408+
005-877,1,1,1,1,1,+740-900-005-877+
005-956,1,1,1,1,1,+790-005-956+
007-004,1,1,1,1,1,+007/004+
013-240,1,1,1,1,1,+400-740-840-013-240+
013-547,1,1,1,1,1,+832-140-013-547+
014-817,1,1,1,1,1,+226-014-817+
014-820,1,1,1,1,1,+740-585-900-014-820+
016-503,1,1,1,1,1,+400-740-016-503+
016-853,1,1,1,1,1,+401-390-016-853+
017-003,1,1,1,1,1,+151-017-003+
017-231,1,1,1,1,1,+407-032-520-095-585-017-231+
017-900,1,1,1,1,1,+740-585-017-900+
018-796,1,1,1,1,1,+390-018-796+
031-005,1,1,1,1,1,+031-005+
031-046,1,1,1,1,1,+741-032/031-046+
031-071,1,1,1,1,1,+055-099-121-055-831-031-071+
031-091,1,1,1,1,1,+220-455-031-091+
031-104,1,1,1,1,1,+423-003-001-423-002-031-104+
031-133,1,1,1,1,1,+156-031-133+
031-165,1,1,1,1,1,+090-740-100-220-002-031-165+
031-226,1,1,1,1,1,+740-031-226+
031-240,1,1,1,1,1,+156-031-240+
031-250,1,1,1,1,1,+400-892-081-518-001-031-250+
031-371,1,1,1,1,1,+390-844-741-031-371+
031-376,1,1,1,1,1,+390-004-002-031-376+
031-500,1,1,1,1,1,+817-521-521/090-740-221-002-031-500+
031-502,1,1,1,1,1,+740-752-006-503-236-806-002-031-502+
031-545,1,1,1,1,1,+090-740-400-350-031-545+
031-692,1,1,1,1,1,+140-015-001-031-692+
031-697,1,1,1,1,1,+031-697+
031-817,1,1,1,1,1,+031-817+
031-893,1,1,1,1,1,+031-893+
032-014,1,1,1,1,1,+400-740-032-014+
032-015,1,1,1,1,1,+400-740-032-015+
032-027,1,1,1,1,1,+400-740-032-027+
032-063,1,1,1,1,1,+390-700-790-032-063+
032-091,1,1,1,1,1,+033-001-032-091+
032-142,1,1,1,1,1,+511-032-142+
032-190,1,1,1,1,1,+527-550-240-220-032-002-300-350-032-190+
032-390,1,1,1,1,1,+700-032-390+
032-480,1,1,1,1,1,+877-032-480+
032-521,1,1,1,1,1,+717-032-521+
032-545,1,1,1,1,1,+740-344-032-545+
032-692,1,1,1,1,1,+872-032-692+
032-716,1,1,1,1,1,+740-803-741-031-032-716+
033-003,1,1,1,1,1,+033-003+
033-034,1,1,1,1,1,+033-034+
033-095,1,1,1,1,1,+033-095+
033-155,1,1,1,1,1,+033-155+
033-171,1,1,1,1,1,+415-700-033-171+
033-255,1,1,1,1,1,+033-255+
033-426,1,1,1,1,1,+494-615-179-100-001-033-426+
033-495,1,1,1,1,1,+740-033-495+
033-503,1,1,1,1,1,+400-740-033-503+
033-590,1,1,1,1,1,+125-435-255-002-286-220-031-012-031-455-033-590+
033-615,1,1,1,1,1,+104-033-615+
033-702,1,1,1,1,1,+906-200/740-100-415-033-702+
033-720,1,1,1,1,1,+033-720+
033-817,1,1,1,1,1,+740-927-033-817+
033-820,1,1,1,1,1,+033-820+
033-853,1,1,1,1,1,+892-590-794-732-033-853+
034-001,1,1,1,1,1,+700-034-001+
034-698,1,1,1,1,1,+034-698+
034-700,1,1,1,1,2,+034-700+
034-705,1,1,1,1,1,+034-705+
048-232,1,1,1,1,1,+740-048-232+
050-705,1,1,1,1,1,+740-050-705+
055-373,1,1,1,1,1,+740-798-231-002-055-373+
055-806,1,1,1,1,1,+740-055-806+
055-906,1,1,1,1,1,+055-906+
056-031,1,1,1,1,1,+575-705-056-031+
056-091,1,1,1,1,1,+892-890-417-002-056-091+
060-013,1,1,1,1,1,+400-740-032-060-013+
060-146,1,1,1,1,1,+740-405-590-060-146+
060-190,1,1,1,1,1,+160-090-055-060-190+
060-193,1,1,1,1,1,+407-017-060-193+
060-257,1,1,1,1,1,+817-220-632-066-740-760-026-060-257+
060-540,1,1,1,1,1,+103-740-803-060-540+
060-572,1,1,1,1,1,+298-350-761-032-060-572+
060-573,1,1,1,1,1,+090-850-032-060-573+
060-795,1,1,1,1,1,+740-390-590-060-795+
060-880,1,1,1,1,1,+621-520-220-060-880+
060-922,1,1,1,1,1,+520-240-060-922+
061-877,1,1,1,1,1,+740-061-877+
063-051,1,1,1,1,1,+220-063-051+
064-002,1,1,1,1,1,+064-002+
064-003,1,1,1,1,1,+064-003+
064-104,1,1,1,1,1,+820-064-104+
065-123,1,1,1,1,1,+820/090-740-176-741-065-123+
065-215,1,1,1,1,1,+740-798-240-235-002-220-065-215+
065-244,1,1,1,1,1,+820-880-065-244+
065-374,1,1,1,1,1,+740-575-017-060-220-065-374+
065-393,1,1,1,1,1,+740-460-510-220-065-393+
065-826,1,1,1,1,1,+065-826+
065-864,1,1,1,1,1,+220-065-864+
066-033,1,1,1,1,1,+066-033+
066-556,1,1,1,1,1,+740-636-240-066-556+
066-828,1,1,1,1,1,+723-066-828+
067-100,1,1,1,1,1,+400-740-067-100+
071-032,1,1,1,1,1,+407-071-032+
072-219,1,1,1,1,1,+520-072-219+
081-220,1,1,1,1,1,+740-390-590-741-081-220+
081-272,1,1,1,1,1,+520-233-741-081-272+
082-350,1,1,1,1,1,+234-803-741-082-350+
090-017,1,1,1,1,1,+090-017+
090-160,1,1,1,1,1,+090-160+
090-175,1,1,1,1,1,+705-032-595-090-175+
090-370,1,1,1,1,1,+740-585-017-740-240-002-817-090-370+
090-390,1,1,1,1,1,+740-176-390-090-390+
090-703,1,1,1,1,1,+740-090-703+
090-820,1,1,1,1,1,+215-001-480-090-820+
092-850,1,1,1,1,1,+621-740-798-838-741-092-850+
093-033,1,1,1,1,1,+215-031-480-140-632-705-002-093-033+
093-808,1,1,1,1,1,+093-808+
097-031,1,1,1,1,1,+151-097-031+
100-440,1,1,1,1,1,+740-100-440+
100-717,1,1,1,1,1,+740-100-717+
101-031,1,1,1,1,1,+090-740-101-031+
101-853,1,1,1,1,1,+090-740-101-853+
105-104,1,1,1,1,1,+550-105-104+
111-033,1,1,1,1,1,+111-033+
111-165,1,1,1,1,1,+390-003-002-111-165+
111-166,1,1,1,1,1,+740-798-240-060-111-166+
111-575,1,1,1,1,1,+457/740-165-900-060-111-575+
116-032,1,1,1,1,1,+116-032+
122-003,1,1,1,1,1,+617-122-003+
125-031,1,1,1,1,1,+220-455-125-031+
125-033,1,1,1,1,1,+368-390-125-033+
125-195,1,1,1,1,1,+740-760-235-002-390-125-195+
125-350,1,1,1,1,1,+390-003-002-125-350+
125-381,1,1,1,1,1,+820-302-596-018-125-381+
125-717,1,1,1,1,1,+409-032-845-033-705-231-806-002-595-812-125-717+
125-745,1,1,1,1,1,+400-125-745+
130-190,1,1,1,1,1,+269-130-190+
130-511,1,1,1,1,1,+920-130-511+
130-746,1,1,1,1,1,+400-130-746+
132-082,1,1,1,1,1,+520-231-002-220-065-132-082+
136-031,1,1,1,1,1,+136-031+
136-033,1,1,1,1,1,+136-033+
137-413,1,1,1,1,1,+137-413+
140-005,1,1,1,1,1,+032-820-140-005+
140-545,1,1,1,1,1,+892-590-894-140-545+
140-640,1,1,1,1,1,+595-140-640+
140-706,1,1,1,1,1,+368-140-706+
140-820,1,1,1,1,1,+679-740-220-415-001-820-812-820-140-820+
140-902,1,1,1,1,1,+920-706-193-384-032-920-140-902+
142-033,1,1,1,1,1,+142-033+
142-066,1,1,1,1,1,+740-142-066+
142-220,1,1,1,1,1,+455-590-142-220+
142-240,1,1,1,1,1,+617-142-240+
142-480,1,1,1,1,1,+740-142-480+
142-880,1,1,1,1,1,+740-400-142-880+
143-033,1,1,1,1,1,+390-143-033+
143-067,1,1,1,1,1,+740-143-067+
143-096,1,1,1,1,1,+143-096+
150-243,1,1,1,1,1,+400-150-617-055-001-150-243+
151-216,1,1,1,1,1,+151-216+
151-219,1,1,1,1,1,+151-219+
151-231,1,1,1,1,1,+151-231+
151-717,1,1,1,1,1,+151-717+
151-803,1,1,1,1,1,+913-005-004-151-803+
152-240,1,1,1,1,1,+400-740-152-240+
153-118,1,1,1,1,1,+400-153-118+
153-790,1,1,1,1,1,+153-790+
154-004,1,1,1,1,1,+154-004+
154-005,1,1,1,1,1,+154-005+
154-070,1,1,1,1,1,+154-070+
154-101,1,1,1,1,1,+154-101+
154-690,1,1,1,1,1,+400-154-690+
