"id","cisi","site","type","material","shape","condition","complete","dir","class","text","signs","length","occurrence_index","prev2","prev1","sign","next1","next2","before_pair","after_pair","tail_after_032","terminal","tail_string","category","after_220","a_before_220","strict_closed","damaged_or_open","has_slash"
"1685.2","H-794","Harappa","TAB:B","-","cylindrical","Fair","Y","R/L","NV","+032-700+","032-700","2","0","<START>","<START>","032","700","<END>","<START>-<START>","700-<END>","1","false","700","outside_a_220_x_032","false","","true","false","false"
"1687.2","H-796","Harappa","TAB:B","-","rectangular","Good","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1690.1","H-799","Harappa","TAB:B","Faience","rectangular","Fair","Y","R/L","SS","+032-820-100-415+","032-820-100-415","4","0","<START>","<START>","032","820","100","<START>-<START>","820-100","3","false","820-100-415","outside_a_220_x_032","false","","true","false","false"
"1693.2","H-802","Harappa","TAB:B","Faience","rectangular","Poor","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1700.2","H-811","Harappa","TAB:B","Faience","twisted rectangular","Fair","Y","R/L","MS","+700-032-740-335-575-413+","700-032-740-335-575-413","6","1","<START>","700","032","740","335","<START>-700","740-335","4","false","740-335-575-413","outside_a_220_x_032","false","","true","false","false"
"1702.2","H-813","Harappa","TAB:B","Faience","rectangular-round","Poor","Y","R/L","NV","+032-700+","032-700","2","0","<START>","<START>","032","700","<END>","<START>-<START>","700-<END>","1","false","700","outside_a_220_x_032","false","","true","false","false"
"1703.2","H-814","Harappa","TAB:B","Faience","rectangular-round","Poor","Y","L/R","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1704.1","H-815","Harappa","TAB:B","Faience","hexagonal","Good","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1706.2","H-817","Harappa","TAB:B","Faience","notched oval","Fair","Y","R/L","NV","+032-700+","032-700","2","0","<START>","<START>","032","700","<END>","<START>-<START>","700-<END>","1","false","700","outside_a_220_x_032","false","","true","false","false"
"1715.2","H-825","Harappa","TAB:B","-","crescent","Poor","Y","R/L","SS","+740-032-840+","740-032-840","3","1","<START>","740","032","840","<END>","<START>-740","840-<END>","1","false","840","outside_a_220_x_032","false","","true","false","false"
"1717.2","H-829","Harappa","TAB:B","-","semi-circular","Fair","Y","L/R","VX","+700-032-390+","700-032-390","3","1","<START>","700","032","390","<END>","<START>-700","390-<END>","1","false","390","outside_a_220_x_032","false","","true","false","false"
"1719.2","H-833","Harappa","TAB:B","Faience","circular","Good","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1723.2","H-837","Harappa","TAB:B","Faience","circular","Poor","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1725.1","H-839","Harappa","TAB:B","Faience","circular","Fair","Y","R/L","NV","+032-700+","032-700","2","0","<START>","<START>","032","700","<END>","<START>-<START>","700-<END>","1","false","700","outside_a_220_x_032","false","","true","false","false"
"1735.2","H-849","Harappa","TAB:B","Faience","prism","Fair","Y","R/L","NV","+032-700+","032-700","2","0","<START>","<START>","032","700","<END>","<START>-<START>","700-<END>","1","false","700","outside_a_220_x_032","false","","true","false","false"
"1736.2","H-850","Harappa","TAB:B","Faience","prism","Poor","Y","R/L","NV","+032-700+","032-700","2","0","<START>","<START>","032","700","<END>","<START>-<START>","700-<END>","1","false","700","outside_a_220_x_032","false","","true","false","false"
"1738.1","H-852","Harappa","TAB:B","Faience","prism","Fair","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1740.2","H-854","Harappa","TAB:B","Faience","prism","Poor","Y","L/R","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1760.2","H-877","Harappa","TAB:B","Faience","rectangular","Poor","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1767.2","H-884","Harappa","TAB:I","Steatite","rectangular","Poor","N","R/L","??","+585-000-032+","585-000-032","3","2","585","000","032","<END>","<END>","585-000","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1786.1","H-904","Harappa","TAB:I","Steatite","rectangular","Fair","Y","R/L","SS","+740-032-840-002+","740-032-840-002","4","1","<START>","740","032","840","002","<START>-740","840-002","2","false","840-002","outside_a_220_x_032","false","","true","false","false"
"1787.2","H-905","Harappa","TAB:I","Steatite","rectangular","Poor","Y","R/L","LP","+400-740-636-240-031-032-171+","400-740-636-240-031-032-171","7","5","240","031","032","171","<END>","240-031","171-<END>","1","false","171","outside_a_220_x_032","false","","true","false","false"
"1796.1","H-916","Harappa","TAB:I","Steatite","rectangular","Poor","Y","R/L","SS","+400-740-032-059+","400-740-032-059","4","2","400","740","032","059","<END>","400-740","059-<END>","1","false","059","outside_a_220_x_032","false","","true","false","false"
"1797.2","H-917","Harappa","TAB:I","Steatite","rectangular","Fair","Y","R/L","SS","+400-740-032-027+","400-740-032-027","4","2","400","740","032","027","<END>","400-740","027-<END>","1","false","027","outside_a_220_x_032","false","","true","false","false"
"1798.2","H-918","Harappa","TAB:I","Steatite","rectangular","Poor","N","R/L","??","+400-740-032-000+","400-740-032-000","4","2","400","740","032","000","<END>","400-740","000-<END>","1","false","000","outside_a_220_x_032","false","","true","false","false"
"1806.2","H-926","Harappa","TAB:I","Steatite","rectangular","Poor","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1810.2","H-930","Harappa","TAB:I","Steatite","rectangular","Poor","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1821.1","H-941","Harappa","TAB:I","Steatite","rectangular","Poor","Y","R/L","SC","+590-032-645-003+","590-032-645-003","4","1","<START>","590","032","645","003","<START>-590","645-003","2","false","645-003","outside_a_220_x_032","false","","true","false","false"
"1823.2","H-943","Harappa","TAB:I","Steatite","rectangular","Poor","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1824.2","H-944","Harappa","TAB:I","Steatite","rectangular","Poor","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1830.1","H-950","Harappa","TAB:I","Steatite","rectangular","Poor","Y","R/L","??","+710-455-220-032+","710-455-220-032","4","3","455","220","032","<END>","<END>","455-220","<END>","0","true","<END>","non240_a_220_032","true","455","true","false","false"
"1839.2","H-962","Harappa","TAB:I","Steatite","oval","Fair","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1840.2","H-963","Harappa","TAB:I","Steatite","circular","Poor","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1842.2","H-965","Harappa","TAB:I","Steatite","rectangular-round","Poor","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1843.2","H-966","Harappa","TAB:I","-","rectangular-rounded","Fair","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1844.1","H-967","Harappa","TAB:I","Steatite","rectangular-round","Good","Y","R/L","SS","+400-740-032-028+","400-740-032-028","4","2","400","740","032","028","<END>","400-740","028-<END>","1","false","028","outside_a_220_x_032","false","","true","false","false"
"1845.1","H-968","Harappa","TAB:I","-","rectangular-round","Fair","Y","L/R","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1846.1","H-969","Harappa","TAB:B","-","elliptical","Poor","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1852.2","H-975","Harappa","TAB:I","Steatite","prism","Poor","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1864.2","H-988","Harappa","TAB:I","Steatite","cuboid","Poor","Y","R/L","LP","+400-740-636-240-031-032-171+","400-740-636-240-031-032-171","7","5","240","031","032","171","<END>","240-031","171-<END>","1","false","171","outside_a_220_x_032","false","","true","false","false"
"1877.1","K-1","Kalibangan","SEAL:S","Steatite","square","Fine","Y","R/L","SC","+031-504-632-032+","031-504-632-032","4","3","504","632","032","<END>","<END>","504-632","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1885.1","K-10","Kalibangan","SEAL:S","Steatite","square","Fine","Y","R/L","LP","+740-690-435-255-002-368-861-590-032-368+","740-690-435-255-002-368-861-590-032-368","10","8","861","590","032","368","<END>","861-590","368-<END>","1","false","368","outside_a_220_x_032","false","","true","false","false"
"1926.2","K-68","Kalibangan","TAB:B","Faience","cuboid","Poor","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1937.1","K-81","Kalibangan","TAG:L","-","-","Poor","N","R/L","??","+740-100-000-717-032-000+","740-100-000-717-032-000","6","4","000","717","032","000","<END>","000-717","000-<END>","1","false","000","outside_a_220_x_032","false","","true","false","false"
"1945.2","K-90","Kalibangan","POT:T:g","-","-","Fine","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1965.1","K-121","Kalibangan","ROD","Copper","-","Fair","N","T/B","??","+090-740-240-032-000+","090-740-240-032-000","5","3","740","240","032","000","<END>","740-240","000-<END>","1","false","000","outside_a_220_x_032","false","","true","false","false"
"1993.1","L-15","Lothal","SEAL:S","Clay","square","Poor","N","-","??","+000-000-000-000/032-832-032-002-415+","000-000-000-000-032-832-032-002-415","9","4","000","000","032","832","032","000-000","832-032","4","false","832-032-002-415","outside_a_220_x_032","false","","true","false","true"
"1993.1","L-15","Lothal","SEAL:S","Clay","square","Poor","N","-","??","+000-000-000-000/032-832-032-002-415+","000-000-000-000-032-832-032-002-415","9","6","032","832","032","002","415","032-832","002-415","2","false","002-415","outside_a_220_x_032","false","","true","false","true"
"2019.1","L-48","Lothal","SEAL:S","Steatite","square","Good","Y","R/L","2L","+865-685/226-032-741-390+","865-685-226-032-741-390","6","3","685","226","032","741","390","685-226","741-390","2","false","741-390","outside_a_220_x_032","false","","true","false","true"
"2026.1","L-59","Lothal","SEAL:S","Steatite","square","Fair","Y","R/L","SS","+740-032-840+","740-032-840","3","1","<START>","740","032","840","<END>","<START>-740","840-<END>","1","false","840","outside_a_220_x_032","false","","true","false","false"
"2032.5","L-66","Lothal","SEAL:S","Steatite","square","Poor","N","R/L","??","+000-904-220-032-000-000-000+","000-904-220-032-000-000-000","7","3","904","220","032","000","000","904-220","000-000","3","false","000-000-000","non240_a_220_032","true","904","true","false","false"
"2041.1","L-87","Lothal","SEAL:R","Steatite","cuboid-convex","Fair","Y","R/L","LP","+740-032-840-233-220-032-060-825-002+","740-032-840-233-220-032-060-825-002","9","1","<START>","740","032","840","233","<START>-740","840-233","7","false","840-233-220-032-060-825-002","outside_a_220_x_032","false","","true","false","false"
"2041.1","L-87","Lothal","SEAL:R","Steatite","cuboid-convex","Fair","Y","R/L","LP","+740-032-840-233-220-032-060-825-002+","740-032-840-233-220-032-060-825-002","9","5","233","220","032","060","825","233-220","060-825","3","false","060-825-002","non240_a_220_032","true","233","true","false","false"
"2053.1","L-101","Lothal","MISC","Clay","cuboid","Poor","Y","R/L","SC","+390-700-790-032-063+","390-700-790-032-063","5","3","700","790","032","063","<END>","700-790","063-<END>","1","false","063","outside_a_220_x_032","false","","true","false","false"
"2063.1","L-114","Lothal","SEAL:R","Steatite","rectangular","Poor","Y","R/L","LP","+740-407-590-904-220-032-803-060-920+","740-407-590-904-220-032-803-060-920","9","5","904","220","032","803","060","904-220","803-060","3","false","803-060-920","non240_a_220_032","true","904","true","false","false"
"2066.1","L-118","Lothal","SEAL:R","Agate","rectangular","Poor","Y","L/R","AN","+140-032+","140-032","2","1","<START>","140","032","<END>","<END>","<START>-140","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"2135.1","L-219","Lothal","TAG","Clay","-","Poor","Y","R/L","IM","+233-226-032-001-223-575+","233-226-032-001-223-575","6","2","233","226","032","001","223","233-226","001-223","3","false","001-223-575","outside_a_220_x_032","false","","true","false","false"
"2138.1","L-222","Lothal","POT:T:g","-","-","Fair","Y","-","SC","+877-032-480+","877-032-480","3","1","<START>","877","032","480","<END>","<START>-877","480-<END>","1","false","480","outside_a_220_x_032","false","","true","false","false"
"2158.1","M-2062","Mohenjo-daro","POT:T:g","Clay","-","Good","Y","R/L","2L","+741-032/031-046+","741-032-031-046","4","1","<START>","741","032","031","046","<START>-741","031-046","2","false","031-046","outside_a_220_x_032","false","","true","false","true"
"2193.1","M-1766","Mohenjo-daro","SEAL:S","Steatite","square","Poor","Y","R/L","LP","+740-032-845-240-002-269-892-810-033+","740-032-845-240-002-269-892-810-033","9","1","<START>","740","032","845","240","<START>-740","845-240","7","false","845-240-002-269-892-810-033","outside_a_220_x_032","false","","true","false","false"
"2209.1","-","Mohenjo-daro","POT:T:g","Steatite","-","Poor","Y","L/R","AN","+158-032+","158-032","2","1","<START>","158","032","<END>","<END>","<START>-158","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"2212.1","M-165","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","2L","+817-740-194/740-760-001-741-390-032+","817-740-194-740-760-001-741-390-032","9","8","741","390","032","<END>","<END>","741-390","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","true"
"2226.1","M-1692","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","LC","+390-600-617-002-190-125-632-032+","390-600-617-002-190-125-632-032","8","7","125","632","032","<END>","<END>","125-632","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"2229.1","M-1737","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","LP","+740-760-072-921-032-002-820+","740-760-072-921-032-002-820","7","4","072","921","032","002","820","072-921","002-820","2","false","002-820","outside_a_220_x_032","false","","true","false","false"
"2236.1","M-1677","Mohenjo-daro","SEAL:S","Steatite","square","Fair","Y","R/L","LC","+520-382-032-002-820-001-440-012+","520-382-032-002-820-001-440-012","8","2","520","382","032","002","820","520-382","002-820","5","false","002-820-001-440-012","outside_a_220_x_032","false","","true","false","false"
"2267.1","M-1848","Mohenjo-daro","SEAL:S","Steatite","square","Poor","Y","R/L","SC","+032-029+","032-029","2","0","<START>","<START>","032","029","<END>","<START>-<START>","029-<END>","1","false","029","outside_a_220_x_032","false","","true","false","false"
"2284.2","M-2053","Mohenjo-daro","TAB:C","Copper","rectangular","Fair","Y","R/L","MT","+407-032-520-095-585-017-220+","407-032-520-095-585-017-220","7","1","<START>","407","032","520","095","<START>-407","520-095","5","false","520-095-585-017-220","outside_a_220_x_032","false","","true","false","false"
"2290.1","M-1791","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","IT","+740-760-268-002-840-032+","740-760-268-002-840-032","6","5","002","840","032","<END>","<END>","002-840","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"2292.1","M-1706","Mohenjo-daro","SEAL:S","Steatite","square","Fair","Y","R/L","LP","+740-803-220-032-220-002-820+","740-803-220-032-220-002-820","7","3","803","220","032","220","002","803-220","220-002","3","false","220-002-820","non240_a_220_032","true","803","true","false","false"
"2313.1","M-1763","Mohenjo-daro","SEAL:S","Faience","square","Fair","Y","R/L","LP","+416-001-565-740-220-032-002-861+","416-001-565-740-220-032-002-861","8","5","740","220","032","002","861","740-220","002-861","2","false","002-861","non240_a_220_032","true","740","true","false","false"
"2329.1","M-1822","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","SC","+031-032-171-745+","031-032-171-745","4","1","<START>","031","032","171","745","<START>-031","171-745","2","false","171-745","outside_a_220_x_032","false","","true","false","false"
"2336.1","M-1769","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","2L","+865-032/226-032-700-605+","865-032-226-032-700-605","6","1","<START>","865","032","226","032","<START>-865","226-032","4","false","226-032-700-605","outside_a_220_x_032","false","","true","false","true"
"2336.1","M-1769","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","2L","+865-032/226-032-700-605+","865-032-226-032-700-605","6","3","032","226","032","700","605","032-226","700-605","2","false","700-605","outside_a_220_x_032","false","","true","false","true"
"2342.1","M-1661","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","LP","+520-070-219-002-861-032-520-919-140+","520-070-219-002-861-032-520-919-140","9","5","002","861","032","520","919","002-861","520-919","3","false","520-919-140","outside_a_220_x_032","false","","true","false","false"
"2349.1","M-1793","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","IM","+226-032-060-891+","226-032-060-891","4","1","<START>","226","032","060","891","<START>-226","060-891","2","false","060-891","outside_a_220_x_032","false","","true","false","false"
"2375.1","M-1759","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","IT","+740-032-840-002-768+","740-032-840-002-768","5","1","<START>","740","032","840","002","<START>-740","840-002","3","false","840-002-768","outside_a_220_x_032","false","","true","false","false"
"2381.1","M-1686","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","SP","+740-904-220-032-002-142+","740-904-220-032-002-142","6","3","904","220","032","002","142","904-220","002-142","2","false","002-142","non240_a_220_032","true","904","true","false","false"
"2390.1","M-1707","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","LC","+298-350-761-032-060-572+","298-350-761-032-060-572","6","3","350","761","032","060","572","350-761","060-572","2","false","060-572","outside_a_220_x_032","false","","true","false","false"
"2403.1","M-1690","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","LP","+520-070-220-032-240-838-741-958-220-278+","520-070-220-032-240-838-741-958-220-278","10","3","070","220","032","240","838","070-220","240-838","6","false","240-838-741-958-220-278","non240_a_220_032","true","070","true","false","false"
"2405.1","M-1767","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","PA","+790/400-296-350-892-632-032+","790-400-296-350-892-632-032","7","6","892","632","032","<END>","<END>","892-632","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","true"
"2413.1","M-1796","Mohenjo-daro","SEAL:S","Steatite","square","Fair","Y","R/L","MS","+740-032-840-740-455-861+","740-032-840-740-455-861","6","1","<START>","740","032","840","740","<START>-740","840-740","4","false","840-740-455-861","outside_a_220_x_032","false","","true","false","false"
"2417.1","M-1728","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","LP","+161-055-240-220-032-002-820+","161-055-240-220-032-002-820","7","4","240","220","032","002","820","240-220","002-820","2","false","002-820","target_240_220_032","true","240","true","false","false"
"2432.1","M-2014","Mohenjo-daro","TAB:B","Clay","spherical","Fair","Y","R/L","MT","+740-032-840-220+","740-032-840-220","4","1","<START>","740","032","840","220","<START>-740","840-220","2","false","840-220","outside_a_220_x_032","false","","true","false","false"
"2448.1","M-1739","Mohenjo-daro","SEAL:S","Steatite","square","Fair","Y","R/L","IT","+740-390-590-032-060-201+","740-390-590-032-060-201","6","3","390","590","032","060","201","390-590","060-201","2","false","060-201","outside_a_220_x_032","false","","true","false","false"
"2461.1","M-1853","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","SC","+032-820-140-005+","032-820-140-005","4","0","<START>","<START>","032","820","140","<START>-<START>","820-140","3","false","820-140-005","outside_a_220_x_032","false","","true","false","false"
"2473.1","M-1665","Mohenjo-daro","SEAL:S","Steatite","square","Fair","Y","R/L","LP","+520-033-705-233-240-002-610-125-032+","520-033-705-233-240-002-610-125-032","9","8","610","125","032","<END>","<END>","610-125","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"2486.1","M-1723","Mohenjo-daro","SEAL:S","Steatite","square","Fair","Y","R/L","LT","+740-032-840-033-705-798+","740-032-840-033-705-798","6","1","<START>","740","032","840","033","<START>-740","840-033","4","false","840-033-705-798","outside_a_220_x_032","false","","true","false","false"
"2490.1","M-1667","Mohenjo-daro","SEAL:S","Steatite","square","Poor","Y","R/L","LP","+740-690-435-255-220-032-002-717-820+","740-690-435-255-220-032-002-717-820","9","5","255","220","032","002","717","255-220","002-717","3","false","002-717-820","non240_a_220_032","true","255","true","false","false"
"2501.1","M-1812","Mohenjo-daro","SEAL:S","Steatite","square","Poor","N","R/L","??","+000-000-220-032+","000-000-220-032","4","3","000","220","032","<END>","<END>","000-220","<END>","0","true","<END>","non240_a_220_032","true","000","true","false","false"
"2502.1","-","Mohenjo-daro","BNGL","Stoneware","-","-","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"2503.1","-","Mohenjo-daro","BNGL","Stoneware","-","-","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"2511.1","-","Mohenjo-daro","TAB:B","Faience","-","Poor","Y","R/L","SS","+740-032-840+","740-032-840","3","1","<START>","740","032","840","<END>","<START>-740","840-<END>","1","false","840","outside_a_220_x_032","false","","true","false","false"
"2515.1","M-1851","Mohenjo-daro","SEAL:S","Steatite","square","Poor","N","R/L","??","+832-390-032/000-032-740-002-820+","832-390-032-000-032-740-002-820","8","2","832","390","032","000","032","832-390","000-032","5","false","000-032-740-002-820","outside_a_220_x_032","false","","true","false","true"
"2515.1","M-1851","Mohenjo-daro","SEAL:S","Steatite","square","Poor","N","R/L","??","+832-390-032/000-032-740-002-820+","832-390-032-000-032-740-002-820","8","4","032","000","032","740","002","032-000","740-002","3","false","740-002-820","outside_a_220_x_032","false","","true","false","true"
"2532.1","M-3","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","SC","+717-032-521+","717-032-521","3","1","<START>","717","032","521","<END>","<START>-717","521-<END>","1","false","521","outside_a_220_x_032","false","","true","false","false"
"2539.1","M-10","Mohenjo-daro","SEAL:S","Steatite","square","Fair","Y","R/L","LP","+405-061-070-032-033-706-235-806-002-267-455+","405-061-070-032-033-706-235-806-002-267-455","11","3","061","070","032","033","706","061-070","033-706","7","false","033-706-235-806-002-267-455","outside_a_220_x_032","false","","true","false","false"
"2549.1","M-21","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","LP","+350-001-740-362-692-032-002-861+","350-001-740-362-692-032-002-861","8","5","362","692","032","002","861","362-692","002-861","2","false","002-861","outside_a_220_x_032","false","","true","false","false"
"2561.1","M-33","Mohenjo-daro","SEAL:S","Steatite","square","Fair","Y","R/L","LP","+740-032-923-382-233-002-112+","740-032-923-382-233-002-112","7","1","<START>","740","032","923","382","<START>-740","923-382","5","false","923-382-233-002-112","outside_a_220_x_032","false","","true","false","false"
"2564.1","M-36","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","LP","+740-794-630-220-032-002-368-906-329+","740-794-630-220-032-002-368-906-329","9","4","630","220","032","002","368","630-220","002-368","4","false","002-368-906-329","non240_a_220_032","true","630","true","false","false"
"2566.1","M-38","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","LP","+740-690-435-255-220-032-240-235-002-390-125-632-032+","740-690-435-255-220-032-240-235-002-390-125-632-032","13","5","255","220","032","240","235","255-220","240-235","7","false","240-235-002-390-125-632-032","non240_a_220_032","true","255","true","false","false"
"2566.1","M-38","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","LP","+740-690-435-255-220-032-240-235-002-390-125-632-032+","740-690-435-255-220-032-240-235-002-390-125-632-032","13","12","125","632","032","<END>","<END>","125-632","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"2573.1","M-45","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","LC","+617-831-013-302-840-032+","617-831-013-302-840-032","6","5","302","840","032","<END>","<END>","302-840","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"2577.1","M-49","Mohenjo-daro","SEAL:S","Steatite","square","Poor","Y","R/L","LP","+527-550-240-220-032-002-300-350-032-190+","527-550-240-220-032-002-300-350-032-190","10","4","240","220","032","002","300","240-220","002-300","5","false","002-300-350-032-190","target_240_220_032","true","240","true","false","false"
"2577.1","M-49","Mohenjo-daro","SEAL:S","Steatite","square","Poor","Y","R/L","LP","+527-550-240-220-032-002-300-350-032-190+","527-550-240-220-032-002-300-350-032-190","10","8","300","350","032","190","<END>","300-350","190-<END>","1","false","190","outside_a_220_x_032","false","","true","false","false"
"2580.1","M-52","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","LP","+740-904-032-220-415-235-803-002-504-717+","740-904-032-220-415-235-803-002-504-717","10","2","740","904","032","220","415","740-904","220-415","7","false","220-415-235-803-002-504-717","outside_a_220_x_032","false","","true","false","false"
"2584.1","M-56","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","LP","+740-877-032-235-060-550-611-840+","740-877-032-235-060-550-611-840","8","2","740","877","032","235","060","740-877","235-060","5","false","235-060-550-611-840","outside_a_220_x_032","false","","true","false","false"
"2585.1","M-57","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","SP","+226-032-231-798-002-693+","226-032-231-798-002-693","6","1","<START>","226","032","231","798","<START>-226","231-798","4","false","231-798-002-693","outside_a_220_x_032","false","","true","false","false"
"2590.1","M-62","Mohenjo-daro","SEAL:S","Steatite","square","Poor","N","R/L","??","+226-032-741-550-000-551+","226-032-741-550-000-551","6","1","<START>","226","032","741","550","<START>-226","741-550","4","false","741-550-000-551","outside_a_220_x_032","false","","true","false","false"
"2598.1","M-70","Mohenjo-daro","SEAL:S","Steatite","square","Poor","Y","R/L","IM","+226-032-002-390-692+","226-032-002-390-692","5","1","<START>","226","032","002","390","<START>-226","002-390","3","false","002-390-692","outside_a_220_x_032","false","","true","false","false"
"2605.1","M-78","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","SS","+740-344-032-545+","740-344-032-545","4","2","740","344","032","545","<END>","740-344","545-<END>","1","false","545","outside_a_220_x_032","false","","true","false","false"
"2616.1","M-89","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","SC","+740-794-734-032-235+","740-794-734-032-235","5","3","794","734","032","235","<END>","794-734","235-<END>","1","false","235","outside_a_220_x_032","false","","true","false","false"
