"dataset","category","tail_class","y_after_002","y_terminal","post_y_string","next002","core_tail_861_820_817","core_terminal_tail","terminal","before_pair","prev2","prev1","next1","next2","after_pair","tail_string","tail_after_032","text","occurrence_index","row_count","id","ids","cisi","cisis","site","sites","type","types","material","materials","has_slash"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1620.2",,"H-717",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","<END>","840-<END>","840","1","+740-032-840+","1",,"1625.1",,"H-723",,"Harappa",,"TAB:B",,"-",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1658.2",,"H-766",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1660.2",,"H-768",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","257","840","257-840","257-840","2","+032-257-840+","0",,"1663.1",,"H-771",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","741-031","741","031","716","<END>","716-<END>","716","1","+740-803-741-031-032-716+","4",,"1667.1",,"H-776",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","700","<END>","700-<END>","700","1","+032-700+","0",,"1668.1",,"H-777",,"Harappa",,"TAB:B",,"-",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1669.1",,"H-778",,"Harappa",,"TAB:B",,"-",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","700","<END>","700-<END>","700","1","+032-700+","0",,"1670.1",,"H-779",,"Harappa",,"TAB:B",,"-",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1675.2",,"H-784",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","700","<END>","700-<END>","700","1","+032-700+","0",,"1685.2",,"H-794",,"Harappa",,"TAB:B",,"-",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1687.2",,"H-796",,"Harappa",,"TAB:B",,"-",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","820","100","820-100","820-100-415","3","+032-820-100-415+","0",,"1690.1",,"H-799",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1693.2",,"H-802",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-700","<START>","700","740","335","740-335","740-335-575-413","4","+700-032-740-335-575-413+","1",,"1700.2",,"H-811",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","700","<END>","700-<END>","700","1","+032-700+","0",,"1702.2",,"H-813",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1703.2",,"H-814",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1704.1",,"H-815",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","700","<END>","700-<END>","700","1","+032-700+","0",,"1706.2",,"H-817",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","<END>","840-<END>","840","1","+740-032-840+","1",,"1715.2",,"H-825",,"Harappa",,"TAB:B",,"-",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-700","<START>","700","390","<END>","390-<END>","390","1","+700-032-390+","1",,"1717.2",,"H-829",,"Harappa",,"TAB:B",,"-",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1719.2",,"H-833",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1723.2",,"H-837",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","700","<END>","700-<END>","700","1","+032-700+","0",,"1725.1",,"H-839",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","700","<END>","700-<END>","700","1","+032-700+","0",,"1735.2",,"H-849",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","700","<END>","700-<END>","700","1","+032-700+","0",,"1736.2",,"H-850",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1738.1",,"H-852",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1740.2",,"H-854",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1760.2",,"H-877",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","585-000","585","000","<END>","<END>","<END>","<END>","0","+585-000-032+","2",,"1767.2",,"H-884",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","002","840-002","840-002","2","+740-032-840-002+","1",,"1786.1",,"H-904",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","240-031","240","031","171","<END>","171-<END>","171","1","+400-740-636-240-031-032-171+","5",,"1787.2",,"H-905",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","400-740","400","740","059","<END>","059-<END>","059","1","+400-740-032-059+","2",,"1796.1",,"H-916",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","400-740","400","740","027","<END>","027-<END>","027","1","+400-740-032-027+","2",,"1797.2",,"H-917",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","400-740","400","740","000","<END>","000-<END>","000","1","+400-740-032-000+","2",,"1798.2",,"H-918",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1806.2",,"H-926",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1810.2",,"H-930",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-590","<START>","590","645","003","645-003","645-003","2","+590-032-645-003+","1",,"1821.1",,"H-941",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1823.2",,"H-943",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1824.2",,"H-944",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","non240_a_220_032","a_220_032_terminal","","False","","False","False","False","True","455-220","455","220","<END>","<END>","<END>","<END>","0","+710-455-220-032+","3",,"1830.1",,"H-950",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1839.2",,"H-962",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1840.2",,"H-963",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1842.2",,"H-965",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1843.2",,"H-966",,"Harappa",,"TAB:I",,"-",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","400-740","400","740","028","<END>","028-<END>","028","1","+400-740-032-028+","2",,"1844.1",,"H-967",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1845.1",,"H-968",,"Harappa",,"TAB:I",,"-",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1846.1",,"H-969",,"Harappa",,"TAB:B",,"-",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1852.2",,"H-975",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","240-031","240","031","171","<END>","171-<END>","171","1","+400-740-636-240-031-032-171+","5",,"1864.2",,"H-988",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","504-632","504","632","<END>","<END>","<END>","<END>","0","+031-504-632-032+","3",,"1877.1",,"K-1",,"Kalibangan",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","861-590","861","590","368","<END>","368-<END>","368","1","+740-690-435-255-002-368-861-590-032-368+","8",,"1885.1",,"K-10",,"Kalibangan",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1926.2",,"K-68",,"Kalibangan",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","000-717","000","717","000","<END>","000-<END>","000","1","+740-100-000-717-032-000+","4",,"1937.1",,"K-81",,"Kalibangan",,"TAG:L",,"-",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-<START>","<START>","<START>","<END>","<END>","<END>","<END>","0","+032+","0",,"1945.2",,"K-90",,"Kalibangan",,"POT:T:g",,"-",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","740-240","740","240","000","<END>","000-<END>","000","1","+090-740-240-032-000+","3",,"1965.1",,"K-121",,"Kalibangan",,"ROD",,"Copper",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","000-000","000","000","832","032","832-032","832-032-002-415","4","+000-000-000-000/032-832-032-002-415+","4",,"1993.1",,"L-15",,"Lothal",,"SEAL:S",,"Clay",,"true"
"strict_occurrence","outside_a_220_x_032","outside_032_002_other_tail","415","True","<END>","True","False","False","False","032-832","032","832","002","415","002-415","002-415","2","+000-000-000-000/032-832-032-002-415+","6",,"1993.1",,"L-15",,"Lothal",,"SEAL:S",,"Clay",,"true"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","685-226","685","226","741","390","741-390","741-390","2","+865-685/226-032-741-390+","3",,"2019.1",,"L-48",,"Lothal",,"SEAL:S",,"Steatite",,"true"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","<END>","840-<END>","840","1","+740-032-840+","1",,"2026.1",,"L-59",,"Lothal",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","non240_a_220_032","a_220_032_non002_tail","","False","","False","False","False","False","904-220","904","220","000","000","000-000","000-000-000","3","+000-904-220-032-000-000-000+","3",,"2032.5",,"L-66",,"Lothal",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","233","840-233","840-233-220-032-060-825-002","7","+740-032-840-233-220-032-060-825-002+","1",,"2041.1",,"L-87",,"Lothal",,"SEAL:R",,"Steatite",,"false"
"strict_occurrence","non240_a_220_032","a_220_032_non002_tail","","False","","False","False","False","False","233-220","233","220","060","825","060-825","060-825-002","3","+740-032-840-233-220-032-060-825-002+","5",,"2041.1",,"L-87",,"Lothal",,"SEAL:R",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","700-790","700","790","063","<END>","063-<END>","063","1","+390-700-790-032-063+","3",,"2053.1",,"L-101",,"Lothal",,"MISC",,"Clay",,"false"
"strict_occurrence","non240_a_220_032","a_220_032_non002_tail","","False","","False","False","False","False","904-220","904","220","803","060","803-060","803-060-920","3","+740-407-590-904-220-032-803-060-920+","5",,"2063.1",,"L-114",,"Lothal",,"SEAL:R",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-140","<START>","140","<END>","<END>","<END>","<END>","0","+140-032+","1",,"2066.1",,"L-118",,"Lothal",,"SEAL:R",,"Agate",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","233-226","233","226","001","223","001-223","001-223-575","3","+233-226-032-001-223-575+","2",,"2135.1",,"L-219",,"Lothal",,"TAG",,"Clay",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-877","<START>","877","480","<END>","480-<END>","480","1","+877-032-480+","1",,"2138.1",,"L-222",,"Lothal",,"POT:T:g",,"-",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-741","<START>","741","031","046","031-046","031-046","2","+741-032/031-046+","1",,"2158.1",,"M-2062",,"Mohenjo-daro",,"POT:T:g",,"Clay",,"true"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","845","240","845-240","845-240-002-269-892-810-033","7","+740-032-845-240-002-269-892-810-033+","1",,"2193.1",,"M-1766",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-158","<START>","158","<END>","<END>","<END>","<END>","0","+158-032+","1",,"2209.1",,"-",,"Mohenjo-daro",,"POT:T:g",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","741-390","741","390","<END>","<END>","<END>","<END>","0","+817-740-194/740-760-001-741-390-032+","8",,"2212.1",,"M-165",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"true"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","125-632","125","632","<END>","<END>","<END>","<END>","0","+390-600-617-002-190-125-632-032+","7",,"2226.1",,"M-1692",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_002_core_tail","820","True","<END>","True","True","True","False","072-921","072","921","002","820","002-820","002-820","2","+740-760-072-921-032-002-820+","4",,"2229.1",,"M-1737",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_002_core_tail","820","False","001-440-012","True","True","False","False","520-382","520","382","002","820","002-820","002-820-001-440-012","5","+520-382-032-002-820-001-440-012+","2",,"2236.1",,"M-1677",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","029","<END>","029-<END>","029","1","+032-029+","0",,"2267.1",,"M-1848",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-407","<START>","407","520","095","520-095","520-095-585-017-220","5","+407-032-520-095-585-017-220+","1",,"2284.2",,"M-2053",,"Mohenjo-daro",,"TAB:C",,"Copper",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","002-840","002","840","<END>","<END>","<END>","<END>","0","+740-760-268-002-840-032+","5",,"2290.1",,"M-1791",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","non240_a_220_032","a_220_032_non002_tail","","False","","False","False","False","False","803-220","803","220","220","002","220-002","220-002-820","3","+740-803-220-032-220-002-820+","3",,"2292.1",,"M-1706",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","non240_a_220_032","a_220_032_002_core_tail","861","True","<END>","True","True","True","False","740-220","740","220","002","861","002-861","002-861","2","+416-001-565-740-220-032-002-861+","5",,"2313.1",,"M-1763",,"Mohenjo-daro",,"SEAL:S",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-031","<START>","031","171","745","171-745","171-745","2","+031-032-171-745+","1",,"2329.1",,"M-1822",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-865","<START>","865","226","032","226-032","226-032-700-605","4","+865-032/226-032-700-605+","1",,"2336.1",,"M-1769",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"true"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","032-226","032","226","700","605","700-605","700-605","2","+865-032/226-032-700-605+","3",,"2336.1",,"M-1769",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"true"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","002-861","002","861","520","919","520-919","520-919-140","3","+520-070-219-002-861-032-520-919-140+","5",,"2342.1",,"M-1661",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-226","<START>","226","060","891","060-891","060-891","2","+226-032-060-891+","1",,"2349.1",,"M-1793",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","002","840-002","840-002-768","3","+740-032-840-002-768+","1",,"2375.1",,"M-1759",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","non240_a_220_032","a_220_032_002_other_tail","142","True","<END>","True","False","False","False","904-220","904","220","002","142","002-142","002-142","2","+740-904-220-032-002-142+","3",,"2381.1",,"M-1686",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","350-761","350","761","060","572","060-572","060-572","2","+298-350-761-032-060-572+","3",,"2390.1",,"M-1707",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","non240_a_220_032","a_220_032_non002_tail","","False","","False","False","False","False","070-220","070","220","240","838","240-838","240-838-741-958-220-278","6","+520-070-220-032-240-838-741-958-220-278+","3",,"2403.1",,"M-1690",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","892-632","892","632","<END>","<END>","<END>","<END>","0","+790/400-296-350-892-632-032+","6",,"2405.1",,"M-1767",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"true"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","740","840-740","840-740-455-861","4","+740-032-840-740-455-861+","1",,"2413.1",,"M-1796",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","target_240_220_032","a_220_032_002_core_tail","820","True","<END>","True","True","True","False","240-220","240","220","002","820","002-820","002-820","2","+161-055-240-220-032-002-820+","4",,"2417.1",,"M-1728",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","220","840-220","840-220","2","+740-032-840-220+","1",,"2432.1",,"M-2014",,"Mohenjo-daro",,"TAB:B",,"Clay",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","390-590","390","590","060","201","060-201","060-201","2","+740-390-590-032-060-201+","3",,"2448.1",,"M-1739",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","820","140","820-140","820-140-005","3","+032-820-140-005+","0",,"2461.1",,"M-1853",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","610-125","610","125","<END>","<END>","<END>","<END>","0","+520-033-705-233-240-002-610-125-032+","8",,"2473.1",,"M-1665",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","033","840-033","840-033-705-798","4","+740-032-840-033-705-798+","1",,"2486.1",,"M-1723",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","non240_a_220_032","a_220_032_002_other_tail","717","False","820","True","False","False","False","255-220","255","220","002","717","002-717","002-717-820","3","+740-690-435-255-220-032-002-717-820+","5",,"2490.1",,"M-1667",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","non240_a_220_032","a_220_032_terminal","","False","","False","False","False","True","000-220","000","220","<END>","<END>","<END>","<END>","0","+000-000-220-032+","3",,"2501.1",,"M-1812",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-<START>","<START>","<START>","<END>","<END>","<END>","<END>","0","+032+","0",,"2502.1",,"-",,"Mohenjo-daro",,"BNGL",,"Stoneware",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-<START>","<START>","<START>","<END>","<END>","<END>","<END>","0","+032+","0",,"2503.1",,"-",,"Mohenjo-daro",,"BNGL",,"Stoneware",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","<END>","840-<END>","840","1","+740-032-840+","1",,"2511.1",,"-",,"Mohenjo-daro",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","832-390","832","390","000","032","000-032","000-032-740-002-820","5","+832-390-032/000-032-740-002-820+","2",,"2515.1",,"M-1851",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"true"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","032-000","032","000","740","002","740-002","740-002-820","3","+832-390-032/000-032-740-002-820+","4",,"2515.1",,"M-1851",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"true"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-717","<START>","717","521","<END>","521-<END>","521","1","+717-032-521+","1",,"2532.1",,"M-3",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","061-070","061","070","033","706","033-706","033-706-235-806-002-267-455","7","+405-061-070-032-033-706-235-806-002-267-455+","3",,"2539.1",,"M-10",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_002_core_tail","861","True","<END>","True","True","True","False","362-692","362","692","002","861","002-861","002-861","2","+350-001-740-362-692-032-002-861+","5",,"2549.1",,"M-21",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","923","382","923-382","923-382-233-002-112","5","+740-032-923-382-233-002-112+","1",,"2561.1",,"M-33",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","non240_a_220_032","a_220_032_002_other_tail","368","False","906-329","True","False","False","False","630-220","630","220","002","368","002-368","002-368-906-329","4","+740-794-630-220-032-002-368-906-329+","4",,"2564.1",,"M-36",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","non240_a_220_032","a_220_032_non002_tail","","False","","False","False","False","False","255-220","255","220","240","235","240-235","240-235-002-390-125-632-032","7","+740-690-435-255-220-032-240-235-002-390-125-632-032+","5",,"2566.1",,"M-38",,"Mohenjo-daro",,"SEAL:S",,"Steatite",,"false"
