"checked_date","lipi_sign","source_row_id","cisi","cisi_prefix","in_mayig_overlap_by_cisi","overlap_count_match","overlap_comparison_status","site","type","material","shape","preservation","direction","class","sign_count","frame700_relation","text","overlap_lipi_text","overlap_mayig_graphemes","research_use","accepted_decipherment_claim"
"2026-05-25","033","2662.1","M-135","M","1","True","sign_system_unmapped","Mohenjo-daro","SEAL:S","Steatite","square","complete","R/L","SS","4","not_adjacent_to_700","+520-033-705-031+","+520-033-705-031+","P217 P147 P316 P144","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","2666.1","M-139","M","1","True","sign_system_unmapped","Mohenjo-daro","SEAL:S","Steatite","square","complete","R/L","SC","5","not_adjacent_to_700","+033-832-236-741-361+","+033-832-236-741-361+","P147 P368 P061 P325 P294","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","138.1","-","-","0","","","Dholavira","SEAL:R","Steatite","cuboid-convex","complete","R/L","MT","4","not_adjacent_to_700","+520-033-706-233+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","140.1","-","-","0","","","Dholavira","TAG","Clay","-","fragment","R/L","UC","2","not_adjacent_to_700","+520-033[","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","177.1","-","-","0","","","Harappa","POT:T:g","Clay","-","fragment","-","??","3","not_adjacent_to_700","]000-055-033-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","178.1","-","-","0","","","Harappa","TAB:B","Faience","rectangular-rounded","complete","-","??","1","not_adjacent_to_700","+000-000-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","212.1","-","-","0","","","Harappa","TAB:B","Faience","cylindrical","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","225.2","-","-","0","","","Harappa","TAB:B","Faience","circular","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","260.1","-","-","0","","","Harappa","TAB:I","Steatite","oval","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","285.2","-","-","0","","","Harappa","TAB:I","Steatite","rectangular","fragment","R/L","??","1","not_adjacent_to_700","]000-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","300.2","-","-","0","","","Harappa","TAB:B","-","rectangular","complete","R/L","LC","6","700_before_sign","+700-033-711-335-575-413+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","308.1","-","-","0","","","Harappa","TAB:I","Steatite","fish","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","316.2","-","-","0","","","Harappa","TAB:B","Faience","rectangular","complete","R/L","NV","2","700_after_sign","+033-700+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","329.1","-","-","0","","","Harappa","POT:T:g","Clay","-","fragment","R/L","UC","2","not_adjacent_to_700","]155-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","337.1","-","-","0","","","Harappa","POT:T:g","Clay","-","fragment","NR","NU","1","not_adjacent_to_700","+033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","347.1","-","-","0","","","Harappa","POT:T:g","Clay","-","fragment","NR","NU","1","not_adjacent_to_700","+033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","354.1","-","-","0","","","Harappa","POT:T:g","Clay","-","fragment","NR","NU","1","not_adjacent_to_700","+033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","359.1","-","-","0","","","Harappa","POT:T:g","Clay","-","fragment","NR","NU","1","not_adjacent_to_700","+033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","446.1","-","-","0","","","Harappa","POT:T:g","Clay","-","fragment","NR","NU","1","not_adjacent_to_700","+033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","542.1","-","-","0","","","Harappa","POT:T:g","Clay","-","fragment","R/L","AN","2","not_adjacent_to_700","+111-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","612.1","-","-","0","","","Harappa","POT:T:g","Clay","-","fragment","NR","NU","1","not_adjacent_to_700","+033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","706.1","-","-","0","","","Harappa","POT:T:g","Clay","-","fragment","NR","NU","1","not_adjacent_to_700","+033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","717.1","-","-","0","","","Harappa","POT:T:g","Clay","-","fragment","-","NV","2","700_after_sign","+033-700+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","718.1","-","-","0","","","Harappa","POT:T:g","Clay","-","fragment","R/L","MT","5","not_adjacent_to_700","+740-175-415-033-001+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","721.1","-","-","0","","","Harappa","POT:T:g","Clay","-","fragment","NR","NU","1","not_adjacent_to_700","+033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","725.1","-","-","0","","","Harappa","POT:T:g","Clay","-","fragment","R/L","??","2","700_before_sign","]000-700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","802.1","-","-","0","","","Harappa","MISC","Clay","unusual","complete","NR","NU","1","not_adjacent_to_700","+033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","819.1","-","-","0","","","Harappa","ROD","Ivory","rectangular","chipped","-","??","1","not_adjacent_to_700","+033-000-000-000[","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","961.1","-","-","0","","","Harappa","POT:T:g","Clay","-","fragment","NR","NU","1","not_adjacent_to_700","+033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","997.1","-","-","0","","","Harappa","POT:T:g","Clay","-","fragment","NR","NU","1","not_adjacent_to_700","+033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1046.1","-","-","0","","","Harappa","POT:T:g","Clay","-","fragment","-","??","4","not_adjacent_to_700","+035/032-001-000/033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1059.1","-","-","0","","","Harappa","MISC","Stone","-","complete","SYM","NU","2","not_adjacent_to_700","+033-034+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","2154.1","-","-","0","","","Mohenjo-daro","SEAL","Steatite","-","fragment","R/L","??","1","not_adjacent_to_700","]000-033-000[","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","2217.1","-","-","0","","","Mohenjo-daro","SEAL:R","Steatite","rectangular","fragment","R/L","??","3","not_adjacent_to_700","]000-033-706-806[","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","2416.1","-","-","0","","","Mohenjo-daro","TAB:B","Faience","circular","complete","R/L","??","5","not_adjacent_to_700","+740-390-590-033-705-000+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","2488.2","-","-","0","","","Mohenjo-daro","TAB:C","Copper","rectangular","complete","R/L","MS","5","not_adjacent_to_700","+001-740-923-033-705+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","2523.1","-","-","0","","","Mohenjo-daro","TAB:C","Copper","rectangular","complete","R/L","LT","7","not_adjacent_to_700","+407-585-033-705-233-235-806+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","3871.1","-","-","0","","","Rupar","POT:T:g","Clay","-","fragment","R/L","??","3","not_adjacent_to_700","+000-590-220-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","4148.1","-","-","0","","","Rakhigarhi","SEAL:S","-","-","fragment","R/L","??","7","not_adjacent_to_700","+740-690-435-255-002-267-000-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","4149.1","-","-","0","","","Dholavira","SEAL:S","-","square","chipped","R/L","SS","3","not_adjacent_to_700","+520-033-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","4151.1","-","-","0","","","Dholavira","SEAL:S","Steatite","square","complete","R/L","??","3","not_adjacent_to_700","+455-861-000-000-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","4167.1","-","-","0","","","Dholavira","SEAL:R","Steatite","rectangular","slightly chipped","R/L","SS","3","not_adjacent_to_700","+520-033-706+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","4210.1","-","-","0","","","Dholavira","SEAL:S","Steatite","-","fragment","R/L","UC","5","not_adjacent_to_700","+520-033-705-235-803[","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","4218.1","-","-","0","","","Dholavira","SEAL:S","Steatite","-","fragment","R/L","??","4","not_adjacent_to_700","]000-350-125-812-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","4244.1","-","-","0","","","Dholavira","MISC","Steatite","-","chipped","R/L","IM","6","not_adjacent_to_700","+033-705-233-235-002-457+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","4258.1","-","-","0","","","Dholavira","TAB:I","-","rectangular","complete","R/L","SC","2","not_adjacent_to_700","+892-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","4262.1","-","-","0","","","Dholavira","TAB:I","-","rectangular","chipped","R/L","UC","2","not_adjacent_to_700","+400-033[","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","4264.1","-","-","0","","","Dholavira","SEAL:R","Steatite","rectangular","fragment","R/L","??","3","not_adjacent_to_700","]000-590-820-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","4279.1","-","-","0","","","Dholavira","TAB:I","-","rectangular","complete","NR","NU","1","not_adjacent_to_700","+033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","4290.2","-","-","0","","","Rajanpur","TAB:B","-","rectangular","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","4301.1","-","-","0","","","Dholavira","TAG","-","circular","fragment","R/L","SC","2","not_adjacent_to_700","+136-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","4339.1","-","-","0","","","Dholavira","TAG","Clay","-","fragment","R/L","UC","2","not_adjacent_to_700","+094-033[","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","5216.1","-","-","0","","","Gola Dhoro (Bagasra)","SEAL:S","-","square","complete","R/L","LP","7","not_adjacent_to_700","+090-740-100-415-240-820-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","5224.1","-","-","0","","","Unknown","SEAL:C","-","circular","complete","R/L","??","5","not_adjacent_to_700","+000-061-032-001-220-033-000+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","5228.1","-","-","0","","","Karzakan","SEAL:C","-","circular","complete","R/L","SC","4","not_adjacent_to_700","+033-001-032-091+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","5250.1","-","-","0","","","Lakhanjo-daro","POT:T:g","Clay","-","fragment","-","UC","2","not_adjacent_to_700","+033-033[","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","5395.1","-","-","0","","","Mohenjo-daro","POT:T:g","Clay","-","fragment","-","AN","2","not_adjacent_to_700","+033-155+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","5542.1","-","-","0","","","Bala-kot","POT:T:p","Ceramic","-","fragment","R/L","SS","2","not_adjacent_to_700","+820-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","5573.1","-","-","0","","","Unknown","SEAL:S","-","square","complete","R/L","IT","6","not_adjacent_to_700","+520-033-033-741-572-368+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","95.1","C-7","C","0","","","Chanhu-daro","SEAL:S","Steatite","square","fragment","R/L","??","6","not_adjacent_to_700","+520-033-705-240-798-002-000[","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","97.1","C-9","C","0","","","Chanhu-daro","SEAL:S","Steatite","square","complete","R/L","LC","6","not_adjacent_to_700","+151-233-803-033-705-240+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","63.1","C-64","C","0","","","Chanhu-daro","SEAL:S","Steatite","square","chipped","R/L","??","5","not_adjacent_to_700","]000-220-838-033-705-240+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1069.1","H-8","H","0","","","Harappa","SEAL:S","Steatite","square","complete","R/L","LP","10","not_adjacent_to_700","+354-001-740-405-590-033-706-002-690-921+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1084.1","H-24","H","0","","","Harappa","SEAL:S","Steatite","square","complete","R/L","MS","6","not_adjacent_to_700","+740-626-176-033-705-233+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1085.1","H-25","H","0","","","Harappa","SEAL:S","Steatite","square","complete","R/L","LP","8","not_adjacent_to_700","+740-900-003-806-033-705-235-055+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1090.1","H-30","H","0","","","Harappa","SEAL:S","Steatite","square","partly damaged","R/L","??","4","not_adjacent_to_700","+740-760-033-706-000-000[","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1103.1","H-44","H","0","","","Harappa","SEAL:S","Steatite","square","complete","R/L","LP","9","not_adjacent_to_700","+520-033-706-235-798-803-002-031-892+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1112.1","H-53","H","0","","","Harappa","SEAL:S","-","square","complete","R/L","SS","3","not_adjacent_to_700","+520-033-706+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1169.1","H-103","H","0","","","Harappa","SEAL:S","Steatite","square","complete","R/L","3L","10","not_adjacent_to_700","+159-097/520-033-705/740-717-220-415-806+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1171.1","H-130","H","0","","","Harappa","SEAL:R","-","rectangular","complete","R/L","LP","12","not_adjacent_to_700","+409-032-845-033-705-231-806-002-595-812-125-717+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1172.1","H-131","H","0","","","Harappa","SEAL:R","Steatite","cuboid-convex","fragment","R/L","??","12","not_adjacent_to_700","+740-032-840-233-240-033-706-055-002-595-575-794-000+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1177.1","H-136","H","0","","","Harappa","SEAL:R","Steatite","cuboid-convex","fragment","R/L","??","5","not_adjacent_to_700","+405-585-033-705-235-000[","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1178.1","H-137","H","0","","","Harappa","SEAL:R","-","rectangular","complete","R/L","LP","8","not_adjacent_to_700","+740-443-388-033-705-233-002-817+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1190.1","H-149","H","0","","","Harappa","SEAL:R","Steatite","cuboid-convex","complete","R/L","LP","9","not_adjacent_to_700","+405-061-033-706-794-630-220-002-820+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1211.1","H-177","H","0","","","Harappa","TAB:B","Faience","rectangular","complete","R/L","SP","7","700_before_sign","+700-033-151-706-031-002-817+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1228.1","H-197","H","0","","","Harappa","TAB:B","-","cylindrical","complete","R/L","SS","2","not_adjacent_to_700","+142-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1229.1","H-198","H","0","","","Harappa","TAB:B","-","cylindrical","complete","R/L","SS","2","not_adjacent_to_700","+142-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1236.2","H-205","H","0","","","Harappa","TAB:B","Faience","rectangular","complete","R/L","LC","6","700_before_sign","+700-033-711-335-575-413+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1237.2","H-206","H","0","","","Harappa","TAB:B","-","rectangular","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1242.2","H-211","H","0","","","Harappa","TAB:B","-","rectangular","complete","R/L","NV","2","700_after_sign","+033-700+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1247.2","H-216","H","0","","","Harappa","TAB:B","-","rectangular","complete","L/R","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1249.2","H-218","H","0","","","Harappa","TAB:B","-","rectangular","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1250.2","H-219","H","0","","","Harappa","TAB:B","-","rectangular","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1256.2","H-229","H","0","","","Harappa","TAB:B","Faience","oval","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1258.2","H-231","H","0","","","Harappa","TAB:B","Faience","elliptical","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1260.2","H-233","H","0","","","Harappa","TAB:B","Faience","crescent","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1263.2","H-237","H","0","","","Harappa","TAB:B","-","fish","complete","L/R","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1264.2","H-239","H","0","","","Harappa","TAB:B","Faience","triangular","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1270.2","H-245","H","0","","","Harappa","TAB:B","Faience","circular","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1271.2","H-246","H","0","","","Harappa","TAB:B","-","circular","complete","R/L","VX","3","700_before_sign","+125-700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1273.2","H-248","H","0","","","Harappa","TAB:B","Faience","circular","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1274.1","H-249","H","0","","","Harappa","TAB:B","Faience","circular","complete","R/L","NV","2","700_after_sign","+033-700+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1293.1","H-268","H","0","","","Harappa","SEAL:S","Steatite","square","slightly chipped","R/L","LP","10","not_adjacent_to_700","+740-585-017-033-706-803-002-220-455-920+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1318.2","H-296","H","0","","","Harappa","TAB:I","Steatite","rectangular","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1325.2","H-303","H","0","","","Harappa","TAB:I","Steatite","rectangular","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1328.2","H-306","H","0","","","Harappa","TAB:I","-","rectangular","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1331.2","H-309","H","0","","","Harappa","TAB:I","Steatite","rectangular","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1333.2","H-311","H","0","","","Harappa","TAB:I","Steatite","rectangular-rounded","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1338.2","H-316","H","0","","","Harappa","TAB:I","Steatite","oval","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1340.2","H-318","H","0","","","Harappa","TAB:I","Steatite","oval","fragment","-","UC","1","not_adjacent_to_700","]033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1345.2","H-323","H","0","","","Harappa","TAB:I","Steatite","rectangular-round","complete","R/L","NV","2","700_after_sign","+033-700+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1348.2","H-326","H","0","","","Harappa","TAB:I","Steatite","notched oval","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1351.2","H-329","H","0","","","Harappa","TAB:I","-","fish","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1363.2","H-343","H","0","","","Harappa","TAB:I","Steatite","circular","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1364.2","H-344","H","0","","","Harappa","TAB:I","Steatite","circular","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1365.2","H-345","H","0","","","Harappa","TAB:I","Steatite","circular","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1371.2","H-352","H","0","","","Harappa","SEAL:R","Steatite","prism","slightly chipped","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1372.2","H-353","H","0","","","Harappa","TAB:I","Steatite","prism","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1373.2","H-354","H","0","","","Harappa","SEAL:R","Steatite","prism","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1374.2","H-355","H","0","","","Harappa","TAB:I","-","prism","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1374.3","H-355","H","0","","","Harappa","TAB:I","-","prism","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1375.1","H-356","H","0","","","Harappa","TAB:I","-","prism","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1376.2","H-357","H","0","","","Harappa","TAB:I","Steatite","prism","chipped","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1386.2","H-367","H","0","","","Harappa","SEAL:R","Steatite","cuboid","complete","NR","NU","1","not_adjacent_to_700","+033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1388.1","H-369","H","0","","","Harappa","SEAL:CY","Steatite","cylindrical","fragment","L/R","LC","7","not_adjacent_to_700","+368-033-705-031-741-390-741+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1388.2","H-369","H","0","","","Harappa","SEAL:CY","Steatite","cylindrical","fragment","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1391.1","H-372","H","0","","","Harappa","POT:T:g","Clay","-","complete","R/L","VN","2","700_before_sign","+700-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1392.1","H-373","H","0","","","Harappa","POT:T:g","-","-","complete","NR","NU","1","not_adjacent_to_700","+033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1398.1","H-383","H","0","","","Harappa","SEAL:S","Steatite","square","complete","R/L","??","6","not_adjacent_to_700","+740-585-017-033-705-002-000+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1401.1","H-388","H","0","","","Harappa","SEAL:S","-","square","complete","R/L","LP","7","not_adjacent_to_700","+520-033-706-231-806-002-817+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1445.1","H-455","H","0","","","Harappa","SEAL:S","Steatite","square","chipped","R/L","IT","6","not_adjacent_to_700","+520-033-705-002-172-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1446.1","H-456","H","0","","","Harappa","SEAL:S","Steatite","square","complete","R/L","IT","6","not_adjacent_to_700","+520-033-706-002-817-808+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1496.1","H-519","H","0","","","Harappa","SEAL:S","Steatite","square","complete","R/L","IT","5","not_adjacent_to_700","+740-904-033-741-700+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1502.1","H-531","H","0","","","Harappa","SEAL:S","Steatite","square","fragment","R/L","UC","4","not_adjacent_to_700","]482-520-033-705[","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1510.1","H-550","H","0","","","Harappa","SEAL:S","Steatite","square","fragment","R/L","SC","4","not_adjacent_to_700","+520-033-706-031+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1534.1","H-589","H","0","","","Harappa","SEAL:S","Steatite","square","complete","R/L","SC","4","not_adjacent_to_700","+740-900-005-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1557.1","H-642","H","0","","","Harappa","SEAL:R","Steatite","cuboid-convex","complete","R/L","LC","6","not_adjacent_to_700","+001-304-354-125-812-033+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","033","1561.1","H-646","H","0","","","Harappa","SEAL:R","-","rectangular","fragment","R/L","??","4","not_adjacent_to_700","+000-033-033-060-692+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
