target,prev,exact_cells,terminal_cells,terminal_share,sites,types,examples
060,165,1,0,0,1,1,K-56:165-060-550:+740-165-060-550+
013,015,1,0,0,1,1,K-59:015-013-031:+015-013-031-892+
031,013,2,0,0,2,2,K-59:013-031-892:+015-013-031-892+ | M-90:013-031-002:+740-840-013-031-002-817+
143,390,1,0,0,1,1,K-60:390-143-033:+390-143-033+
033,143,1,1,1,1,1,K-60:143-033-<END>:+390-143-033+
263,740,1,1,1,1,1,K-68:740-263-<END>:+400-740-263+
890,892,2,0,0,1,1,K-69:892-890-417:+892-890-417-002-056-091+ | K-71:892-890-417:+892-890-417-002-056-091+
417,890,2,0,0,1,1,K-69:890-417-002:+892-890-417-002-056-091+ | K-71:890-417-002:+892-890-417-002-056-091+
002,417,2,0,0,1,1,K-69:417-002-056:+892-890-417-002-056-091+ | K-71:417-002-056:+892-890-417-002-056-091+
056,002,2,0,0,1,1,K-69:002-056-091:+892-890-417-002-056-091+ | K-71:002-056-091:+892-890-417-002-056-091+
091,056,2,2,1,1,1,K-69:056-091-<END>:+892-890-417-002-056-091+ | K-71:056-091-<END>:+892-890-417-002-056-091+
390,817,2,0,0,2,2,K-78:817-390-002:+740-817-390-002-820+ | M-314:817-390-125:+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+
002,390,1,0,0,1,1,K-78:390-002-820:+740-817-390-002-820+
002,033,1,0,0,1,1,K-85:033-002-861:+520-033-002-861+
002,362,1,0,0,1,1,K-89:362-002-360:+090-740-362-002-360-832+
360,002,1,0,0,1,1,K-89:002-360-832:+090-740-362-002-360-832+
832,360,1,1,1,1,1,K-89:360-832-<END>:+090-740-362-002-360-832+
700,798,1,1,1,1,1,K-90:798-700-<END>:+740-798-700+
005,411,1,1,1,1,1,K-94:411-005-<END>:+411-005+
180,740,1,1,1,1,1,K-104:740-180-<END>:+740-180+
832,390,1,0,0,1,1,K-120:390-832-003:+390-832-003+
003,832,1,1,1,1,1,K-120:832-003-<END>:+390-832-003+
628,266,1,0,0,1,1,K-122:266-628-817:+266-628-817+
817,628,1,1,1,1,1,K-122:628-817-<END>:+266-628-817+
001,215,2,0,0,2,2,Krs-1:215-001-480:+215-001-480-306-813-033-060-413-346-706+ | M-268:215-001-480:+215-001-480-090-820+
306,480,1,0,0,1,1,Krs-1:480-306-813:+215-001-480-306-813-033-060-413-346-706+
813,306,1,0,0,1,1,Krs-1:306-813-033:+215-001-480-306-813-033-060-413-346-706+
033,813,1,0,0,1,1,Krs-1:813-033-060:+215-001-480-306-813-033-060-413-346-706+
060,033,1,0,0,1,1,Krs-1:033-060-413:+215-001-480-306-813-033-060-413-346-706+
413,060,1,0,0,1,1,Krs-1:060-413-346:+215-001-480-306-813-033-060-413-346-706+
346,413,1,0,0,1,1,Krs-1:413-346-706:+215-001-480-306-813-033-060-413-346-706+
706,346,1,1,1,1,1,Krs-1:346-706-<END>:+215-001-480-306-813-033-060-413-346-706+
840,060,1,0,0,1,1,-:060-840-416:+740-390-590-220-003-060-840-416+
095,033,1,1,1,1,1,Kd-9:033-095-<END>:+033-095+
003,033,1,1,1,1,1,Kd-14:033-003-<END>:+033-003+
104,615,2,0,0,2,1,Lh-1:615-104-717:+740-760-615-104-717-235-002-392-590-125+ | M-1110:615-104-002:+740-615-104-002-817+
717,104,1,0,0,1,1,Lh-1:104-717-235:+740-760-615-104-717-235-002-392-590-125+
392,002,1,0,0,1,1,Lh-1:002-392-590:+740-760-615-104-717-235-002-392-590-125+
590,392,1,0,0,1,1,Lh-1:392-590-125:+740-760-615-104-717-235-002-392-590-125+
125,590,2,1,0.5,2,1,Lh-1:590-125-<END>:+740-760-615-104-717-235-002-392-590-125+ | -:590-125-220:+740-390-590-125-220-235-002-285+
812,002,2,0,0,2,1,L-1:002-812-095:+527-550-233-002-812-095+ | M-756:002-812-031:+740-100-176-002-812-031+
095,812,1,1,1,1,1,L-1:812-095-<END>:+527-550-233-002-812-095+
233,100,3,0,0,2,3,L-4:100-233-002:+090-740-100-233-002-575-031+ | M-375:100-233-220:+740-100-233-220-032-002-820+ | M-550:100-233-003:+740-100-233-003+
575,002,1,0,0,1,1,L-4:002-575-031:+090-740-100-233-002-575-031+
031,575,1,1,1,1,1,L-4:575-031-<END>:+090-740-100-233-002-575-031+
705,590,2,0,0,2,1,L-11:590-705-435:+590-705-435-255-778-002-817+ | M-997:590-705-575:+590-705-575-920-140+
435,705,1,0,0,1,1,L-11:705-435-255:+590-705-435-255-778-002-817+
778,255,1,0,0,1,1,L-11:255-778-002:+590-705-435-255-778-002-817+
002,778,1,0,0,1,1,L-11:778-002-817:+590-705-435-255-778-002-817+
004,154,1,1,1,1,1,L-16:154-004-<END>:+154-004+
031,415,1,0,0,1,1,L-18:415-031-002:+415-031-002-820+
491,004,1,1,1,1,1,L-20:004-491-<END>:+390-004-491+
142,156,4,1,0.25,3,1,L-21:156-142-060:+156-142-060-820+ | M-1828:156-142-<END>:+156-142+ | M-282:156-142-368:+156-142-368-817+ | -:156-142-741:+156-142-741-060-920+
060,142,1,0,0,1,1,L-21:142-060-820:+156-142-060-820+
240,798,2,0,0,2,1,L-26:798-240-060:+740-798-240-060-111-166+ | M-46:798-240-235:+740-798-240-235-002-220-065-215+
111,060,2,0,0,2,1,L-26:060-111-166:+740-798-240-060-111-166+ | M-67:060-111-575:+457/740-165-900-060-111-575+
166,111,1,1,1,1,1,L-26:111-166-<END>:+740-798-240-060-111-166+
480,003,1,0,0,1,1,L-29:003-480-368:+390-003-480-368-861+
368,480,1,0,0,1,1,L-29:480-368-861:+390-003-480-368-861+
003,422,7,4,0.5714285714285714,3,3,L-36:422-003-001:+422-003-001-060-065-405-720+ | -:422-003-<END>:+422-003+ | M-1476:422-003-900:+422-003-900-740-690-435-255+ | M-1479:422-003-900:+422-003-900-740-690-435-255+ | M-1497:422-003-<END>:+740-100-176-422-003+
001,003,7,0,0,3,3,L-36:003-001-060:+422-003-001-060-065-405-720+ | M-1724:003-001-165:+427-003-001-165-309+ | M-358:003-001-520:+003-001-520-240-806-002-502-031+ | M-380:003-001-740:+137-003-001-740-920-322+ | M-525:003-001-900:+423-003-001-900-740-690-435-255+
065,060,1,0,0,1,1,L-36:060-065-405:+422-003-001-060-065-405-720+
405,065,1,0,0,1,1,L-36:065-405-720:+422-003-001-060-065-405-720+
720,405,1,1,1,1,1,L-36:405-720-<END>:+422-003-001-060-065-405-720+
892,104,1,0,0,1,1,L-37:104-892-390:+104-892-390-406+
390,892,1,0,0,1,1,L-37:892-390-406:+104-892-390-406+
406,390,1,1,1,1,1,L-37:390-406-<END>:+104-892-390-406+
100,151,1,0,0,1,1,L-38:151-100-220:+151-100-220+
220,100,4,2,0.5,2,2,L-38:100-220-<END>:+151-100-220+ | M-211:100-220-002:+090-740-100-220-002-031-165+ | M-473:100-220-<END>:+740-100-220+ | M-648:100-220-032:+090-740-100-220-032-741-361+
315,520,1,0,0,1,1,L-39:520-315-002:+520-315-002-861-626+
002,315,1,0,0,1,1,L-39:315-002-861:+520-315-002-861-626+
626,861,1,1,1,1,1,L-39:861-626-<END>:+520-315-002-861-626+
590,151,1,0,0,1,1,L-43:151-590-390:+151-590-390+
440,411,1,0,0,1,1,L-45:411-440-236:+411-440-236-220-741-634+
236,440,1,0,0,1,1,L-45:440-236-220:+411-440-236-220-741-634+
741,220,2,0,0,2,1,L-45:220-741-634:+411-440-236-220-741-634+ | M-127:220-741-176:+565-740-220-741-176+
634,741,1,1,1,1,1,L-45:741-634-<END>:+411-440-236-220-741-634+
388,527,3,1,0.3333333333333333,2,1,L-46:527-388-233:+527-388-233-740-176-002-861-392+ | M-1748:527-388-<END>:+527-388+ | M-88:527-388-233:+527-388-233+
233,388,3,1,0.3333333333333333,2,2,L-46:388-233-740:+527-388-233-740-176-002-861-392+ | M-88:388-233-<END>:+527-388-233+ | M-370:388-233-798:+832-904-740-444-388-233-798-806+
740,233,2,0,0,2,1,L-46:233-740-176:+527-388-233-740-176-002-861-392+ | M-1681:233-740-798:+520-072-233-740-798-002-861-832+
392,861,1,1,1,1,1,L-46:861-392-<END>:+527-388-233-740-176-002-861-392+
190,409,1,0,0,1,1,L-47:409-190-002:+409-190-002-798-055+
002,190,1,0,0,1,1,L-47:190-002-798:+409-190-002-798-055+
798,002,2,0,0,2,1,L-47:002-798-055:+409-190-002-798-055+ | M-1772:002-798-435:+740-400-142-061-002-798-435-255-705+
055,798,1,1,1,1,1,L-47:798-055-<END>:+409-190-002-798-055+
685,865,1,0,0,1,1,L-48:865-685-226:+865-685/226-032-741-390+
226,685,1,0,0,1,1,L-48:685-226-032:+865-685/226-032-741-390+
912,740,3,2,0.6666666666666666,2,1,L-56:740-912-<END>:+740-912+ | M-782:740-912-001:+740-912-001-740-621+ | M-1734:740-912-<END>:+740-912+
140,861,1,1,1,1,1,L-60:861-140-<END>:+740-861-140+
231,806,1,0,0,1,1,L-82:806-231-002:+806-231-002-221+
221,002,1,1,1,1,1,L-82:002-221-<END>:+806-231-002-221+
240,806,1,0,0,1,1,L-83:806-240-002:+740-806-240-002-820+
002,048,3,0,0,2,3,L-84:048-002-817:+048-002-817+ | L-161:048-002-817:+740-048-002-817+ | M-895:048-002-817:+740-048-002-817+
705,285,1,1,1,1,1,L-85:285-705-<END>:+285-705+
825,060,1,0,0,1,1,L-87:060-825-002:+740-032-840-233-220-032-060-825-002+
002,825,2,2,1,2,2,L-87:825-002-<END>:+740-032-840-233-220-032-060-825-002+ | M-982:825-002-<END>:+740-825-002+
001,005,2,0,0,2,1,L-88:005-001-063:+405-005-001-063-615-262+ | M-378:005-001-746:+407-005-001-746-740-590+
063,001,1,0,0,1,1,L-88:001-063-615:+405-005-001-063-615-262+
615,063,1,0,0,1,1,L-88:063-615-262:+405-005-001-063-615-262+
262,615,1,1,1,1,1,L-88:615-262-<END>:+405-005-001-063-615-262+
003,423,5,0,0,3,2,L-90:423-003-060:+423-003-060-407-140+ | M-366:423-003-263:+423-003-263-104-745-055+ | M-525:423-003-001:+423-003-001-900-740-690-435-255+ | M-1322:423-003-491:+423-003-491+ | -:423-003-001:+423-003-001-423-002-031-104+
407,060,1,0,0,1,1,L-90:060-407-140:+423-003-060-407-140+
140,407,1,1,1,1,1,L-90:407-140-<END>:+423-003-060-407-140+
015,409,1,1,1,1,1,L-97:409-015-<END>:+409-015+
519,415,2,1,0.5,2,2,L-98:415-519-<END>:+520-220-415-519+ | M-650:415-519-002:+520-220-415-519-002-817+
700,390,1,0,0,1,1,L-101:390-700-790:+390-700-790-032-063+
790,700,1,0,0,1,1,L-101:700-790-032:+390-700-790-032-063+
063,032,1,1,1,1,1,L-101:032-063-<END>:+390-700-790-032-063+
005,154,1,1,1,1,1,L-102:154-005-<END>:+154-005+
002,605,2,0,0,2,2,L-112:605-002-540:+740-760-605-002-540-590+ | M-1704:605-002-861:+740-760-605-002-861+
540,002,2,1,0.5,2,1,L-112:002-540-590:+740-760-605-002-540-590+ | M-393:002-540-<END>:+679-740-575-017-240-806-002-540+
590,540,1,1,1,1,1,L-112:540-590-<END>:+740-760-605-002-540-590+
904,590,1,0,0,1,1,L-114:590-904-220:+740-407-590-904-220-032-803-060-920+
220,904,2,0,0,2,2,L-114:904-220-032:+740-407-590-904-220-032-803-060-920+ | M-1686:904-220-032:+740-904-220-032-002-142+
803,032,4,1,0.25,2,2,L-114:032-803-060:+740-407-590-904-220-032-803-060-920+ | M-726:032-803-002:+031-850-140-236-220-032-803-002-820+ | M-811:032-803-<END>:+226-032-803+ | M-889:032-803-002:+740-384-032-803-002-820+
705,575,1,0,0,1,1,L-115:575-705-056:+575-705-056-031+
056,705,1,0,0,1,1,L-115:705-056-031:+575-705-056-031+
031,056,1,1,1,1,1,L-115:056-031-<END>:+575-705-056-031+
740,550,4,0,0,2,2,L-122:550-740-443:+527-550-740-443-060-820+ | M-235:550-740-543:+368-001-550/740-543-350-002-820+ | M-833:550-740-240:+527-550-740-240-002-808+ | M-921:550-740-220:+550-740-220-060-297-630+
060,443,1,0,0,1,1,L-122:443-060-820:+527-550-740-443-060-820+
055,220,6,1,0.16666666666666666,2,4,L-124:220-055-001:+090-740-220-055-001-741-500-705+ | L-125:220-055-001:+090-740-220-055-001-741-500-705+ | L-129:220-055-001:+090-740-220-055-001-741-500-705+ | L-193:220-055-001:+090-740-220-055-001-741-500-705+ | L-206:220-055-001:+090-740-220-055-001-741-500-705+
001,055,7,0,0,2,5,L-124:055-001-741:+090-740-220-055-001-741-500-705+ | L-125:055-001-741:+090-740-220-055-001-741-500-705+ | L-129:055-001-741:+090-740-220-055-001-741-500-705+ | L-193:055-001-741:+090-740-220-055-001-741-500-705+ | L-206:055-001-741:+090-740-220-055-001-741-500-705+
741,001,9,0,0,4,4,L-124:001-741-500:+090-740-220-055-001-741-500-705+ | L-125:001-741-500:+090-740-220-055-001-741-500-705+ | L-129:001-741-500:+090-740-220-055-001-741-500-705+ | L-193:001-741-500:+090-740-220-055-001-741-500-705+ | L-206:001-741-500:+090-740-220-055-001-741-500-705+
705,500,6,6,1,2,4,L-124:500-705-<END>:+090-740-220-055-001-741-500-705+ | L-125:500-705-<END>:+090-740-220-055-001-741-500-705+ | L-129:500-705-<END>:+090-740-220-055-001-741-500-705+ | L-193:500-705-<END>:+090-740-220-055-001-741-500-705+ | L-206:500-705-<END>:+090-740-220-055-001-741-500-705+
617,002,2,1,0.5,2,2,L-134:002-617-<END>:+520-233-220-240-002-617+ | M-81:002-617-070:+527-555-240-002-617-070+
001,015,1,0,0,1,1,L-142:015-001-031:+140-015-001-031-692+
031,001,5,2,0.4,4,4,L-142:001-031-692:+140-015-001-031-692+ | M-1744:001-031-250:+400-892-081-518-001-031-250+ | M-993:001-031-<END>:+435-001-031+ | H-1198:001-031-820:+740-061-001-031-820+ | Ns-70:001-031-<END>:+001-031+
692,031,1,1,1,1,1,L-142:031-692-<END>:+140-015-001-031-692+
220,388,1,0,0,1,1,L-143:388-220-004:+740-388-220-004-060-920+
002,415,12,0,0,2,2,L-145:415-002-550:+390-415-002-550+ | M-1696:415-002-861:+520-033-705-220-415-002-861+ | M-109:415-002-287:+740-879-220-415-002-287-140+ | M-154:415-002-257:+520-220-621-415-002-257-898+ | M-248:415-002-705:+740-100-415-002-705-590+
550,002,2,1,0.5,2,2,L-145:002-550-<END>:+390-415-002-550+ | M-849:002-550-615:+151-350-002-550-615+
002,482,1,0,0,1,1,L-207:482-002-820:+740-482-002-820+
090,740,2,1,0.5,2,2,L-217:740-090-703:+740-090-703+ | M-2122:740-090-<END>:+832/006-740/090+
703,090,1,1,1,1,1,L-217:090-703-<END>:+740-090-703+
741,821,1,0,0,1,1,L-217:821-741-060:+740-821-741-060-920+
590,317,1,0,0,1,1,L-218:317-590-111:+317-590-111+
111,590,1,1,1,1,1,L-218:590-111-<END>:+317-590-111+
226,233,1,0,0,1,1,L-219:233-226-032:+233-226-032-001-223-575+
001,032,2,0,0,2,2,L-219:032-001-223:+233-226-032-001-223-575+ | M-896:032-001-505:+151-031-090-032-001-505+
223,001,1,0,0,1,1,L-219:001-223-575:+233-226-032-001-223-575+
575,223,1,1,1,1,1,L-219:223-575-<END>:+233-226-032-001-223-575+
013,100,1,0,0,1,1,L-220:100-013-861:+100-013-861+
480,032,1,1,1,1,1,L-222:032-480-<END>:+877-032-480+
346,255,1,0,0,1,1,L-223:255-346-510:+255-346-510+
510,346,1,1,1,1,1,L-223:346-510-<END>:+255-346-510+
240,031,1,1,1,1,1,L-271:031-240-<END>:+156-031-240+
001,790,2,0,0,2,2,L-274:790-001-480:+790-001-480+ | -:790-001-746:+590-407-790-001-746+
413,831,1,0,0,1,1,-:831-413-840:+831-413-840-091+
091,840,1,1,1,1,1,-:840-091-<END>:+831-413-840-091+
005,740,1,1,1,1,1,-:740-005-<END>:+740-005+
012,165,1,1,1,1,1,M-2069:165-012-<END>:+165-012+
032,741,1,0,0,1,1,M-2062:741-032-031:+741-032/031-046+
046,031,1,1,1,1,1,M-2062:031-046-<END>:+741-032/031-046+
406,742,1,0,0,1,1,M-2061:742-406-740:+742-406/740-482-235-001-480+
740,406,1,0,0,1,1,M-2061:406-740-482:+742-406/740-482-235-001-480+
480,142,1,1,1,1,1,M-2063:142-480-<END>:+740-142-480+
002,064,1,1,1,1,1,-:064-002-<END>:+064-002+
252,590,1,1,1,1,1,-:590-252-<END>:+590-252+
831,585,2,1,0.5,1,2,-:585-831-<END>:+585-831+ | M-798:585-831-091:+585-831-091+
176,151,1,0,0,1,1,M-1880:151-176-002:+151-176-002-861+
240,416,1,0,0,1,1,-:416-240-741:+740-840-416-240-741-500-091+
235,550,2,1,0.5,1,1,M-1847:550-235-<END>:+527-550-235+ | M-897:550-235-002:+527-550-235-002-817+
740,240,3,0,0,1,2,M-1792:240-740-952:+740-760-240/740-952-740+ | M-509:240-740-176:+405-240-740-176-002-326+ | M-960:240-740-590:+520-240-740-590-575+
952,740,1,0,0,1,1,M-1792:740-952-740:+740-760-240/740-952-740+
740,952,1,1,1,1,1,M-1792:952-740-<END>:+740-760-240/740-952-740+
703,400,2,1,0.5,1,1,M-1794:400-703-617:+400-703-617+ | M-1135:400-703-<END>:+740-061-002-400-703+
617,703,1,1,1,1,1,M-1794:703-617-<END>:+400-703-617+
630,845,1,1,1,1,1,M-2079:845-630-<END>:+845-630+
002,506,1,0,0,1,1,M-1850:506-002-817:+506-002-817+
233,845,1,0,0,1,1,M-1953:845-233-806:+407-845-233-806+
741,440,1,0,0,1,1,M-1805:440-741-060:+740-440-741-060-920+
240,845,6,0,0,1,2,M-1766:845-240-002:+740-032-845-240-002-269-892-810-033+ | -:845-240-798:+407-063-845-240-798+ | M-567:845-240-798:+407-061-845-240-798+ | M-568:845-240-798:+407-061-845-240-798+ | M-569:845-240-798:+407-061-845-240-798+
269,002,1,0,0,1,1,M-1766:002-269-892:+740-032-845-240-002-269-892-810-033+
892,269,1,0,0,1,1,M-1766:269-892-810:+740-032-845-240-002-269-892-810-033+
810,892,1,0,0,1,1,M-1766:892-810-033:+740-032-845-240-002-269-892-810-033+
033,810,1,1,1,1,1,M-1766:810-033-<END>:+740-032-845-240-002-269-892-810-033+
125,455,1,0,0,1,1,M-1749:455-125-031:+220-455-125-031+
031,125,1,1,1,1,1,M-1749:125-031-<END>:+220-455-125-031+
060,679,1,0,0,1,1,M-1764:679-060-550:+679-060-550+
908,101,1,0,0,1,1,M-1685:101-908-545:+090-740-101-908-545+
545,908,2,2,1,1,1,M-1685:908-545-<END>:+090-740-101-908-545+ | M-136:908-545-<END>:+090-740-220-016-031-908-545+
924,161,1,0,0,1,1,M-1682:161-924-146:+161-924-146+
146,924,1,1,1,1,1,M-1682:924-146-<END>:+161-924-146+
900,158,1,0,0,1,1,M-2006:158-900-415:+158-900-415+
415,900,1,1,1,1,1,M-2006:900-415-<END>:+158-900-415+
002,142,3,0,0,1,2,M-1976:142-002-817:+617-142-002-817+ | M-1916:142-002-518:+740-604-142-002-518+ | M-71:142-002-390:+151-279-142-002-390-095+
003,407,1,1,1,1,1,M-1984:407-003-<END>:+407-003+
803,153,1,0,0,1,1,M-1689:153-803-595:+153-803-595+
595,803,1,1,1,1,1,M-1689:803-595-<END>:+153-803-595+
032,158,1,1,1,1,1,-:158-032-<END>:+158-032+
435,760,1,0,0,1,1,M-2113:760-435-690:+400-740-760-435-690+
690,435,1,1,1,1,1,M-2113:435-690-<END>:+400-740-760-435-690+
740,817,1,0,0,1,1,M-165:817-740-194:+817-740-194/740-760-001-741-390-032+
194,740,1,0,0,1,1,M-165:740-194-740:+817-740-194/740-760-001-741-390-032+
740,194,1,0,0,1,1,M-165:194-740-760:+817-740-194/740-760-001-741-390-032+
001,760,5,0,0,2,1,M-165:760-001-741:+817-740-194/740-760-001-741-390-032+ | M-707:760-001-220:+740-760-001-220-415-798-803+ | M-758:760-001-240:+740-760-001-240-742-530-786+ | M-1670:760-001-233:+740-760-001-233-002-861+ | -:760-001-233:+740-760-001-233+
032,390,2,2,1,1,1,M-165:390-032-<END>:+817-740-194/740-760-001-741-390-032+ | M-1835:390-032-<END>:+154-900-004-001-390-032+
001,368,1,0,0,1,1,M-235:368-001-550:+368-001-550/740-543-350-002-820+
550,001,3,1,0.3333333333333333,2,2,M-235:001-550-740:+368-001-550/740-543-350-002-820+ | M-310:001-550-<END>:+621/740-482-001-550+ | -:001-550-467:+740-740-001-550-467+
002,350,6,0,0,1,1,M-235:350-002-820:+368-001-550/740-543-350-002-820+ | M-92:350-002-814:+740-798-460-350-002-814-084+ | M-665:350-002-374:+871-740-643/740-798-463-350-002-374-575+ | M-732:350-002-817:+520-400-350-002-817+ | M-849:350-002-550:+151-350-002-550-615+
806,155,2,0,0,1,2,M-1683:155-806-467:+155-806-467-001-692+ | M-1962:155-806-468:+155-806-468+
001,467,1,0,0,1,1,M-1683:467-001-692:+155-806-467-001-692+
617,741,2,2,1,1,1,M-1881:741-617-<END>:+740-100-176-741-617+ | M-1731:741-617-<END>:+390-004-741-617+
390,621,3,0,0,1,1,M-1675:621-390-844:+621-390-844-002-820+ | M-1911:621-390-531:+621-390-531-002-820+ | M-278:621-390-004:+621-390-004-002-817+
002,844,1,0,0,1,1,M-1675:844-002-820:+621-390-844-002-820+
501,368,1,0,0,1,1,M-1892:368-501-706:+368-501-706/821-001-480-850-595-391+
706,501,1,0,0,1,1,M-1892:501-706-821:+368-501-706/821-001-480-850-595-391+
821,706,1,0,0,1,1,M-1892:706-821-001:+368-501-706/821-001-480-850-595-391+
001,821,3,0,0,1,3,M-1892:821-001-480:+368-501-706/821-001-480-850-595-391+ | M-2121:821-001-480:+821-001-480-850-595-391+ | M-1384:821-001-480:+904-004-821-001-480-850-595-391+
595,850,3,0,0,1,3,M-1892:850-595-391:+368-501-706/821-001-480-850-595-391+ | M-2121:850-595-391:+821-001-480-850-595-391+ | M-1384:850-595-391:+904-004-821-001-480-850-595-391+
391,595,3,3,1,1,3,M-1892:595-391-<END>:+368-501-706/821-001-480-850-595-391+ | M-2121:595-391-<END>:+821-001-480-850-595-391+ | M-1384:595-391-<END>:+904-004-821-001-480-850-595-391+
698,401,1,1,1,1,1,M-1824:401-698-<END>:+401-698+
240,832,1,0,0,1,1,M-1676:832-240-002:+740-760-070-255-832-240-002-595-504-803+
504,595,1,0,0,1,1,M-1676:595-504-803:+740-760-070-255-832-240-002-595-504-803+
803,504,1,1,1,1,1,M-1676:504-803-<END>:+740-760-070-255-832-240-002-595-504-803+
853,440,1,0,0,1,1,M-1923:440-853-016:+740-760-440-853-016+
016,853,1,1,1,1,1,M-1923:853-016-<END>:+740-760-440-853-016+
600,390,1,0,0,1,1,M-1692:390-600-617:+390-600-617-002-190-125-632-032+
617,600,1,0,0,1,1,M-1692:600-617-002:+390-600-617-002-190-125-632-032+
002,617,1,0,0,1,1,M-1692:617-002-190:+390-600-617-002-190-125-632-032+
190,002,2,0,0,1,1,M-1692:002-190-125:+390-600-617-002-190-125-632-032+ | M-639:002-190-751:+226-415-002-190-751+
125,190,2,0,0,1,1,M-1692:190-125-632:+390-600-617-002-190-125-632-032+ | M-624:190-125-575:+190-125-575+
632,125,3,0,0,1,1,M-1692:125-632-032:+390-600-617-002-190-125-632-032+ | M-38:125-632-032:+740-690-435-255-220-032-240-235-002-390-125-632-032+ | M-119:125-632-032:+151-337-484-002-390-125-632-032-900-563+
001,752,2,0,0,1,1,M-1975:752-001-595:+740-752-001-595-204-920+ | M-394:752-001-033:+740-752-001-033-706+
204,595,1,0,0,1,1,M-1975:595-204-920:+740-752-001-595-204-920+
920,204,1,1,1,1,1,M-1975:204-920-<END>:+740-752-001-595-204-920+
072,760,1,0,0,1,1,M-1737:760-072-921:+740-760-072-921-032-002-820+
921,072,2,1,0.5,1,1,M-1737:072-921-032:+740-760-072-921-032-002-820+ | M-1826:072-921-<END>:+520-072-921+
032,921,1,0,0,1,1,M-1737:921-032-002:+740-760-072-921-032-002-820+
840,064,1,0,0,1,1,M-1743:064-840-140:+064-840-140-740-176+
435,125,1,0,0,1,1,M-1688:125-435-255:+125-435-255-002-286-220-031-012-031-455-033-590+
286,002,1,0,0,1,1,M-1688:002-286-220:+125-435-255-002-286-220-031-012-031-455-033-590+
220,286,1,0,0,1,1,M-1688:286-220-031:+125-435-255-002-286-220-031-012-031-455-033-590+
012,031,1,0,0,1,1,M-1688:031-012-031:+125-435-255-002-286-220-031-012-031-455-033-590+
031,012,1,0,0,1,1,M-1688:012-031-455:+125-435-255-002-286-220-031-012-031-455-033-590+
455,031,1,0,0,1,1,M-1688:031-455-033:+125-435-255-002-286-220-031-012-031-455-033-590+
033,455,1,0,0,1,1,M-1688:455-033-590:+125-435-255-002-286-220-031-012-031-455-033-590+
590,033,1,1,1,1,1,M-1688:033-590-<END>:+125-435-255-002-286-220-031-012-031-455-033-590+
604,740,1,0,0,1,1,M-1916:740-604-142:+740-604-142-002-518+
142,604,1,0,0,1,1,M-1916:604-142-002:+740-604-142-002-518+
518,002,1,1,1,1,1,M-1916:002-518-<END>:+740-604-142-002-518+
081,892,1,0,0,1,1,M-1744:892-081-518:+400-892-081-518-001-031-250+
518,081,1,0,0,1,1,M-1744:081-518-001:+400-892-081-518-001-031-250+
001,518,1,0,0,1,1,M-1744:518-001-031:+400-892-081-518-001-031-250+
250,031,1,1,1,1,1,M-1744:031-250-<END>:+400-892-081-518-001-031-250+
790,900,3,0,0,1,2,M-1956:900-790-220:+740-900-790-220-415-798-806+ | M-121:900-790-233:+740-900-790-233-798+ | M-157:900-790-233:+740-900-790-233-798-001-820+
220,790,1,0,0,1,1,M-1956:790-220-415:+740-900-790-220-415-798-806+
806,798,2,2,1,1,1,M-1956:798-806-<END>:+740-900-790-220-415-798-806+ | M-370:798-806-<END>:+832-904-740-444-388-233-798-806+
382,520,2,0,0,1,1,M-1677:520-382-032:+520-382-032-002-820-001-440-012+ | M-817:520-382-878:+520-382-878+
032,382,1,0,0,1,1,M-1677:382-032-002:+520-382-032-002-820-001-440-012+
001,820,1,0,0,1,1,M-1677:820-001-440:+520-382-032-002-820-001-440-012+
440,001,2,0,0,1,1,M-1677:001-440-012:+520-382-032-002-820-001-440-012+ | M-709:001-440-742:+740-100-001-440-742-060-920+
012,440,1,1,1,1,1,M-1677:440-012-<END>:+520-382-032-002-820-001-440-012+
231,222,1,0,0,1,1,M-1674:222-231-002:+090-740-222-231-002-861-683+
683,861,1,1,1,1,1,M-1674:861-683-<END>:+090-740-222-231-002-861-683+
191,740,1,1,1,1,1,M-1702:740-191-<END>:+740-191+
002,555,1,0,0,1,1,M-940:555-002-817:+527-555-002-817+
804,400,2,1,0.5,1,1,M-1849:400-804-233:+400-804-233+ | M-1930:400-804-<END>:+400-804+
233,804,2,1,0.5,1,1,M-1849:804-233-<END>:+400-804-233+ | M-250:804-233-231:+804-233-231+
042,740,2,0,0,1,1,M-966:740-042-741:+740-042-741-060-920+ | M-1721:740-042-002:+740-042-002-820+
741,042,1,0,0,1,1,M-966:042-741-060:+740-042-741-060-920+
130,400,1,0,0,1,1,M-1981:400-130-746:+400-130-746+
746,130,1,1,1,1,1,M-1981:130-746-<END>:+400-130-746+
240,151,1,0,0,1,1,M-1756:151-240-235:+151-240-235-741-892+
892,741,1,1,1,1,1,M-1756:741-892-<END>:+151-240-235-741-892+
031,215,1,0,0,1,1,M-1765:215-031-480:+215-031-480-140-632-705-002-093-033+
140,480,1,0,0,1,1,M-1765:480-140-632:+215-031-480-140-632-705-002-093-033+
632,140,2,1,0.5,1,1,M-1765:140-632-705:+215-031-480-140-632-705-002-093-033+ | M-8:140-632-<END>:+706-140-632+
705,632,1,0,0,1,1,M-1765:632-705-002:+215-031-480-140-632-705-002-093-033+
