checked_date,template_4,count,contains_125_in_template_4,contains_125_anywhere_after_002,distinct_sites,distinct_types,distinct_prev_before_002,top_exact_text_share,top_exact_text,sites,types,prev_before_002,cisi,verdict,examples
2026-05-31,703-000-<END>-<END>,1,false,false,1,1,1,1.000000,+740-061-002-703-000+,Mohenjo-daro:1,SEAL:S:1,061:1,M-1787:1,singleton_non125_background,M-1787:+740-061-002-703-000+
2026-05-31,705-127-<END>-<END>,1,false,false,1,1,1,1.000000,+390-004-002-705-127+,Tell Umma:1,TAG:L:1,004:1,-:1,singleton_non125_background,-:+390-004-002-705-127+
2026-05-31,705-530-904-<END>,1,false,false,1,1,1,1.000000,+740-390-590-231-002-705-530-904+,Dholavira:1,SEAL:S:1,231:1,-:1,singleton_non125_background,-:+740-390-590-231-002-705-530-904+
2026-05-31,705-590-<END>-<END>,1,false,false,1,1,1,1.000000,+740-100-415-002-705-590+,Mohenjo-daro:1,SEAL:S:1,415:1,M-248:1,singleton_non125_background,M-248:+740-100-415-002-705-590+
2026-05-31,717-747-<END>-<END>,1,false,false,1,1,1,1.000000,+407-000-000-705-832-904-845-235-002-717-747+,Harappa:1,SEAL:R:1,235:1,H-639:1,singleton_non125_background,H-639:+407-000-000-705-832-904-845-235-002-717-747+
2026-05-31,717-820-<END>-<END>,1,false,false,1,1,1,1.000000,+740-690-435-255-220-032-002-717-820+,Mohenjo-daro:1,SEAL:S:1,032:1,M-1667:1,singleton_non125_background,M-1667:+740-690-435-255-220-032-002-717-820+
2026-05-31,727-317-<END>-<END>,1,false,false,1,1,1,1.000000,+520-220-002-727-317+,Mohenjo-daro:1,SEAL:S:1,220:1,M-308:1,singleton_non125_background,M-308:+520-220-002-727-317+
2026-05-31,735-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,]000-002-735+,Mohenjo-daro:1,SEAL:S:1,000:1,M-1733:1,singleton_non125_background,M-1733:]000-002-735+
2026-05-31,741-455-125-<END>,1,true,true,1,1,1,1.000000,]002-741-455-125+,Mohenjo-daro:1,SEAL:S:1,<START>:1,M-761:1,singleton_125_template_wild,M-761:]002-741-455-125+
2026-05-31,762-463-140-<END>,1,false,false,1,1,1,1.000000,+307-002-762-463-140+,Kalibangan:1,SEAL:S:1,307:1,K-18:1,singleton_non125_background,K-18:+307-002-762-463-140+
2026-05-31,764-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,+226-803-717-002-764+,Mohenjo-daro:1,SEAL:S:1,717:1,M-713:1,singleton_non125_background,M-713:+226-803-717-002-764+
2026-05-31,768-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,+740-032-840-002-768+,Mohenjo-daro:1,SEAL:S:1,840:1,M-1759:1,singleton_non125_background,M-1759:+740-032-840-002-768+
2026-05-31,790-290-741-<END>,1,false,false,1,1,1,1.000000,+002-790-290-741+,Mohenjo-daro:1,BNGL:1,<START>:1,M-1631:1,singleton_non125_background,M-1631:+002-790-290-741+
2026-05-31,798-055-<END>-<END>,1,false,false,1,1,1,1.000000,+409-190-002-798-055+,Lothal:1,SEAL:S:1,190:1,L-47:1,singleton_non125_background,L-47:+409-190-002-798-055+
2026-05-31,798-435-255-705,1,false,false,1,1,1,1.000000,+740-400-142-061-002-798-435-255-705+,Mohenjo-daro:1,SEAL:S:1,061:1,M-1772:1,singleton_non125_background,M-1772:+740-400-142-061-002-798-435-255-705+
2026-05-31,798-590-032-<END>,1,false,false,1,1,1,1.000000,+000-176-002-798-590-032+,Harappa:1,SEAL:S:1,176:1,H-464:1,singleton_non125_background,H-464:+000-176-002-798-590-032+
2026-05-31,803-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,+390-003-002-803+,Mohenjo-daro:1,SEAL:S:1,003:1,M-177:1,singleton_non125_background,M-177:+390-003-002-803+
2026-05-31,812-031-<END>-<END>,1,false,false,1,1,1,1.000000,+740-100-176-002-812-031+,Mohenjo-daro:1,SEAL:S:1,176:1,M-756:1,singleton_non125_background,M-756:+740-100-176-002-812-031+
2026-05-31,812-095-<END>-<END>,1,false,false,1,1,1,1.000000,+527-550-233-002-812-095+,Lothal:1,SEAL:S:1,233:1,L-1:1,singleton_non125_background,L-1:+527-550-233-002-812-095+
2026-05-31,814-084-<END>-<END>,1,false,false,1,1,1,1.000000,+740-798-460-350-002-814-084+,Mohenjo-daro:1,SEAL:S:1,350:1,M-92:1,singleton_non125_background,M-92:+740-798-460-350-002-814-084+
2026-05-31,814-560-<END>-<END>,1,false,false,1,1,1,1.000000,+390-016-002-814-560+,Mohenjo-daro:1,SEAL:S:1,016:1,M-17:1,singleton_non125_background,M-17:+390-016-002-814-560+
2026-05-31,817-032-320-<END>,1,false,false,1,1,1,1.000000,+000-000-000-798-002-817-032-320+,Mohenjo-daro:1,TAG:O:1,798:1,M-1391:1,singleton_non125_background,M-1391:+000-000-000-798-002-817-032-320+
2026-05-31,817-090-370-<END>,1,false,false,1,1,1,1.000000,+740-585-017-740-240-002-817-090-370+,Mohenjo-daro:1,SEAL:S:1,240:1,M-644:1,singleton_non125_background,M-644:+740-585-017-740-240-002-817-090-370+
2026-05-31,817-192-000-<END>,1,false,false,1,1,1,1.000000,+520-033-706-233-002-817-192-000+,Mohenjo-daro:1,SEAL:S:1,233:1,M-1662:1,singleton_non125_background,M-1662:+520-033-706-233-002-817-192-000+
2026-05-31,817-690-544-<END>,1,false,false,1,1,1,1.000000,+861-260-832-390-590-002-817-690-544+,Mohenjo-daro:1,SEAL:S:1,590:1,M-855:1,singleton_non125_background,M-855:+861-260-832-390-590-002-817-690-544+
2026-05-31,817-808-<END>-<END>,1,false,false,1,1,1,1.000000,+520-033-706-002-817-808+,Harappa:1,SEAL:S:1,706:1,H-456:1,singleton_non125_background,H-456:+520-033-706-002-817-808+
2026-05-31,818-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,+002-818+,Mohenjo-daro:1,SEAL:S:1,<START>:1,M-272:1,singleton_non125_background,M-272:+002-818+
2026-05-31,820-001-440-012,1,false,false,1,1,1,1.000000,+520-382-032-002-820-001-440-012+,Mohenjo-daro:1,SEAL:S:1,032:1,M-1677:1,singleton_non125_background,M-1677:+520-382-032-002-820-001-440-012+
2026-05-31,820-033-<END>-<END>,1,false,false,1,1,1,1.000000,+740-441-002-820-033+,Kalibangan:1,SEAL:S:1,441:1,K-23:1,singleton_non125_background,K-23:+740-441-002-820-033+
2026-05-31,820-700-<END>-<END>,1,false,false,1,1,1,1.000000,+520-033-705-231-002-820-700+,Mohenjo-daro:1,SEAL:S:1,231:1,M-86:1,singleton_non125_background,M-86:+520-033-705-231-002-820-700+
2026-05-31,820-906-000-<END>,1,false,false,1,1,1,1.000000,+002-820-906-000[,Mohenjo-daro:1,SEAL:S:1,<START>:1,M-1178:1,singleton_non125_background,M-1178:+002-820-906-000[
2026-05-31,825-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,+740-615-495-002-825+,Harappa:1,SEAL:S:1,495:1,H-612:1,singleton_non125_background,H-612:+740-615-495-002-825+
2026-05-31,840-032-<END>-<END>,1,false,false,1,1,1,1.000000,+740-760-268-002-840-032+,Mohenjo-daro:1,SEAL:S:1,268:1,M-1791:1,singleton_non125_background,M-1791:+740-760-268-002-840-032+
2026-05-31,850-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,]706-002-850+,Dholavira:1,TAG:1,706:1,-:1,singleton_non125_background,-:]706-002-850+
2026-05-31,850-491-<END>-<END>,1,false,false,1,1,1,1.000000,+241-803-002-850-491+,Mohenjo-daro:1,SEAL:S:1,803:1,M-325:1,singleton_non125_background,M-325:+241-803-002-850-491+
2026-05-31,850-493-<END>-<END>,1,false,false,1,1,1,1.000000,+241-803-002-850-493+,Mohenjo-daro:1,SEAL:S:1,803:1,M-325:1,singleton_non125_background,M-325:+241-803-002-850-493+
2026-05-31,861-031-<END>-<END>,1,false,false,1,1,1,1.000000,+740-773-240-002-861-031+,Mohenjo-daro:1,SEAL:S:1,240:1,M-706:1,singleton_non125_background,M-706:+740-773-240-002-861-031+
2026-05-31,861-032-520-919,1,false,false,1,1,1,1.000000,+520-070-219-002-861-032-520-919-140+,Mohenjo-daro:1,SEAL:S:1,219:1,M-1661:1,singleton_non125_background,M-1661:+520-070-219-002-861-032-520-919-140+
2026-05-31,861-036-460-513,1,false,false,1,1,1,1.000000,+390-005-002-861-036-460-513+,Mohenjo-daro:1,SEAL:S:1,005:1,M-20:1,singleton_non125_background,M-20:+390-005-002-861-036-460-513+
2026-05-31,861-125-<END>-<END>,1,true,true,1,1,1,1.000000,+390-004-002-861-125+,Harappa:1,SEAL:S:1,004:1,H-55:1,singleton_125_template_wild,H-55:+390-004-002-861-125+
2026-05-31,861-216-<END>-<END>,1,false,false,1,1,1,1.000000,+740-585-798-002-861-216+,Harappa:1,SEAL:S:1,798:1,H-446:1,singleton_non125_background,H-446:+740-585-798-002-861-216+
2026-05-31,861-244-165-<END>,1,false,false,1,1,1,1.000000,+409-061-740-235-220-031-002-861-244-165+,Harappa:1,SEAL:R:1,031:1,H-129:1,singleton_non125_background,H-129:+409-061-740-235-220-031-002-861-244-165+
2026-05-31,861-255-416-<END>,1,false,false,1,1,1,1.000000,+740-100-798-220-032-002-861-255-416+,Mohenjo-daro:1,SEAL:S:1,032:1,M-91:1,singleton_non125_background,M-91:+740-100-798-220-032-002-861-255-416+
2026-05-31,861-360-520-919,1,false,false,1,1,1,1.000000,+740-877-032-033-705-231-235-002-861-360-520-919-140+,Mohenjo-daro:1,SEAL:R:1,235:1,M-355:1,singleton_non125_background,M-355:+740-877-032-033-705-231-235-002-861-360-520-919-140+
2026-05-31,861-390-<END>-<END>,1,false,false,1,1,1,1.000000,]740-142-000-002-861-390[,Dholavira:1,TAG:1,000:1,-:1,singleton_non125_background,-:]740-142-000-002-861-390[
2026-05-31,861-392-<END>-<END>,1,false,false,1,1,1,1.000000,+527-388-233-740-176-002-861-392+,Lothal:1,SEAL:S:1,176:1,L-46:1,singleton_non125_background,L-46:+527-388-233-740-176-002-861-392+
2026-05-31,861-626-<END>-<END>,1,false,false,1,1,1,1.000000,+520-315-002-861-626+,Lothal:1,SEAL:S:1,315:1,L-39:1,singleton_non125_background,L-39:+520-315-002-861-626+
2026-05-31,861-683-<END>-<END>,1,false,false,1,1,1,1.000000,+090-740-222-231-002-861-683+,Mohenjo-daro:1,SEAL:S:1,231:1,M-1674:1,singleton_non125_background,M-1674:+090-740-222-231-002-861-683+
2026-05-31,861-791-440-717,1,false,false,1,1,1,1.000000,+760-031-002-861-791-440-717+,Kalibangan:1,SEAL:S:1,031:1,K-40:1,singleton_non125_background,K-40:+760-031-002-861-791-440-717+
2026-05-31,861-803-<END>-<END>,1,false,false,1,1,1,1.000000,+740-482-033-705-002-861-803+,Mohenjo-daro:1,SEAL:S:1,705:1,M-1698:1,singleton_non125_background,M-1698:+740-482-033-705-002-861-803+
2026-05-31,861-831-165-<END>,1,false,false,1,1,1,1.000000,+520-233-002-861-831-165+,Harappa:1,SEAL:1,233:1,H-688:1,singleton_non125_background,H-688:+520-233-002-861-831-165+
2026-05-31,861-832-<END>-<END>,1,false,false,1,1,1,1.000000,+520-072-233-740-798-002-861-832+,Mohenjo-daro:1,SEAL:S:1,798:1,M-1681:1,singleton_non125_background,M-1681:+520-072-233-740-798-002-861-832+
2026-05-31,861-901-<END>-<END>,1,false,false,1,1,1,1.000000,+740-923-070-032-033-706-231-242-002-861-901+,Mohenjo-daro:1,SEAL:S:1,242:1,M-677:1,singleton_non125_background,M-677:+740-923-070-032-033-706-231-242-002-861-901+
2026-05-31,862-032-<END>-<END>,1,false,false,1,1,1,1.000000,+220-500-520-002-862-032+,Harappa:1,SEAL:S:1,520:1,H-1033:1,singleton_non125_background,H-1033:+220-500-520-002-862-032+
2026-05-31,863-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,+236-806-002-863+,Harappa:1,SEAL:S:1,806:1,H-405:1,singleton_non125_background,H-405:+236-806-002-863+
2026-05-31,870-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,+000-002-870+,Kalibangan:1,SEAL:S:1,000:1,K-54:1,singleton_non125_background,K-54:+000-002-870+
2026-05-31,892-000-002-<END>,1,false,false,1,1,1,1.000000,+033-999-400-090-740-100-000-002-892-000-002+,Nausharo:1,POT:T:g:1,000:1,Ns-66:1,singleton_non125_background,Ns-66:+033-999-400-090-740-100-000-002-892-000-002+
2026-05-31,892-740-<END>-<END>,1,false,false,1,1,1,1.000000,+394-032-002-892-740+,Desalpur:1,TAG:1,032:1,Dlp-3:1,singleton_non125_background,Dlp-3:+394-032-002-892-740+
2026-05-31,900-285-<END>-<END>,1,false,false,1,1,1,1.000000,+032-002-900-285+,Mohenjo-daro:1,SEAL:R:1,032:1,M-1358:1,singleton_non125_background,M-1358:+032-002-900-285+
2026-05-31,900-615-<END>-<END>,1,false,false,1,1,1,1.000000,+740-460-503-031-002-900-615+,Mohenjo-daro:1,SEAL:S:1,031:1,M-937:1,singleton_non125_background,M-937:+740-460-503-031-002-900-615+
2026-05-31,900-630-<END>-<END>,1,false,false,1,1,1,1.000000,+740-519-002-900-630+,Dholavira:1,TAB:B:1,519:1,-:1,singleton_non125_background,-:+740-519-002-900-630+
2026-05-31,904-346-<END>-<END>,1,false,false,1,1,1,1.000000,]798-806-002-904-346+,Mohenjo-daro:1,SEAL:R:1,806:1,M-1319:1,singleton_non125_background,M-1319:]798-806-002-904-346+
2026-05-31,905-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,+041-705-002-905+,Mohenjo-daro:1,IMPL:1,705:1,M-2128:1,singleton_non125_background,M-2128:+041-705-002-905+
2026-05-31,906-003-<END>-<END>,1,false,false,1,1,1,1.000000,+000-000-000/000-861-002-906-003+,Chanhu-daro:1,SEAL:S:1,861:1,C-71:1,singleton_non125_background,C-71:+000-000-000/000-861-002-906-003+
2026-05-31,906-125-<END>-<END>,1,true,true,1,1,1,1.000000,+740-729-407-845-236-002-906-125+,Mohenjo-daro:1,SEAL:R:1,236:1,M-354:1,singleton_125_template_wild,M-354:+740-729-407-845-236-002-906-125+
2026-05-31,906-140-<END>-<END>,1,false,false,1,1,1,1.000000,+090-740-240-235-002-906-140+,Mohenjo-daro:1,SEAL:S:1,235:1,M-24:1,singleton_non125_background,M-24:+090-740-240-235-002-906-140+
2026-05-31,920-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,]002-920+,Shikarpur:1,POT:T:p:1,<START>:1,-:1,singleton_non125_background,-:]002-920+
2026-05-31,933-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,+405-004-002-933+,Harappa:1,SEAL:S:1,004:1,H-1049:1,singleton_non125_background,H-1049:+405-004-002-933+
2026-05-31,940-260-<END>-<END>,1,false,false,1,1,1,1.000000,+740-565-233-002-940-260+,Mohenjo-daro:1,SEAL:S:1,233:1,M-107:1,singleton_non125_background,M-107:+740-565-233-002-940-260+
2026-05-31,940-705-<END>-<END>,1,false,false,1,1,1,1.000000,+740-900-003-002-940-705+,Harappa:1,SEAL:S:1,003:1,H-468:1,singleton_non125_background,H-468:+740-900-003-002-940-705+
2026-05-31,944-920-140-<END>,1,false,false,1,1,1,1.000000,+740-482-240-002-944-920-140+,Mohenjo-daro:1,SEAL:S:1,240:1,M-280:1,singleton_non125_background,M-280:+740-482-240-002-944-920-140+
