"checked_date","source_row_id","cisi","cisi_prefix","priority_lane","priority_score","priority_reasons","mayig_current_repo_has_object","mayig_current_repo_commit","site","type","material","shape","preservation","complete","condition","direction","class","sign_count","frame700_relation","source_hook","text","acquisition_question","accepted_decipherment_claim"
"2026-05-25","871.1","H-2206","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","prism","chipped","Y","Poor","R/L","VN","2","700_before_034","H97-3334Figure 15.05 | Period 3 | 3 | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","549.1","H-2208","H","P1_frame700_034_branch","75","700_after_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","prism","complete","Y","Fair","R/L","NV","2","700_after_034","H94-2179Figure 27.04 | Period 3B/C | 3 | B/C | - -","+034-700+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","484.1","H-2246","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","complete","Y","Fair","R/L","VN","2","700_before_034","H2001-5145Figure 47.05 | Period 3C | 3 | C | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","762.1","H-2098","H","P1_frame700_034_branch","67","700_after_034;harappa_heavy_034_branch;tablet_branch;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","chipped","Y","Poor","-","NV","2","700_after_034","H96-2792Figure 19.11 | Period 3B/C | 3 | B/C | - -","+034-700+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","866.1","H-2133","H","P1_frame700_034_branch","67","700_before_034;harappa_heavy_034_branch;tablet_branch;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","complete","Y","Fair","-","VN","2","700_before_034","H97-3328Figure 16.05 | Period 3C | 3 | C | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","814.2","H-2134","H","P1_frame700_034_branch","67","700_before_034;harappa_heavy_034_branch;tablet_branch;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","complete","Y","Poor","-","VN","2","700_before_034","H96-3175Figure 19.07 | Period 3B | 3 | B | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","827.1","H-2145","H","P1_frame700_034_branch","67","700_before_034;harappa_heavy_034_branch;tablet_branch;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","complete","Y","Fair","-","VN","2","700_before_034","H97-3283Figure 16.04 | Period 3B | 3 | B | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1307.2","H-285","H","P1_frame700_034_branch","65","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","fragment","Y","Poor","R/L","VN","2","700_before_034","J581406 | Stratum III | -6.33 ft","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1858.2","H-982","H","P1_frame700_034_branch","63","700_before_034;harappa_heavy_034_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","SEAL:R","Steatite","prism","complete","Y","Fair","R/L","VN","2","700_before_034","2999574 | Period 3B/C | Stratum V | -11.58 ft","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","434.1","H-2570","H","P1_frame700_034_branch","63","700_before_034;harappa_heavy_034_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","ROD","Bone","cylindrical","complete","Y","Fair","R/L","VN","3","700_before_034","H2000-4561Figure 46.09 | Period 3B/C | 3 | B/C | - -","+700-034-001+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","621.2","-","-","P1_frame700_034_branch","58","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook;missing_cisi_object_id;good_condition","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","complete","Y","Good","R/L","VN","2","700_before_034","H95-2260Figure 30.06 | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","263.1","H-1293","H","P1_frame700_034_branch","57","700_before_034;harappa_heavy_034_branch;tablet_branch;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","slightly chipped","?","Poor","R/L","UC","2","700_before_034","2481473 | Period 3B/C | Stratum VI | -15.67 ft","+700-034[","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","451.1","H-1843","H","P1_frame700_034_branch","57","700_before_034;harappa_heavy_034_branch;tablet_branch;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","rectangular","fragment","?","Poor","R/L","UC","2","700_before_034","H2001-5065Figure 43.09 | Period 3B | 3 | B | - -","]700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","738.1","H-2074","H","P1_frame700_034_branch","57","700_before_034;harappa_heavy_034_branch;tablet_branch;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","fragment","?","Poor","R/L","UC","4","700_before_034","H96-2764Figure 17.17 | Period 3B | 3 | B | - -","+700-034-690-365[","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","274.2","-","-","P1_frame700_034_branch","55","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook;missing_cisi_object_id","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","prism","complete","Y","Poor","R/L","VN","2","700_before_034","2895577 | Period 3B/C | Stratum V | -12.25 ft","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","740.2","-","-","P1_frame700_034_branch","55","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook;missing_cisi_object_id","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","complete","Y","Fair","R/L","VN","2","700_before_034","H96-2765bFigure 18.02 | Period 3B/C | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1052.2","-","-","P1_frame700_034_branch","55","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook;missing_cisi_object_id","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","complete","Y","Poor","R/L","VN","2","700_before_034","J229510 | Stratum II | -5.17 ft","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1269.2","H-244","H","P3_other_034_source_coverage","40","harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","circular","complete","Y","Fair","NR","NU","1","034_without_adjacent_700","11449665 | Period 3B/C | - -","+034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","1356.1","H-335","H","P3_other_034_source_coverage","40","harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","hare","complete","Y","Fair","R/L","PN","2","034_without_adjacent_700","4179425 | Period 3B/C | Stratum V | -12.5 ft","+390-034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","879.1","H-1833","H","P3_other_034_source_coverage","40","harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","rectangular","chipped","Y","Poor","NR","NU","1","034_without_adjacent_700","H97-3342Figure 14.15 | Period 3B | 3 | B | - -","+034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","4952.1","-","-","P2_mohenjo_034_missing_cisi_or_non_m_prefix","35","mohenjo_daro_034_but_missing_m_number_for_mayig_query;has_source_or_context_hook;missing_cisi_object_id;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Mohenjo-daro","TAG:C","Faience","cuboid","chipped","N","Poor","-","??","1","034_without_adjacent_700","DK8244102.3 | Period 3B/C | Intermediate | III | -16.8 ft","+034-000+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","3938.1","H-2263","H","P3_other_034_source_coverage","31","harappa_heavy_034_branch;complete_direction_clean_no_000;has_source_or_context_hook;good_condition","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","POT:T:g","Clay","-","complete","Y","Good","NR","NU","1","034_without_adjacent_700","H95-2661640-0501 | Period 3B | 3 | B | - -","+034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","89.1","C-1","C","P3_other_034_source_coverage","23","seal_s_comparable_to_current_mayig_type;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Chanhu-daro","SEAL:S","Steatite","square","complete","Y","Fair","R/L","LC","9","034_without_adjacent_700","CH 3817Pl. LI:25 | +14.1 ft","+031-840-140-740-101-002-365-287-034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","1609.2","H-704","H","P3_other_034_source_coverage","22","harappa_heavy_034_branch;tablet_branch;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","cylindrical","fragment","N","Poor","-","??","1","034_without_adjacent_700","12160 | Period 3C-2 | Stratum III | -6.42 ft","]000-000-034[","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","1841.1","H-964","H","P3_other_034_source_coverage","22","harappa_heavy_034_branch;tablet_branch;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular-rounded","fragment","N","Poor","R/L","??","1","034_without_adjacent_700","3399 | Period 3B/C | -10.42 ft","]000-034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","1854.2","H-977","H","P3_other_034_source_coverage","22","harappa_heavy_034_branch;tablet_branch;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","prism","fragment","N","Poor","R/L","??","1","034_without_adjacent_700","8480591 | Period 3C-1 | Stratum IV | -7.75 ft","]000-034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","307.2","H-1122","H","P3_other_034_source_coverage","22","harappa_heavy_034_branch;tablet_branch;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","rectangular","fragment","?","Poor","-","UC","1","034_without_adjacent_700","8053685 | -2.83 ft","]034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","4075.1","H-1296","H","P3_other_034_source_coverage","22","harappa_heavy_034_branch;tablet_branch;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","-","-","fragment","?","Fair","-","UC","1","034_without_adjacent_700","-765 | - -","]034[","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","791.1","H-1807","H","P3_other_034_source_coverage","22","harappa_heavy_034_branch;tablet_branch;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","rectangular","fragment","?","Poor","-","UC","1","034_without_adjacent_700","H96-3121Figure 21.15 | Period 3B | 3 | B | - -","]034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","462.1","H-1826","H","P3_other_034_source_coverage","22","harappa_heavy_034_branch;tablet_branch;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","rectangular","fragment","?","Poor","-","UC","1","034_without_adjacent_700","H2001-5077Figure 43.10 | Period 3B | 3 | B | - -","]034[","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","380.1","H-1848","H","P3_other_034_source_coverage","22","harappa_heavy_034_branch;tablet_branch;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","rectangular","fragment","N","Poor","-","??","1","034_without_adjacent_700","H2000-4389Figure 37.03 | Period 3B/C | 3 | B/C | -0.0 m","]000-034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","946.1","H-1886","H","P3_other_034_source_coverage","22","harappa_heavy_034_branch;tablet_branch;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","rectangular","fragment","?","Poor","-","UC","1","034_without_adjacent_700","H98-3514Figure 24.12 | Period 3C | 3 | C | - -","]034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","803.1","H-1911","H","P3_other_034_source_coverage","22","harappa_heavy_034_branch;tablet_branch;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","-","fragment","?","Poor","-","UC","1","034_without_adjacent_700","H96-3150Figure 21.14 | Period 3B | 3 | B | - -","+034[","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","475.1","H-1948","H","P3_other_034_source_coverage","22","harappa_heavy_034_branch;tablet_branch;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","prism","fragment","?","Poor","-","UC","1","034_without_adjacent_700","H2001-5133Figure 47.08 | Period 3C | 3 | C | - -","]034[","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","648.1","H-2106","H","P3_other_034_source_coverage","22","harappa_heavy_034_branch;tablet_branch;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","chipped","?","Poor","-","UC","1","034_without_adjacent_700","H95-2437Figure 27.12 | Period 3B/C | 3 | B/C | - -","]034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","696.1","H-2138","H","P3_other_034_source_coverage","22","harappa_heavy_034_branch;tablet_branch;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","fragment","?","Poor","-","UC","1","034_without_adjacent_700","H95-2616Figure 22.06 | Period 3C | 3 | C | - -","]034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","641.1","H-2205","H","P3_other_034_source_coverage","22","harappa_heavy_034_branch;tablet_branch;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","prism","fragment","?","Poor","R/L","UC","1","034_without_adjacent_700","H95-2427Figure 25.05 | Period 3B/C | 3 | B/C | - -","]034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","3934.1","H-2282","H","P3_other_034_source_coverage","21","harappa_heavy_034_branch;complete_direction_clean_no_000;has_source_or_context_hook;fragment_or_uncertain_completeness;good_condition","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","POT:T:g","Clay","-","fragment","Y","Good","R/L","NU","3","034_without_adjacent_700","H98-8314-0111 | 3/4 | - -","+034-032-032+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","3935.1","H-2283","H","P3_other_034_source_coverage","21","harappa_heavy_034_branch;complete_direction_clean_no_000;has_source_or_context_hook;fragment_or_uncertain_completeness;good_condition","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","POT:T:g","Clay","-","fragment","Y","Good","R/L","NU","2","034_without_adjacent_700","H96-3189 | Period 3 | 3 | - -","+034-999-034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","4134.1","H-1496","H","P3_other_034_source_coverage","18","harappa_heavy_034_branch;complete_direction_clean_no_000;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","POT:T:g","Clay","-","fragment","Y","Poor","NR","NU","1","034_without_adjacent_700","-441 | - -","+034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","990.1","H-2286","H","P3_other_034_source_coverage","18","harappa_heavy_034_branch;complete_direction_clean_no_000;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","POT:T:g","Clay","-","fragment","Y","Poor","NR","NU","1","034_without_adjacent_700","H98-8440-194Figure 34.03 | Period 3 | 3 | - -","+034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","17.1","Ai-7","other","P3_other_034_source_coverage","16","complete_direction_clean_no_000;has_source_or_context_hook;good_condition","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Amri","POT:T:g","Clay","-","complete","Y","Good","L/R","PN","2","034_without_adjacent_700","AI-23(10b) | - -","+390-034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","213.1","H-1369","H","P3_other_034_source_coverage","10","harappa_heavy_034_branch;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","POT:T:g","-","-","fragment","N","Poor","-","??","2","034_without_adjacent_700","10288CIV:061 | - -","+034-000-033+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","200.1","H-1400","H","P3_other_034_source_coverage","10","harappa_heavy_034_branch;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","POT:T:g","Clay","-","fragment","?","Poor","R/L","UC","4","034_without_adjacent_700","G277756 | - -","+031-034-060-692[","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","172.1","H-1460","H","P3_other_034_source_coverage","10","harappa_heavy_034_branch;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","POT:T:g","Clay","-","fragment","N","Poor","-","??","1","034_without_adjacent_700","9615790 | - -","]034-000+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","4133.1","H-1493","H","P3_other_034_source_coverage","10","harappa_heavy_034_branch;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","POT:T:g","Clay","-","fragment","?","Poor","-","UC","1","034_without_adjacent_700","H283413 | - -","]034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","994.1","H-1547","H","P3_other_034_source_coverage","10","harappa_heavy_034_branch;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","POT:T:g","Clay","-","fragment","Y","Poor","-","NU","2","034_without_adjacent_700","H98-8453-10Figure 26.07 | Period 2 | 2 | - -","+034-698+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","1030.1","H-1739","H","P3_other_034_source_coverage","10","harappa_heavy_034_branch;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","POT:T:s","Clay","rectangular","fragment","?","Poor","R/L","UC","3","034_without_adjacent_700","H99-4210Figure 35.08 | Period 3C | 3 | C | - -","]034-002-817[","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","708.1","H-2268","H","P3_other_034_source_coverage","10","harappa_heavy_034_branch;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","POT:T:g","Clay","-","fragment","N","Poor","R/L","??","3","034_without_adjacent_700","H95-3045 | Period 3 | 3 | - -","+740-495-000-034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","818.1","H-2285","H","P3_other_034_source_coverage","10","harappa_heavy_034_branch;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","POT:T:g","Clay","-","fragment","?","Poor","-","UC","2","034_without_adjacent_700","H96-3220Figure 31.14 | Period 3B | 3 | B | - -","]034-031[","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","728.2","-","-","P3_other_034_source_coverage","8","harappa_heavy_034_branch;complete_direction_clean_no_000;has_source_or_context_hook;missing_cisi_object_id","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","POT:T:g","Clay","-","complete","Y","Poor","NR","NU","1","034_without_adjacent_700","H95-6640-501Figure 44.02 | - -","+034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","1059.1","-","-","P3_other_034_source_coverage","8","harappa_heavy_034_branch;complete_direction_clean_no_000;has_source_or_context_hook;missing_cisi_object_id","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","MISC","Stone","-","complete","Y","Poor","SYM","NU","2","034_without_adjacent_700","Stratum IV | - -","+033-034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","5299.1","K-174","K","P3_other_034_source_coverage","3","complete_direction_clean_no_000;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Kalibangan","POT:T:g","Clay","-","fragment","Y","Poor","SYM","NU","2","034_without_adjacent_700","KLB2 21565 | Period 3C | 2 | Late | - -","+034-999-034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","5308.1","K-183","K","P3_other_034_source_coverage","3","complete_direction_clean_no_000;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Kalibangan","POT:T:g","Clay","-","fragment","Y","Poor","SYM","NU","3","034_without_adjacent_700","KLB2 10995 | Period 3C | 2 | Late | - -","+034-033-033+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","5373.1","Ns-72","other","P3_other_034_source_coverage","3","complete_direction_clean_no_000;has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Nausharo","POT:T:g","Clay","-","fragment","Y","Poor","NR","NU","1","034_without_adjacent_700","3 | - -","+034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","334.1","-","-","P3_other_034_source_coverage","-2","harappa_heavy_034_branch;complete_direction_clean_no_000;has_source_or_context_hook;missing_cisi_object_id;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","POT:T:g","Clay","-","fragment","Y","Poor","NR","NU","1","034_without_adjacent_700","H99-8857-10Figure 67.04 | Period 3 | 3 | - -","+034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","609.1","-","-","P3_other_034_source_coverage","-2","harappa_heavy_034_branch;complete_direction_clean_no_000;has_source_or_context_hook;missing_cisi_object_id;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","POsT:T:g","Clay","-","fragment","Y","Poor","R/L","SC","2","034_without_adjacent_700","H94-4898-352Figure 41.01 | - -","+034-705+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","711.1","-","-","P3_other_034_source_coverage","-2","harappa_heavy_034_branch;complete_direction_clean_no_000;has_source_or_context_hook;missing_cisi_object_id;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","POT:T:g","Clay","-","fragment","Y","Poor","NR","NU","1","034_without_adjacent_700","H95-4416-246Figure 38.03 | - -","+034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","5293.1","K-168","K","P3_other_034_source_coverage","-5","has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Kalibangan","POT:T:g","Clay","-","fragment","?","Poor","-","UC","1","034_without_adjacent_700","KLB 21577 | Period 3 | 2 | surface -","]034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","5294.1","K-169","K","P3_other_034_source_coverage","-5","has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Kalibangan","POT:T:g","Clay","-","fragment","?","Fair","-","UC","1","034_without_adjacent_700","KLB1 21566 | Period 3C | 2 | Late | - -","+034[","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","5301.1","K-176","K","P3_other_034_source_coverage","-5","has_source_or_context_hook;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Kalibangan","POT:T:g","Clay","-","fragment","?","Fair","-","UC","2","034_without_adjacent_700","KLB2 21656 | Period 3C | 2 | Late | - -","]007-034[","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","540.1","-","-","P3_other_034_source_coverage","-10","harappa_heavy_034_branch;has_source_or_context_hook;missing_cisi_object_id;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","POT:T:g","Clay","-","fragment","N","Poor","-","??","1","034_without_adjacent_700","H93-3544Figure 15.i | Period 3 | 3 | - -","+034-000+","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","979.1","-","-","P3_other_034_source_coverage","-10","harappa_heavy_034_branch;has_source_or_context_hook;missing_cisi_object_id;fragment_or_uncertain_completeness","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","POT:T:g","Clay","-","fragment","N","Poor","-","??","1","034_without_adjacent_700","H98-8381-02Figure 40.04 | Period 2 | 2 | - -","+000/034+","Use only after higher-priority 034 coverage targets are exhausted.","0"
