"id","cisi","site","region","area_section","material","shape","type","sides","condition","complete","dir","class","text_length","text","signs","length","position_0","position_1","at_start","at_end","prev","next","next2","prev2","frame","damaged_or_open"
"2420.1","M-1814","Mohenjo-daro","Lower Indus","DKE","Steatite","square","SEAL:S","1","Poor","Y","R/L","MT","4","+520-220-415-240+","520-220-415-240","4","1","2","False","False","520","415","240","<START>","520-220-415","False"
"2422.1","M-1954","Mohenjo-daro","Lower Indus","DKE","Steatite","rectangular","SEAL:R","1","Fair","Y","R/L","LP","12","+740-407-590-031-752-033-705-220-415-798-002-861+","740-407-590-031-752-033-705-220-415-798-002-861","12","7","8","False","False","705","415","798","033","705-220-415","False"
"2427.1","M-1768","Mohenjo-daro","Lower Indus","DKE","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","5","+740-798-220-060-820+","740-798-220-060-820","5","2","3","False","False","798","060","820","740","798-220-060","False"
"2430.1","M-1872","Mohenjo-daro","Lower Indus","DKE","Steatite","-","SEAL","1","Poor","?","R/L","UC","4+?","]904-220-032-002[","904-220-032-002","4","1","2","False","False","904","032","002","<START>","904-220-032","True"
"2432.1","M-2014","Mohenjo-daro","Lower Indus","HRA","Clay","spherical","TAB:B","2","Fair","Y","R/L","MT","4","+740-032-840-220+","740-032-840-220","4","3","4","False","True","840","<END>","<END>","032","840-220-<END>","False"
"2432.2","M-2014","Mohenjo-daro","Lower Indus","HRA","Clay","spherical","TAB:B","2","Fair","Y","R/L","MT","4","+527-550-798-220+","527-550-798-220","4","3","4","False","True","798","<END>","<END>","550","798-220-<END>","False"
"2441.1","M-1912","Mohenjo-daro","Lower Indus","HRA","Steatite","square","SEAL:S","1","Fair","Y","R/L","MT","3","+520-220-003+","520-220-003","3","1","2","False","False","520","003","<END>","<START>","520-220-003","False"
"2459.1","M-1882","Mohenjo-daro","Lower Indus","HRB","Steatite","square","SEAL:S","1","Poor","N","R/L","??","5+?","+740-927-220-235-000[","740-927-220-235-000","5","2","3","False","False","927","235","000","740","927-220-235","True"
"2475.1","M-1841","Mohenjo-daro","Lower Indus","HRB","Steatite","square","SEAL:S","1","Fair","Y","R/L","2L","8","+740-760-260/220-255-220-063-315+","740-760-260-220-255-220-063-315","8","3","4","False","False","260","255","220","760","260-220-255","False"
"2475.1","M-1841","Mohenjo-daro","Lower Indus","HRB","Steatite","square","SEAL:S","1","Fair","Y","R/L","2L","8","+740-760-260/220-255-220-063-315+","740-760-260-220-255-220-063-315","8","5","6","False","False","255","063","315","220","255-220-063","False"
"2480.1","M-1985","Mohenjo-daro","Lower Indus","HRB","Steatite","rectangular","SEAL:R","1","Fair","Y","R/L","LC","7","+100-904-717-220-415-806-742+","100-904-717-220-415-806-742","7","3","4","False","False","717","415","806","904","717-220-415","False"
"2485.1","M-1687","Mohenjo-daro","Lower Indus","HRA","Steatite","square","SEAL:S","1","Fair","Y","R/L","IT","4","+520-220-368-817+","520-220-368-817","4","1","2","False","False","520","368","817","<START>","520-220-368","False"
"2490.1","M-1667","Mohenjo-daro","Lower Indus","--","Steatite","square","SEAL:S","1","Poor","Y","R/L","LP","9","+740-690-435-255-220-032-002-717-820+","740-690-435-255-220-032-002-717-820","9","4","5","False","False","255","032","002","435","255-220-032","False"
"2501.1","M-1812","Mohenjo-daro","Lower Indus","SD-","Steatite","square","SEAL:S","1","Poor","N","R/L","??","4","+000-000-220-032+","000-000-220-032","4","2","3","False","False","000","032","<END>","000","000-220-032","False"
"2506.1","M-1716","Mohenjo-daro","Lower Indus","VS-","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","6","+520-220-240-803-002-820+","520-220-240-803-002-820","6","1","2","False","False","520","240","803","<START>","520-220-240","False"
"2507.1","M-1730","Mohenjo-daro","Lower Indus","VSA","Steatite","square","SEAL:S","1","Poor","Y","R/L","MT","6","+740-460-510-220-065-393+","740-460-510-220-065-393","6","3","4","False","False","510","065","393","460","510-220-065","False"
"2510.1","M-1884","Mohenjo-daro","Lower Indus","DKA","Steatite","square","SEAL:S","1","Poor","N","R/L","??","6","+520-220-016-002-416-000+","520-220-016-002-416-000","6","1","2","False","False","520","016","002","<START>","520-220-016","False"
"2513.1","M-1776","Mohenjo-daro","Lower Indus","VSA","Steatite","square","SEAL:S","1","Poor","Y","R/L","SP","5","+520-220-803-741-262+","520-220-803-741-262","5","1","2","False","False","520","803","741","<START>","520-220-803","False"
"2516.1","M-1672","Mohenjo-daro","Lower Indus","VSA","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","6","+520-220-003-741-060-920+","520-220-003-741-060-920","6","1","2","False","False","520","003","741","<START>","520-220-003","False"
"2518.1","M-2019","Mohenjo-daro","Lower Indus","VSA","Clay","-","TAB:B","1","Poor","N","-","??","3","+000-000-220+","000-000-220","3","2","3","False","True","000","<END>","<END>","000","000-220-<END>","False"
"2550.1","M-22","Mohenjo-daro","Lower Indus","HRB","Steatite","square","SEAL:S","1","Poor","N","R/L","??","7+?","+740-904-176-220-032-798-000[","740-904-176-220-032-798-000","7","3","4","False","False","176","032","798","904","176-220-032","True"
"2551.1","M-23","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","2L","13","+842-871-192-368/740-482-060-692-520-220-235-001-920+","842-871-192-368-740-482-060-692-520-220-235-001-920","13","9","10","False","False","520","235","001","692","520-220-235","False"
"2557.1","M-29","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","9","+740-055-240-235-806-002-220-455-503+","740-055-240-235-806-002-220-455-503","9","6","7","False","False","002","455","503","806","002-220-455","False"
"2564.1","M-36","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","9","+740-794-630-220-032-002-368-906-329+","740-794-630-220-032-002-368-906-329","9","3","4","False","False","630","032","002","794","630-220-032","False"
"2565.1","M-37","Mohenjo-daro","Lower Indus","DKB","Steatite","square","SEAL:S","1","Fine","Y","R/L","MT","3","+520-220-415+","520-220-415","3","1","2","False","False","520","415","<END>","<START>","520-220-415","False"
"2566.1","M-38","Mohenjo-daro","Lower Indus","DKB","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","13","+740-690-435-255-220-032-240-235-002-390-125-632-032+","740-690-435-255-220-032-240-235-002-390-125-632-032","13","4","5","False","False","255","032","240","435","255-220-032","False"
"2574.1","M-46","Mohenjo-daro","Lower Indus","DK-","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","8","+740-798-240-235-002-220-065-215+","740-798-240-235-002-220-065-215","8","5","6","False","False","002","065","215","235","002-220-065","False"
"2577.1","M-49","Mohenjo-daro","Lower Indus","VS-","Steatite","square","SEAL:S","1","Poor","Y","R/L","LP","10","+527-550-240-220-032-002-300-350-032-190+","527-550-240-220-032-002-300-350-032-190","10","3","4","False","False","240","032","002","550","240-220-032","False"
"2580.1","M-52","Mohenjo-daro","Lower Indus","DKD","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","10","+740-904-032-220-415-235-803-002-504-717+","740-904-032-220-415-235-803-002-504-717","10","3","4","False","False","032","415","235","904","032-220-415","False"
"2581.1","M-53","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","9","+090-740-220-016-002-297-190-920-140+","090-740-220-016-002-297-190-920-140","9","2","3","False","False","740","016","002","090","740-220-016","False"
"2589.1","M-61","Mohenjo-daro","Lower Indus","DK-","Steatite","square","SEAL:S","1","Poor","N","R/L","??","7","+740-000-231-220-455-615-689+","740-000-231-220-455-615-689","7","3","4","False","False","231","455","615","000","231-220-455","False"
"2592.1","M-64","Mohenjo-daro","Lower Indus","DKG","Steatite","square","SEAL:S","1","Fair","Y","R/L","IT","6","+520-033-706-060-220-004+","520-033-706-060-220-004","6","4","5","False","False","060","004","<END>","706","060-220-004","False"
"2593.1","M-65","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","MS","6","+520-220-031-001-706-575+","520-220-031-001-706-575","6","1","2","False","False","520","031","001","<START>","520-220-031","False"
"2603.1","M-75","Mohenjo-daro","Lower Indus","VSA","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","5","+520-220-004-002-817+","520-220-004-002-817","5","1","2","False","False","520","004","002","<START>","520-220-004","False"
"2618.1","M-91","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","9","+740-100-798-220-032-002-861-255-416+","740-100-798-220-032-002-861-255-416","9","3","4","False","False","798","032","002","100","798-220-032","False"
"2621.1","M-94","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","MT","5","+740-390-590-220-003+","740-390-590-220-003","5","3","4","False","False","590","003","<END>","390","590-220-003","False"
"2631.1","M-104","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","5","+090-740-220-235-853+","090-740-220-235-853","5","2","3","False","False","740","235","853","090","740-220-235","False"
"2635.1","M-108","Mohenjo-daro","Lower Indus","HRB","Steatite","square","SEAL:S","1","Good","Y","R/L","LC","7","+413-820-220-065-798-550-820+","413-820-220-065-798-550-820","7","2","3","False","False","820","065","798","413","820-220-065","False"
"2636.1","M-109","Mohenjo-daro","Lower Indus","HRB","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","7","+740-879-220-415-002-287-140+","740-879-220-415-002-287-140","7","2","3","False","False","879","415","002","740","879-220-415","False"
"2639.1","M-112","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","8","+740-760-220-016-382-741-572-684+","740-760-220-016-382-741-572-684","8","2","3","False","False","760","016","382","740","760-220-016","False"
"2644.1","M-117","Mohenjo-daro","Lower Indus","SD-","Steatite","square","SEAL:S","1","Fair","Y","R/L","LP","8","+520-033-705-220-803-055-002-820+","520-033-705-220-803-055-002-820","8","3","4","False","False","705","803","055","033","705-220-803","False"
"2651.1","M-124","Mohenjo-daro","Lower Indus","HR-","Clay","square","SEAL:S","1","Fair","Y","R/L","MT","4","+740-923-220-032+","740-923-220-032","4","2","3","False","False","923","032","<END>","740","923-220-032","False"
"2654.1","M-127","Mohenjo-daro","Lower Indus","VSA","Steatite","square","SEAL:S","1","Poor","Y","R/L","IT","5","+565-740-220-741-176+","565-740-220-741-176","5","2","3","False","False","740","741","176","565","740-220-741","False"
"2657.1","M-130","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","6","+740-094-220-032-002-144+","740-094-220-032-002-144","6","2","3","False","False","094","032","002","740","094-220-032","False"
"2660.1","M-133","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","8","+527-550-240-220-255-812-906-388+","527-550-240-220-255-812-906-388","8","3","4","False","False","240","255","812","550","240-220-255","False"
"2663.1","M-136","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","7","+090-740-220-016-031-908-545+","090-740-220-016-031-908-545","7","2","3","False","False","740","016","031","090","740-220-016","False"
"2667.1","M-140","Mohenjo-daro","Lower Indus","DKG. (S)","Faience","square","SEAL:S","1","Good","Y","R/L","IT","7","+740-336-002-220-065-440-455+","740-336-002-220-065-440-455","7","3","4","False","False","002","065","440","336","002-220-065","False"
"2674.1","M-147","Mohenjo-daro","Lower Indus","DKB","Steatite","square","SEAL:S","1","Good","Y","R/L","LC","6","+226-803-002-220-455-520+","226-803-002-220-455-520","6","3","4","False","False","002","455","520","803","002-220-455","False"
"2678.1","M-151","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","SC","3","+220-065-864+","220-065-864","3","0","1","True","False","<START>","065","864","<START>","<START>-220-065","False"
"2681.1","M-154","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","2L","7","+520-220-621-415-002-257-898+","520-220-621-415-002-257-898","7","1","2","False","False","520","621","415","<START>","520-220-621","False"
"2689.1","M-163","Mohenjo-daro","Lower Indus","HRB","Steatite","square","SEAL:S","1","Poor","Y","R/L","SP","5","+520-220-415-060-820+","520-220-415-060-820","5","1","2","False","False","520","415","060","<START>","520-220-415","False"
"2697.1","M-172","Mohenjo-daro","Lower Indus","--","Steatite","square","SEAL:S","1","Fair","Y","R/L","MS","6","+405-018-001-220-786-850+","405-018-001-220-786-850","6","3","4","False","False","001","786","850","018","001-220-786","False"
"2699.1","M-174","Mohenjo-daro","Lower Indus","HRB","Steatite","square","SEAL:S","1","Poor","Y","R/L","SP","6","+740-923-220-032-002-820+","740-923-220-032-002-820","6","2","3","False","False","923","032","002","740","923-220-032","False"
"2710.1","M-185","Mohenjo-daro","Lower Indus","DK-","Steatite","square","SEAL:S","1","Poor","Y","R/L","MT","2","+520-220+","520-220","2","1","2","False","True","520","<END>","<END>","<START>","520-220-<END>","False"
"2728.1","M-203","Mohenjo-daro","Lower Indus","DKC","Steatite","square","SEAL:S","1","Fair","Y","R/L","IT","6","+740-390-590-741-081-220+","740-390-590-741-081-220","6","5","6","False","True","081","<END>","<END>","741","081-220-<END>","False"
"2735.1","M-211","Mohenjo-daro","Lower Indus","HR-","Steatite","square","SEAL:S","1","Fair","Y","R/L","LP","7","+090-740-100-220-002-031-165+","090-740-100-220-002-031-165","7","3","4","False","False","100","002","031","740","100-220-002","False"
"2742.1","M-218","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","square","SEAL:S","1","Good","Y","R/L","SC","3","+400-220-428+","400-220-428","3","1","2","False","False","400","428","<END>","<START>","400-220-428","False"
"2745.1","M-221","Mohenjo-daro","Lower Indus","--","-","square","SEAL:S","1","Poor","Y","R/L","LP","7","+740-760-335-220-032-002-820+","740-760-335-220-032-002-820","7","3","4","False","False","335","032","002","760","335-220-032","False"
"2757.1","M-234","Mohenjo-daro","Lower Indus","DKC","Steatite","square","SEAL:S","1","Fair","Y","R/L","2L","13","+842-535-099-004/740-482-060-692-520-220-235-001-920+","842-535-099-004-740-482-060-692-520-220-235-001-920","13","9","10","False","False","520","235","001","692","520-220-235","False"
"2760.1","M-237","Mohenjo-daro","Lower Indus","DK-","Steatite","square","SEAL:S","1","Poor","N","R/L","??","6+?","+565-740-626-220-016-000[","565-740-626-220-016-000","6","3","4","False","False","626","016","000","740","626-220-016","True"
"2763.1","M-240","Mohenjo-daro","Lower Indus","HRB","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","7","+520-240-220-032-002-861-603+","520-240-220-032-002-861-603","7","2","3","False","False","240","032","002","520","240-220-032","False"
"2772.1","M-249","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","MT","6","+140-165-740-176-220-803+","140-165-740-176-220-803","6","4","5","False","False","176","803","<END>","740","176-220-803","False"
"2779.1","M-256","Mohenjo-daro","Lower Indus","--","Steatite","square","SEAL:S","1","Poor","Y","R/L","PA","5","+930/804-220-060-550+","930-804-220-060-550","5","2","3","False","False","804","060","550","930","804-220-060","False"
"2783.1","M-260","Mohenjo-daro","Lower Indus","DKG. (S)","Faience","square","SEAL:S","1","Good","Y","R/L","SP","6","+090-740-220-014-002-820+","090-740-220-014-002-820","6","2","3","False","False","740","014","002","090","740-220-014","False"
"2798.1","M-277","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Poor","N","R/L","??","5","+740-803-220-368-000+","740-803-220-368-000","5","2","3","False","False","803","368","000","740","803-220-368","False"
"2800.1","M-279","Mohenjo-daro","Lower Indus","DK-","Steatite","square","SEAL:S","1","Poor","N","R/L","??","6","+520-220-415-002-700-000+","520-220-415-002-700-000","6","1","2","False","False","520","415","002","<START>","520-220-415","False"
"2814.1","M-294","Mohenjo-daro","Lower Indus","HRB","Steatite","square","SEAL:S","1","Poor","Y","R/L","MT","3","+740-220-003+","740-220-003","3","1","2","False","False","740","003","<END>","<START>","740-220-003","False"
"2816.1","M-296","Mohenjo-daro","Lower Indus","DKB","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","5","+621-520-220-060-880+","621-520-220-060-880","5","2","3","False","False","520","060","880","621","520-220-060","False"
"2823.1","M-304","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","7","+090-740-220-742-534-550-090+","090-740-220-742-534-550-090","7","2","3","False","False","740","742","534","090","740-220-742","False"
"2824.1","M-305","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Poor","N","-","??","5+?","]000-220-241-002-000[","000-220-241-002-000","5","1","2","False","False","000","241","002","<START>","000-220-241","True"
"2827.1","M-308","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","5","+520-220-002-727-317+","520-220-002-727-317","5","1","2","False","False","520","002","727","<START>","520-220-002","False"
"2837.1","M-319","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","MT","6","+740-812-033-240-220-032+","740-812-033-240-220-032","6","4","5","False","False","240","032","<END>","033","240-220-032","False"
"2841.1","M-323","Mohenjo-daro","Lower Indus","DKE","Steatite","square","SEAL:S","1","Poor","Y","R/L","MT","4","+520-220-415-235+","520-220-415-235","4","1","2","False","False","520","415","235","<START>","520-220-415","False"
"2855.1","M-359","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","cuboid-convex","SEAL:R","1","Fair","Y","R/L","LP","11","+740-405-590-220-235-803-002-388-385-705-632+","740-405-590-220-235-803-002-388-385-705-632","11","3","4","False","False","590","235","803","405","590-220-235","False"
"2861.1","M-365","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","cuboid-convex","SEAL:R","1","Good","Y","R/L","LP","8","+527-550-033-705-220-415-060-550+","527-550-033-705-220-415-060-550","8","4","5","False","False","705","415","060","033","705-220-415","False"
"2865.1","M-369","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","cuboid-convex","SEAL:R","1","Good","Y","R/L","LP","11","+740-690-435-255-240-220-415-806-742-060-920+","740-690-435-255-240-220-415-806-742-060-920","11","5","6","False","False","240","415","806","255","240-220-415","False"
"2871.1","M-375","Mohenjo-daro","Lower Indus","HR-","Steatite","cuboid-convex","SEAL:R","1","Good","Y","R/L","LP","7","+740-100-233-220-032-002-820+","740-100-233-220-032-002-820","7","3","4","False","False","233","032","002","100","233-220-032","False"
"2877.1","M-381","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","cuboid-convex","SEAL:R","1","Good","Y","R/L","LP","7","+740-055-220-032-798-002-820+","740-055-220-032-798-002-820","7","2","3","False","False","055","032","798","740","055-220-032","False"
"2888.1","M-392","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","cuboid-convex","SEAL:R","1","Good","Y","R/L","MT","6","+740-405-590-220-032-806+","740-405-590-220-032-806","6","3","4","False","False","590","032","806","405","590-220-032","False"
"2891.1","M-395","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","cuboid-convex","SEAL:R","1","Good","Y","R/L","MT","4","+520-220-415-798+","520-220-415-798","4","1","2","False","False","520","415","798","<START>","520-220-415","False"
"2902.1","M-406","Mohenjo-daro","Lower Indus","--","Steatite","cuboid-convex","SEAL:R","1","Poor","N","R/L","??","4+?","]000-220-415-832[","000-220-415-832","4","1","2","False","False","000","415","832","<START>","000-220-415","True"
"2906.1","M-410","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","cuboid","SEAL:R","1","Good","Y","NR","ZN","1","+220+","220","1","0","1","True","True","<START>","<END>","<END>","<START>","<START>-220-<END>","False"
"2908.1","M-412","Mohenjo-daro","Lower Indus","DKC","Steatite","cuboid","SEAL:R","1","Poor","Y","R/L","SC","5","+031-625-140-220-415+","031-625-140-220-415","5","3","4","False","False","140","415","<END>","625","140-220-415","False"
"2910.1","M-414","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","cuboid-convex","SEAL:R","1","Good","Y","-","SC","3","+220-786-255+","220-786-255","3","0","1","True","False","<START>","786","255","<START>","<START>-220-786","False"
"2928.2","M-434","Mohenjo-daro","Lower Indus","--","-","circular","MDLN","2","Poor","N","R/L","??","4","+400-000-000-220+","400-000-000-220","4","3","4","False","True","000","<END>","<END>","000","000-220-<END>","False"
"2938.1","M-453","Mohenjo-daro","Lower Indus","DKG. (S)","Faience","rectangular","TAB:B","1","Fair","Y","R/L","SP","6","+740-032-840-220-002-861+","740-032-840-220-002-861","6","3","4","False","False","840","002","861","032","840-220-002","False"
"2953.1","M-468","Mohenjo-daro","Lower Indus","--","-","rectangular","TAB:B","1","Fair","Y","R/L","MT","5","+400-740-220-415-798+","400-740-220-415-798","5","2","3","False","False","740","415","798","400","740-220-415","False"
"2954.1","M-469","Mohenjo-daro","Lower Indus","DKG. (S)","Faience","rectangular","TAB:B","1","Fair","Y","R/L","MT","5","+400-740-220-415-798+","400-740-220-415-798","5","2","3","False","False","740","415","798","400","740-220-415","False"
"2958.1","M-473","Mohenjo-daro","Lower Indus","DKG. (S)","Faience","rectangular","TAB:B","1","Poor","Y","R/L","MT","3","+740-100-220+","740-100-220","3","2","3","False","True","100","<END>","<END>","740","100-220-<END>","False"
"2983.1","M-507","Mohenjo-daro","Lower Indus","DK-","Copper","square","TAB:C","1","Fair","Y","R/L","MT","4","+407-845-220-415+","407-845-220-415","4","2","3","False","False","845","415","<END>","407","845-220-415","False"
"2984.1","M-508","Mohenjo-daro","Lower Indus","DK-","Copper","square","TAB:C","1","Poor","Y","R/L","MT","4","+407-845-220-415+","407-845-220-415","4","2","3","False","False","845","415","<END>","407","845-220-415","False"
"2987.2","M-511","Mohenjo-daro","Lower Indus","DKG. (S)","Copper","square","TAB:C","2","Good","Y","R/L","MT","4","+740-176-220-032+","740-176-220-032","4","2","3","False","False","176","032","<END>","740","176-220-032","False"
"2988.2","M-512","Mohenjo-daro","Lower Indus","DKG. (S)","Copper","square","TAB:C","2","Good","Y","R/L","MT","4","+740-176-220-032+","740-176-220-032","4","2","3","False","False","176","032","<END>","740","176-220-032","False"
"3041.1","M-571","Mohenjo-daro","Lower Indus","DKG. (S)","Copper","rectangular","TAB:C","1","Good","Y","R/L","MT","4","+740-773-220-032+","740-773-220-032","4","2","3","False","False","773","032","<END>","740","773-220-032","False"
"3061.2","M-599","Mohenjo-daro","Lower Indus","DK-","Copper","rectangular","TAB:C","2","Good","Y","L/R","MT","7","+408-032-520-095-585-017-220+","408-032-520-095-585-017-220","7","6","7","False","True","017","<END>","<END>","585","017-220-<END>","False"
"3066.2","M-605","Mohenjo-daro","Lower Indus","DKG. (S)","Copper","rectangular","TAB:C","2","Fair","Y","R/L","MT","5","+740-405-590-220-003+","740-405-590-220-003","5","3","4","False","False","590","003","<END>","405","590-220-003","False"
"3069.1","M-608","Mohenjo-daro","Lower Indus","DK-","Copper","rectangular","TAB:C","1","Poor","N","R/L","??","3","+740-220-000+","740-220-000","3","1","2","False","False","740","000","<END>","<START>","740-220-000","False"
"3073.1","M-621","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Fair","?","R/L","UC","6+?","]033-706-233-220-001-820+","033-706-233-220-001-820","6","3","4","False","False","233","001","820","706","233-220-001","True"
"3074.1","M-623","Mohenjo-daro","Lower Indus","--","-","square","SEAL:S","1","Poor","Y","R/L","LP","11","+740-760-175-176-220-415-798-002-299-530-820+","740-760-175-176-220-415-798-002-299-530-820","11","4","5","False","False","176","415","798","175","176-220-415","False"
"3078.1","M-627","Mohenjo-daro","Lower Indus","HRA","Steatite","square","SEAL:S","1","Poor","Y","R/L","LC","6","+617-243-741-615-440-220+","617-243-741-615-440-220","6","5","6","False","True","440","<END>","<END>","615","440-220-<END>","False"
"3081.1","M-631","Mohenjo-daro","Lower Indus","HRA","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","8","+520-033-706-240-220-032-368-263+","520-033-706-240-220-032-368-263","8","4","5","False","False","240","032","368","706","240-220-032","False"
"3082.1","M-632","Mohenjo-daro","Lower Indus","HRB","Steatite","square","SEAL:S","1","Poor","N","R/L","??","7+?","]000-220-415-798-746-442-556+","000-220-415-798-746-442-556","7","1","2","False","False","000","415","798","<START>","000-220-415","True"
"3084.1","M-634","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Poor","Y","R/L","LC","10","+679-740-220-415-001-820-812-820-140-820+","679-740-220-415-001-820-812-820-140-820","10","2","3","False","False","740","415","001","679","740-220-415","False"
"3085.1","M-636","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Poor","N","R/L","??","8","+527-555-235-220-032-002-000-216+","527-555-235-220-032-002-000-216","8","3","4","False","False","235","032","002","555","235-220-032","False"
"3092.1","M-648","Mohenjo-daro","Lower Indus","DKB","-","square","SEAL:S","1","Fair","Y","R/L","LP","7","+090-740-100-220-032-741-361+","090-740-100-220-032-741-361","7","3","4","False","False","100","032","741","740","100-220-032","False"
"3094.1","M-650","Mohenjo-daro","Lower Indus","HRB","Steatite","square","SEAL:S","1","Fair","Y","R/L","SP","6","+520-220-415-519-002-817+","520-220-415-519-002-817","6","1","2","False","False","520","415","519","<START>","520-220-415","False"
"3095.1","M-651","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Fair","Y","R/L","SP","6","+740-717-220-240-002-820+","740-717-220-240-002-820","6","2","3","False","False","717","240","002","740","717-220-240","False"
"3097.1","M-655","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","square","SEAL:S","1","Fair","Y","R/L","LP","7","+740-717-233-002-220-880-689+","740-717-233-002-220-880-689","7","4","5","False","False","002","880","689","233","002-220-880","False"
"3100.1","M-661","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","square","SEAL:S","1","Fair","Y","R/L","SP","6","+740-798-220-415-741-072+","740-798-220-415-741-072","6","2","3","False","False","798","415","741","740","798-220-415","False"
"3113.1","M-674","Mohenjo-daro","Lower Indus","DKD","Steatite","square","SEAL:S","1","Fair","Y","R/L","MT","5","+520-033-706-220-415+","520-033-706-220-415","5","3","4","False","False","706","415","<END>","033","706-220-415","False"
"3118.1","-","Unknown","Other","--","-","square","SEAL:S","1","Good","Y","R/L","LP","7","+520-070-255-832-220-003-853+","520-070-255-832-220-003-853","7","4","5","False","False","832","003","853","255","832-220-003","False"
"3140.1","M-715","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Poor","N","R/L","??","6+?","+520-220-016-741-556-000[","520-220-016-741-556-000","6","1","2","False","False","520","016","741","<START>","520-220-016","True"
"3144.1","M-720","Mohenjo-daro","Lower Indus","HR-","Steatite","square","SEAL:S","1","Poor","N","R/L","??","7","+000-740-923-220-032-002-817+","000-740-923-220-032-002-817","7","3","4","False","False","923","032","002","740","923-220-032","False"
"3146.1","M-722","Mohenjo-daro","Lower Indus","DKC","Steatite","square","SEAL:S","1","Poor","Y","R/L","LP","7","+740-585-240-220-032-002-817+","740-585-240-220-032-002-817","7","3","4","False","False","240","032","002","585","240-220-032","False"
"3147.1","M-723","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","square","SEAL:S","1","Fair","Y","R/L","LP","8","+740-460-510-235-220-032-002-861+","740-460-510-235-220-032-002-861","8","4","5","False","False","235","032","002","510","235-220-032","False"
"3149.1","M-725","Mohenjo-daro","Lower Indus","--","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","7","+090-740-220-003-741-252-530+","090-740-220-003-741-252-530","7","2","3","False","False","740","003","741","090","740-220-003","False"
