"source_row_id","cisi","cisi_prefix","is_h2218_h2239","region","site","period","phase","material","shape","preservation","type","sides","direction","class","sign_count","horizontal_mm","vertical_mm","thickness_mm","text","tokens","target_signs_present","adjacent_target_patterns","exact_text_class","same_cisi_texts","has_companion_861_003","has_companion_156_003","has_companion_154_003","has_companion_400_740_176","accepted_decipherment_claim"
"1564.1","H-649","H","0","Inter-Riverine","Harappa","-","Stratum II","Steatite","cuboid-convex","complete","SEAL:R","1","R/L","LP","8","33.9","14","0","+520-033-705-233-240-806-002-820+","520 033 705 233 240 806 002 820","033","","non_exact_or_longer","+520-033-705-233-240-806-002-820+","0","0","0","0","0"
"1575.1","H-660","H","0","Inter-Riverine","Harappa","-","-","-","cuboid-convex","complete","SEAL:R","1","R/L","MT","6","29","13","0","+520-095-033-706-240-798+","520 095 033 706 240 798","033","","non_exact_or_longer","+520-095-033-706-240-798+","0","0","0","0","0"
"1585.1","H-670","H","0","Inter-Riverine","Harappa","-","Stratum II","Steatite","cuboid-convex","complete","SEAL:R","1","R/L","SS","3","15.2","10.2","0","+154-806-468+","154 806 468","154","","non_exact_or_longer","+154-806-468+","0","0","0","0","0"
"1588.1","H-681","H","0","Inter-Riverine","Harappa","-","-","-","cuboid-convex","complete","SEAL:R","1","R/L","SS","3","0","15","0 - 9","+154-806-468+","154 806 468","154","","non_exact_or_longer","+154-806-468+","0","0","0","0","0"
"1607.2","H-702","H","0","Inter-Riverine","Harappa","-","Stratum IV","Faience","rectangular","complete","TAB:B","2","R/L","VN","2","16.5","8.9","0","+700-033+","700 033","033","700_033","+700-033+","+137-002-820+;+700-033+","0","0","0","0","0"
"1608.2","H-703","H","0","Inter-Riverine","Harappa","-","Stratum III","Faience","rectangular","fragment","TAB:B","2","R/L","VN","2","0","10.2","0","+700-033+","700 033","033","700_033","+700-033+","+700-033+;]435-255-055+","0","0","0","0","0"
"1609.2","H-704","H","0","Inter-Riverine","Harappa","-","Stratum III","Faience","cylindrical","fragment","TAB:B","3","-","??","1","12.7","0","0","]000-000-034[","000 000 034","034","","non_exact_or_longer","+000-700+;]000-000-034[;]000-833+","0","0","0","0","0"
"1611.1","H-706","H","0","Inter-Riverine","Harappa","-","Stratum III","Faience","rectangular","complete","TAB:B","1","R/L","VX","5","21.6","7.6","0","+700-033-137-002-820+","700 033 137 002 820","033","700_033","non_exact_or_longer","+700-033-137-002-820+","0","0","0","0","0"
"1617.2","H-713","H","0","Inter-Riverine","Harappa","-","-","-","rectangular","fragment","TAB:B","2","R/L","UC","2","0","0","0","+156-388[","156 388","156","","non_exact_or_longer","+156-388[;]240-000+","0","0","0","0","0"
"1633.2","H-734","H","0","Inter-Riverine","Harappa","-","-","-","cylindrical","complete","TAB:B","2","R/L","VN","2","21","0","0","+700-033+","700 033","033","700_033","+700-033+","+700-033+;+740-390-590-240+","0","0","0","0","0"
"1634.2","H-735","H","0","Inter-Riverine","Harappa","-","-","-","cylindrical","chipped","TAB:B","2","-","VN","2","17","0","0","+700-033+","700 033","033","700_033","+700-033+","+000-003-741-060-920+;+700-033+","0","0","0","0","0"
"1653.1","H-761","H","0","Inter-Riverine","Harappa","-","-","-","rectangular","complete","TAB:B","2","R/L","SS","4","26.5","17","0","+400-156-435-255+","400 156 435 255","156","","non_exact_or_longer","+400-154-440-220+;+400-156-435-255+","0","0","0","0","0"
"1653.2","H-761","H","0","Inter-Riverine","Harappa","-","-","-","rectangular","complete","TAB:B","2","R/L","MT","4","26.5","17","0","+400-154-440-220+","400 154 440 220","154","","non_exact_or_longer","+400-154-440-220+;+400-156-435-255+","0","0","0","0","0"
"1659.2","H-767","H","0","Inter-Riverine","Harappa","-","Stratum IV","Clay","plano-convex","complete","TAB:B","2","R/L","VN","2","27.9","8.9","0","+700-033+","700 033","033","700_033","+700-033+","+400-740-220-415-798+;+700-033+","0","0","0","0","0"
"1660.1","H-768","H","0","Inter-Riverine","Harappa","-","Stratum II","Faience","rectangular","complete","TAB:B","2","R/L","??","6","21.6","10.2","0","+400-740-033-705-233-235-000+","400 740 033 705 233 235 000","033","","non_exact_or_longer","+400-740-033-705-233-235-000+;+700-032+","0","0","0","0","0"
"1662.2","H-770","H","0","Inter-Riverine","Harappa","-","Stratum VI","Faience","rectangular","complete","TAB:B","2","R/L","VN","2","19.1","10.2","0","+700-033+","700 033","033","700_033","+700-033+","+151-840-416+;+700-033+","0","0","0","0","0"
"1663.2","H-771","H","0","Inter-Riverine","Harappa","-","Stratum VI","Faience","rectangular","complete","TAB:B","2","R/L","VN","2","16.5","8.9","0","+700-034+","700 034","034","700_034","+700-034+","+032-257-840+;+700-034+","0","0","0","0","0"
"1664.1","H-772","H","0","Inter-Riverine","Harappa","-","-","Faience","-","fragment","TAB:B","1","-","??","3","0","10.2","0","+000-700-033-711[","000 700 033 711","033","700_033","non_exact_or_longer","+000-700-033-711[","0","0","0","0","0"
"1665.2","H-773","H","0","Inter-Riverine","Harappa","-","-","Faience","plano-convex","complete","TAB:B","2","R/L","SC","5","20.3","8.9","0","+700-033-711-335-575-413+","700 033 711 335 575 413","033","700_033","non_exact_or_longer","+700-033-711-335-575-413+;+740-798-803-002-390-530-741+","0","0","0","0","0"
"1666.1","H-774","H","0","Inter-Riverine","Harappa","-","Stratum II","Faience","rectangular","complete","TAB:B","2","R/L","MT","6","19.1","8.9","0","+400-525-550-033-705-240+","400 525 550 033 705 240","033","","non_exact_or_longer","+400-525-550-033-705-240+;+700-033-711-335-575-413+","0","0","0","0","0"
"1666.2","H-774","H","0","Inter-Riverine","Harappa","-","Stratum II","Faience","rectangular","complete","TAB:B","2","R/L","LC","6","19.1","8.9","0","+700-033-711-335-575-413+","700 033 711 335 575 413","033","700_033","non_exact_or_longer","+400-525-550-033-705-240+;+700-033-711-335-575-413+","0","0","0","0","0"
"1667.2","H-776","H","0","Inter-Riverine","Harappa","-","Stratum III","Faience","rectangular","complete","TAB:B","2","R/L","NV","2","20.3","9.4","0","+033-700+","033 700","033","033_700","+033-700+","+033-700+;+740-803-741-031-032-716+","0","0","0","0","0"
"1671.2","H-780","H","0","Inter-Riverine","Harappa","-","Stratum VI","Faience","rectangular","complete","TAB:B","2","R/L","VN","2","16.5","10.2","0","+700-034+","700 034","034","700_034","+700-034+","+700-034+;+740-400-142-061+","0","0","0","0","0"
"1672.1","H-781","H","0","Inter-Riverine","Harappa","-","-","-","rectangular","complete","TAB:B","2","R/L","NV","2","17","9.5","0","+033-700+","033 700","033","033_700","+033-700+","+033-700+;+740-904-240+","0","0","0","0","0"
"1674.2","H-783","H","0","Inter-Riverine","Harappa","-","Stratum IV","Clay","cylindrical","complete","TAB:B","2","R/L","VN","2","20.3","8.9","0","+700-033+","700 033","033","700_033","+700-033+","+400-740-690-000+;+700-033+","0","0","0","0","0"
"1676.1","H-785","H","0","Inter-Riverine","Harappa","-","Stratum III","Steatite","rectangular","complete","TAB:B","2","R/L","VN","2","15.2","7.1","0","+700-034+","700 034","034","700_034","+700-034+","+700-034+;+740-255-000+","0","0","0","0","0"
"1678.2","H-787","H","0","Inter-Riverine","Harappa","-","-","-","rectangular","complete","TAB:B","2","L/R","VX","5","14.5","8","0","+400-740-176-700-033+","400 740 176 700 033","033","700_033","non_exact_or_longer","+400-740-176-700-033+;+824-892-413+","0","0","0","0","0"
"1679.2","H-788","H","0","Inter-Riverine","Harappa","-","Stratum VI","Faience","rectangular","complete","TAB:B","2","R/L","VN","2","12.7","7.6","0","+700-034+","700 034","034","700_034","+700-034+","+700-034+;+740-255-000+","0","0","0","0","0"
"1680.2","H-789","H","0","Inter-Riverine","Harappa","-","Stratum VI","Faience","rectangular","complete","TAB:B","2","R/L","NV","2","16.5","8.9","0","+033-700+","033 700","033","033_700","+033-700+","+033-700+;+400-520-220-016+","0","0","0","0","0"
"1681.1","H-790","H","0","Inter-Riverine","Harappa","-","Stratum I","Faience","rectangular","complete","TAB:B","2","R/L","SS","4","15.2","8.9","0","+400-740-384-033+","400 740 384 033","033","","non_exact_or_longer","+400-740-384-033+;+700-033+","0","0","0","0","0"
"1681.2","H-790","H","0","Inter-Riverine","Harappa","-","Stratum I","Faience","rectangular","complete","TAB:B","2","R/L","VN","2","15.2","8.9","0","+700-033+","700 033","033","700_033","+700-033+","+400-740-384-033+;+700-033+","0","0","0","0","0"
"1683.1","H-792","H","0","Inter-Riverine","Harappa","-","Stratum VI","Faience","rectangular","complete","TAB:B","2","R/L","SS","3","14.5","7.6","0","+400-154-896+","400 154 896","154","","non_exact_or_longer","+033-700+;+400-154-896+","0","0","0","0","0"
"1683.2","H-792","H","0","Inter-Riverine","Harappa","-","Stratum VI","Faience","rectangular","complete","TAB:B","2","R/L","NV","2","14.5","7.6","0","+033-700+","033 700","033","033_700","+033-700+","+033-700+;+400-154-896+","0","0","0","0","0"
"1684.1","H-793","H","0","Inter-Riverine","Harappa","-","Stratum III","Faience","rectangular","complete","TAB:B","2","R/L","SS","3","14.7","7.6","0","+400-154-896+","400 154 896","154","","non_exact_or_longer","+033-700+;+400-154-896+","0","0","0","0","0"
"1684.2","H-793","H","0","Inter-Riverine","Harappa","-","Stratum III","Faience","rectangular","complete","TAB:B","2","R/L","NV","2","14.7","7.6","0","+033-700+","033 700","033","033_700","+033-700+","+033-700+;+400-154-896+","0","0","0","0","0"
"1686.1","H-795","H","0","Inter-Riverine","Harappa","-","-","-","cylindrical","complete","TAB:B","2","R/L","NV","2","16","0","0","+033-700+","033 700","033","033_700","+033-700+","+033-700+;+442-000-220-000+","0","0","0","0","0"
"1689.2","H-798","H","0","Inter-Riverine","Harappa","-","Stratum VI","Faience","rectangular","complete","TAB:B","2","R/L","VN","2","15.2","7.6","0","+700-033+","700 033","033","700_033","+700-033+","+158-999-792+;+700-033+","0","0","0","0","0"
"1690.2","H-799","H","0","Inter-Riverine","Harappa","-","Stratum IV","Faience","rectangular","complete","TAB:B","2","R/L","VN","2","16.5","8.9","0","+700-033+","700 033","033","700_033","+700-033+","+032-820-100-415+;+700-033+","0","0","0","0","0"
"1691.2","H-800","H","0","Inter-Riverine","Harappa","-","Stratum II","Faience","plano-convex","complete","TAB:B","2","R/L","VN","2","17.8","7.6","0","+700-033+","700 033","033","700_033","+700-033+","+700-033+;+740-337-692-490+","0","0","0","0","0"
"1701.2","H-812","H","0","Inter-Riverine","Harappa","-","Stratum III","Faience","twisted rectangular","complete","TAB:B","2","R/L","NV","2","16.5","7.6","0","+033-700+","033 700","033","033_700","+033-700+","+033-700+;+368-035+","0","0","0","0","0"
"1705.2","H-816","H","0","Inter-Riverine","Harappa","-","Stratum II","Faience","hexagonal","complete","TAB:B","2","R/L","NV","2","7.6","7.6","0","+033-700+","033 700","033","033_700","+033-700+","+033-700+;+400-740-390-590+","0","0","0","0","0"
"1707.2","H-818","H","0","Inter-Riverine","Harappa","-","Stratum III","Faience","notched oval","complete","TAB:B","2","R/L","VN","2","17.8","10.2","0","+700-033+","700 033","033","700_033","+700-033+","+700-033+;+740-336-018+","0","0","0","0","0"
"1708.2","H-819","H","0","Inter-Riverine","Harappa","-","-","-","heart","complete","TAB:B","2","R/L","VN","2","0","0","0","+700-034+","700 034","034","700_034","+700-034+","+520-240+;+700-034+","0","0","0","0","0"
"1710.1","H-821","H","0","Inter-Riverine","Harappa","-","-","-","fish","complete","TAB:B","2","L/R","VN","2","23","14","0","+700-033+","700 033","033","700_033","+700-033+","+700-033+;+740-642-240-001-692+","0","0","0","0","0"
"1711.1","H-822","H","0","Inter-Riverine","Harappa","-","-","-","fish","complete","TAB:B","2","L/R","VN","2","24","11.5","0","+700-033+","700 033","033","700_033","+700-033+","+700-033+;+740-642-240-001-692+","0","0","0","0","0"
"1712.1","H-823","H","0","Inter-Riverine","Harappa","-","-","-","rectangular","complete","TAB:B","2","R/L","VN","2","23.5","11","0","+700-034+","700 034","034","700_034","+700-034+","+700-034+;+740-636-240-060-692+","0","0","0","0","0"
"1714.2","H-824","H","0","Inter-Riverine","Harappa","-","-","-","oval","fragment","TAB:B","2","R/L","UC","2","0","10.5","0","]033-700+","033 700","033","033_700","non_exact_or_longer","]033-700+;]240-060-692+","0","0","0","0","0"
"1716.1","H-827","H","0","Inter-Riverine","Harappa","-","-","-","cylindrical","complete","TAB:B","2","R/L","VN","2","18","0","0","+700-033+","700 033","033","700_033","+700-033+","+000-000-000+;+700-033+","0","0","0","0","0"
"1720.2","H-834","H","0","Inter-Riverine","Harappa","-","Stratum V","Faience","circular","complete","TAB:B","2","R/L","VN","2","0","0","0","+700-033+","700 033","033","700_033","+700-033+","+400-740-690-436-255+;+700-033+","0","0","0","0","0"
"1724.2","H-838","H","0","Inter-Riverine","Harappa","-","Stratum IV","Faience","circular","complete","TAB:B","2","R/L","VN","2","0","0","0","+700-033+","700 033","033","700_033","+700-033+","+700-033+;+740-615-495-002-817+","0","0","0","0","0"
"1730.2","H-844","H","0","Inter-Riverine","Harappa","-","","-","prism","fragment","TAB:B","2","-","UC","1","0","11","0","]033+","033","033","","non_exact_or_longer","+740-840-002+;]033+","0","0","0","0","0"
"1732.2","H-846","H","0","Inter-Riverine","Harappa","-","-","Faience","prism","complete","TAB:B","2","R/L","VN","2","15.2","6.4","0","+700-033+","700 033","033","700_033","+700-033+","+400-740-100-031-705+;+700-033+","0","0","0","0","0"
"1733.2","H-847","H","0","Inter-Riverine","Harappa","-","Stratum VI","Faience","prism","complete","TAB:B","3","R/L","VN","2","16.5","7.1","0","+700-033+","700 033","033","700_033","+700-033+","+000-690-000+;+700-033+;+740-100-415+","0","0","0","0","0"
"1734.2","H-848","H","0","Inter-Riverine","Harappa","-","Stratum II","Faience","prism","complete","TAB:B","2","R/L","VN","2","17.8","10.2","0","+700-033+","700 033","033","700_033","+700-033+","+700-033+;+740-100-000-000+","0","0","0","0","0"
"1737.1","H-851","H","0","Inter-Riverine","Harappa","-","Stratum VI","Faience","conical","fragment","TAB:B","2","-","UC","1","14","7.6","0","+033[","033","033","","non_exact_or_longer","+000-000-000+;+033[","0","0","0","0","0"
"1739.2","H-853","H","0","Inter-Riverine","Harappa","-","-","-","prism","complete","TAB:B","2","R/L","NV","2","14","6","0","+034-700+","034 700","034","034_700","+034-700+","+034-700+;+740-177-231+","0","0","0","0","0"
"1741.2","H-857","H","0","Inter-Riverine","Harappa","-","-","-","prism","complete","TAB:B","2","R/L","VN","2","16","7","0","+700-033+","700 033","033","700_033","+700-033+","+700-033+;+740-390-590-235+","0","0","0","0","0"
"1759.2","H-876","H","0","Inter-Riverine","Harappa","-","Stratum I","Steatite","cylindrical","complete","TAB:B","2","R/L","VN","2","22","0","0","+700-033+","700 033","033","700_033","+700-033+","+200-705-380+;+700-033+","0","0","0","0","0"
"1773.1","H-891","H","0","Inter-Riverine","Harappa","-","Stratum IV","Steatite","rectangular","slightly chipped","TAB:I","2","R/L","VN","2","16.5","7.6","0","+700-033+","700 033","033","700_033","+700-033+","+400-740-590-017-000+;+700-033+","0","0","0","0","0"
"1774.2","H-892","H","0","Inter-Riverine","Harappa","-","Stratum V","Steatite","rectangular","complete","TAB:I","2","R/L","NV","2","17.8","10.2","0","+034-700+","034 700","034","034_700","+034-700+","+034-700+;+400-740-336-176+","0","0","0","0","0"
"1775.2","H-893","H","0","Inter-Riverine","Harappa","-","Stratum VI","Steatite","rectangular","chipped","TAB:I","2","R/L","VN","2","14","7.6","0","+700-034+","700 034","034","700_034","+700-034+","+400-740-337+;+700-034+","0","0","0","0","0"
"1778.2","H-896","H","0","Inter-Riverine","Harappa","-","Stratum V","Steatite","rectangular","complete","TAB:I","2","R/L","SS","4","15.2","8.9","364","+400-156-435-255+","400 156 435 255","156","","non_exact_or_longer","+400-156-435-255+;+868-705-590+","0","0","0","0","0"
"1779.2","H-1181","H","0","Inter-Riverine","Harappa","-","Stratum III","Steatite","rectangular","complete","TAB:I","2","R/L","SS","4","16.5","7.6","0","+400-156-435-255+","400 156 435 255","156","","non_exact_or_longer","+400-156-435-255+;+868-706-590+","0","0","0","0","0"
"1780.2","H-898","H","0","Inter-Riverine","Harappa","-","Stratum VI","Steatite","rectangular","fragment","TAB:I","2","R/L","UC","3","10.9","7.6","0","]156-435-255+","156 435 255","156","","non_exact_or_longer","]156-435-255+;]590+","0","0","0","0","0"
"1782.2","H-900","H","0","Inter-Riverine","Harappa","-","Stratum IV","Steatite","rectangular","chipped","TAB:I","2","R/L","VN","2","12.7","7.1","0","+700-033+","700 033","033","700_033","+700-033+","+400-740-817-491+;+700-033+","0","0","0","0","0"
"1785.2","H-903","H","0","Inter-Riverine","Harappa","-","Stratum VI","Steatite","rectangular","complete","TAB:I","2","R/L","VX","5","15.2","8.1","0","+700-034-690-368-817+","700 034 690 368 817","034","700_034","non_exact_or_longer","+700-034-690-368-817+;+740-760-240+","0","0","0","0","0"
"1786.2","H-904","H","0","Inter-Riverine","Harappa","-","Stratum I","Steatite","rectangular","complete","TAB:I","2","R/L","VX","6","16.5","7.1","0","+700-033-900-645-368-817+","700 033 900 645 368 817","033","700_033","non_exact_or_longer","+700-033-900-645-368-817+;+740-032-840-002+","0","0","0","0","0"
"1792.2","H-910","H","0","Inter-Riverine","Harappa","-","Stratum II","Steatite","rectangular","complete","TAB:I","2","R/L","VN","2","14.7","7.6","0","+700-034+","700 034","034","700_034","+700-034+","+002-861-416+;+700-034+","0","0","0","0","0"
"1794.1","H-914","H","0","Inter-Riverine","Harappa","-","Stratum V","Steatite","rectangular","chipped","TAB:I","2","R/L","??","2","15.2","8.9","0","+415-033-000+","415 033 000","033","","non_exact_or_longer","+415-033-000+;+700-033+","0","0","0","0","0"
"1794.2","H-914","H","0","Inter-Riverine","Harappa","-","Stratum V","Steatite","rectangular","chipped","TAB:I","2","R/L","VN","2","15.2","8.9","0","+700-033+","700 033","033","700_033","+700-033+","+415-033-000+;+700-033+","0","0","0","0","0"
"1796.2","H-916","H","0","Inter-Riverine","Harappa","-","Stratum V","Steatite","rectangular","complete","TAB:I","2","R/L","VN","2","15.2","7.6","0","+700-033+","700 033","033","700_033","+700-033+","+400-740-032-059+;+700-033+","0","0","0","0","0"
"1804.2","H-924","H","0","Inter-Riverine","Harappa","-","-","-","rectangular","complete","TAB:I","2","R/L","VN","2","14","8","0","+700-033+","700 033","033","700_033","+700-033+","+700-033+;+740-840-013+","0","0","0","0","0"
"1805.2","H-925","H","0","Inter-Riverine","Harappa","-","Stratum IV","Steatite","rectangular","complete","TAB:I","2","R/L","VN","2","14","7.6","0","+700-033+","700 033","033","700_033","+700-033+","+700-033+;+740-840-013+","0","0","0","0","0"
"1807.1","H-927","H","0","Inter-Riverine","Harappa","-","Stratum V","Steatite","rectangular","complete","TAB:I","2","R/L","VN","2","14.5","7.6","0","+700-033+","700 033","033","700_033","+700-033+","+368-900+;+700-033+","0","0","0","0","0"
"1808.1","H-928","H","0","Inter-Riverine","Harappa","-","Stratum VI","Steatite","rectangular","complete","TAB:I","2","R/L","VN","2","12.7","6.4","0","+700-033+","700 033","033","700_033","+700-033+","+368-900+;+700-033+","0","0","0","0","0"
"1809.1","H-929","H","0","Inter-Riverine","Harappa","-","Stratum V","Steatite","rectangular","complete","TAB:I","2","R/L","VN","2","11.4","7.6","0","+700-033+","700 033","033","700_033","+700-033+","+368-900+;+700-033+","0","0","0","0","0"
"1811.2","H-931","H","0","Inter-Riverine","Harappa","-","Stratum VI","Steatite","rectangular","complete","TAB:I","2","R/L","NV","2","12.2","6.6","0","+033-700+","033 700","033","033_700","+033-700+","+000-000-000+;+033-700+","0","0","0","0","0"
"1813.1","H-933","H","0","Inter-Riverine","Harappa","-","-","-","rectangular","complete","TAB:I","2","R/L","NV","2","14","8","0","+034-700+","034 700","034","034_700","+034-700+","+034-700+;+400-740-176+","0","0","0","1","0"
"1814.1","H-934","H","0","Inter-Riverine","Harappa","-","Stratum IV","Steatite","rectangular","complete","TAB:I","2","R/L","VN","2","12.7","8.9","0","+700-033+","700 033","033","700_033","+700-033+","+400-740-176+;+700-033+","0","0","0","1","0"
"1815.2","H-935","H","0","Inter-Riverine","Harappa","-","Stratum V","Steatite","rectangular","complete","TAB:I","2","R/L","VN","2","10.2","6.4","0","+700-033+","700 033","033","700_033","+700-033+","+400-740-176+;+700-033+","0","0","0","1","0"
"1816.2","H-936","H","0","Inter-Riverine","Harappa","-","Stratum V","Steatite","rectangular","complete","TAB:I","2","R/L","VN","2","7.6","11.9","0","+700-034+","700 034","034","700_034","+700-034+","+400-740-176+;+700-034+","0","0","0","1","0"
"1817.2","H-937","H","0","Inter-Riverine","Harappa","-","-","Steatite","rectangular","fragment","TAB:I","2","R/L","??","1","0","7","0","+000-033+","000 033","033","","non_exact_or_longer","+000-033+;+400-740-176+","0","0","0","1","0"
"1818.2","H-938","H","0","Inter-Riverine","Harappa","-","Stratum IV","Steatite","rectangular","complete","TAB:I","2","R/L","NV","2","14","7.6","0","+034-700+","034 700","034","034_700","+034-700+","+034-700+;+520-220-415+","0","0","0","0","0"
"1819.1","H-939","H","0","Inter-Riverine","Harappa","-","Stratum IV","Steatite","rectangular","complete","TAB:I","2","L/R","VN","2","15.2","7.6","0","+700-034+","700 034","034","700_034","+700-034+","+520-220-415+;+700-034+","0","0","0","0","0"
"1822.2","H-942","H","0","Inter-Riverine","Harappa","-","Stratum IV","Steatite","rectangular","complete","TAB:I","2","R/L","NV","2","12.7","7.1","0","+033-700+","033 700","033","033_700","+033-700+","+033-700+;+520-220-016+","0","0","0","0","0"
"1825.2","H-945","H","0","Inter-Riverine","Harappa","-","Stratum VI","Steatite","rectangular","complete","TAB:I","2","R/L","NV","2","14","6.4","0","+034-700+","034 700","034","034_700","+034-700+","+034-700+;+400-234+","0","0","0","0","0"
"1826.1","H-946","H","0","Inter-Riverine","Harappa","-","Stratum VI","Steatite","rectangular","complete","TAB:I","2","R/L","VN","2","13.2","6.4","0","+700-034+","700 034","034","700_034","+700-034+","+400-234+;+700-034+","0","0","0","0","0"
"1827.2","H-947","H","0","Inter-Riverine","Harappa","-","-","Steatite","rectangular","complete","TAB:I","2","R/L","VN","2","10.2","5.8","0","+700-034+","700 034","034","700_034","+700-034+","+400-236+;+700-034+","0","0","0","0","0"
"1828.2","H-948","H","0","Inter-Riverine","Harappa","-","Stratum VI","Steatite","rectangular","complete","TAB:I","2","R/L","VN","2","15.2","7.6","0","+700-033+","700 033","033","700_033","+700-033+","+400-151-229+;+700-033+","0","0","0","0","0"
"1829.1","H-949","H","0","Inter-Riverine","Harappa","-","Stratum IV","Steatite","rectangular","complete","TAB:I","2","R/L","VN","2","17.8","7.6","0","+700-033+","700 033","033","700_033","+700-033+","+151-229+;+700-033+","0","0","0","0","0"
"1830.2","H-950","H","0","Inter-Riverine","Harappa","-","Stratum VI","Steatite","rectangular","complete","TAB:I","2","R/L","NV","2","16","8.9","0","+033-700+","033 700","033","033_700","+033-700+","+033-700+;+710-455-220-032+","0","0","0","0","0"
"1831.2","H-951","H","0","Inter-Riverine","Harappa","-","Stratum IV","Steatite","rectangular","complete","TAB:I","2","R/L","VN","2","14","7.6","0","+700-033+","700 033","033","700_033","+700-033+","+388-134-368-590+;+700-033+","0","0","0","0","0"
"1832.2","H-952","H","0","Inter-Riverine","Harappa","-","-","Steatite","rectangular","complete","TAB:I","2","R/L","VN","2","11.4","7.1","0","+700-034+","700 034","034","700_034","+700-034+","+700-034+;+740-564+","0","0","0","0","0"
"1833.1","H-953","H","0","Inter-Riverine","Harappa","-","-","-","rectangular","complete","TAB:I","2","R/L","VN","2","11.5","7","0","+700-034+","700 034","034","700_034","+700-034+","+000-550-556+;+700-034+","0","0","0","0","0"
"1836.2","H-959","H","0","Inter-Riverine","Harappa","-","Stratum VI","Steatite","oval","complete","TAB:I","2","R/L","VN","2","15.2","7.6","0","+700-033+","700 033","033","700_033","+700-033+","+400-740-178+;+700-033+","0","0","0","0","0"
"1837.1","H-960","H","0","Inter-Riverine","Harappa","-","Stratum V","Steatite","oval","complete","TAB:I","2","R/L","VN","2","10.2","7.6","0","+700-034+","700 034","034","700_034","+700-034+","+400-740-176+;+700-034+","0","0","0","1","0"
"1838.2","H-961","H","0","Inter-Riverine","Harappa","-","-","Steatite","rectangular-rounded","slightly chipped","TAB:I","2","R/L","VN","2","16","7.6","0","+700-033+","700 033","033","700_033","+700-033+","+000-740-176+;+700-033+","0","0","0","0","0"
"1841.1","H-964","H","0","Inter-Riverine","Harappa","-","-","Steatite","rectangular-rounded","fragment","TAB:I","2","R/L","??","1","0","7","0","]000-034+","000 034","034","","non_exact_or_longer","+400-740-000[;]000-034+","0","0","0","0","0"
"1853.2","H-976","H","0","Inter-Riverine","Harappa","-","-","Steatite","prism","complete","TAB:I","2","R/L","VN","2","10.2","7.6","0","+700-033+","700 033","033","700_033","+700-033+","+400-137+;+700-033+","0","0","0","0","0"
"1854.2","H-977","H","0","Inter-Riverine","Harappa","-","Stratum IV","Steatite","prism","fragment","TAB:I","2","R/L","??","1","0","7.6","0","]000-034+","000 034","034","","non_exact_or_longer","+400-740-032-000[;]000-034+","0","0","0","0","0"
"1855.2","H-978","H","0","Inter-Riverine","Harappa","-","Stratum V","Steatite","prism","complete","TAB:I","2","R/L","VN","2","15.2","6.4","0","+700-033+","700 033","033","700_033","+700-033+","+400-740-176+;+700-033+","0","0","0","1","0"
"1856.1","H-979","H","0","Inter-Riverine","Harappa","-","-","-","prism","slightly chipped","TAB:I","2","R/L","VN","2","16.5","7","0","+700-033+","700 033","033","700_033","+700-033+","+400-740-176+;+700-033+","0","0","0","1","0"
"1858.2","H-982","H","0","Inter-Riverine","Harappa","-","Stratum V","Steatite","prism","complete","SEAL:R","2","R/L","VN","2","14","6.4","0","+700-034+","700 034","034","700_034","+700-034+","+700-034+;+740-388-031+","0","0","0","0","0"
"1859.2","H-983","H","0","Inter-Riverine","Harappa","-","Stratum VI","Steatite","prism","complete","TAB:I","2","R/L","VN","2","15.2","6.4","0","+700-034+","700 034","034","700_034","+700-034+","+400-740-637-240+;+700-034+","0","0","0","0","0"
"1861.1","H-985","H","0","Inter-Riverine","Harappa","-","Stratum VI","-","prism","slightly chipped","TAB:I","2","R/L","VN","2","15.2","6.4","0","+700-034+","700 034","034","700_034","+700-034+","+156-435-255+;+700-034+","0","0","0","0","0"
"1861.2","H-985","H","0","Inter-Riverine","Harappa","-","Stratum VI","-","prism","slightly chipped","TAB:I","2","R/L","SS","3","15.2","6.4","0","+156-435-255+","156 435 255","156","","non_exact_or_longer","+156-435-255+;+700-034+","0","0","0","0","0"
"1862.2","H-986","H","0","Inter-Riverine","Harappa","-","-","Steatite","prism","fragment","TAB:I","3","R/L","VN","2","16.5","6.4","0","+700-033+","700 033","033","700_033","+700-033+","+000-000-000+;+000-000-000-000-000-000+;+700-033+","0","0","0","0","0"
"1863.2","H-987","H","0","Inter-Riverine","Harappa","-","Stratum V","Steatite","prism","complete","TAB:I","3","R/L","VN","2","16.5","6.4","0","+700-033+","700 033","033","700_033","+700-033+","+400-740-176+;+690-365-817+;+700-033+","0","0","0","1","0"
"1865.1","H-990","H","0","Inter-Riverine","Harappa","-","-","Clay","-","fragment","POT:T:g","1","NR","NU","1","0","0","0","+033+","033","033","","non_exact_or_longer","+033+","0","0","0","0","0"
"1866.1","H-992","H","0","Inter-Riverine","Harappa","-","-","Clay","-","fragment","POT:T:g","1","-","??","2","0","0","0","+820-033-000[","820 033 000","033","","non_exact_or_longer","+820-033-000[","0","0","0","0","0"
"1896.1","K-22","K","0","Inter-Riverine","Kalibangan","2","Middle","Steatite","square","complete","SEAL:S","1","R/L","SC","4","22.5","22.5","7 - 11","+866-151-033-033+","866 151 033 033","033","","non_exact_or_longer","+866-151-033-033+","0","0","0","0","0"
