id,cisis,text,token_count,duplicate_weight,site,type,material,symbol,cult
1240.1,H-209,+400-921-690-435-255-055+,6,1,Harappa,TAB:B,Faience,None,None
1241.1,H-210,+740-100-176-101+,4,1,Harappa,TAB:B,Faience,None,None
1242.1,H-211,+400-740-898-617+,4,1,Harappa,TAB:B,NA,None,None
1243.1,H-212,+400-156-118+,3,1,Harappa,TAB:B,Faience,None,None
1245.1,H-214,+400-520-400-353+,4,1,Harappa,TAB:B,Faience,None,None
1247.1,H-216|H-217|H-441,+740-337-484+,3,3,Harappa,SEAL:S|TAB:B,Steatite,Bull1:W|None,None|SAN
1249.1,H-218,+740-336-176+,3,1,Harappa,TAB:B,NA,None,None
1250.1,H-219|H-801,+415-035-171+,3,2,Harappa,TAB:B,NA,None,None
1253.1,H-226|H-227|H-228|H-810,+400-158-904-736+,4,4,Harappa,TAB:B,Clay,Mult|None,Mult|None
1257.1,H-230|H-815,+520-072-219+,3,2,Harappa,TAB:B,Faience,Othr|Phyt,None
1258.1,H-231,+520-220-240-002-820+,5,1,Harappa,TAB:B,Faience,None,None
1259.1,H-232,+400-740-177-519+,4,1,Harappa,TAB:B,Faience,None,None
1262.2,H-1140|H-1141|H-236,+740-032-840-679+,4,3,Harappa,TAB:B,Faience,Fish|None,None
1265.1,H-240,+740-904-032-233-803+,5,1,Harappa,TAG:P,Clay,None,None
1266.1,H-241,+001-142+,2,1,Harappa,TAB:B,Faience,Turt,None
1269.1,H-244,+104-002-820+,3,1,Harappa,TAB:B,Faience,None,SAN
1270.1,H-245,+400-807-740-219+,4,1,Harappa,TAB:B,Faience,None,None
1272.2,H-247,+116-032+,2,1,Harappa,TAB:B,Faience,None,None
1274.2,H-249|M-1827|M-1836,+520-233+,2,3,Harappa|Mohenjo-daro,SEAL:S|TAB:B,Faience|Steatite,Bull1:I|None,None|SAN
1277.1,H-1155|H-252|H-253|H-254|H-255|H-256|H-257|H-258|H-259|H-260|H-261|H-262|H-263|H-264|H-265|H-276|H-277|H-859|H-860|H-861|H-862|H-863|H-864|H-865|H-866|H-867|H-868|H-869|H-870,+520-240-002-405-501+,5,29,Harappa,TAB:B,Clay,Bull1|Bull1:I|Bull1:U,None
1293.1,H-268,+740-585-017-033-706-803-002-220-455-920+,10,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1294.1,H-270,+740-482-055-220-415-798-803-742-617+,9,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1295.1,H-271,+595-420-717-745+,4,1,Harappa,SEAL:S,Steatite,Bull1,NA
1296.1,H-272,+740-585-017-240-002-305-032-904+,8,1,Harappa,SEAL:S,Steatite,Bull1,NA
1300.1,H-278|H-279|H-280|H-281|H-282|H-283|H-284|H-871|H-872|H-873,+740-407-590-690-436-255-920-318-220-415-803+,11,10,Harappa,TAB:B,Clay|Steatite,Gavi,None
1311.1,H-289|H-290,+740-783-004+,3,2,Harappa,TAB:I,Steatite,Pipal,None
1317.1,H-295,+511-032+,2,1,Harappa,SEAL:S,Steatite,Bult,None
1318.1,H-296,+400-740-575-017-920+,5,1,Harappa,TAB:I,Steatite,None,None
1319.1,H-297,+400-151-336-630-706+,5,1,Harappa,TAB:I,NA,None,None
1320.1,H-1178|H-298|H-894,+400-740-636-240+,4,3,Harappa,TAB:I,Steatite,None,None
1320.2,H-298,+700-126+,2,1,Harappa,TAB:I,NA,None,None
1322.2,H-300|K-63,+400-740-776-495+,4,2,Harappa|Kalibangan,SEAL:R|TAB:I,Steatite,None,None
1323.2,H-301|H-905|H-988,+400-740-636-240-031-032-171+,7,3,Harappa,TAB:I,Steatite,Bult|None,None
1324.1,H-1191|H-302|H-912,+220-700-004+,3,3,Harappa,TAB:I,Steatite,None,None
1324.2,H-302,+400-760-740-220-416+,5,1,Harappa,TAB:I,Steatite,None,None
1326.2,H-304,+740-032-059+,3,1,Harappa,TAB:I,Steatite,None,None
1332.1,H-310,+740-231-003+,3,1,Harappa,SEAL:R,NA,None,None
1333.1,H-311|H-959,+400-740-178+,3,2,Harappa,TAB:I,Steatite,None,None
1343.1,H-321,+740-690-630-240+,4,1,Harappa,TAB:I,Steatite,None,None
1345.1,H-323,+740-100-240+,3,1,Harappa,TAB:I,Steatite,None,None
1346.1,H-324|H-368,+400-156-384-031+,4,2,Harappa,SEAL:CY|TAB:I,Steatite,None,None
1347.2,H-325,+740-926+,2,1,Harappa,TAB:I,Steatite,None,None
1350.1,H-328,+690-004+,2,1,Harappa,TAB:I,Steatite,None,None
1350.2,H-328,+400-741-717-235+,4,1,Harappa,TAB:I,Steatite,None,None
1353.1,H-331|H-334,+400-892-829+,3,2,Harappa,TAB:I,Steatite,None,None
1362.1,H-341|H-892,+400-740-336-176+,4,2,Harappa,TAB:I,Steatite,None,None
1363.1,H-343,+740-861-877+,3,1,Harappa,TAB:I,Steatite,None,None
1364.1,H-344|H-359,+526-550-220+,3,2,Harappa,TAB:I,Steatite,Bult|None,None
1365.1,H-345,+090-740-362+,3,1,Harappa,TAB:I,Steatite,None,None
1366.2,H-346,+700-090+,2,1,Harappa,TAB:I,Steatite,None,None
1369.1,H-350,+740-690-642-240+,4,1,Harappa,TAB:I,Steatite,Fish,None
1370.1,H-351,+400-740-032-060-013+,5,1,Harappa,TAB:I,Steatite,X,None
1379.2,H-360|H-823,+740-636-240-060-692+,5,2,Harappa,TAB:B|TAB:I,Steatite,Bult|None,None
1381.1,H-362,+740-760-797+,3,1,Harappa,TAB:I,Steatite,Bult,None
1382.1,H-363,+565-741-263+,3,1,Harappa,TAB:I,NA,Mult,None
1382.3,H-363,+692-892+,2,1,Harappa,TAB:I,NA,Mult,None
1388.1,H-369,+368-033-705-031-741-390-741+,7,1,Harappa,SEAL:CY,Steatite,None,None
1396.1,H-380,+930-632-920+,3,1,Harappa,IMPL,Copper,None,None
1400.1,H-386,+527-555-740-055-240-415-798-060-201+,9,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1401.1,H-388,+520-033-706-231-806-002-817+,7,1,Harappa,SEAL:S,NA,Bull1:W,SAF
1402.1,H-389,+740-405-590-235-002-031-480-625+,8,1,Harappa,SEAL:S,NA,Bull1:W,SAN
1404.1,H-391,+740-031-504-235-060-920+,6,1,Harappa,SEAL:S,NA,Bull1:I,NA
1410.1,H-405,+236-806-002-863+,4,1,Harappa,SEAL:S,NA,Bull1:W,SAN
1413.1,H-408,+740-176-240-002-702-503+,6,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1414.1,H-410,+368-840-830-002-861+,5,1,Harappa,SEAL:S,Steatite,Bull1:L,SAN
1415.1,H-411,+740-440-240-001-820+,5,1,Harappa,SEAL:S,Steatite,Bull1:J,SAF
1416.1,H-412,+161-233-220-032-741-831+,6,1,Harappa,SEAL:S,Steatite,Bull1:I,SAN
1422.1,H-420,+407-004-001-740-443-388-140+,7,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1423.1,H-421,+679-740-240-060-550+,5,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1430.1,H-440,+090-740-240-031+,4,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1434.1,H-444,+241-220-032-002-861+,5,1,Harappa,SEAL:S,NA,Bull1:W,SAF
1436.1,H-446,+740-585-798-002-861-216+,6,1,Harappa,SEAL:S,Steatite,Bull1:J,SAN
1439.1,H-449,+740-390-590-240-741-390-728+,7,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1440.1,H-450,+740-100-240-741-702-900-003+,7,1,Harappa,SEAL:S,Steatite,Bull1:J,SAN
1442.1,H-452,+740-266+,2,1,Harappa,SEAL:S,Steatite,Bull1:L,NA
1444.1,H-454,+740-390-590-742-700+,5,1,Harappa,SEAL:S,Steatite,Bull1:J,RAN
1445.1,H-455,+520-033-705-002-172-032+,6,1,Harappa,SEAL:S,Steatite,Bull1:J,SAN
1446.1,H-456,+520-033-706-002-817-808+,6,1,Harappa,SEAL:S,Steatite,Bull1:I,SAN
1447.1,H-457,+740-798-003-002-416+,5,1,Harappa,SEAL:S,NA,Bull1:J,SAF
1448.1,H-458,+368-861-575+,3,1,Harappa,SEAL:S,Steatite,Bull1:I,SAN
1449.1,H-459,+527-555-231-002-817+,5,1,Harappa,SEAL:S,Steatite,Bull1:T,SAN
1456.1,H-468,+740-900-003-002-940-705+,6,1,Harappa,SEAL:S,Steatite,Bull1:J,HAF
1457.1,H-469,+740-760-840-013+,4,1,Harappa,SEAL:S,Steatite,Bull1:J,RAN
1459.1,H-472,+740-585-900-014-820+,5,1,Harappa,SEAL:S,Steatite,Bull1,NA
1460.1,H-473,+861-576-545+,3,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1461.1,H-474,+740-900-482-484-900+,5,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1465.1,H-477,+138-001-595-752-455+,5,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1466.1,H-478,+740-770-235-002-817+,5,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1467.1,H-479,+740-405-590-790+,4,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1471.1,H-483,+740-032-840-233-060-550+,6,1,Harappa,SEAL:S,Steatite,Bull1,NA
1480.1,H-502,+090-740-220-032+,4,1,Harappa,SEAL:S,Steatite,Bull1:J,SAN
1481.1,H-503|M-1829,+520-175+,2,2,Harappa|Mohenjo-daro,SEAL:S,Steatite,Bull1:I|Bull1:J,HAN|SAN
1483.1,H-505,+527-140+,2,1,Harappa,SEAL:S,NA,Bull1:I,SAN
1484.1,H-506,+294-350-595-820-002-820+,6,1,Harappa,SEAL:S,Steatite,Bull1:I,SAN
1487.1,H-510,+740-390-590-060-795+,5,1,Harappa,SEAL:S,Steatite,Bull1:I,NA
1488.1,H-511,+390-871+,2,1,Harappa,SEAL:S,Steatite,Bull1:I,RAN
1489.1,H-512|M-1368|M-138|M-1852,+740-900-005+,3,4,Harappa|Mohenjo-daro,SEAL:R|SEAL:S,Steatite,Bull1|Bull1:I|Bull1:J|None,None|RAN|SAN
1490.1,H-513,+111-833-528+,3,1,Harappa,SEAL:S,Steatite,Bull1:U,RAN
1491.1,H-514,+151-220-016-002-820+,5,1,Harappa,SEAL:S,Steatite,Bull1:W,RAN
1492.1,H-515,+740-798-463-350-741-590-032+,7,1,Harappa,SEAL:S,Steatite,Bull1:S,RAN
1493.1,H-516|M-1235|M-1735|M-188|M-229|M-995,+156-031+,2,7,Harappa|Mohenjo-daro,MISC|SEAL:S,Steatite,Bull1:I|Bull1:J|Bull1:S|Bull1:X|None,None|RAN|SAF|SAN
1495.1,H-518,+407-004+,2,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1496.1,H-519,+740-904-033-741-700+,5,1,Harappa,SEAL:S,Steatite,Bull1:L,SAN
1501.1,H-530,+520-400-350-031+,4,1,Harappa,SEAL:S,Steatite,Bull1,SAN
1510.1,H-550,+520-033-706-031+,4,1,Harappa,SEAL:S,Steatite,NA,NA
1518.1,H-565|M-265,+090-740-035-171-061+,5,2,Harappa|Mohenjo-daro,SEAL:S,Steatite,Zebu,None
1530.1,H-580,+740-269-511-060-690+,5,1,Harappa,SEAL:S,NA,Gaur,Trough
1532.1,H-584,+400-139+,2,1,Harappa,SEAL:S,Steatite,Gaur,NA
1533.1,H-586,+740-877-032+,3,1,Harappa,SEAL:S,Steatite,Zebu,NA
1534.1,H-589,+740-900-005-033+,4,1,Harappa,SEAL:S,Steatite,Buff,NA
1535.1,H-591,+400-221-031-741+,4,1,Harappa,SEAL:S,Steatite,Elep,NA
1536.1,H-592,+740-575-017-220-415-803+,6,1,Harappa,SEAL:S,NA,Gaur,NA
1540.1,H-597,+740-390-590-070-032-002-861+,7,2,Harappa,SEAL:S,Steatite,Bull1:J,SAN
1541.2,H-598,+740-639-240-002-435-255-777+,7,1,Harappa,SEAL:S,NA,Bull1:W,SAN
1543.1,H-600,+002-368-260+,3,1,Harappa,SEAL:S,Steatite,Bull1:I,SAF
1544.1,H-601,+740-717-233-220-032+,5,1,Harappa,SEAL:S,Clay,Bull1,SAN
1551.1,H-611,+527-550-002-125-590+,5,1,Harappa,SEAL:S,Steatite,None,None
1552.1,H-612,+740-615-495-002-825+,5,1,Harappa,SEAL:S,Steatite,Bull1:L,SAN
1552.2,H-612,+740-892-590-893-001-615+,6,1,Harappa,SEAL:S,Steatite,Bull1:L,SAN
1557.1,H-642,+001-304-354-125-812-033+,6,1,Harappa,SEAL:R,Steatite,None,None
1560.1,H-645,+595-632-740-550+,4,1,Harappa,SEAL:R,Steatite,None,None
1564.1,H-649,+520-033-705-233-240-806-002-820+,8,1,Harappa,SEAL:R,Steatite,None,None
1569.1,H-654,+405-061-740-806+,4,1,Harappa,SEAL:R,NA,None,None
1574.1,H-659,+407-845-140-740-233-240-798-365-263+,9,1,Harappa,SEAL:R,NA,None,None
1575.1,H-660,+520-095-033-706-240-798+,6,1,Harappa,SEAL:R,NA,None,None
1580.1,H-665,+407-004-060-692+,4,1,Harappa,SEAL:R,NA,None,None
1581.1,H-666,+740-007-503-626-484+,5,1,Harappa,SEAL:R,Steatite,None,None
1583.1,H-668,+790-740+,2,1,Harappa,SEAL:R,Steatite,None,None
1584.1,H-669,+740-220-032+,3,1,Harappa,SEAL:R,Steatite,None,None
1586.1,H-679,+565-806+,2,1,Harappa,SEAL:R,Steatite,None,None
1587.1,H-680,+527-554-104+,3,1,Harappa,SEAL:R,NA,None,None
1594.1,H-688,+520-233-002-861-831-165+,6,1,Harappa,SEAL,NA,None,None
1599.1,H-694|H-695,+740-390-590-235-368-806+,6,2,Harappa,TAB:B,NA,Bull1:S,RAN
1602.1,H-1100|H-697,+740-904-240-002-817+,5,2,Harappa,TAB:B,Clay,Bull2,SAN
1607.1,H-702,+137-002-820+,3,1,Harappa,TAB:B,Faience,Mult,None
1611.1,H-706,+700-033-137-002-820+,5,1,Harappa,TAB:B,Faience,Gavi,None
1619.1,H-715,+526-550-060-820+,4,1,Harappa,TAB:B,NA,T-A-T,Plant
1620.1,H-717,+705-904+,2,1,Harappa,TAB:B,Faience,None,None
1621.1,H-718,+031-480-165-900+,4,1,Harappa,TAB:B,Clay,Phyt,None
1622.1,H-719,+405-004-002-861+,4,1,Harappa,TAB:B,Faience,Phyt,None
1623.1,H-720,+740-794+,2,1,Harappa,TAB:B,NA,Phyt,None
1630.1,H-728,+740-798-460-015+,4,1,Harappa,TAB:B,NA,Phyt,None
1649.1,H-756,+407-005-741-500-561+,5,1,Harappa,TAB:B,Faience,None,None
1650.1,H-757|H-758,+740-100-440+,3,2,Harappa,TAB:B,Faience,None,None
1656.2,H-764|H-765,+740-717-790+,3,2,Harappa,TAB:B,Faience,None,None
1658.1,H-766,+065-826+,2,1,Harappa,TAB:B,Faience,None,None
1662.1,H-770,+151-840-416+,3,1,Harappa,TAB:B,Faience,None,None
1663.1,H-771,+032-257-840+,3,1,Harappa,TAB:B,Faience,None,None
1665.1,H-773,+740-798-803-002-390-530-741+,7,1,Harappa,TAB:B,Faience,None,None
1667.1,H-776,+740-803-741-031-032-716+,6,1,Harappa,TAB:B,Faience,None,None
1668.2,H-777,+390-004-104+,3,1,Harappa,TAB:B,NA,None,None
1669.2,H-778,+390-004-817+,3,1,Harappa,TAB:B,NA,None,None
1672.2,H-781,+740-904-240+,3,1,Harappa,TAB:B,NA,None,None
1678.2,H-787,+400-740-176-700-033+,5,1,Harappa,TAB:B,NA,None,None
1681.1,H-790,+400-740-384-033+,4,1,Harappa,TAB:B,Faience,None,None
1682.2,H-791,+550-233+,2,1,Harappa,TAB:B,Faience,None,None
1683.1,H-792|H-793,+400-154-896+,3,2,Harappa,TAB:B,Faience,None,None
1685.1,H-794,+400-232-235+,3,1,Harappa,TAB:B,NA,None,None
1687.1,H-796,+370-455+,2,1,Harappa,TAB:B,NA,None,None
1690.1,H-799,+032-820-100-415+,4,1,Harappa,TAB:B,Faience,None,None
1691.1,H-800,+740-337-692-490+,4,1,Harappa,TAB:B,Faience,None,None
1701.1,H-812,+368-035+,2,1,Harappa,TAB:B,Faience,None,None
1703.1,H-814,+400-820-100-415+,4,1,Harappa,TAB:B,Faience,None,None
1706.1,H-817,+400-740-336-018+,4,1,Harappa,TAB:B,Faience,None,None
1707.1,H-818,+740-336-018+,3,1,Harappa,TAB:B,Faience,None,None
1710.2,H-821|H-822,+740-642-240-001-692+,5,2,Harappa,TAB:B,NA,None,None
1715.1,H-825,+368-817+,2,1,Harappa,TAB:B,NA,None,None
1717.1,H-829,+139-002-820+,3,1,Harappa,TAB:B,NA,None,None
1717.2,H-829,+700-032-390+,3,1,Harappa,TAB:B,NA,None,None
1720.1,H-834,+400-740-690-436-255+,5,1,Harappa,TAB:B,Faience,None,None
1724.1,H-838,+740-615-495-002-817+,5,1,Harappa,TAB:B,Faience,None,None
1725.2,H-839,+400-140+,2,1,Harappa,TAB:B,Faience,None,None
1727.1,H-1149|H-841,+400-740-790+,3,2,Harappa,TAB:B,Faience,None,None
1728.1,H-842,+400-740-861+,3,1,Harappa,TAB:B,Faience,None,None
1729.1,H-843,+400-527-195+,3,1,Harappa,TAB:B,NA,Xhch,None
1732.1,H-846,+400-740-100-031-705+,5,1,Harappa,TAB:B,Faience,Gavi,None
1738.2,H-852,+740-760-268-233-220+,5,1,Harappa,TAB:B,Faience,Phyt,None
1739.1,H-853,+740-177-231+,3,1,Harappa,TAB:B,NA,Bult,None
1740.1,H-854,+400-740-335-003+,4,1,Harappa,TAB:B,Faience,Bult,None
1741.1,H-1107|H-857,+740-390-590-235+,4,2,Harappa,TAB:B,NA,None|Phyt,None
1758.1,H-875,+400-740-840-013+,4,1,Harappa,TAB:B,Clay,None,None
1758.2,H-875,+617-798-003+,3,1,Harappa,TAB:B,Clay,None,None
1759.1,H-876,+200-705-380+,3,1,Harappa,TAB:B,Steatite,None,None
1770.1,H-888|H-945|H-946,+400-234+,2,3,Harappa,TAB:I,Steatite,Bult|None,None
1775.1,H-893,+400-740-337+,3,1,Harappa,TAB:I,Steatite,None,None
1781.2,H-899,+400-520-231-240+,4,1,Harappa,TAB:I,Steatite,None,None
1785.2,H-903,+700-034-690-368-817+,5,1,Harappa,TAB:I,Steatite,None,None
1786.1,H-904,+740-032-840-002+,4,1,Harappa,TAB:I,Steatite,None,None
1786.2,H-904,+700-033-900-645-368-817+,6,1,Harappa,TAB:I,Steatite,None,None
1788.2,H-906|H-949,+151-229+,2,2,Harappa,TAB:I,Steatite,None,None
1793.1,H-1191|H-912,+400-740-760-220-416+,5,2,Harappa,TAB:I,Steatite,None,None
1796.1,H-916,+400-740-032-059+,4,1,Harappa,TAB:I,Steatite,None,None
1797.1,H-917|H-919,+690-687+,2,2,Harappa,TAB:I,Steatite,None,None
1798.1,H-918,+692-687+,2,1,Harappa,TAB:I,Steatite,None,None
1799.2,H-919|M-228,+740-636-240+,3,2,Harappa|Mohenjo-daro,SEAL:S|TAB:I,Steatite,Bull1:J|None,None|SAN
1802.2,H-922|H-923,+520-031+,2,2,Harappa,TAB:I,Steatite,None,None
1810.1,H-930,+740-900-004+,3,1,Harappa,TAB:I,Steatite,None,None
1822.1,H-942,+520-220-016+,3,1,Harappa,TAB:I,Steatite,None,None
1823.1,H-943|H-944,+400-158-592+,3,2,Harappa,TAB:I,Steatite,None,None
1828.1,H-948,+400-151-229+,3,1,Harappa,TAB:I,Steatite,None,None
1830.1,H-950,+710-455-220-032+,4,1,Harappa,TAB:I,Steatite,None,None
1831.1,H-951,+388-134-368-590+,4,1,Harappa,TAB:I,Steatite,None,None
1832.1,H-952,+740-564+,2,1,Harappa,TAB:I,Steatite,None,None
1834.1,H-954,+090-740-235-240+,4,1,Harappa,TAB:I,Steatite,None,None
1852.1,H-975,+740-760-382+,3,1,Harappa,TAB:I,Steatite,NA,None
1859.1,H-983,+400-740-637-240+,4,1,Harappa,TAB:I,Steatite,Bult,None
1861.2,H-985|M-97,+156-435-255+,3,2,Harappa|Mohenjo-daro,SEAL:S|TAB:I,Steatite,Bull1:J|None,None|SAN
1863.1,H-987,+690-365-817+,3,1,Harappa,TAB:I,Steatite,None,None
1874.1,Hls-1|M-1452,+740-407-590+,3,2,Hulas|Mohenjo-daro,TAB:C|TAG:P,Copper,None|Othr,None
1875.1,Jk-2,+740-803-233-002-817+,5,1,Jhukar,SEAL:S,NA,Bull1:J,SAN
1877.1,K-1,+031-504-632-032+,4,1,Kalibangan,SEAL:S,Steatite,Bull1:W,SAN
1879.1,K-4,+036-269-140-002-741-060-920+,7,1,Kalibangan,SEAL:S,Steatite,Bull1:W,SAF
1880.1,K-5,+520-233-240-803-741-125+,6,1,Kalibangan,SEAL:S,Steatite,Bull1:W,SAN
1882.1,K-7,+740-100-176-838-001-220-455-530-741+,9,1,Kalibangan,SEAL:S,Steatite,Bull1:W,SAF
1884.1,K-9,+515-740-220-003-900+,5,1,Kalibangan,SEAL:S,Steatite,Bull1:W,SAF
1885.1,K-10,+740-690-435-255-002-368-861-590-032-368+,10,1,Kalibangan,SEAL:S,Steatite,Bull1:I,RAN
1886.1,K-11,+740-717-415-790-900+,5,1,Kalibangan,SEAL:S,Steatite,Bull1:S,RAF
1888.1,K-13,+740-585-017-741-630+,5,1,Kalibangan,SEAL:S,Steatite,Bull1:J,RAF
1895.1,K-20,+151-216+,2,1,Kalibangan,SEAL:S,Steatite,Bull1:J,NA
1896.1,K-22,+866-151-033-033+,4,1,Kalibangan,SEAL:S,Steatite,Bull1:I,RAF
1897.1,K-23,+740-441-002-820-033+,5,1,Kalibangan,SEAL:S,Steatite,Bull1:I,RAN
1898.1,K-24,+740-760-093-002-252-575+,6,1,Kalibangan,SEAL:S,Steatite,Bull1,R
1899.1,K-25,+520-231-002-220-065-132-082+,7,1,Kalibangan,SEAL:S,Steatite,Bull1,NA
1902.1,K-28,+440-411-740-335-002-285-491+,7,1,Kalibangan,SEAL:S,Steatite,Gaur,None
1906.1,K-33,+226-002-861+,3,1,Kalibangan,SEAL:S,Steatite,Buff,Trough
1907.1,K-39,+590-390+,2,1,Kalibangan,SEAL:S,Terracotta,Rhin,Flag
1908.1,K-40,+760-031-002-861-791-440-717+,7,1,Kalibangan,SEAL:S,Steatite,Elep,None
1912.1,K-49,+151-017-003+,3,1,Kalibangan,SEAL:S,Steatite,T-A-T,None
1914.1,K-51,+250-255+,2,1,Kalibangan,SEAL:S,Terracotta,None,None
1919.1,K-56,+740-165-060-550+,4,1,Kalibangan,MISC,Terracotta,Bull1:I,SAN
1920.1,K-59,+015-013-031-892+,4,1,Kalibangan,SEAL:R,Steatite,None,None
1922.1,K-61|M-176,+740-690+,2,2,Kalibangan|Mohenjo-daro,SEAL:R|SEAL:S,Steatite|Terracotta,Bull1:J|None,None|SAN
1923.1,K-62,+740-176-233-803+,4,1,Kalibangan,SEAL:R,Terracotta,None,None
1926.1,K-68,+400-740-263+,3,1,Kalibangan,TAB:B,Faience,Bull1,RAN
1927.1,K-156|K-69|K-70|K-71|K-72|K-73|K-74|K-75,+892-890-417-002-056-091+,6,8,Kalibangan,TAG,Terracotta,Bull1|None,None
1935.1,K-78,+740-817-390-002-820+,5,1,Kalibangan,TAB:B,Terracotta,Gavi,None
1938.1,K-82|M-1697|M-712,+390-003-002-861+,4,3,Kalibangan|Mohenjo-daro,SEAL:S|TAG:L,Steatite,Bull1|Bull1:W,SAF
1940.1,K-85,+520-033-002-861+,4,1,Kalibangan,TAG:L,NA,Elep,None
1944.1,K-89,+090-740-362-002-360-832+,6,1,Kalibangan,TAG:L,NA,Bull1,SAN
1945.1,K-90,+740-798-700+,3,1,Kalibangan,POT:T:g,NA,None,None
1948.1,K-94,+411-005+,2,1,Kalibangan,POT:T:g,Clay,None,None
1957.1,K-104,+740-180+,2,1,Kalibangan,POT:T:g,Clay,None,None
1964.1,K-120,+390-832-003+,3,1,Kalibangan,POT:T:p,Clay,None,None
1967.1,K-32,+520-231+,2,1,Kalibangan,SEAL:S,Steatite,Zebu,None
1968.1,Krs-1,+215-001-480-306-813-033-060-413-346-706+,10,1,Khirsara,SEAL:R,NA,None,None
1969.1,Krs-2,+740-575-017+,3,1,Khirsara,SEAL:R,NA,None,None
1981.1,Lh-1,+740-760-615-104-717-235-002-392-590-125+,10,1,Lohumjo-daro,SEAL:S,NA,Bull1:S,SAN
1984.1,L-1,+527-550-233-002-812-095+,6,1,Lothal,SEAL:S,Steatite,Bull1:W,SAF
1986.1,L-4,+090-740-100-233-002-575-031+,7,1,Lothal,SEAL:S,Steatite,Bull1,SAN
1990.1,L-11,+590-705-435-255-778-002-817+,7,1,Lothal,SEAL:S,Steatite,Bull1:L,SAN
1994.1,L-16,+154-004+,2,1,Lothal,SEAL:S,Steatite,Bull1:W,S
1996.1,L-18,+415-031-002-820+,4,1,Lothal,SEAL:S,Steatite,Bull1:S,SAN
1998.1,L-20,+390-004-491+,3,1,Lothal,SEAL:S,Steatite,Bull1:J,SAN
1999.1,L-21,+156-142-060-820+,4,1,Lothal,SEAL:S,Steatite,Bull1:S,RAN
2003.1,L-26,+740-798-240-060-111-166+,6,1,Lothal,SEAL:S,Steatite,Bull1:W,HAN
2005.1,L-28,+740-406-590-741-060-920+,6,1,Lothal,SEAL:S,Steatite,Bull1:S,SAN
2006.1,L-29,+390-003-480-368-861+,5,1,Lothal,SEAL:S,Steatite,Bull1:O,SAN
2008.1,L-35|L-55,+740-176-233+,3,2,Lothal,SEAL:S,Steatite,Bull1:J|None,None|SAN
2009.1,L-36,+422-003-001-060-065-405-720+,7,1,Lothal,SEAL:S,Steatite,Bull1,SAN
2010.1,L-37,+104-892-390-406+,4,1,Lothal,SEAL:S,Steatite,Bull1,SAN
2011.1,L-38,+151-100-220+,3,1,Lothal,SEAL:S,Steatite,Bull1:V,SAN
2012.1,L-39,+520-315-002-861-626+,5,1,Lothal,SEAL:S,Steatite,Bull1,SAN
2013.1,L-41,+090-740-233-002-817+,5,1,Lothal,SEAL:S,Clay,Bull,NA
2015.1,L-43,+151-590-390+,3,1,Lothal,SEAL:S,Steatite,Bull1:X,NA
2016.1,L-45,+411-440-236-220-741-634+,6,1,Lothal,SEAL:S,Steatite,Gaur,Trough
2017.1,L-46,+527-388-233-740-176-002-861-392+,8,1,Lothal,SEAL:S,Steatite,Gaur,Trough
2018.1,L-47,+409-190-002-798-055+,5,1,Lothal,SEAL:S,Steatite,Bull1,NA
2020.1,L-51,+527-555-231-235+,4,1,Lothal,SEAL:S,Clay,Misc,None
2021.1,L-52|M-1800|M-939,+527-550+,2,3,Lothal|Mohenjo-daro,SEAL:S,Clay|Steatite,Bull1:J|Bull1:W|None,None|SAN
2023.1,L-56|M-1734,+740-912+,2,2,Lothal|Mohenjo-daro,SEAL:S,NA,Bull1:W,SAN
2024.1,L-57,+832-002-861+,3,1,Lothal,SEAL:S,NA,NA,NA
2025.1,L-58,+740-550+,2,1,Lothal,SEAL:S,Clay,None,None
2027.1,L-60,+740-861-140+,3,1,Lothal,SEAL:S,Steatite,NA,NA
2036.1,L-82,+806-231-002-221+,4,1,Lothal,SEAL:R,Steatite,None,None
2037.1,L-83,+740-806-240-002-820+,5,1,Lothal,SEAL:L,Agate,None,None
2038.1,L-84,+048-002-817+,3,1,Lothal,SEAL:R,NA,NA,NA
2041.1,L-87,+740-032-840-233-220-032-060-825-002+,9,1,Lothal,SEAL:R,Steatite,None,None
2042.1,L-88,+405-005-001-063-615-262+,6,1,Lothal,SEAL:R,Steatite,None,None
2043.1,L-89,+527-555-235-002-861+,5,1,Lothal,SEAL:R,Steatite,None,None
2044.1,L-90,+423-003-060-407-140+,5,1,Lothal,SEAL:R,NA,NA,NA
2046.1,L-92,+520-070-255-832-002-817+,6,1,Lothal,SEAL:R,Steatite,None,None
