"queue_rank","priority_band","source_validation_need","representative_cisi","family_cisis","representative_lipi_id","harsh_id","site","type","material","symbol","direction","text","tokens","token_count","family_size","family_source_weight","direction_outcome","stored_logprob","reversed_logprob","diff_per_transition","major_leave_one_delta_stored_win","site_leave_one_delta_stored_win","source_hint_count","best_source_rank","best_source_file","best_status_text","best_source_url","best_local_image","best_sha256","best_note","source_files"
"149","P2_validate_positive_support","find_public_or_request_source_route","M-250","M-250","2773.1","one_edit_family_00344","Mohenjo-daro","SEAL:S","Steatite","Gaur","R/L","+804-233-231+","804 233 231","3","1","1","stored_higher","-20.814909","-26.257326","1.360604","0.000478","0.000872","0","0","","","","","","",""
"150","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-71","M-71","2599.1","one_edit_family_00064","Mohenjo-daro","SEAL:S","Steatite","Bull1:J","R/L","+151-279-142-002-390-095+","151 279 142 002 390 095","6","1","1","stored_higher","-33.320303","-42.761907","1.348801","0.000478","0.000872","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"151","P2_validate_positive_support","find_public_or_request_source_route","M-1684","M-1684","2271.1","one_edit_family_00196","Mohenjo-daro","SEAL:S","Steatite","Bull1:W","R/L","+405-371-031+","405 371 031","3","1","1","stored_higher","-17.319342","-22.698786","1.344861","0.000478","0.000872","0","0","","","","","","",""
"152","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-547","M-1555;M-1556;M-1557;M-1558;M-2053;M-547;M-548;M-549;M-599","2284.2","one_edit_family_00210","Mohenjo-daro","TAB:C","Copper","Othr","R/L","+407-032-520-095-585-017-231+","407 032 520 095 585 017 231","7","3","9","stored_higher","-40.187165","-50.932887","1.343215","0.000478","0.005611","18","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"153","P2_validate_positive_support","find_public_or_request_source_route","H-66","H-66","1125.1","one_edit_family_00306","Harappa","SEAL:S","Steatite","Bull1:W","R/L","+617-243-950+","617 243 950","3","1","1","stored_higher","-18.424632","-23.78079","1.339039","0.000478","0.002333","0","0","","","","","","",""
"154","P2_validate_positive_support","find_public_or_request_source_route","M-1087","M-1087","3461.1","one_edit_family_00264","Mohenjo-daro","SEAL:S","Steatite","Gaur","R/L","+527-554-001-297-190+","527 554 001 297 190","5","1","1","stored_higher","-28.226572","-36.219855","1.332214","0.003574","0.005611","0","0","","","","","","",""
"155","P2_validate_positive_support","find_public_or_request_source_route","M-1384","M-1384","3680.1","one_edit_family_00362","Mohenjo-daro","TAG:L","Clay","None","R/L","+904-004-821-001-480-850-595-391+","904 004 821 001 480 850 595 391","8","1","1","stored_higher","-40.073812","-52.063289","1.332164","0.003574","0.005611","0","0","","","","","","",""
"156","P2_validate_positive_support","find_public_or_request_source_route","H-271","H-271","1295.1","one_edit_family_00290","Harappa","SEAL:S","Steatite","Bull1","R/L","+595-420-717-745+","595 420 717 745","4","1","1","stored_higher","-22.57361","-29.234185","1.332115","0.003574","0.002333","0","0","","","","","","",""
"157","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","H-1706","H-1706","623.1","one_edit_family_00183","Harappa","SEAL:R","Steatite","None","R/L","+405-003-002-293-360+","405 003 002 293 360","5","1","1","stored_higher","-28.904","-36.82372","1.319953","0.009766","0.011342","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"158","P2_validate_positive_support","find_public_or_request_source_route","H-386","H-386","1400.1","one_edit_family_00271","Harappa","SEAL:S","Steatite","Bull1:W","R/L","+527-555-740-055-240-415-798-060-201+","527 555 740 055 240 415 798 060 201","9","1","1","stored_higher","-50.425807","-63.604344","1.317854","0.000478","0.002333","0","0","","","","","","",""
"159","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-4","M-4","2533.1","one_edit_family_00154","Mohenjo-daro","SEAL:S","Steatite","Bull1:W","R/L","+298-465-033-705-231-002-564-617-033+","298 465 033 705 231 002 564 617 033","9","1","1","stored_higher","-47.106718","-60.244657","1.313794","0.000478","-0.003867","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"160","P2_validate_positive_support","box_direction_from_existing_public_route","H-1287","Agr-1;Agr-2;Agr-3;B-3;C-21;C-61;C-63;C-80;H-1028;H-1085;H-1086;H-1087;H-1112;H-1120;H-1124;H-1138;H-1166;H-1177;H-1178;H-1188;H-1189;H-1198;H-1270;H-1273;H-1287;H-1295;H-1302;H-1303;H-1304;H-1308;H-1344;H-1345;H-1346;H-1347;H-1348;H-1354;H-1459;H-1545;H-1550;H-1664;H-1677;H-1691;H-1736;H-1737;H-1745;H-1768;H-1793;H-1817;H-1822;H-1823;H-1824;H-1825;H-1828;H-1829;H-1830;H-1831;H-1832;H-1839;H-1842;H-1844;H-1845;H-1846;H-185;H-1850;H-1851;H-1854;H-1858;H-1859;H-1860;H-1861;H-1863;H-1867;H-1868;H-1869;H-1870;H-1871;H-1872;H-1873;H-1874;H-1876;H-1877;H-1878;H-1880;H-1881;H-1883;H-1891;H-1894;H-1895;H-1896;H-1897;H-1898;H-1903;H-1905;H-1907;H-1908;H-1912;H-1915;H-1916;H-1917;H-1919;H-1924;H-1929;H-1933;H-1937;H-1938;H-1940;H-1943;H-1946;H-1947;H-196;H-197;H-198;H-1981;H-1982;H-1987;H-1993;H-1995;H-1996;H-2035;H-2049;H-206;H-2070;H-2094;H-2095;H-2096;H-2097;H-2099;H-2102;H-2105;H-2108;H-211;H-2115;H-2125;H-2130;H-2131;H-2137;H-2140;H-2141;H-2142;H-2143;H-215;H-2154;H-2155;H-216;H-218;H-2189;H-219;H-2197;H-2204;H-2206;H-2208;H-2209;H-2213;H-2214;H-2215;H-2218;H-2219;H-2220;H-2221;H-2222;H-2223;H-2224;H-2225;H-2226;H-2227;H-2228;H-2229;H-2230;H-2231;H-2232;H-2233;H-2234;H-2235;H-2236;H-2237;H-2238;H-2239;H-2240;H-2246;H-2272;H-229;H-231;H-233;H-237;H-239;H-241;H-245;H-248;H-249;H-2576;H-285;H-288;H-296;H-297;H-298;H-303;H-304;H-306;H-307;H-308;H-309;H-311;H-312;H-313;H-314;H-316;H-317;H-320;H-323;H-324;H-326;H-328;H-329;H-343;H-344;H-345;H-350;H-351;H-352;H-353;H-354;H-355;H-356;H-357;H-358;H-363;H-366;H-369;H-371;H-372;H-38;H-48;H-499;H-505;H-516;H-518;H-67;H-702;H-703;H-717;H-72;H-73;H-733;H-734;H-743;H-745;H-767;H-770;H-771;H-776;H-780;H-781;H-783;H-785;H-788;H-789;H-790;H-791;H-792;H-793;H-795;H-798;H-799;H-800;H-801;H-81;H-812;H-816;H-818;H-819;H-821;H-822;H-823;H-827;H-834;H-838;H-846;H-847;H-848;H-853;H-857;H-876;H-891;H-892;H-893;H-894;H-9;H-900;H-906;H-910;H-911;H-914;H-916;H-917;H-918;H-919;H-924;H-925;H-927;H-928;H-929;H-93;H-931;H-933;H-934;H-935;H-936;H-938;H-939;H-942;H-945;H-946;H-947;H-948;H-949;H-950;H-951;H-952;H-953;H-959;H-960;H-961;H-976;H-978;H-979;H-982;H-983;H-985;H-986;H-987;K-153;K-19;K-20;K-51;K-94;K-97;L-102;L-16;L-42;L-52;M-1086;M-1123;M-1222;M-1232;M-1235;M-1317;M-1372;M-1388;M-1397;M-1399;M-1418;M-1444;M-1445;M-1626;M-1658;M-1699;M-1735;M-1740;M-1748;M-1779;M-1800;M-1816;M-1828;M-1837;M-1839;M-1854;M-187;M-188;M-1897;M-190;M-1920;M-1928;M-193;M-1964;M-197;M-1984;M-201;M-2020;M-2028;M-2036;M-2040;M-2041;M-2067;M-207;M-2080;M-2088;M-215;M-216;M-219;M-224;M-229;M-318;M-321;M-326;M-328;M-330;M-382;M-383;M-404;M-429;M-449;M-476;M-501;M-513;M-514;M-515;M-673;M-731;M-741;M-749;M-821;M-838;M-884;M-919;M-939;M-96;M-969;M-988;M-995;Sh-69;W-1","1266.1","one_edit_family_00001","Harappa","TAB:I","Steatite","None","R/L","+700-033+","700 033","2","118","464","stored_higher","-8.419427","-12.347213","1.309262","0.000478","0.002333","474","65","lipi_frame700_034_source_acquisition_manifest.csv","source_visible_component_probe_negative_for_direct_034_415 | source_visible_component_probe_complete_negative_for_direct_034_415","","","","Source page/crops now stored for H-910 B from CISI Pakistan leaf n372 / printed p. 338. Still requires broader triad controls H-916/H-1294 before subtype contrast; H-910 B itself now acts as mirror-order component probe.","campaign_520_220_x_source_visibility_hints_addendum.csv;effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_independent_source_leads.csv;lipi_frame700_034_source_acquisition_manifest.csv;lipi_frame700_034_source_coding_sheet_template.csv;lipi_frame700_034_source_panel_graph_edges.csv;lipi_frame700_034_source_panel_graph_nodes.csv;lipi_frame700_034_source_route_audit.csv;lipi_frame700_034_two_lane_source_coding_sheet.csv;lipi_frame700_034_two_lane_source_packet.csv;lipi_short_mark_source_acquisition_queue.csv;source_box_blind_adjudication_key.csv;source_box_blind_adjudication_scored_rows.csv;source_box_negative_control_candidates.csv"
"161","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-1224","M-1224","3559.2","one_edit_family_00179","Mohenjo-daro","SEAL:S","Steatite","Mult","R/L","+401-390-016-853+","401 390 016 853","4","1","1","stored_higher","-25.582161","-32.060671","1.295702","0.000478","0.000872","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"162","P2_validate_positive_support","find_public_or_request_source_route","H-139","H-139;H-458;M-210","1180.1","one_edit_family_00173","Harappa","SEAL:R","Steatite","None","R/L","+368-861-503+","368 861 503","3","3","3","stored_higher","-16.372508","-21.529994","1.289372","0.000478","0.002333","0","0","","","","","","",""
"163","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-325","M-325","2843.2","one_edit_family_00143","Mohenjo-daro","SEAL:S","Steatite","Bull1:L","R/L","+241-803-002-850-491+","241 803 002 850 491","5","2","2","stored_higher","-28.898838","-36.521813","1.270496","0.000478","0.000872","3","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"164","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","H-1869","H-1867;H-1868;H-1869;H-1871;M-1751;M-209","506.2","one_edit_family_00072","Harappa","TAB:B","Faience","None","R/L","+151-740-222+","151 740 222","3","5","6","stored_higher","-21.941499","-27.022903","1.270351","0.000478","0.002333","8","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-1867. Metadata source hooks: H90-1593; Figure 13.46 (k). Packet rows to verify: 506.1 +700-034+. All local rows to reconcile: 506.1 +700-034+; 506.2 +151-740-221+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"165","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-1707","M-1707","2390.1","one_edit_family_00152","Mohenjo-daro","SEAL:S","Steatite","Bull1:I","R/L","+298-350-761-032-060-572+","298 350 761 032 060 572","6","1","1","stored_higher","-35.558518","-44.434923","1.268058","0.000478","0.000872","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"166","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","H-2102","H-1511;H-2102","1018.2","one_edit_family_00048","Harappa","TAB:I","Steatite","None","R/L","+137-413+","137 413","2","2","2","stored_higher","-13.895585","-17.609158","1.237857","0.000478","0.002333","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-2102. Metadata source hooks: H99-3960; Figure 34.04. Packet rows to verify: 1018.1 +700-034+. All local rows to reconcile: 1018.1 +700-034+; 1018.2 +137-413+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"167","P2_validate_positive_support","find_public_or_request_source_route","H-1397","H-1397","170.1","one_edit_family_00272","Harappa","MISC","-","-","R/L","+527-740-914+","527 740 914","3","1","1","stored_higher","-22.053776","-27.002536","1.23719","0.000478","0.002333","0","0","","","","","","",""
"168","P2_validate_positive_support","find_public_or_request_source_route","M-1290","M-1290","3595.1","one_edit_family_00294","Mohenjo-daro","SEAL:R","Steatite","None","R/L","+595-820-706+","595 820 706","3","1","1","stored_higher","-16.148684","-21.080413","1.232932","0.003574","0.000872","0","0","","","","","","",""
"169","P2_validate_positive_support","find_public_or_request_source_route","M-366","M-366","2862.1","one_edit_family_00234","Mohenjo-daro","SEAL:R","Steatite","None","R/L","+423-003-263-104-745-055+","423 003 263 104 745 055","6","1","1","stored_higher","-35.575072","-44.062012","1.21242","0.000478","0.005611","0","0","","","","","","",""
"170","P2_validate_positive_support","find_public_or_request_source_route","M-967","M-967","3360.1","one_edit_family_00181","Mohenjo-daro","SEAL:S","Steatite","Bull1:W","R/L","+401-861-440-220+","401 861 440 220","4","1","1","stored_higher","-22.735514","-28.78565","1.210027","-0.002618","0.000872","0","0","","","","","","",""
"171","P2_validate_positive_support","find_public_or_request_source_route","M-1599","M-1599","5523.1","one_edit_family_00116","Mohenjo-daro","POT:T:g","Clay","None","L/R","+215-175-480+","215 175 480","3","1","1","stored_higher","-21.032124","-25.827915","1.198948","0.000478","0.000872","0","0","","","","","","",""
"172","P2_validate_positive_support","find_public_or_request_source_route","M-18","M-18","2546.1","one_edit_family_00365","Mohenjo-daro","SEAL:S","Steatite","Bull1:W","R/L","+932-740-055+","932 740 055","3","1","1","stored_higher","-21.976374","-26.772165","1.198948","0.000478","0.000872","0","0","","","","","","",""
"173","P2_validate_positive_support","find_public_or_request_source_route","M-2006","M-2006","2203.1","one_edit_family_00101","Mohenjo-daro","POT:T:g","Steatite","None","R/L","+158-900-415+","158 900 415","3","1","1","stored_higher","-18.511039","-23.290962","1.194981","0.003574","0.000872","0","0","","","","","","",""
"174","P2_validate_positive_support","find_public_or_request_source_route","M-1683","M-1683","2218.1","one_edit_family_00088","Mohenjo-daro","SEAL:S","Steatite","Bull1:W","R/L","+155-806-467-001-692+","155 806 467 001 692","5","1","1","stored_higher","-31.573559","-38.728955","1.192566","0.000478","0.000872","0","0","","","","","","",""
"175","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","H-130","H-130","1171.1","one_edit_family_00223","Harappa","SEAL:R","-","None","R/L","+409-032-845-033-705-231-806-002-595-812-125-717+","409 032 845 033 705 231 806 002 595 812 125 717","12","1","1","stored_higher","-62.445196","-77.863314","1.186009","-0.002618","0.011342","3","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"176","P2_validate_positive_support","find_public_or_request_source_route","H-1862","H-1862","499.1","one_edit_family_00322","Harappa","TAB:B","-","None","L/R","+700-033-368-091+","700 033 368 091","4","1","1","stored_higher","-19.84625","-25.774629","1.185676","0.003574","0.002333","0","0","","","","","","",""
"177","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-311","M-311","2830.1","one_edit_family_00178","Mohenjo-daro","SEAL:S","Steatite","Comp","R/L","+401-002-368-165+","401 002 368 165","4","1","1","stored_higher","-24.252449","-30.084331","1.166376","0.000478","0.000872","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"178","P2_validate_positive_support","find_public_or_request_source_route","H-157","H-157","1198.1","one_edit_family_00082","Harappa","SEAL:R","Steatite","None","R/L","+154-615-503+","154 615 503","3","1","1","stored_higher","-19.172119","-23.787239","1.15378","0.000478","0.002333","0","0","","","","","","",""
"179","P2_validate_positive_support","find_public_or_request_source_route","M-899","M-899","3304.1","one_edit_family_00080","Mohenjo-daro","SEAL:S","Steatite","Bull1:W","R/L","+154-160-363+","154 160 363","3","1","1","stored_higher","-21.298621","-25.913741","1.15378","0.000478","0.000872","0","0","","","","","","",""
"180","P2_validate_positive_support","find_public_or_request_source_route","H-2069","H-2069","532.2","one_edit_family_00326","Harappa","TAB:I","Steatite","None","R/L","+700-034-400-525-550+","700 034 400 525 550","5","1","1","stored_higher","-26.581418","-33.487279","1.150977","0.003574","0.011342","0","0","","","","","","",""
"181","P2_validate_positive_support","find_public_or_request_source_route","M-1824","M-1824","2222.1","one_edit_family_00180","Mohenjo-daro","SEAL:S","Steatite","Bull1:L","R/L","+401-698+","401 698","2","1","1","stored_higher","-16.464957","-19.898944","1.144662","0.000478","0.000872","0","0","","","","","","",""
"182","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","H-2211","H-2211","829.2","one_edit_family_00328","Harappa","TAB:I","Steatite","Bult","R/L","+700-840-032-741+","700 840 032 741","4","1","1","stored_higher","-22.748259","-28.458385","1.142025","-0.002618","0.011342","7","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_route_audit.csv;lipi_frame700_034_two_lane_source_coding_sheet.csv;lipi_frame700_034_two_lane_source_packet.csv;source_box_negative_control_candidates.csv"
"183","P2_validate_positive_support","find_public_or_request_source_route","M-627","M-627","3078.1","one_edit_family_00305","Mohenjo-daro","SEAL:S","Steatite","Bull1:W","R/L","+617-243-741-615-440-220+","617 243 741 615 440 220","6","1","1","stored_higher","-31.075629","-39.047935","1.138901","-0.002618","0.000872","0","0","","","","","","",""
"184","P2_validate_positive_support","find_public_or_request_source_route","H-1022","H-1022","3916.1","one_edit_family_00172","Harappa","SEAL:S","-","Bull1:W","R/L","+368-861-501-031+","368 861 501 031","4","1","1","stored_higher","-20.598753","-26.260486","1.132347","0.000478","0.002333","0","0","","","","","","",""
"185","P2_validate_positive_support","find_public_or_request_source_route","M-784","M-784;M-824","3198.1","one_edit_family_00168","Mohenjo-daro","SEAL:S","Steatite","Bull1:S","R/L","+368-390-710+","368 390 710","3","2","2","stored_higher","-19.47535","-23.98621","1.127715","0.000478","0.000872","0","0","","","","","","",""
"186","P2_validate_positive_support","find_public_or_request_source_route","M-1276","M-1276","3583.1","one_edit_family_00103","Mohenjo-daro","SEAL:R","Steatite","None","R/L","+159-243-001-740-325+","159 243 001 740 325","5","1","1","stored_higher","-32.531708","-39.192284","1.110096","0.003574","0.000872","0","0","","","","","","",""
"187","P2_validate_positive_support","find_public_or_request_source_route","M-380","M-380","2876.1","one_edit_family_00047","Mohenjo-daro","SEAL:R","Steatite","None","R/L","+137-003-001-740-920-322+","137 003 001 740 920 322","6","1","1","stored_higher","-35.392241","-43.088908","1.099524","0.000478","0.000872","0","0","","","","","","",""
"188","P2_validate_positive_support","find_public_or_request_source_route","M-1203","M-1203","3553.2","one_edit_family_00289","Mohenjo-daro","SEAL:S","Steatite","Bull1:W","R/L","+595-420-706-140+","595 420 706 140","4","1","1","stored_higher","-19.376416","-24.857254","1.096167","0.003574","0.000872","0","0","","","","","","",""
"189","P2_validate_positive_support","find_public_or_request_source_route","M-74","M-74","2602.1","one_edit_family_00291","Mohenjo-daro","SEAL:S","Steatite","Bull1:U","R/L","+595-575-704-140+","595 575 704 140","4","1","1","stored_higher","-21.744984","-27.225821","1.096167","0.003574","0.005611","0","0","","","","","","",""
"190","P2_validate_positive_support","find_public_or_request_source_route","H-1862","H-1862","499.2","one_edit_family_00323","Harappa","TAB:B","-","None","L/R","+700-033-400-740-388+","700 033 400 740 388","5","1","1","stored_higher","-25.816886","-32.391892","1.095834","0.000478","-0.006676","0","0","","","","","","",""
"191","P2_validate_positive_support","request_or_locate_source_image","M-119","M-119","2646.1","one_edit_family_00065","Mohenjo-daro","SEAL:S","Steatite","Bull1:S","R/L","+151-337-484-002-390-125-632-032-900-563+","151 337 484 002 390 125 632 032 900 563","10","1","1","stored_higher","-57.516268","-69.355767","1.076318","0.000478","0.000872","4","30","campaign_032_002_source_normalized_branch_tail_family_rows.csv","not_routed_in_current_packet | needs_source_route | none","","","","","campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"192","P2_validate_positive_support","find_public_or_request_source_route","H-153","H-153;M-8","1194.1","one_edit_family_00032","Harappa","SEAL:R","Steatite","None","R/L","+064-706-140+","064 706 140","3","2","2","stored_higher","-17.373795","-21.636475","1.06567","0.000478","0.002333","0","0","","","","","","",""
"193","P2_validate_positive_support","find_public_or_request_source_route","M-852","M-852","3264.1","one_edit_family_00359","Mohenjo-daro","SEAL:S","Steatite","Bull1:W","R/L","+892-590-794-732-033-853+","892 590 794 732 033 853","6","1","1","stored_higher","-33.799029","-41.249878","1.064407","-0.002618","0.000872","0","0","","","","","","",""
"194","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","H-196","H-196","1227.1","one_edit_family_00218","Harappa","TAB:B","Faience","Mult","R/L","+407-590-740-072+","407 590 740 072","4","1","1","stored_higher","-25.895327","-31.198632","1.060661","0.000478","0.002333","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"195","P2_validate_positive_support","find_public_or_request_source_route","M-543","M-543;M-544;M-545","3015.1","one_edit_family_00342","Mohenjo-daro","TAB:C","Copper","Goat:8","R/L","+790-740-100-176-421-003+","790 740 100 176 421 003","6","1","3","stored_higher","-32.961238","-40.327051","1.052259","0.003574","0.005611","0","0","","","","","","",""
"196","P2_validate_positive_support","find_public_or_request_source_route","H-1709","H-1709","622.1","one_edit_family_00100","Harappa","SEAL:R","Steatite","None","R/L","+158-838-470+","158 838 470","3","1","1","stored_higher","-21.71329","-25.824164","1.027718","0.000478","0.002333","0","0","","","","","","",""
"197","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-134","M-134","2661.1","one_edit_family_00357","Mohenjo-daro","SEAL:S","Steatite","Bull1:W","R/L","+872-032-692+","872 032 692","3","1","1","stored_higher","-22.397729","-26.508603","1.027718","0.000478","0.000872","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"198","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","H-141","H-141","1182.1","one_edit_family_00191","Harappa","SEAL:R","Steatite","None","R/L","+405-032-900-003-070-002-233-235+","405 032 900 003 070 002 233 235","8","1","1","stored_higher","-43.632544","-52.867941","1.026155","0.000478","0.002333","3","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"199","P2_validate_positive_support","find_public_or_request_source_route","M-729","M-729","3153.1","one_edit_family_00134","Mohenjo-daro","SEAL:S","Steatite","Bull1:I","R/L","+234-415+","234 415","2","1","1","stored_higher","-14.058357","-17.125302","1.022315","0.00667","0.005611","0","0","","","","","","",""
"200","P2_validate_positive_support","find_public_or_request_source_route","M-396","M-396","2892.1","one_edit_family_00113","Mohenjo-daro","SEAL:R","Steatite","None","R/L","+204-630-233-832-904-794-630-235-060-550+","204 630 233 832 904 794 630 235 060 550","10","1","1","stored_higher","-54.744327","-65.983355","1.02173","0.00667","0.005611","0","0","","","","","","",""
"201","P2_validate_positive_support","find_public_or_request_source_route","M-293","M-293","2813.1","one_edit_family_00070","Mohenjo-daro","SEAL:S","Steatite","Gavi","R/L","+151-416-741-849+","151 416 741 849","4","1","1","stored_higher","-27.459004","-32.540409","1.016281","0.000478","0.000872","0","0","","","","","","",""
"202","P2_validate_positive_support","find_public_or_request_source_route","M-734","M-734","3158.1","one_edit_family_00023","Mohenjo-daro","SEAL:S","Steatite","Bull1:S","R/L","+033-033-368-390-590+","033 033 368 390 590","5","1","1","stored_higher","-23.709646","-29.789709","1.013344","0.000478","0.000872","0","0","","","","","","",""
"203","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","H-2016","H-2016;H-811","370.2","one_edit_family_00321","Harappa","TAB:B","Clay","None","R/L","+700-032-740-335-575-413+","700 032 740 335 575 413","6","1","2","stored_higher","-29.148249","-36.151629","1.000483","0.000478","0.002333","6","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"204","P2_validate_positive_support","find_public_or_request_source_route","M-412","M-412","2908.1","one_edit_family_00020","Mohenjo-daro","SEAL:R","Steatite","None","R/L","+031-625-140-220-415+","031 625 140 220 415","5","1","1","stored_higher","-25.653582","-31.656394","1.000469","0.003574","0.005611","0","0","","","","","","",""
"205","P2_validate_positive_support","find_public_or_request_source_route","H-180","H-180","1214.1","one_edit_family_00069","Harappa","TAB:B","Clay","Scene","R/L","+151-390-590-741-330-368+","151 390 590 741 330 368","6","1","2","stored_higher","-33.793755","-40.738548","0.992113","0.000478","0.002333","0","0","","","","","","",""
"206","P2_validate_positive_support","find_public_or_request_source_route","M-1928","H-1367;L-271;M-132;M-1888;M-1928;M-991","2357.1","one_edit_family_00089","Mohenjo-daro","SEAL:S","Steatite","Buff","R/L","+156-003-031+","156 003 031","3","6","6","stored_higher","-16.510092","-20.448326","0.984558","0.000478","0.005611","0","0","","","","","","",""
"207","P2_validate_positive_support","find_public_or_request_source_route","H-1666","H-1666","775.1","one_edit_family_00104","Harappa","SEAL:S","Steatite","Bull1:W","R/L","+161-097-741-140+","161 097 741 140","4","1","1","stored_higher","-25.289803","-30.19911","0.981861","0.000478","0.011342","0","0","","","","","","",""
"208","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","H-8","H-8","1069.1","one_edit_family_00161","Harappa","SEAL:S","Steatite","Bull1:W","R/L","+354-001-740-405-590-033-706-002-690-921+","354 001 740 405 590 033 706 002 690 921","10","1","1","stored_higher","-56.049923","-66.401648","0.941066","0.000478","0.011342","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"209","P2_validate_positive_support","find_public_or_request_source_route","M-1233","M-1233","3565.1","one_edit_family_00182","Mohenjo-daro","SEAL:S","Steatite","None","R/L","+402-741-575+","402 741 575","3","1","1","stored_higher","-22.761339","-26.474911","0.928393","0.00667","0.005611","0","0","","","","","","",""
"210","P2_validate_positive_support","find_public_or_request_source_route","M-266","M-266","2789.1","one_edit_family_00279","Mohenjo-daro","SEAL:S","Steatite","Buff","R/L","+565-740-798-235-233-013-269-632+","565 740 798 235 233 013 269 632","8","1","1","stored_higher","-45.248367","-53.586518","0.926461","0.000478","0.000872","0","0","","","","","","",""
"211","P2_validate_positive_support","find_public_or_request_source_route","M-379","M-379","2875.1","one_edit_family_00083","Mohenjo-daro","SEAL:R","Steatite","None","R/L","+154-798-463-353+","154 798 463 353","4","1","1","stored_higher","-27.39894","-32.01406","0.923024","0.000478","0.000872","0","0","","","","","","",""
