checked_date,motif,cisi,row_id,site,type,shape,prev_before_motif,next_after_motif,after_002,terminal_after_motif,left_prefix,right_suffix,local_context,exact_sequence,text
2026-05-31,095,M-1052,3427.1,Mohenjo-daro,SEAL:R,rectangular,001,<END>,false,true,679-740-220-032-806-001-595-575-001,<END>,001-595-575-001-095,679 740 220 032 806 001 595 575 001 095,+679-740-220-032-806-001-595-575-001-095+
2026-05-31,095,M-1470,3738.1,Mohenjo-daro,TAB:C,rectangular,595,717,false,false,617-142-001-595,717-747,617-142-001-595-095-717-747,617 142 001 595 095 717 747,+617-142-001-595-095-717-747+
2026-05-31,095,TY-106,3886.1,Tepe Yahya,POT:T:s,-,002,000,true,false,002,000,002-095-000,002 095 000,+002-095-000[
2026-05-31,095,M-2021,4016.1,Mohenjo-daro,TAB:B,rectangular-round,<START>,031,false,false,<START>,031-740-927,095-031-740-927,095 031 740 927,+095-031-740-927+
2026-05-31,095,M-2112,4045.1,Mohenjo-daro,ROD,-,000,550,false,false,000-000,550-003-002-000,000-000-095-550-003-002-000,000 000 095 550 003 002 000,+000-000-095-550-003-002-000+
2026-05-31,095,-:4239.1,4239.1,Dholavira,SEAL:S,square,090,741,false,false,090,741-374-132,090-095-741-374-132,090 095 741 374 132,+090-095-741-374-132+
2026-05-31,095,-:4263.1,4263.1,Dholavira,SEAL:R,rectangular,520,000,false,false,520,000,520-095-000,520 095 000,+520-095-000[
2026-05-31,095,Sb-4,5386.1,Sibri,SEAL,square,000,<END>,false,true,000,<END>,000-095,000 095,]000-095+
2026-05-31,705,Ad-3,8.1,Allahdino,SEAL:S,square,033,235,false,false,740-904-033,235,740-904-033-705-235,740 904 033 705 235,+740-904-033-705-235+
2026-05-31,705,Ch-1,53.1,Chandigarh,POT:T:g,-,550,<END>,false,true,220-000-740-550,<END>,220-000-740-550-705,220 000 740 550 705,+220-000-740-550-705+
2026-05-31,705,Ch-2,54.1,Chandigarh,POT:T:g,-,050,<END>,false,true,740-050,<END>,740-050-705,740 050 705,+740-050-705+
2026-05-31,705,C-35,117.1,Chanhu-daro,TAB:B,rectangular,031,167,false,false,031,167,031-705-167,031 705 167,+031-705-167[
2026-05-31,705,C-64,63.1,Chanhu-daro,SEAL:S,square,033,240,false,false,000-220-838-033,240,000-220-838-033-705-240,000 220 838 033 705 240,]000-220-838-033-705-240+
2026-05-31,705,C-7,95.1,Chanhu-daro,SEAL:S,square,033,240,false,false,520-033,240-798-002-000,520-033-705-240-798-002-000,520 033 705 240 798 002 000,+520-033-705-240-798-002-000[
2026-05-31,705,C-9,97.1,Chanhu-daro,SEAL:S,square,033,240,false,false,151-233-803-033,240,151-233-803-033-705-240,151 233 803 033 705 240,+151-233-803-033-705-240+
2026-05-31,705,-:134.1,134.1,Dholavira,SEAL:R,rectangular,717,<END>,false,true,154-388-717,<END>,154-388-717-705,154 388 717 705,+154-388-717-705+
2026-05-31,705,H-1502,171.1,Harappa,MISC,-,035,<END>,false,true,035,<END>,035-705,035 705,]035-705+
2026-05-31,705,H-899,1781.1,Harappa,TAB:I,rectangular,868,590,false,false,868,590,868-705-590,868 705 590,+868-705-590+
2026-05-31,705,M-1397,3689.1,Mohenjo-daro,TAB:B,rectangular,167,<END>,false,true,167,<END>,167-705,167 705,+167-705+
2026-05-31,705,H-876,1759.1,Harappa,TAB:B,cylindrical,200,380,false,false,200,380,200-705-380,200 705 380,+200-705-380+
2026-05-31,705,H-2157,734.2,Harappa,TAB:I,-,<START>,<END>,false,true,<START>,<END>,705,705,+705[
2026-05-31,705,H-2015,402.1,Harappa,TAB:B,rectangular-round,033,235,false,false,033,235-000,033-705-235-000,033 705 235 000,+033-705-235-000+
2026-05-31,705,H-2015,402.2,Harappa,TAB:B,rectangular-round,033,235,false,false,520-033,235-832-002-817,520-033-705-235-832-002-817,520 033 705 235 832 002 817,+520-033-705-235-832-002-817+
2026-05-31,705,H-2014,412.1,Harappa,TAB:B,-,033,235,false,false,033,235,033-705-235,033 705 235,+033-705-235[
2026-05-31,705,H-774,1666.1,Harappa,TAB:B,rectangular,033,240,false,false,400-525-550-033,240,400-525-550-033-705-240,400 525 550 033 705 240,+400-525-550-033-705-240+
2026-05-31,705,H-1815,561.1,Harappa,TAB:B,rectangular-round,033,000,false,false,525-550-033,000,525-550-033-705-000,525 550 033 705 000,]525-550-033-705-000+
2026-05-31,705,H-1988,689.1,Harappa,TAB:B,rectangular,740,924,false,false,851-740,924-156,851-740-705-924-156,851 740 705 924 156,+851-740-705-924-156+
2026-05-31,705,H-1839,593.2,Harappa,TAB:B,rectangular,630,<END>,false,true,740-100-175-630,<END>,740-100-175-630-705,740 100 175 630 705,+740-100-175-630-705+
2026-05-31,705,H-2139,596.2,Harappa,TAB:I,rectangular,033,235,false,false,740-176-033,235,740-176-033-705-235,740 176 033 705 235,+740-176-033-705-235+
2026-05-31,705,-:609.1,609.1,Harappa,POsT:T:g,-,034,<END>,false,true,034,<END>,034-705,034 705,+034-705+
2026-05-31,705,H-1813,653.1,Harappa,TAB:B,rectangular,033,220,false,false,400-525-550-033,220,400-525-550-033-705-220,400 525 550 033 705 220,+400-525-550-033-705-220+
2026-05-31,705,H-2007,661.2,Harappa,TAB:B,twisted rectangular,000,590,false,false,000,590,000-705-590,000 705 590,+000-705-590+
2026-05-31,705,H-1840,788.1,Harappa,TAB:B,rectangular,255,060,false,false,090-740-255,060-550,090-740-255-705-060-550,090 740 255 705 060 550,+090-740-255-705-060-550+
2026-05-31,705,H-1945,923.2,Harappa,TAB:B,prism,717,<END>,false,true,400-740-388-717,<END>,400-740-388-717-705,400 740 388 717 705,+400-740-388-717-705+
2026-05-31,705,H-1805,947.2,Harappa,TAB:B,-,<START>,220,false,false,<START>,220-000,705-220-000,705 220 000,]705-220-000[
2026-05-31,705,H-24,1084.1,Harappa,SEAL:S,square,033,233,false,false,740-626-176-033,233,740-626-176-033-705-233,740 626 176 033 705 233,+740-626-176-033-705-233+
2026-05-31,705,H-25,1085.1,Harappa,SEAL:S,square,033,235,false,false,740-900-003-806-033,235-055,900-003-806-033-705-235-055,740 900 003 806 033 705 235 055,+740-900-003-806-033-705-235-055+
2026-05-31,705,H-28,1088.1,Harappa,SEAL:S,square,000,634,false,false,595-000,634,595-000-705-634,595 000 705 634,+595-000-705-634+
2026-05-31,705,H-103,1169.1,Harappa,SEAL:S,square,033,740,false,false,159-097-520-033,740-717-220-415-806,159-097-520-033-705-740-717-220-415,159 097 520 033 705 740 717 220 415 806,+159-097/520-033-705/740-717-220-415-806+
2026-05-31,705,H-130,1171.1,Harappa,SEAL:R,rectangular,033,231,false,false,409-032-845-033,231-806-002-595-812-125-717,409-032-845-033-705-231-806-002-595,409 032 845 033 705 231 806 002 595 812 125 717,+409-032-845-033-705-231-806-002-595-812-125-717+
2026-05-31,705,H-136,1177.1,Harappa,SEAL:R,cuboid-convex,033,235,false,false,405-585-033,235-000,405-585-033-705-235-000,405 585 033 705 235 000,+405-585-033-705-235-000[
2026-05-31,705,H-137,1178.1,Harappa,SEAL:R,rectangular,033,233,false,false,740-443-388-033,233-002-817,740-443-388-033-705-233-002-817,740 443 388 033 705 233 002 817,+740-443-388-033-705-233-002-817+
2026-05-31,705,H-175,1209.1,Harappa,TAB:B,cylindrical,167,368,false,false,167,368-005-741-060-920,167-705-368-005-741-060,167 705 368 005 741 060 920,+167-705-368-005-741-060-920+
2026-05-31,705,H-206,1237.1,Harappa,TAB:B,rectangular,204,621,false,false,740-642-240-204,621,740-642-240-204-705-621,740 642 240 204 705 621,+740-642-240-204-705-621+
2026-05-31,705,H-369,1388.1,Harappa,SEAL:CY,cylindrical,033,031,false,false,368-033,031-741-390-741,368-033-705-031-741-390-741,368 033 705 031 741 390 741,+368-033-705-031-741-390-741+
2026-05-31,705,H-383,1398.1,Harappa,SEAL:S,square,033,002,false,false,740-585-017-033,002-000,740-585-017-033-705-002-000,740 585 017 033 705 002 000,+740-585-017-033-705-002-000+
2026-05-31,705,H-455,1445.1,Harappa,SEAL:S,square,033,002,false,false,520-033,002-172-032,520-033-705-002-172-032,520 033 705 002 172 032,+520-033-705-002-172-032+
2026-05-31,705,H-468,1456.1,Harappa,SEAL:S,square,940,<END>,false,true,740-900-003-002-940,<END>,900-003-002-940-705,740 900 003 002 940 705,+740-900-003-002-940-705+
2026-05-31,705,H-531,1502.1,Harappa,SEAL:S,square,033,<END>,false,true,482-520-033,<END>,482-520-033-705,482 520 033 705,]482-520-033-705[
2026-05-31,705,H-639,1554.1,Harappa,SEAL:R,cuboid-convex,000,832,false,false,407-000-000,832-904-845-235-002-717-747,407-000-000-705-832-904-845-235,407 000 000 705 832 904 845 235 002 717 747,+407-000-000-705-832-904-845-235-002-717-747+
2026-05-31,705,H-641,1556.1,Harappa,SEAL:R,cuboid-convex,503,000,false,false,405-061-740-100-503,000,061-740-100-503-705-000,405 061 740 100 503 705 000,+405-061-740-100-503-705-000[
2026-05-31,705,H-649,1564.1,Harappa,SEAL:R,cuboid-convex,033,233,false,false,520-033,233-240-806-002-820,520-033-705-233-240-806-002,520 033 705 233 240 806 002 820,+520-033-705-233-240-806-002-820+
2026-05-31,705,H-717,1620.1,Harappa,TAB:B,cylindrical,<START>,904,false,false,<START>,904,705-904,705 904,+705-904+
2026-05-31,705,H-768,1660.1,Harappa,TAB:B,rectangular,033,233,false,false,400-740-033,233-235-000,400-740-033-705-233-235-000,400 740 033 705 233 235 000,+400-740-033-705-233-235-000+
2026-05-31,705,H-769,1661.1,Harappa,TAB:B,rectangular,<START>,233,false,false,<START>,233-235-803,705-233-235-803,705 233 235 803,]705-233-235-803+
2026-05-31,705,H-846,1732.1,Harappa,TAB:B,prism,031,<END>,false,true,400-740-100-031,<END>,400-740-100-031-705,400 740 100 031 705,+400-740-100-031-705+
2026-05-31,705,H-878,1761.1,Harappa,TAB:B,cylindrical,<START>,692,false,false,<START>,692,705-692,705 692,]705-692[
2026-05-31,705,H-885,1768.1,Harappa,TAB:I,-,400,<END>,false,true,400,<END>,400-705,400 705,]400-705[
2026-05-31,705,K-89,1944.2,Kalibangan,TAG:L,-,033,000,false,false,000-033,000-002-000,000-033-705-000-002-000,000 033 705 000 002 000,+000-033-705-000-002-000+
2026-05-31,705,L-10,1989.1,Lothal,SEAL:S,square,033,233,false,false,520-033,233-240-460-491-002-000,520-033-705-233-240-460-491,520 033 705 233 240 460 491 002 000,+520-033-705-233-240-460-491-002-000+
2026-05-31,705,L-11,1990.1,Lothal,SEAL:S,square,590,435,false,false,590,435-255-778-002-817,590-705-435-255-778-002,590 705 435 255 778 002 817,+590-705-435-255-778-002-817+
2026-05-31,705,L-85,2039.1,Lothal,SEAL:R,cuboid-convex,285,<END>,false,true,285,<END>,285-705,285 705,+285-705+
2026-05-31,705,L-115,2064.1,Lothal,SEAL:R,rectangular,575,056,false,false,575,056-031,575-705-056-031,575 705 056 031,+575-705-056-031+
2026-05-31,705,L-127,5388.1,Lothal,TAG:L,-,500,<END>,false,true,090-740-220-055-001-741-500,<END>,055-001-741-500-705,090 740 220 055 001 741 500 705,+090-740-220-055-001-741-500-705+
2026-05-31,705,M-1359,3658.1,Mohenjo-daro,SEAL,-,033,<END>,false,true,520-033,<END>,520-033-705,520 033 705,+520-033-705+
2026-05-31,705,L-183,2107.1,Lothal,TAG,-,717,002,false,false,717,002,717-705-002,717 705 002,]717-705-002[
2026-05-31,705,M-1696,2178.1,Mohenjo-daro,SEAL:S,square,033,220,false,false,520-033,220-415-002-861,520-033-705-220-415-002-861,520 033 705 220 415 002 861,+520-033-705-220-415-002-861+
2026-05-31,705,M-2003,2200.1,Mohenjo-daro,POT:T:s,-,820,<END>,false,true,740-831-820,<END>,740-831-820-705,740 831 820 705,]740-831-820-705+
2026-05-31,705,M-2004,2201.1,Mohenjo-daro,POT:T:s,-,035,<END>,false,true,000-035,<END>,000-035-705,000 035 705,+000-035-705+
2026-05-31,705,M-1067,3441.1,Mohenjo-daro,SEAL:S,square,140,<END>,false,true,140,<END>,140-705,140 705,+140-705[
2026-05-31,705,M-1890,2245.1,Mohenjo-daro,SEAL:S,square,033,240,false,false,520-033,240-235,520-033-705-240-235,520 033 705 240 235,+520-033-705-240-235[
2026-05-31,705,M-1765,2255.1,Mohenjo-daro,SEAL:S,square,632,002,false,false,215-031-480-140-632,002-093-033,031-480-140-632-705-002-093-033,215 031 480 140 632 705 002 093 033,+215-031-480-140-632-705-002-093-033+
2026-05-31,705,M-656,2257.1,Mohenjo-daro,SEAL:S,square,920,803,false,false,000-920,803-002-861,000-920-705-803-002-861,000 920 705 803 002 861,]000-920-705-803-002-861+
2026-05-31,705,M-1668,2270.1,Mohenjo-daro,SEAL:S,square,320,125,false,false,740-773-233-803-002-320,125,233-803-002-320-705-125,740 773 233 803 002 320 705 125,+740-773-233-803-002-320-705-125+
2026-05-31,705,M-1772,2297.1,Mohenjo-daro,SEAL:S,square,255,<END>,false,true,740-400-142-061-002-798-435-255,<END>,002-798-435-255-705,740 400 142 061 002 798 435 255 705,+740-400-142-061-002-798-435-255-705+
2026-05-31,705,M-1967,2326.1,Mohenjo-daro,SEAL:R,rectangular,033,002,false,false,520-033,002-585,520-033-705-002-585,520 033 705 002 585,+520-033-705-002-585[
2026-05-31,705,M-1715,2385.1,Mohenjo-daro,SEAL:S,square,033,060,false,false,740-923-033,060-692,740-923-033-705-060-692,740 923 033 705 060 692,+740-923-033-705-060-692+
2026-05-31,705,M-433,2927.1,Mohenjo-daro,TAB:B,circular,033,000,false,false,740-390-590-033,000,740-390-590-033-705-000,740 390 590 033 705 000,+740-390-590-033-705-000+
2026-05-31,705,M-1954,2422.1,Mohenjo-daro,SEAL:R,rectangular,033,220,false,false,740-407-590-031-752-033,220-415-798-002-861,590-031-752-033-705-220-415-798-002,740 407 590 031 752 033 705 220 415 798 002 861,+740-407-590-031-752-033-705-220-415-798-002-861+
2026-05-31,705,M-1978,2445.1,Mohenjo-daro,SEAL:R,rectangular,033,236,false,false,405-061-033,236,405-061-033-705-236,405 061 033 705 236,+405-061-033-705-236+
2026-05-31,705,M-1665,2473.1,Mohenjo-daro,SEAL:S,square,033,233,false,false,520-033,233-240-002-610-125-032,520-033-705-233-240-002-610,520 033 705 233 240 002 610 125 032,+520-033-705-233-240-002-610-125-032+
2026-05-31,705,M-1906,2478.1,Mohenjo-daro,SEAL:S,square,033,233,false,false,520-033,233-235-060-820,520-033-705-233-235-060-820,520 033 705 233 235 060 820,+520-033-705-233-235-060-820+
2026-05-31,705,M-1723,2486.1,Mohenjo-daro,SEAL:S,square,033,798,false,false,740-032-840-033,798,740-032-840-033-705-798,740 032 840 033 705 798,+740-032-840-033-705-798+
2026-05-31,705,-:2488.2,2488.2,Mohenjo-daro,TAB:C,rectangular,033,<END>,false,true,001-740-923-033,<END>,001-740-923-033-705,001 740 923 033 705,+001-740-923-033-705+
2026-05-31,705,M-1679,2497.1,Mohenjo-daro,SEAL:S,square,000,741,false,false,740-176-585-000,741-460-353,740-176-585-000-705-741-460-353,740 176 585 000 705 741 460 353,+740-176-585-000-705-741-460-353+
2026-05-31,705,M-1524,3777.1,Mohenjo-daro,TAB:C,rectangular,033,233,false,false,407-585-033,233-235-806,407-585-033-705-233-235-806,407 585 033 705 233 235 806,+407-585-033-705-233-235-806+
2026-05-31,705,M-4,2533.1,Mohenjo-daro,SEAL:S,square,033,231,false,false,298-465-033,231-002-564-617-033,298-465-033-705-231-002-564-617,298 465 033 705 231 002 564 617 033,+298-465-033-705-231-002-564-617-033+
2026-05-31,705,M-39,2567.1,Mohenjo-daro,SEAL:S,square,<START>,240,false,false,<START>,240-235-013-204-346,705-240-235-013-204,705 240 235 013 204 346,]705-240-235-013-204-346+
2026-05-31,705,M-44,2572.1,Mohenjo-daro,SEAL:S,square,033,803,false,false,740-760-033,803-002-920-317,740-760-033-705-803-002-920-317,740 760 033 705 803 002 920 317,+740-760-033-705-803-002-920-317+
2026-05-31,705,M-50,2578.1,Mohenjo-daro,SEAL:S,square,033,240,false,false,740-585-017-033,240-798-002-820,740-585-017-033-705-240-798-002-820,740 585 017 033 705 240 798 002 820,+740-585-017-033-705-240-798-002-820+
2026-05-31,705,M-54,2582.1,Mohenjo-daro,SEAL:S,square,033,798,false,false,236-240-033,798-002-820,236-240-033-705-798-002-820,236 240 033 705 798 002 820,+236-240-033-705-798-002-820+
2026-05-31,705,M-72,2600.1,Mohenjo-daro,SEAL:S,square,255,140,false,false,740-255,140-003-002-861,740-255-705-140-003-002-861,740 255 705 140 003 002 861,+740-255-705-140-003-002-861+
2026-05-31,705,M-86,2613.1,Mohenjo-daro,SEAL:S,square,033,231,false,false,520-033,231-002-820-700,520-033-705-231-002-820-700,520 033 705 231 002 820 700,+520-033-705-231-002-820-700+
2026-05-31,705,M-100,2627.1,Mohenjo-daro,SEAL:S,square,255,002,false,false,090-740-255,002-861,090-740-255-705-002-861,090 740 255 705 002 861,+090-740-255-705-002-861+
2026-05-31,705,M-117,2644.1,Mohenjo-daro,SEAL:S,square,033,220,false,false,520-033,220-803-055-002-820,520-033-705-220-803-055-002,520 033 705 220 803 055 002 820,+520-033-705-220-803-055-002-820+
2026-05-31,705,M-118,2645.1,Mohenjo-daro,SEAL:S,square,033,233,false,false,740-772-033,233-803-002-861,740-772-033-705-233-803-002-861,740 772 033 705 233 803 002 861,+740-772-033-705-233-803-002-861+
2026-05-31,705,M-128,2655.1,Mohenjo-daro,SEAL:S,square,500,<END>,false,true,740-923-803-741-500,<END>,923-803-741-500-705,740 923 803 741 500 705,+740-923-803-741-500-705+
2026-05-31,705,M-135,2662.1,Mohenjo-daro,SEAL:S,square,033,031,false,false,520-033,031,520-033-705-031,520 033 705 031,+520-033-705-031+
2026-05-31,705,M-168,2693.1,Mohenjo-daro,SEAL:S,square,277,000,false,false,031-277,000-060-920,031-277-705-000-060-920,031 277 705 000 060 920,+031-277-705-000-060-920+
2026-05-31,705,M-223,2747.1,Mohenjo-daro,SEAL:S,square,740,<END>,false,true,740,<END>,740-705,740 705,+740-705+
2026-05-31,705,M-248,2771.1,Mohenjo-daro,SEAL:S,square,002,590,true,false,740-100-415-002,590,740-100-415-002-705-590,740 100 415 002 705 590,+740-100-415-002-705-590+
2026-05-31,705,M-276,2797.1,Mohenjo-daro,SEAL:S,square,033,176,false,false,520-033,176,520-033-705-176,520 033 705 176,+520-033-705-176+
2026-05-31,705,M-286,2807.1,Mohenjo-daro,SEAL:S,square,255,<END>,false,true,740-255,<END>,740-255-705,740 255 705,+740-255-705+
2026-05-31,705,M-303,2822.1,Mohenjo-daro,SEAL:S,square,033,060,false,false,520-033,060-820,520-033-705-060-820,520 033 705 060 820,+520-033-705-060-820+
2026-05-31,705,M-355,2851.1,Mohenjo-daro,SEAL:R,cuboid-convex,033,231,false,false,740-877-032-033,231-235-002-861-360-520-919-140,740-877-032-033-705-231-235-002-861,740 877 032 033 705 231 235 002 861 360 520 919 140,+740-877-032-033-705-231-235-002-861-360-520-919-140+
2026-05-31,705,M-359,2855.1,Mohenjo-daro,SEAL:R,cuboid-convex,385,632,false,false,740-405-590-220-235-803-002-388-385,632,803-002-388-385-705-632,740 405 590 220 235 803 002 388 385 705 632,+740-405-590-220-235-803-002-388-385-705-632+
2026-05-31,705,M-365,2861.1,Mohenjo-daro,SEAL:R,cuboid-convex,033,220,false,false,527-550-033,220-415-060-550,527-550-033-705-220-415-060-550,527 550 033 705 220 415 060 550,+527-550-033-705-220-415-060-550+
2026-05-31,705,M-421,2915.1,Mohenjo-daro,POT:T:s,oval,590,<END>,false,true,000-000-590,<END>,000-000-590-705,000 000 590 705,+000-000-590-705+
2026-05-31,705,H-2584,2919.1,Harappa,TAG:R,-,033,<END>,false,true,806-468-520-095-033,<END>,468-520-095-033-705,806 468 520 095 033 705,]806-468-520-095-033-705[
2026-05-31,705,M-426,2920.2,Mohenjo-daro,TAG:W,-,595,000,false,false,595,000,595-705-000,595 705 000,+595-705-000[
2026-05-31,705,M-432,2926.1,Mohenjo-daro,TAB:B,circular,033,<END>,false,true,740-390-590-033,<END>,740-390-590-033-705,740 390 590 033 705,+740-390-590-033-705+
2026-05-31,705,M-1547,3787.1,Mohenjo-daro,TAB:C,rectangular,033,235,false,false,407-321-407-845-033,235,321-407-845-033-705-235,407 321 407 845 033 705 235,+407-321-407-845-033-705-235+
2026-05-31,705,M-1568,3797.2,Mohenjo-daro,TAB:C,rectangular,033,231,false,false,740-100-904-033,231-798,740-100-904-033-705-231-798,740 100 904 033 705 231 798,+740-100-904-033-705-231-798+
2026-05-31,705,M-670,3109.1,Mohenjo-daro,SEAL:S,square,033,<END>,false,true,154-031-001-520-033,<END>,031-001-520-033-705,154 031 001 520 033 705,+154-031-001-520-033-705+
2026-05-31,705,M-714,3139.1,Mohenjo-daro,SEAL:S,square,033,233,false,false,740-585-017-033,233-798-803-002-861-603,740-585-017-033-705-233-798-803-002,740 585 017 033 705 233 798 803 002 861 603,+740-585-017-033-705-233-798-803-002-861-603+
2026-05-31,705,M-740,3164.1,Mohenjo-daro,SEAL:S,square,742,575,false,false,226-491-742,575,226-491-742-705-575,226 491 742 705 575,+226-491-742-705-575+
2026-05-31,705,M-754,3177.1,Mohenjo-daro,SEAL:S,square,760,742,false,false,740-760,742-060-920,740-760-705-742-060-920,740 760 705 742 060 920,+740-760-705-742-060-920+
2026-05-31,705,M-757,3180.1,Mohenjo-daro,SEAL:S,square,033,233,false,false,520-033,233-235-808,520-033-705-233-235-808,520 033 705 233 235 808,+520-033-705-233-235-808+
2026-05-31,705,M-785,3199.1,Mohenjo-daro,SEAL:S,square,255,002,false,false,740-255,002-861,740-255-705-002-861,740 255 705 002 861,+740-255-705-002-861+
2026-05-31,705,M-797,3211.1,Mohenjo-daro,SEAL:S,square,000,803,false,false,000,803,000-705-803,000 705 803,]000-705-803+
2026-05-31,705,M-814,3227.1,Mohenjo-daro,SEAL:S,square,033,240,false,false,740-176-033,240-235-803,740-176-033-705-240-235-803,740 176 033 705 240 235 803,+740-176-033-705-240-235-803+
2026-05-31,705,M-840,3252.1,Mohenjo-daro,SEAL:S,square,033,233,false,false,046-031-033,233-001-920-374,046-031-033-705-233-001-920-374,046 031 033 705 233 001 920 374,+046-031-033-705-233-001-920-374+
2026-05-31,705,M-1068,3442.1,Mohenjo-daro,SEAL:S,square,033,240,false,false,520-033,240,520-033-705-240,520 033 705 240,+520-033-705-240[
2026-05-31,705,M-863,3274.1,Mohenjo-daro,SEAL:S,square,255,741,false,false,740-255,741-412,740-255-705-741-412,740 255 705 741 412,+740-255-705-741-412+
2026-05-31,705,M-864,3275.1,Mohenjo-daro,SEAL:S,square,000,632,false,false,000,632,000-705-632,000 705 632,]000-705-632+
2026-05-31,705,M-868,3278.1,Mohenjo-daro,SEAL:S,square,033,231,false,false,520-033,231-220-002-817,520-033-705-231-220-002-817,520 033 705 231 220 002 817,+520-033-705-231-220-002-817+
2026-05-31,705,M-873,3282.1,Mohenjo-daro,SEAL:S,square,033,231,false,false,520-033,231-060-550,520-033-705-231-060-550,520 033 705 231 060 550,+520-033-705-231-060-550+
2026-05-31,705,M-880,3288.1,Mohenjo-daro,SEAL:S,square,741,319,false,false,740-861-877-741,319,740-861-877-741-705-319,740 861 877 741 705 319,+740-861-877-741-705-319+
2026-05-31,705,M-928,3324.1,Mohenjo-daro,SEAL:S,square,243,031,false,false,243,031,243-705-031,243 705 031,+243-705-031+
2026-05-31,705,M-932,3327.1,Mohenjo-daro,SEAL:S,square,740,171,false,false,740,171-360-064,740-705-171-360-064,740 705 171 360 064,+740-705-171-360-064+
2026-05-31,705,M-956,3351.1,Mohenjo-daro,SEAL:S,square,033,233,false,false,400-520-033,233,400-520-033-705-233,400 520 033 705 233,+400-520-033-705-233+
2026-05-31,705,M-957,3352.1,Mohenjo-daro,SEAL:S,square,760,002,false,false,740-760,002-577,740-760-705-002-577,740 760 705 002 577,+740-760-705-002-577+
2026-05-31,705,M-959,3354.1,Mohenjo-daro,SEAL:S,square,033,236,false,false,520-033,236-803,520-033-705-236-803,520 033 705 236 803,+520-033-705-236-803+
2026-05-31,705,M-985,3378.1,Mohenjo-daro,SEAL:S,square,033,233,false,false,520-070-033,233-235-803,520-070-033-705-233-235-803,520 070 033 705 233 235 803,+520-070-033-705-233-235-803+
2026-05-31,705,M-997,3389.1,Mohenjo-daro,SEAL:S,square,590,575,false,false,590,575-920-140,590-705-575-920-140,590 705 575 920 140,+590-705-575-920-140+
2026-05-31,705,M-1014,3399.1,Mohenjo-daro,SEAL:S,square,297,717,false,false,842-391-297,717,842-391-297-705-717,842 391 297 705 717,+842-391-297-705-717[
2026-05-31,705,M-1057,3431.1,Mohenjo-daro,SEAL:S,square,220,000,false,false,353-090-350-001-440-220,000,350-001-440-220-705-000,353 090 350 001 440 220 705 000,+353-090-350-001-440-220-705-000[
2026-05-31,705,M-1155,3516.1,Mohenjo-daro,SEAL:S,square,033,<END>,false,true,740-760-335-002-033,<END>,760-335-002-033-705,740 760 335 002 033 705,+740-760-335-002-033-705+
2026-05-31,705,M-1169,3529.1,Mohenjo-daro,SEAL:S,square,033,220,false,false,520-033,220-032-231-072-002-270-633-032,520-033-705-220-032-231-072,520 033 705 220 032 231 072 002 270 633 032,+520-033-705-220-032/231-072-002-270-633-032+
2026-05-31,705,M-1191,3542.1,Mohenjo-daro,SEAL:S,square,810,455,false,false,455-257-000-595-810,455,257-000-595-810-705-455,455 257 000 595 810 705 455,+455-257-000/595-810-705-455+
2026-05-31,705,M-1226,3561.1,Mohenjo-daro,SEAL:S,square,033,235,false,false,520-033,235-233-002-817,520-033-705-235-233-002-817,520 033 705 235 233 002 817,+520-033-705-235-233-002-817+
2026-05-31,705,M-1299,3604.1,Mohenjo-daro,SEAL:R,rectangular,033,233,false,false,527-550-033,233-002-817,527-550-033-705-233-002-817,527 550 033 705 233 002 817,+527-550-033-705-233-002-817+
2026-05-31,705,M-1328,3633.1,Mohenjo-daro,SEAL:R,cuboid-convex,033,233,false,false,740-388-807-033,233,740-388-807-033-705-233,740 388 807 033 705 233,+740-388-807-033-705-233[
2026-05-31,705,M-1355,3655.1,Mohenjo-daro,SEAL:R,cuboid,033,838,false,false,000-727-033,838,000-727-033-705-838,000 727 033 705 838,]000-727-033-705-838+
2026-05-31,705,M-1364,3663.2,Mohenjo-daro,SEAL:R,rectangular,033,000,false,false,740-923-033,000,740-923-033-705-000,740 923 033 705 000,+740-923-033-705-000[
2026-05-31,705,M-1375,3673.1,Mohenjo-daro,POT:T:s,-,033,<END>,false,true,790-032-033,<END>,790-032-033-705,790 032 033 705,+790-032-033-705+
2026-05-31,705,M-1396,3688.1,Mohenjo-daro,TAB:B,-,033,803,false,false,520-033,803-853,520-033-705-803-853,520 033 705 803 853,+520-033-705-803-853+
2026-05-31,705,M-1397,3689.2,Mohenjo-daro,TAB:B,rectangular,167,000,false,false,167,000-360,167-705-000-360,167 705 000 360,+167-705-000-360+
2026-05-31,705,M-1400,3691.2,Mohenjo-daro,TAB:B,rectangular-rounded,<START>,700,false,false,<START>,700-000,705-700-000,705 700 000,+705-700-000+
2026-05-31,705,M-1629,3823.1,Mohenjo-daro,BNGL,-,<START>,032,false,false,<START>,032-595-090-175,705-032-595-090-175,705 032 595 090 175,+705-032-595-090-175+
2026-05-31,705,Rgr-2,3867.1,Rakhigarhi,SEAL:R,rectangular,892,<END>,false,true,527-554-000-000-060-892,<END>,000-000-060-892-705,527 554 000 000 060 892 705,+527-554-000-000-060-892-705+
2026-05-31,705,-:3884.1,3884.1,Tell Umma,TAG:L,-,002,127,true,false,390-004-002,127,390-004-002-705-127,390 004 002 705 127,+390-004-002-705-127+
