"cisi","source_hint_count","best_source_rank","best_source_file","best_status_text","best_source_url","best_local_image","best_sha256","best_note","source_files"
"M-17","5","5","source_box_blind_adjudication_scored_rows.csv","confidence:high","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_blind_adjudication_key.csv;source_box_blind_adjudication_scored_rows.csv;source_box_negative_control_candidates.csv"
"M-1728","5","5","campaign_032_002_y_source_route_probe.csv","local_source_reference_route","","","","resolve local excavation/source reference to plate or archive image","campaign_032_002_tail_source_queue.csv;campaign_032_002_y_source_manifest.csv;campaign_032_002_y_source_route_probe.csv;effective_unicity_directionality_source_queue_source_index.csv;source_visible_032_002_y_witness_matrix.csv"
"M-1737","5","5","campaign_032_002_y_source_route_probe.csv","local_source_reference_route","","","","resolve local excavation/source reference to plate or archive image","campaign_032_002_tail_source_queue.csv;campaign_032_002_y_source_manifest.csv;campaign_032_002_y_source_route_probe.csv;effective_unicity_directionality_source_queue_source_index.csv;source_visible_032_002_y_witness_matrix.csv"
"M-1788","5","5","campaign_032_002_y_source_route_probe.csv","local_source_reference_route","","","","resolve local excavation/source reference to plate or archive image","campaign_032_002_tail_source_queue.csv;campaign_032_002_y_source_manifest.csv;campaign_032_002_y_source_route_probe.csv;effective_unicity_directionality_source_queue_source_index.csv;source_visible_032_002_y_witness_matrix.csv"
"M-2104","3","5","lipi_034_m2104_source_visual_notes.csv","target_visual_available_outside_ia_cisi_plate_layer","","","","","effective_unicity_directionality_source_queue_source_index.csv;lipi_034_m2104_source_route_hits.csv;lipi_034_m2104_source_visual_notes.csv"
"M-315","5","5","source_box_blind_adjudication_scored_rows.csv","confidence:high","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_blind_adjudication_key.csv;source_box_blind_adjudication_scored_rows.csv;source_box_negative_control_candidates.csv"
"M-32","5","5","source_box_blind_adjudication_scored_rows.csv","confidence:high","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_blind_adjudication_key.csv;source_box_blind_adjudication_scored_rows.csv;source_box_negative_control_candidates.csv"
"M-478","16","5","lipi_034_m2104_source_visual_notes.csv","tablet_parallel_plate_visible","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n150_w2000.jpg","","","","effective_unicity_directionality_source_queue_source_index.csv;lipi_034_m2104_source_route_hits.csv;lipi_034_m2104_source_visual_notes.csv"
"M-480","12","5","lipi_034_m2104_source_visual_notes.csv","tablet_parallel_plate_visible","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n150_w2000.jpg","","","","effective_unicity_directionality_source_queue_source_index.csv;lipi_034_m2104_source_route_hits.csv;lipi_034_m2104_source_visual_notes.csv"
"M-683","6","5","source_box_blind_adjudication_scored_rows.csv","confidence:med","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_blind_adjudication_key.csv;source_box_blind_adjudication_scored_rows.csv;source_box_negative_control_candidates.csv"
"M-715","10","5","lipi_034_m2104_source_visual_notes.csv","conflict_plate_visible","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n80_w2000.jpg","","","","effective_unicity_directionality_source_queue_source_index.csv;lipi_034_m2104_source_route_hits.csv;lipi_034_m2104_source_visual_notes.csv"
"M-720","5","5","campaign_032_002_y_source_route_probe.csv","local_source_reference_route","","","","resolve local excavation/source reference to plate or archive image","campaign_032_002_tail_source_queue.csv;campaign_032_002_y_source_manifest.csv;campaign_032_002_y_source_route_probe.csv;effective_unicity_directionality_source_queue_source_index.csv;source_visible_032_002_y_witness_matrix.csv"
"M-75","5","5","source_box_blind_adjudication_scored_rows.csv","confidence:high","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_blind_adjudication_key.csv;source_box_blind_adjudication_scored_rows.csv;source_box_negative_control_candidates.csv"
"M-896","7","5","lipi_034_m2104_source_visual_notes.csv","conflict_plate_visible","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n119_w2000.jpg","","","","effective_unicity_directionality_source_queue_source_index.csv;lipi_034_m2104_source_route_hits.csv;lipi_034_m2104_source_visual_notes.csv;source_box_negative_control_candidates.csv"
"M-915","9","5","lipi_034_m2104_source_visual_notes.csv","control_plate_visible","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n122_w2000.jpg","","","","effective_unicity_directionality_source_queue_source_index.csv;lipi_034_m2104_source_route_hits.csv;lipi_034_m2104_source_visual_notes.csv"
"?-3","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"?-5","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"?-6","3","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"B-1","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"B-15","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"B-17","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"B-5","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"B-7","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"Blk-1","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"Blk-2","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"C-4","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"C-5","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"C-54","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"C-66","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"C-67","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"C-74","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"Dlv-1","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1030","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1033","3","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1043","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1045","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1048","3","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1049","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1050","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1051","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1076","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1084","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1130","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1131","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1133","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1134","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1140","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1141","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1146","3","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1153","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1155","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1156","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-12","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1281","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1287","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-129","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1294","6","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_route_audit.csv;lipi_frame700_034_two_lane_source_coding_sheet.csv;lipi_frame700_034_two_lane_source_packet.csv;source_box_negative_control_candidates.csv"
"H-13","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-130","3","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1309","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1312","3","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1313","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1319","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1330","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-134","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-135","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1350","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-137","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-141","3","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-143","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-149","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-164","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1657","3","0","campaign_032_002_tail_source_queue.csv","","","","","","campaign_032_002_tail_source_queue.csv;effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1667","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1670","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1671","3","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1680","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1692","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1706","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1714","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1726","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-177","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1785","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1788","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1797","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1804","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-182","3","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1827","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1836","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1841","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1851","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1855","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-186","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1865","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1879","3","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1882","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1883","6","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_route_audit.csv;lipi_frame700_034_two_lane_source_coding_sheet.csv;lipi_frame700_034_two_lane_source_packet.csv;source_box_negative_control_candidates.csv"
"H-1899","3","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1902","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1906","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1909","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1915","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1922","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1923","3","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1930","3","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1931","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1932","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1936","3","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1941","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1942","3","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1945","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1953","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-196","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1966","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1967","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-1977","3","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-20","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-2003","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-2010","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-2011","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-2015","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-2016","3","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-2019","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-2020","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-2022","3","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-21","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-2108","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-2109","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-2115","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-212","6","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_route_audit.csv;lipi_frame700_034_two_lane_source_coding_sheet.csv;lipi_frame700_034_two_lane_source_packet.csv;source_box_negative_control_candidates.csv"
"H-2129","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-2139","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-214","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-2146","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-2149","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-217","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-2173","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-2185","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-2186","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-2187","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-2192","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-2193","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-2198","3","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-22","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-2201","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-2207","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-2211","7","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_route_audit.csv;lipi_frame700_034_two_lane_source_coding_sheet.csv;lipi_frame700_034_two_lane_source_packet.csv;source_box_negative_control_candidates.csv"
"H-2213","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-2214","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-2240","7","0","campaign_520_220_x_source_visibility_hints_addendum.csv","","","","","Creates the correct acquisition path for the source-dark controls.","campaign_520_220_x_source_visibility_hints_addendum.csv;effective_unicity_directionality_source_queue_source_index.csv"
"H-2282","3","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-231","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-236","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-240","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-244","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-247","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-252","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-253","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"H-254","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
