"id","cisi","site","type","material","condition","complete","text","signs","length","position_0","position_1","prev","next","frame","known_next","damaged_or_open","clean_closed","prev_is_240","next_is_032","companion_count","companion_ids","companion_texts","companion_classes","no_companion_side"
"3509.1","M-1148","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+520-220-002-861+","520-220-002-861","4","1","2","520","002","520-220-002","true","false","true","false","false","0","","","no_companion_side","true"
"3519.1","M-1159","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+232-220-032-002-168-032+","232-220-032-002-168-032","6","1","2","232","032","232-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"3529.1","M-1169","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+520-033-705-220-032/231-072-002-270-633-032+","520-033-705-220-032-231-072-002-270-633-032","11","3","4","705","032","705-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"3556.1","M-1206","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+520-220-034+","520-220-034","3","1","2","520","034","520-220-034","true","false","true","false","false","1","3556.2","+740-690-435-255-002-861+","longer_other","false"
"3572.1","M-1265","Mohenjo-daro","SEAL:R","Steatite","Good","Y","+740-055-240-220-032-806+","740-055-240-220-032-806","6","3","4","240","032","240-220-032","true","false","true","true","true","0","","","no_companion_side","true"
"3582.1","M-1275","Mohenjo-daro","SEAL:R","-","Good","Y","+740-752-440-220-032-798+","740-752-440-220-032-798","6","3","4","440","032","440-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"3651.1","M-1350","Mohenjo-daro","SEAL:R","Steatite","Fair","Y","+406-371-220-415-803-742-920-320+","406-371-220-415-803-742-920-320","8","2","3","371","415","371-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"3711.1","M-1426","Mohenjo-daro","TAB:B","Clay","Fair","Y","+740-760-036-220-415-798-002-861+","740-760-036-220-415-798-002-861","8","3","4","036","415","036-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"3712.1","M-1427","Mohenjo-daro","TAG:O","Clay","Fair","Y","+484-140-002-220-627-615-906-388+","484-140-002-220-627-615-906-388","8","3","4","002","627","002-220-627","true","false","true","false","false","0","","","no_companion_side","true"
"3713.1","M-1429","Mohenjo-daro","TAB:B","-","Good","Y","+090-740-792-740-220-003-803+","090-740-792-740-220-003-803","7","4","5","740","003","740-220-003","true","false","true","false","false","0","","","no_companion_side","true"
"3720.1","M-1439","Mohenjo-daro","TAB:B","-","Fair","Y","+740-220-003+","740-220-003","3","1","2","740","003","740-220-003","true","false","true","false","false","0","","","no_companion_side","true"
"3722.1","M-1441","Mohenjo-daro","SEAL:R","-","Fair","Y","+740-220-003+","740-220-003","3","1","2","740","003","740-220-003","true","false","true","false","false","0","","","no_companion_side","true"
"3723.1","M-1442","Mohenjo-daro","TAB:B","-","Fair","Y","+740-220-003+","740-220-003","3","1","2","740","003","740-220-003","true","false","true","false","false","0","","","no_companion_side","true"
"3724.1","M-1443","Mohenjo-daro","SEAL:R","-","Fair","Y","+740-220-003+","740-220-003","3","1","2","740","003","740-220-003","true","false","true","false","false","0","","","no_companion_side","true"
"3729.1","M-1450","Mohenjo-daro","TAB:C","Copper","Poor","N","+740-220-233-000+","740-220-233-000","4","1","2","740","233","740-220-233","true","false","true","false","false","0","","","no_companion_side","true"
"3733.1","M-1456","Mohenjo-daro","TAB:C","Copper","Good","Y","+407-845-220-415+","407-845-220-415","4","2","3","845","415","845-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"3734.1","M-1457","Mohenjo-daro","TAB:C","Copper","Fair","Y","+407-845-220-415+","407-845-220-415","4","2","3","845","415","845-220-415","true","false","true","false","false","1","3734.2","+790-740-100-405-590+","longer_other","false"
"3773.1","M-1520","Mohenjo-daro","TAB:C","Copper","Good","Y","+740-222-220-235+","740-222-220-235","4","2","3","222","235","222-220-235","true","false","true","false","false","0","","","no_companion_side","true"
"3800.1","M-1576","Mohenjo-daro","POT:T:g","Clay","Fair","Y","+241-220-235-803+","241-220-235-803","4","1","2","241","235","241-220-235","true","false","true","false","false","0","","","no_companion_side","true"
"3826.1","M-1632","Mohenjo-daro","BNGL","Stoneware","Poor","Y","+440-220-413+","440-220-413","3","1","2","440","413","440-220-413","true","false","true","false","false","0","","","no_companion_side","true"
"3853.1","Ns-5","Nausharo","SEAL:S","Steatite","Fair","Y","+090-740-220-016-002-820+","090-740-220-016-002-820","6","2","3","740","016","740-220-016","true","false","true","false","false","0","","","no_companion_side","true"
"3858.1","Nd-1","Nindowari-damb","SEAL:S","-","Good","Y","+817-220-632-066-740-760-026-060-257+","817-220-632-066-740-760-026-060-257","9","1","2","817","632","817-220-632","true","false","true","false","false","0","","","no_companion_side","true"
"3871.1","-","Rupar","POT:T:g","Clay","Poor","N","+000-590-220-033+","000-590-220-033","4","2","3","590","033","590-220-033","true","false","true","false","false","0","","","no_companion_side","true"
"3885.1","-","Tello","SEAL:S","-","Fair","N","+000-220-390-440-384+","000-220-390-440-384","5","1","2","000","390","000-220-390","true","false","true","false","false","0","","","no_companion_side","true"
"3897.1","-","Ur","SEAL:C","Steatite","Poor","Y","+093-340-924-220-528+","093-340-924-220-528","5","3","4","924","528","924-220-528","true","false","true","false","false","0","","","no_companion_side","true"
"3950.1","H-1084","Harappa","POT:T:s","Clay","Poor","Y","+220-032+","220-032","2","0","1","<START>","032","<START>-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"3964.1","H-1103","Harappa","TAB:B","Steatite","Poor","N","+400-202-000-220-000+","400-202-000-220-000","5","3","4","000","000","000-220-000","true","false","true","false","false","0","","","no_companion_side","true"
"3970.2","H-1130","Harappa","TAB:B","-","Poor","Y","+740-176-220-235+","740-176-220-235","4","2","3","176","235","176-220-235","true","false","true","false","false","1","3970.1","+740-482-240-002-861+","longer_other","false"
"3971.2","H-1131","Harappa","TAB:B","-","Poor","Y","+740-176-220-235+","740-176-220-235","4","2","3","176","235","176-220-235","true","false","true","false","false","1","3971.1","+740-482-240-002-861+","longer_other","false"
"3989.1","M-1788","Mohenjo-daro","SEAL:S","-","Fair","N","+000-220-032-002-817+","000-220-032-002-817","5","1","2","000","032","000-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"3995.1","M-1843","Mohenjo-daro","SEAL:S","-","Fair","Y","+520-220-001-820-220-063-315+","520-220-001-820-220-063-315","7","1","2","520","001","520-220-001","true","false","true","false","false","0","","","no_companion_side","true"
"3995.1","M-1843","Mohenjo-daro","SEAL:S","-","Fair","Y","+520-220-001-820-220-063-315+","520-220-001-820-220-063-315","7","4","5","820","063","820-220-063","true","false","true","false","false","0","","","no_companion_side","true"
"4042.1","M-2109","Mohenjo-daro","ROD","Ivory","Poor","N","+400-000-220-415+","400-000-220-415","4","2","3","000","415","000-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"4044.1","M-2111","Mohenjo-daro","ROD","Ivory","Poor","N","+400-000-220-415+","400-000-220-415","4","2","3","000","415","000-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"4056.1","H-1191","Harappa","TAB:I","-","Good","Y","+400-740-760-220-416+","400-740-760-220-416","5","3","4","760","416","760-220-416","true","false","true","false","false","1","4056.2","+220-700-004+","700_other_branch","false"
"4056.2","H-1191","Harappa","TAB:I","-","Good","Y","+220-700-004+","220-700-004","3","0","1","<START>","700","<START>-220-700","true","false","true","false","false","1","4056.1","+400-740-760-220-416+","longer_other","false"
"4069.1","H-1284","Harappa","TAB:I","-","Good","Y","+520-220-415+","520-220-415","3","1","2","520","415","520-220-415","true","false","true","false","false","1","4069.2","+700-034+","700_034_branch","false"
"4155.1","-","Gonur Depe","SEAL:S","Steatite","Good","Y","+740-390-590-125-220-235-002-285+","740-390-590-125-220-235-002-285","8","4","5","125","235","125-220-235","true","false","true","false","false","0","","","no_companion_side","true"
"4194.1","-","Dholavira","SEAL:R","-","Good","Y","+154-806-472-013-220-455-806+","154-806-472-013-220-455-806","7","4","5","013","455","013-220-455","true","false","true","false","false","0","","","no_companion_side","true"
"4229.1","-","Dholavira","SEAL:S","Steatite","Fair","Y","+740-390-590-220-463-240-001-820-060+","740-390-590-220-463-240-001-820-060","9","3","4","590","463","590-220-463","true","false","true","false","false","0","","","no_companion_side","true"
"4236.1","-","Dholavira","SEAL:S","-","Fair","Y","+740-760-175-220-255+","740-760-175-220-255","5","3","4","175","255","175-220-255","true","false","true","false","false","0","","","no_companion_side","true"
"4286.1","-","Dholavira","TAB:I","-","Fair","Y","+153-220-032+","153-220-032","3","1","2","153","032","153-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"5224.1","-","Unknown","SEAL:C","-","poor","N","+000-061-032-001-220-033-000+","000-061-032-001-220-033-000","7","4","5","001","033","001-220-033","true","false","true","false","false","0","","","no_companion_side","true"
"5227.1","-","Karzakan","SEAL:C","-","?","Y","+220-455-031-091+","220-455-031-091","4","0","1","<START>","455","<START>-220-455","true","false","true","false","false","0","","","no_companion_side","true"
"5229.1","-","Saar","SEAL:C","-","?","Y","+031-093-001-091-220-055+","031-093-001-091-220-055","6","4","5","091","055","091-220-055","true","false","true","false","false","0","","","no_companion_side","true"
"5273.1","K-145","Kalibangan","SEAL:S","-","Good","Y","+740-585-231-220-032-002-820+","740-585-231-220-032-002-820","7","3","4","231","032","231-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"5277.1","K-150","Kalibangan","SEAL:S","Steatite","Fine","Y","+520-220-006+","520-220-006","3","1","2","520","006","520-220-006","true","false","true","false","false","0","","","no_companion_side","true"
"5360.1","Ns-59","Nausharo","SEAL:S","Steatite","Poor","Y","+520-220-742-060-920+","520-220-742-060-920","5","1","2","520","742","520-220-742","true","false","true","false","false","0","","","no_companion_side","true"
"5388.1","L-127","Lothal","TAG:L","Clay","Poor","Y","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","740","055","740-220-055","true","false","true","false","false","0","","","no_companion_side","true"
"5451.1","-","Shikarpur","SEAL:S","Steatite","Good","Y","+335-220-098-921-861+","335-220-098-921-861","5","1","2","335","098","335-220-098","true","false","true","false","false","0","","","no_companion_side","true"
"5456.1","-","Tarkhanewala-dera","TAG","Clay","Poor","Y","+520-235-220-032+","520-235-220-032","4","2","3","235","032","235-220-032","true","false","true","false","true","0","","","no_companion_side","true"
