rank,scope,unit_kind,unit,context_field,context_value,n_rows,unit_rows,label_rows,support,expected,precision,recall,lift,log2_lift,z,max_null_ge_observed_share,worst_null_model,non_site_max_null_ge_observed_share,non_site_worst_null_model,field_max_null_ge_observed_share,field_worst_null_model,example_cisis,example_texts
96,context_exact,bigram,400-740,site_type,Harappa|TAB:I,2192,115,226,38,11.856752,0.330435,0.168142,3.204925,1.680291,8.233948,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-1273|H-1302|H-1303|H-308|H-309|H-312|H-313|H-314|H-315|H-316|H-317|H-932|H-934|H-935|H-936|H-937|H-960|H-962|H-987;H-1158|H-287|H-879|H-882;H-1192;H-2184;H-2036;H-2115|H-967;H-2204|H-2207|H-2208;H-2209,+400-740-176+;+400-740-760-605+;+400-740-767-220-416+;+400-740-032-015+;+400-740-637+;+400-740-032-028+;+400-740-032-027+;+400-740-032-025+
97,context_exact,bigram,400-740,symbol,Gavi,2192,115,28,11,1.468978,0.095652,0.392857,7.488199,2.904619,8.128799,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,0.42,shuffle_units_within_site_type,H-1158|H-287|H-879|H-882;H-2036;H-1931;H-1964|H-709|H-710;H-1958|H-705;H-1961;H-172;H-174,+400-740-760-605+;+400-740-637+;+400-740-176-791+;+400-740-016-503+;+712-840-400-740-440+;+400-740-440+;+712-840-400-740-440+;+400-740-017-503+
98,context_exact,unigram,700,material_type,Faience|TAB:B,2192,132,225,41,13.54927,0.310606,0.182222,3.025993,1.597409,8.118983,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1138|H-1817|H-1823|H-1824|H-1825|H-1828|H-1829|H-1830|H-1831|H-1832|H-1844|H-1845|H-1846|H-1850|H-1854|H-1860|H-1867|H-1868|H-1869|H-1870|H-1871|H-1874|H-1894|H-1895|H-1907|H-771|H-780|H-788;H-1102|H-1123|H-1133|H-1804|H-1836|H-1841|H-1853|H-1865|H-1902|H-1906|H-1909|H-1922|H-1923|H-209|H-214|H-232|H-717|H-766|H-768|H-802|H-814|H-833|H-837|H-877;H-1112|H-1842|H-1851|H-1858|H-1859|H-1897|H-1903|H-1912|H-1924|H-249|H-776|H-789|H-792|H-793|H-812|H-816;H-1771|H-1772|H-1773;H-1881;H-1881;H-1876|H-1877|H-1880;H-1797|H-1942,+700-034+;+700-032+;+033-700+;+700-032+;+700-036+;+415-700-033-171+;+034-700+;+032-700+
99,context_exact,bigram,700-033,site_type,Harappa|TAB:B,2192,31,370,22,5.232664,0.709677,0.059459,4.204359,2.071886,8.095478,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-1881;H-1822|H-1839|H-1861|H-1872|H-1873|H-1883|H-1896|H-1898|H-1905|H-1908|H-1915|H-1947|H-229|H-231|H-233|H-239|H-245|H-248|H-770|H-790|H-798|H-799|H-800|H-818|H-834|H-838|H-847;H-1940;H-1921|H-246;H-1862;H-1862;H-1988|H-1989|H-1990;H-1811|H-1812|H-1813|H-205|H-774,+415-700-033-171+;+700-033+;+700-033+;+125-700-033+;+700-033-368-091+;+700-033-400-740-388+;+700-033-711-335-575-413+;+700-033-711-335-575-413+
100,context_exact,bigram,400-740,type,TAB:I,2192,115,231,38,12.119069,0.330435,0.164502,3.135554,1.648721,8.072902,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1273|H-1302|H-1303|H-308|H-309|H-312|H-313|H-314|H-315|H-316|H-317|H-932|H-934|H-935|H-936|H-937|H-960|H-962|H-987;H-1158|H-287|H-879|H-882;H-1192;H-2184;H-2036;H-2115|H-967;H-2204|H-2207|H-2208;H-2209,+400-740-176+;+400-740-760-605+;+400-740-767-220-416+;+400-740-032-015+;+400-740-637+;+400-740-032-028+;+400-740-032-027+;+400-740-032-025+
101,context_exact,last,798,type,TAB:C,2192,24,76,8,0.832117,0.333333,0.105263,9.614035,3.265142,8.039939,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-567;M-568;M-569;M-1568|M-606;M-1515;M-1516;M-1517;K-158,+407-061-845-240-798+;+407-061-845-240-798+;+407-061-845-240-798+;+740-100-904-033-705-231-798+;+407-061-845-240-798+;+407-061-845-240-798+;+407-061-845-240-798+;+740-798+
102,context_exact,last,798,material_type,Copper|TAB:C,2192,24,76,8,0.832117,0.333333,0.105263,9.614035,3.265142,8.039939,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-567;M-568;M-569;M-1568|M-606;M-1515;M-1516;M-1517;K-158,+407-061-845-240-798+;+407-061-845-240-798+;+407-061-845-240-798+;+740-100-904-033-705-231-798+;+407-061-845-240-798+;+407-061-845-240-798+;+407-061-845-240-798+;+740-798+
103,context_exact,first,400,site_type_symbol,Harappa|TAB:I|None,2192,235,163,48,17.474909,0.204255,0.294479,2.746795,1.457749,8.030721,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-1319;H-1287;H-1273|H-1302|H-1303|H-308|H-309|H-312|H-313|H-314|H-315|H-316|H-317|H-932|H-934|H-935|H-936|H-937|H-960|H-962|H-987;H-1331|H-1332|H-347;H-1192;H-1181|H-2062|H-2063|H-2066|H-358|H-896;H-2184;H-2115|H-967,+400-678+;+400-156-140-032+;+400-740-176+;+400-098+;+400-740-767-220-416+;+400-156-435-255+;+400-740-032-015+;+400-740-032-028+
104,context_exact,first,154,type_symbol,SEAL:R|None,2192,25,206,14,2.349453,0.56,0.067961,5.958835,2.57503,8.029442,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-132;H-143;H-146;H-152|H-681;H-154;H-157;H-158;H-670,+154-806-471-407-845-740-233-231-798+;+154-806-469-001-740-877-032+;+154-806-467-031+;+154-806-468+;+154-806-467-013-817+;+154-615-503+;+154-806-472-001-740-405-590+;+154-806-468+
105,context_exact,first,690,type_symbol,TAB:I|None,2192,14,167,9,1.066606,0.642857,0.053892,8.437981,3.076898,8.015988,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1325|H-2192|H-300;H-2108|H-304;H-2109;H-328;H-917;H-919;H-987;M-2040,+690-368-817+;+690-681+;+690-032-025+;+690-004+;+690-687+;+690-687+;+690-365-817+;+690-322+
106,context_exact,bigram,400-740,material_type,Faience|TAB:B,2192,115,225,37,11.804288,0.321739,0.164444,3.134454,1.648214,7.95111,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1102;H-1894;H-1895;H-1897;H-1997;H-1854;H-1940;H-1827|H-233,+400-740-382+;+400-740-061-140+;+400-740-100-240+;+400-740-904-240+;+400-740-176-235+;+400-740-717+;+400-740-067-100+;+400-740-176+
107,context_exact,unigram,154,type_symbol,SEAL:R|None,2192,32,206,16,3.007299,0.5,0.07767,5.320388,2.411532,7.927497,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-132;H-143;H-146;H-152|H-681;H-154;H-157;H-158;H-160,+154-806-471-407-845-740-233-231-798+;+154-806-469-001-740-877-032+;+154-806-467-031+;+154-806-468+;+154-806-467-013-817+;+154-615-503+;+154-806-472-001-740-405-590+;+400-154-806-468+
108,context_exact,unigram,400,material_type,Steatite|TAB:I,2192,257,181,54,21.221259,0.210117,0.298343,2.544618,1.347449,7.904996,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1319;H-1287;H-1273|H-1302|H-1303|H-308|H-309|H-312|H-313|H-314|H-315|H-316|H-317|H-932|H-934|H-935|H-936|H-937|H-960|H-962|H-987;H-1158|H-287|H-879|H-882;H-1331|H-1332|H-347;H-1192;H-1181|H-2062|H-2063|H-2066|H-358|H-896;H-2184,+400-678+;+400-156-140-032+;+400-740-176+;+400-740-760-605+;+400-098+;+400-740-767-220-416+;+400-156-435-255+;+400-740-032-015+
109,context_exact,unigram,806,site_type,Harappa|SEAL:R,2192,84,61,14,2.337591,0.166667,0.229508,5.989071,2.582332,7.887119,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-661;H-130;H-132;H-135;H-143;H-146;H-152|H-681;H-154,+740-055-806+;+409-032-845-033-705-231-806-002-595-812-125-717+;+154-806-471-407-845-740-233-231-798+;+740-773-231-806-002-861+;+154-806-469-001-740-877-032+;+154-806-467-031+;+154-806-468+;+154-806-467-013-817+
110,context_exact,unigram,700,symbol,Bult,2192,132,55,17,3.312044,0.128788,0.309091,5.132782,2.359741,7.855904,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,0.61,shuffle_units_within_site_type,H-1354|H-2246|H-983;H-1797|H-1942;H-1943;H-1940;H-1938;H-1936|H-1941|H-854;H-2211|H-362;H-2211,+700-034+;+032-700+;+700-034+;+700-033+;+033-700+;+700-032+;+700-032+;+700-840-032-741+
111,context_exact,unigram,400,symbol,None,2192,257,765,146,89.692062,0.568093,0.19085,1.627792,0.702916,7.841183,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,0.61,shuffle_units_within_site_type,H-1133|H-1896;H-1319;H-1121|H-789;H-1287;H-1273|H-1302|H-1303|H-308|H-309|H-312|H-313|H-314|H-315|H-316|H-317|H-932|H-934|H-935|H-936|H-937|H-960|H-962|H-987;H-1102;H-1331|H-1332|H-347;H-874,+400-892-831+;+400-678+;+400-520-220-016+;+400-156-140-032+;+400-740-176+;+400-740-382+;+400-098+;+400-740-455+
112,context_exact,first,154,type,SEAL:R,2192,25,214,14,2.440693,0.56,0.065421,5.736075,2.520064,7.832024,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-132;H-143;H-146;H-152|H-681;H-154;H-157;H-158;H-670,+154-806-471-407-845-740-233-231-798+;+154-806-469-001-740-877-032+;+154-806-467-031+;+154-806-468+;+154-806-467-013-817+;+154-615-503+;+154-806-472-001-740-405-590+;+154-806-468+
113,context_exact,first,400,type_symbol,TAB:I|None,2192,235,167,48,17.903741,0.204255,0.287425,2.681004,1.422773,7.830224,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1319;H-1287;H-1273|H-1302|H-1303|H-308|H-309|H-312|H-313|H-314|H-315|H-316|H-317|H-932|H-934|H-935|H-936|H-937|H-960|H-962|H-987;H-1331|H-1332|H-347;H-1192;H-1181|H-2062|H-2063|H-2066|H-358|H-896;H-2184;H-2115|H-967,+400-678+;+400-156-140-032+;+400-740-176+;+400-098+;+400-740-767-220-416+;+400-156-435-255+;+400-740-032-015+;+400-740-032-028+
114,context_exact,last,798,material,Copper,2192,24,80,8,0.875912,0.333333,0.1,9.133333,3.191141,7.795855,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-567;M-568;M-569;M-1568|M-606;M-1515;M-1516;M-1517;K-158,+407-061-845-240-798+;+407-061-845-240-798+;+407-061-845-240-798+;+740-100-904-033-705-231-798+;+407-061-845-240-798+;+407-061-845-240-798+;+407-061-845-240-798+;+740-798+
115,context_exact,first,700,material_type,Faience|TAB:B,2192,89,225,31,9.135493,0.348315,0.137778,3.393358,1.762714,7.794591,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1138|H-1817|H-1823|H-1824|H-1825|H-1828|H-1829|H-1830|H-1831|H-1832|H-1844|H-1845|H-1846|H-1850|H-1854|H-1860|H-1867|H-1868|H-1869|H-1870|H-1871|H-1874|H-1894|H-1895|H-1907|H-771|H-780|H-788;H-1102|H-1123|H-1133|H-1804|H-1836|H-1841|H-1853|H-1865|H-1902|H-1906|H-1909|H-1922|H-1923|H-209|H-214|H-232|H-717|H-766|H-768|H-802|H-814|H-833|H-837|H-877;H-1771|H-1772|H-1773;H-1881;H-1822|H-1839|H-1861|H-1872|H-1873|H-1883|H-1896|H-1898|H-1905|H-1908|H-1915|H-1947|H-229|H-231|H-233|H-239|H-245|H-248|H-770|H-790|H-798|H-799|H-800|H-818|H-834|H-838|H-847;H-1943;H-1940;H-1919,+700-034+;+700-032+;+700-032+;+700-036+;+700-033+;+700-034+;+700-033+;+700-031+
116,context_exact,unigram,154,type,SEAL:R,2192,32,214,16,3.124088,0.5,0.074766,5.121495,2.356565,7.723566,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-132;H-143;H-146;H-152|H-681;H-154;H-157;H-158;H-160,+154-806-471-407-845-740-233-231-798+;+154-806-469-001-740-877-032+;+154-806-467-031+;+154-806-468+;+154-806-467-013-817+;+154-615-503+;+154-806-472-001-740-405-590+;+400-154-806-468+
117,context_exact,first,700,cult,None,2192,89,1097,80,44.540602,0.898876,0.072926,1.796114,0.844879,7.673051,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1138|H-1817|H-1823|H-1824|H-1825|H-1828|H-1829|H-1830|H-1831|H-1832|H-1844|H-1845|H-1846|H-1850|H-1854|H-1860|H-1867|H-1868|H-1869|H-1870|H-1871|H-1874|H-1894|H-1895|H-1907|H-771|H-780|H-788;H-1354|H-2246|H-983;H-1281|H-1294|H-1309|H-1312|H-1313|H-1319|H-1330|H-2129|H-2139|H-2146|H-2173|H-2183|H-2184|H-2185|H-2186|H-2198|H-2217|H-315|H-340|H-341|H-926|H-930|H-943|H-944|H-962|H-963|H-965;H-1102|H-1123|H-1133|H-1804|H-1836|H-1841|H-1853|H-1865|H-1902|H-1906|H-1909|H-1922|H-1923|H-209|H-214|H-232|H-717|H-766|H-768|H-802|H-814|H-833|H-837|H-877;H-1188|H-1270|H-1287|H-1302|H-1303|H-1308|H-2115|H-2125|H-2131|H-2197|H-2213|H-2214|H-2215|H-2238|H-296|H-303|H-309|H-311|H-316|H-326|H-343|H-344|H-345|H-891|H-900|H-914|H-916|H-925|H-927|H-928|H-929|H-934|H-935|H-948|H-949|H-951|H-959|H-961|H-986|H-987;H-1273|H-2070|H-2094|H-2102|H-2105|H-2130|H-2137|H-2140|H-2141|H-2155|H-2218|H-2219|H-2220|H-2221|H-2222|H-2223|H-2224|H-2225|H-2226|H-2227|H-2228|H-2229|H-2230|H-2231|H-2232|H-2233|H-2234|H-2235|H-2237|H-2239|H-285|H-307|H-308|H-312|H-313|H-314|H-317|H-320|H-324|H-893|H-910|H-936|H-939|H-946|H-947|H-952|H-960;H-1156|H-1321|H-217;H-1192,+700-034+;+700-034+;+700-032+;+700-032+;+700-033+;+700-034+;+700-032+;+700-220-004+
118,context_exact,unigram,700,material,Faience,2192,132,239,41,14.392336,0.310606,0.171548,2.848738,1.510323,7.662983,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1138|H-1817|H-1823|H-1824|H-1825|H-1828|H-1829|H-1830|H-1831|H-1832|H-1844|H-1845|H-1846|H-1850|H-1854|H-1860|H-1867|H-1868|H-1869|H-1870|H-1871|H-1874|H-1894|H-1895|H-1907|H-771|H-780|H-788;H-1102|H-1123|H-1133|H-1804|H-1836|H-1841|H-1853|H-1865|H-1902|H-1906|H-1909|H-1922|H-1923|H-209|H-214|H-232|H-717|H-766|H-768|H-802|H-814|H-833|H-837|H-877;H-1112|H-1842|H-1851|H-1858|H-1859|H-1897|H-1903|H-1912|H-1924|H-249|H-776|H-789|H-792|H-793|H-812|H-816;H-1771|H-1772|H-1773;H-1881;H-1881;H-1876|H-1877|H-1880;H-1797|H-1942,+700-034+;+700-032+;+033-700+;+700-032+;+700-036+;+415-700-033-171+;+034-700+;+032-700+
119,context_exact,unigram,400,site_type_symbol,Harappa|TAB:I|None,2192,257,163,49,19.110858,0.190661,0.300613,2.563987,1.358389,7.561942,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-1319;H-1287;H-1273|H-1302|H-1303|H-308|H-309|H-312|H-313|H-314|H-315|H-316|H-317|H-932|H-934|H-935|H-936|H-937|H-960|H-962|H-987;H-1331|H-1332|H-347;H-1192;H-1181|H-2062|H-2063|H-2066|H-358|H-896;H-2184;H-2069,+400-678+;+400-156-140-032+;+400-740-176+;+400-098+;+400-740-767-220-416+;+400-156-435-255+;+400-740-032-015+;+700-034-400-525-550+
120,context_exact,bigram,240-798,site_type,Mohenjo-daro|TAB:C,2192,16,75,6,0.547445,0.375,0.08,10.96,3.454176,7.524563,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,M-567;M-568;M-569;M-1515;M-1516;M-1517,+407-061-845-240-798+;+407-061-845-240-798+;+407-061-845-240-798+;+407-061-845-240-798+;+407-061-845-240-798+;+407-061-845-240-798+
121,context_exact,bigram,400-740,material,Faience,2192,115,239,37,12.538777,0.321739,0.154812,2.950846,1.561129,7.516621,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1102;H-1894;H-1895;H-1897;H-1997;H-1854;H-1940;H-1827|H-233,+400-740-382+;+400-740-061-140+;+400-740-100-240+;+400-740-904-240+;+400-740-176-235+;+400-740-717+;+400-740-067-100+;+400-740-176+
122,context_exact,bigram,400-740,material_type,Steatite|TAB:I,2192,115,181,31,9.495894,0.269565,0.171271,3.264569,1.706892,7.482912,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1273|H-1302|H-1303|H-308|H-309|H-312|H-313|H-314|H-315|H-316|H-317|H-932|H-934|H-935|H-936|H-937|H-960|H-962|H-987;H-1158|H-287|H-879|H-882;H-1192;H-2184;H-2036;H-2115|H-967;H-2204|H-2207|H-2208;H-2209,+400-740-176+;+400-740-760-605+;+400-740-767-220-416+;+400-740-032-015+;+400-740-637+;+400-740-032-028+;+400-740-032-027+;+400-740-032-025+
123,context_exact,bigram,240-798,type,TAB:C,2192,16,76,6,0.554745,0.375,0.078947,10.815789,3.435067,7.466652,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-567;M-568;M-569;M-1515;M-1516;M-1517,+407-061-845-240-798+;+407-061-845-240-798+;+407-061-845-240-798+;+407-061-845-240-798+;+407-061-845-240-798+;+407-061-845-240-798+
124,context_exact,bigram,240-798,material_type,Copper|TAB:C,2192,16,76,6,0.554745,0.375,0.078947,10.815789,3.435067,7.466652,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-567;M-568;M-569;M-1515;M-1516;M-1517,+407-061-845-240-798+;+407-061-845-240-798+;+407-061-845-240-798+;+407-061-845-240-798+;+407-061-845-240-798+;+407-061-845-240-798+
125,context_exact,first,700,material,Faience,2192,89,239,31,9.703923,0.348315,0.129707,3.194584,1.675628,7.39259,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1138|H-1817|H-1823|H-1824|H-1825|H-1828|H-1829|H-1830|H-1831|H-1832|H-1844|H-1845|H-1846|H-1850|H-1854|H-1860|H-1867|H-1868|H-1869|H-1870|H-1871|H-1874|H-1894|H-1895|H-1907|H-771|H-780|H-788;H-1102|H-1123|H-1133|H-1804|H-1836|H-1841|H-1853|H-1865|H-1902|H-1906|H-1909|H-1922|H-1923|H-209|H-214|H-232|H-717|H-766|H-768|H-802|H-814|H-833|H-837|H-877;H-1771|H-1772|H-1773;H-1881;H-1822|H-1839|H-1861|H-1872|H-1873|H-1883|H-1896|H-1898|H-1905|H-1908|H-1915|H-1947|H-229|H-231|H-233|H-239|H-245|H-248|H-770|H-790|H-798|H-799|H-800|H-818|H-834|H-838|H-847;H-1943;H-1940;H-1919,+700-034+;+700-032+;+700-032+;+700-036+;+700-033+;+700-034+;+700-033+;+700-031+
126,context_exact,unigram,400,type_symbol,TAB:I|None,2192,257,167,49,19.579836,0.190661,0.293413,2.502575,1.323413,7.360868,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1319;H-1287;H-1273|H-1302|H-1303|H-308|H-309|H-312|H-313|H-314|H-315|H-316|H-317|H-932|H-934|H-935|H-936|H-937|H-960|H-962|H-987;H-1331|H-1332|H-347;H-1192;H-1181|H-2062|H-2063|H-2066|H-358|H-896;H-2184;H-2069,+400-678+;+400-156-140-032+;+400-740-176+;+400-098+;+400-740-767-220-416+;+400-156-435-255+;+400-740-032-015+;+700-034-400-525-550+
127,context_exact,bigram,700-032,type,TAB:B,2192,26,437,20,5.183394,0.769231,0.045767,3.858476,1.948031,7.315016,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1102|H-1123|H-1133|H-1804|H-1836|H-1841|H-1853|H-1865|H-1902|H-1906|H-1909|H-1922|H-1923|H-209|H-214|H-232|H-717|H-766|H-768|H-802|H-814|H-833|H-837|H-877;H-1156|H-1321|H-217;H-2016;H-1771|H-1772|H-1773;H-1827;H-1953;H-1931;H-1134|H-1146|H-213|H-778|H-796|H-969,+700-032+;+700-032+;+700-032-740-335-575-413+;+700-032+;+700-032-690-368-817+;+700-032-220+;+700-032+;+700-032+
128,context_exact,bigram,240-798,material,Copper,2192,16,80,6,0.583942,0.375,0.075,10.275,3.361066,7.245422,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-567;M-568;M-569;M-1515;M-1516;M-1517,+407-061-845-240-798+;+407-061-845-240-798+;+407-061-845-240-798+;+407-061-845-240-798+;+407-061-845-240-798+;+407-061-845-240-798+
129,context_exact,unigram,806,site_type,Mohenjo-daro|SEAL:R,2192,84,127,20,4.866788,0.238095,0.15748,4.109486,2.038958,7.205365,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,M-1953;M-1986;M-1956;M-1957;M-1985;M-357;M-358;M-369,+407-845-233-806+;+154-806-468+;+740-900-790-220-415-798-806+;+154-806-474-013-820+;+100-904-717-220-415-806-742+;+740-100-806-472-240-806-001-820+;+003-001-520-240-806-002-502-031+;+740-690-435-255-240-220-415-806-742-060-920+
130,context_exact,bigram,700-032,site_type,Harappa|TAB:B,2192,26,370,18,4.388686,0.692308,0.048649,4.101455,2.036136,7.167552,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-1102|H-1123|H-1133|H-1804|H-1836|H-1841|H-1853|H-1865|H-1902|H-1906|H-1909|H-1922|H-1923|H-209|H-214|H-232|H-717|H-766|H-768|H-802|H-814|H-833|H-837|H-877;H-1156|H-1321|H-217;H-2016;H-1771|H-1772|H-1773;H-1827;H-1953;H-1931;H-1134|H-1146|H-213|H-778|H-796|H-969,+700-032+;+700-032+;+700-032-740-335-575-413+;+700-032+;+700-032-690-368-817+;+700-032-220+;+700-032+;+700-032+
131,context_exact,bigram,700-033,type,TAB:B,2192,31,437,22,6.180201,0.709677,0.050343,3.559755,1.831778,7.161025,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1881;H-1822|H-1839|H-1861|H-1872|H-1873|H-1883|H-1896|H-1898|H-1905|H-1908|H-1915|H-1947|H-229|H-231|H-233|H-239|H-245|H-248|H-770|H-790|H-798|H-799|H-800|H-818|H-834|H-838|H-847;H-1940;H-1921|H-246;H-1862;H-1862;H-1988|H-1989|H-1990;H-1811|H-1812|H-1813|H-205|H-774,+415-700-033-171+;+700-033+;+700-033+;+125-700-033+;+700-033-368-091+;+700-033-400-740-388+;+700-033-711-335-575-413+;+700-033-711-335-575-413+
132,context_exact,bigram,400-740,type_symbol,TAB:B|None,2192,115,241,36,12.643704,0.313043,0.149378,2.847267,1.509578,7.150911,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1102;H-874;H-1894;H-1895;H-1897;H-1854;H-1827|H-233;H-1850,+400-740-382+;+400-740-455+;+400-740-061-140+;+400-740-100-240+;+400-740-904-240+;+400-740-717+;+400-740-176+;+400-740-760-382+
133,context_exact,unigram,390,type,SEAL:S,2192,171,1091,130,85.109945,0.760234,0.119157,1.527436,0.611112,7.14866,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,Ad-1;Ad-2;Alt-90;Blk-2;B-9;C-66;C-69;C-2,+740-390-590+;+368-390-125-033+;+390-415+;+390-717-061-002-368-634+;+390-004+;+390-003-002-817+;+390-844-060-575-717+;+740-390-590+
134,context_exact,unigram,700,site_type_symbol,Harappa|TAB:B|None,2192,132,219,37,13.187956,0.280303,0.16895,2.80559,1.488304,7.127746,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-1138|H-1817|H-1823|H-1824|H-1825|H-1828|H-1829|H-1830|H-1831|H-1832|H-1844|H-1845|H-1846|H-1850|H-1854|H-1860|H-1867|H-1868|H-1869|H-1870|H-1871|H-1874|H-1894|H-1895|H-1907|H-771|H-780|H-788;H-1102|H-1123|H-1133|H-1804|H-1836|H-1841|H-1853|H-1865|H-1902|H-1906|H-1909|H-1922|H-1923|H-209|H-214|H-232|H-717|H-766|H-768|H-802|H-814|H-833|H-837|H-877;H-1156|H-1321|H-217;H-1112|H-1842|H-1851|H-1858|H-1859|H-1897|H-1903|H-1912|H-1924|H-249|H-776|H-789|H-792|H-793|H-812|H-816;H-2016;H-1881;H-1881;H-1987,+700-034+;+700-032+;+700-032+;+033-700+;+700-032-740-335-575-413+;+700-036+;+415-700-033-171+;+700-034+
135,context_exact,bigram,154-806,material_type,Steatite|SEAL:R,2192,14,163,8,1.041058,0.571429,0.04908,7.684487,2.941949,7.110124,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-146;H-154;H-158;H-160;H-670;M-1986;M-1957;M-371,+154-806-467-031+;+154-806-467-013-817+;+154-806-472-001-740-405-590+;+400-154-806-468+;+154-806-468+;+154-806-468+;+154-806-474-013-820+;+617-142-384-032-154-806-467+
136,context_exact,bigram,055-001,material,Clay,2192,8,174,6,0.635036,0.75,0.034483,9.448276,3.240051,7.027842,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,L-124|L-128;L-125;L-126|L-127;L-129|L-190|L-191|L-197;L-193;L-206,+090-740-220-055-001-741-500-705+;+090-740-220-055-001-741-500-705+;+090-740-220-055-001-741-500-705+;+090-740-220-055-001-741-500-705+;+090-740-220-055-001-741-500-705+;+090-740-220-055-001-741-500-705+
137,context_exact,last,798,site_type,Mohenjo-daro|TAB:C,2192,24,75,7,0.821168,0.291667,0.093333,8.524444,3.091606,6.974961,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,M-567;M-568;M-569;M-1568|M-606;M-1515;M-1516;M-1517,+407-061-845-240-798+;+407-061-845-240-798+;+407-061-845-240-798+;+740-100-904-033-705-231-798+;+407-061-845-240-798+;+407-061-845-240-798+;+407-061-845-240-798+
138,context_exact,bigram,400-740,site_type,Mohenjo-daro|ROD,2192,115,12,6,0.629562,0.052174,0.5,9.530435,3.252542,6.970845,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,M-2113;M-2098;M-2106;M-2107|M-2108;M-1651;M-2097,+400-740-760-435-690+;+400-740-176-140+;+400-740-585-838-240+;+400-740-840-013-240+;+400-740-585-838-240+;+400-740-176+
139,context_exact,bigram,400-740,site_type_symbol,Mohenjo-daro|ROD|None,2192,115,12,6,0.629562,0.052174,0.5,9.530435,3.252542,6.970845,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,M-2113;M-2098;M-2106;M-2107|M-2108;M-1651;M-2097,+400-740-760-435-690+;+400-740-176-140+;+400-740-585-838-240+;+400-740-840-013-240+;+400-740-585-838-240+;+400-740-176+
