checked_date,row_id,object,site,type,symbol,cult,prev_before_002,prev2_before_002,head_after_002,branch_after_head,tail_after_branch,terminal_after_head,local_frame_class,source_status,source_bucket,exact_text
2026-05-31,2393.1,M-1745,Mohenjo-daro,SEAL:S,Bull1:L,SAN,031,055 031,031,892,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+368-821-055-031-002-031-892+
2026-05-31,3217.1,M-803,Mohenjo-daro,SEAL:S,Bull1,SAN,005,390 005,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+390-005-002-817+
2026-05-31,2397.2,M-1927,Mohenjo-daro,SEAL:S,Mult,None,005,000 005,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,]000-005-002-817+
2026-05-31,2398.1,M-1883,Mohenjo-daro,SEAL:S,Gaur,Trough,031,061 031,069,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+090-740-035-171-061-031-002-069+
2026-05-31,2399.1,M-1787,Mohenjo-daro,SEAL:S,Bull1:I,RAN,061,740 061,703,000,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-061-002-703-000+
2026-05-31,2402.1,M-1901,Mohenjo-daro,SEAL:S,Zebu,None,156,061 156,252,692,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+151-061/156-002-252-692+
2026-05-31,2409.1,M-1911,Mohenjo-daro,SEAL:S,Rhin,None,531,390 531,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+621-390-531-002-820+
2026-05-31,2417.1,M-1728,Mohenjo-daro,SEAL:S,Bull1:W,SAN,032,220 032,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+161-055-240-220-032-002-820+
2026-05-31,2421.1,M-2129,Mohenjo-daro,IMPL,None,None,645,017 645,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+898-017-645-002-817+
2026-05-31,2422.1,M-1954,Mohenjo-daro,SEAL:R,None,None,798,415 798,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-407-590-031-752-033-705-220-415-798-002-861+
2026-05-31,2435.1,M-1830,Mohenjo-daro,SEAL:S,Bull1:X,SAN,388,740 388,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-388-002-820+
2026-05-31,2438.1,M-1913,Mohenjo-daro,SEAL:S,Elep,None,416,416,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,]416-002-817+
2026-05-31,2450.1,M-1750,Mohenjo-daro,SEAL:S,Bull1:W,SAN,004,390 004,861,<END>,<END>,true,004_002_other,metadata_or_unrouted,metadata_or_unrouted,+390-004-002-861+
2026-05-31,2457.1,M-1752,Mohenjo-daro,SEAL:S,Bull1:S,SAN,019,760 019,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-760-019-002-817+
2026-05-31,2464.1,M-595,Mohenjo-daro,SEAL:S,Bull1:W,SAN,176,415 176,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-100-415-176-002-820+
2026-05-31,2473.1,M-1665,Mohenjo-daro,SEAL:S,Bull1:W,SAN,240,233 240,610,125,032,false,background,metadata_or_unrouted,metadata_or_unrouted,+520-033-705-233-240-002-610-125-032+
2026-05-31,2482.1,M-1907,Mohenjo-daro,SEAL:S,Rhin,Trough,005,390 005,455,511,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+390-005-002-455-511+
2026-05-31,2489.1,-:2489.1,Dholavira,SEAL:S,Bull1:V,SAN,590,390 590,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-390-590-002-817+
2026-05-31,2490.1,M-1667,Mohenjo-daro,SEAL:S,Bull1:W,SAN,032,220 032,717,820,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-690-435-255-220-032-002-717-820+
2026-05-31,2504.1,H-167,Harappa,TAG,None,None,000,000 000,000,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+000-000-000-000-002-000+
2026-05-31,2506.1,M-1716,Mohenjo-daro,SEAL:S,Bull1:W,RAF,803,240 803,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+520-220-240-803-002-820+
2026-05-31,2509.1,M-1833,Mohenjo-daro,SEAL:S,Bull1:S,RAN,015,390 015,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+390-015-002-861+
2026-05-31,2510.1,M-1884,Mohenjo-daro,SEAL:S,Gaur,Trough,016,220 016,416,000,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+520-220-016-002-416-000+
2026-05-31,2515.1,M-1851,Mohenjo-daro,SEAL:S,Bull1,RAN,740,032 740,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+832-390-032/000-032-740-002-820+
2026-05-31,2526.1,M-1662,Mohenjo-daro,SEAL:S,Bull1:W,SAF,233,706 233,817,192,000,false,background,metadata_or_unrouted,metadata_or_unrouted,+520-033-706-233-002-817-192-000+
2026-05-31,2528.1,M-1961,Mohenjo-daro,SEAL,-,-,072,406 072,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+406-072-002-817+
2026-05-31,2533.1,M-4,Mohenjo-daro,SEAL:S,Bull1:W,SAF,231,705 231,564,617,033,false,background,metadata_or_unrouted,metadata_or_unrouted,+298-465-033-705-231-002-564-617-033+
2026-05-31,2536.1,M-7,Mohenjo-daro,SEAL:S,Bull1:W,SAN,240,923 240,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+407-845-140-740-101-923-240-002-861+
2026-05-31,2539.1,M-10,Mohenjo-daro,SEAL:S,Bull1:W,-,806,235 806,267,455,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+405-061-070-032-033-706-235-806-002-267-455+
2026-05-31,2540.1,M-12,Mohenjo-daro,SEAL:S,Bull1:W,SAN,233,590 233,368,202,892 371,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-390-590-233-002-368-202-892-371+
2026-05-31,2542.1,M-14,Mohenjo-daro,SEAL:S,Bull1:W,SAN,503,776 503,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-776-503-002-817+
2026-05-31,2543.1,M-15,Mohenjo-daro,SEAL:S,Bull1:W,SAN,176,740 176,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+090-740-176-002-861+
2026-05-31,2545.1,M-17,Mohenjo-daro,SEAL:S,Bull1:W,SAF,016,390 016,814,560,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+390-016-002-814-560+
2026-05-31,2547.1,M-19,Mohenjo-daro,SEAL:S,Bull1:W,SAF,000,000 000,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,]000-000-002-861+
2026-05-31,2548.1,M-20,Mohenjo-daro,SEAL:S,Bull1:W,SAF,005,390 005,861,036,460 513,false,background,metadata_or_unrouted,metadata_or_unrouted,+390-005-002-861-036-460-513+
2026-05-31,2549.1,M-21,Mohenjo-daro,SEAL:S,Bull1:W,SAN,032,692 032,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+350-001-740-362-692-032-002-861+
2026-05-31,2552.1,M-24,Mohenjo-daro,SEAL:S,Bull1:W,HAF,235,240 235,906,140,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+090-740-240-235-002-906-140+
2026-05-31,2556.1,M-28,Mohenjo-daro,SEAL:S,Bull1:W,SAN,416,840 416,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+892-374-740-760-840-416-002-861+
2026-05-31,2557.1,M-29,Mohenjo-daro,SEAL:S,Bull1:W,SAN,806,235 806,220,455,503,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-055-240-235-806-002-220-455-503+
2026-05-31,2561.1,M-33,Mohenjo-daro,SEAL:S,Bull1:W,SAN,233,382 233,112,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-032-923-382-233-002-112+
2026-05-31,2562.1,M-34,Mohenjo-daro,SEAL:S,Bull1:W,SAN,176,336 176,405,372,374,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-336-176-002-405-372-374+
2026-05-31,2563.1,M-35,Mohenjo-daro,SEAL:S,Bull1:W,SAN,231,233 231,107,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-390-590-233-231-002-107+
2026-05-31,2564.1,M-36,Mohenjo-daro,SEAL:S,Bull1:S,SAN,032,220 032,368,906,329,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-794-630-220-032-002-368-906-329+
2026-05-31,2566.1,M-38,Mohenjo-daro,SEAL:S,Bull1:J,SAN,235,240 235,390,125,632 032,false,non004_002_390,metadata_only,metadata_only,+740-690-435-255-220-032-240-235-002-390-125-632-032+
2026-05-31,2568.1,M-40,Mohenjo-daro,SEAL:S,Bull1:J,SAN,391,391,527,475,005,false,background,metadata_or_unrouted,metadata_or_unrouted,+391-002-527-475-005+
2026-05-31,2569.1,M-41,Mohenjo-daro,SEAL:S,Bull1:W,SAN,235,233 235,405,125,820,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-636-240-233-235-002-405-125-820+
2026-05-31,2570.1,M-42,Mohenjo-daro,SEAL:S,Bull1:S,SAN,240,550 240,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+527-550-240-002-817+
2026-05-31,2571.1,M-43,Mohenjo-daro,SEAL:S,Bull1:W,SAN,231,798 231,055,373,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-798-231-002-055-373+
2026-05-31,2572.1,M-44,Mohenjo-daro,SEAL:S,Bull1:W,SAF,803,705 803,920,317,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-760-033-705-803-002-920-317+
2026-05-31,2574.1,M-46,Mohenjo-daro,SEAL:S,Bull1:W,SAN,235,240 235,220,065,215,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-798-240-235-002-220-065-215+
2026-05-31,2575.1,M-47,Mohenjo-daro,SEAL:S,Bull1:J,SA,235,760 235,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-760-235-002-861+
2026-05-31,2577.1,M-49,Mohenjo-daro,SEAL:S,Bull1:W,SAN,032,220 032,300,350,032 190,false,background,metadata_or_unrouted,metadata_or_unrouted,+527-550-240-220-032-002-300-350-032-190+
2026-05-31,2578.1,M-50,Mohenjo-daro,SEAL:S,Bull1:W,SAN,798,240 798,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-585-017-033-705-240-798-002-820+
2026-05-31,2580.1,M-52,Mohenjo-daro,SEAL:S,Bull1:W,SAF,803,235 803,504,717,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-904-032-220-415-235-803-002-504-717+
2026-05-31,2581.1,M-53,Mohenjo-daro,SEAL:S,Bull1:W,SAN,016,220 016,297,190,920 140,false,background,metadata_or_unrouted,metadata_or_unrouted,+090-740-220-016-002-297-190-920-140+
2026-05-31,2582.1,M-54,Mohenjo-daro,SEAL:S,Bull1:W,SAF,798,705 798,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+236-240-033-705-798-002-820+
2026-05-31,2585.1,M-57,Mohenjo-daro,SEAL:S,Bull1:W,SAN,798,231 798,693,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+226-032-231-798-002-693+
2026-05-31,2586.1,M-58,Mohenjo-daro,SEAL:S,Bull1:W,SAN,503,460 503,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-460-503-002-817+
2026-05-31,2594.1,M-66,Mohenjo-daro,SEAL:S,Bull1:J,RBF,235,590 235,374,309,350,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-390-590-235-002-374-309-350+
2026-05-31,2598.1,M-70,Mohenjo-daro,SEAL:S,Bull1:T,SAF,032,226 032,390,692,<END>,false,non004_002_390,strict_source_visible,strict,+226-032-002-390-692+
2026-05-31,2599.1,M-71,Mohenjo-daro,SEAL:S,Bull1:J,SAN,142,279 142,390,095,<END>,false,non004_002_390,strict_source_visible,strict,+151-279-142-002-390-095+
2026-05-31,2600.1,M-72,Mohenjo-daro,SEAL:S,Bull1:V,None,003,140 003,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-255-705-140-003-002-861+
2026-05-31,2603.1,M-75,Mohenjo-daro,SEAL:S,Bull1:W,SAN,004,220 004,817,<END>,<END>,true,004_002_other,metadata_or_unrouted,metadata_or_unrouted,+520-220-004-002-817+
2026-05-31,2604.1,M-77,Mohenjo-daro,SEAL:S,Bull1:W,SAN,803,390 803,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+832-390-803-002-861+
2026-05-31,2606.1,M-79,Mohenjo-daro,SEAL:S,Bull1:J,SAN,233,240 233,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+688/740-100-240-233-002-861+
2026-05-31,2608.1,M-81,Mohenjo-daro,SEAL:S,Bull1:S,SAN,240,555 240,617,070,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+527-555-240-002-617-070+
2026-05-31,2609.1,M-82,Mohenjo-daro,SEAL:S,Bull1:I,SAN,222,740 222,207,550,390,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-222-002-207-550-390+
2026-05-31,2613.1,M-86,Mohenjo-daro,SEAL:S,Bull1:S,SAN,231,705 231,820,700,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+520-033-705-231-002-820-700+
2026-05-31,2617.1,M-90,Mohenjo-daro,SEAL:S,Bull1:J,SAN,031,013 031,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-840-013-031-002-817+
2026-05-31,2618.1,M-91,Mohenjo-daro,SEAL:S,Bull1:S,SAN,032,220 032,861,255,416,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-100-798-220-032-002-861-255-416+
2026-05-31,2619.1,M-92,Mohenjo-daro,SEAL:S,Bull1:S,SAN,350,460 350,814,084,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-798-460-350-002-814-084+
2026-05-31,2622.1,M-95,Mohenjo-daro,SEAL:S,Bull1:S,SAN,003,390 003,111,165,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+390-003-002-111-165+
2026-05-31,2626.1,M-99,Mohenjo-daro,SEAL:S,Bull1:S,SAN,215,740 215,368,119,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-215-002-368-119+
2026-05-31,2627.1,M-100,Mohenjo-daro,SEAL:S,Bull1:S,SAN,705,255 705,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+090-740-255-705-002-861+
2026-05-31,2628.1,M-101,Mohenjo-daro,SEAL:S,Bull1:J,SAN,168,740 168,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+390-503-740-168-002-817+
2026-05-31,2630.1,M-103,Mohenjo-daro,SEAL:S,Bull1:W,SAN,004,390 004,820,<END>,<END>,true,004_002_other,metadata_or_unrouted,metadata_or_unrouted,+390-004-002-820+
2026-05-31,2633.1,M-106,Mohenjo-daro,SEAL:S,Bull1:J,SAN,000,760 000,000,350,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-760-000-002-000-350+
2026-05-31,2634.1,M-107,Mohenjo-daro,SEAL:S,Bull1:S,SAN,233,565 233,940,260,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-565-233-002-940-260+
2026-05-31,2636.1,M-109,Mohenjo-daro,SEAL:S,Bull1:S,SAN,415,220 415,287,140,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-879-220-415-002-287-140+
2026-05-31,2641.1,M-114,Mohenjo-daro,SEAL:S,Bull1:S,SAN,440,760 440,297,416,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-760-440-002-297-416+
2026-05-31,2642.1,M-115,Mohenjo-daro,SEAL:S,Bull1,SAN,803,176 803,301,190,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+390-844-140-176-803-002-301-190+
2026-05-31,2643.1,M-116,Mohenjo-daro,SEAL:S,Bull1:I,SAN,013,840 013,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-100-176-840-013-002-817+
2026-05-31,2644.1,M-117,Mohenjo-daro,SEAL:S,Bull1:S,SAN,055,803 055,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+520-033-705-220-803-055-002-820+
2026-05-31,2645.1,M-118,Mohenjo-daro,SEAL:S,Bull1:W,SAN,803,233 803,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-772-033-705-233-803-002-861+
2026-05-31,2646.1,M-119,Mohenjo-daro,SEAL:S,Bull1:S,SAN,484,337 484,390,125,632 032 900 563,false,non004_002_390,strict_source_visible,strict,+151-337-484-002-390-125-632-032-900-563+
2026-05-31,2657.1,M-130,Mohenjo-daro,SEAL:S,Bull1:J,SAN,032,220 032,144,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-094-220-032-002-144+
2026-05-31,2667.1,M-140,Mohenjo-daro,SEAL:S,Bull1:S,RAF,336,740 336,220,065,440 455,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-336-002-220-065-440-455+
2026-05-31,2668.1,M-141,Mohenjo-daro,SEAL:S,Bull1:J,RAN,240,000 240,031,000,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+817-255-636/000-000-000-240-002-031-000+
2026-05-31,2669.1,M-142,Mohenjo-daro,SEAL:S,Bull1:J,RAF,140,136 140,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+136-140-002-861+
2026-05-31,2670.1,M-143,Mohenjo-daro,SEAL:S,Bull1:J,RAF,032,205 032,252,840,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-205-032-002-252-840+
2026-05-31,2671.1,M-144,Mohenjo-daro,SEAL:S,Bull1:J,RBN,240,415 240,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-100-415-240-002-817+
2026-05-31,2674.1,M-147,Mohenjo-daro,SEAL:S,Bull1:J,RAF,803,226 803,220,455,520,false,background,metadata_or_unrouted,metadata_or_unrouted,+226-803-002-220-455-520+
2026-05-31,2679.1,M-152,Mohenjo-daro,SEAL:S,Bull1:J,RAF,772,740 772,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-772-002-861+
2026-05-31,2681.1,M-154,Mohenjo-daro,SEAL:S,Bull1:J,RBF,415,621 415,257,898,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+520-220-621-415-002-257-898+
2026-05-31,2686.1,M-160,Mohenjo-daro,SEAL:S,Bull1:W,SAN,031,243 031,820,741,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+151-243-031-002-820-741+
2026-05-31,2690.1,M-164,Mohenjo-daro,SEAL:S,Bull1:X,SAN,061,142 061,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-142-061-002-817+
2026-05-31,2691.1,M-166,Mohenjo-daro,SEAL:S,Bull1:I,SAN,806,240 806,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+390-844-240-806-002-861+
2026-05-31,2699.1,M-174,Mohenjo-daro,SEAL:S,Bull1:T,SAN,032,220 032,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-923-220-032-002-820+
2026-05-31,2702.1,M-177,Mohenjo-daro,SEAL:S,Bull1:S,SAN,003,390 003,803,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+390-003-002-803+
2026-05-31,2707.1,M-181,Mohenjo-daro,SEAL:S,Bull1:J,SAN,175,520 175,295,502,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+520-175-002-295-502+
2026-05-31,2723.1,M-198,Mohenjo-daro,SEAL:S,Bull1:W,SAN,552,840 552,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-760-840-552-002-817+
2026-05-31,2724.1,M-199,Mohenjo-daro,SEAL:S,Bull1:S,SAN,240,415 240,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+090-740-100-415-240-002-861+
2026-05-31,2725.1,M-200,Mohenjo-daro,SEAL:S,Bull1:J,SAN,222,740 222,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-222-002-820+
2026-05-31,3236.1,M-823,Mohenjo-daro,SEAL:S,Bull1:S,SAN,061,740 061,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-061-002-817+
2026-05-31,2735.1,M-211,Mohenjo-daro,SEAL:S,Bull1:S,RAF,220,100 220,031,165,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+090-740-100-220-002-031-165+
2026-05-31,2737.1,M-213,Mohenjo-daro,SEAL:S,Bull1:J,RAF,384,740 384,390,346,<END>,false,non004_002_390,metadata_only,metadata_only,+740-384-002-390-346+
2026-05-31,2745.1,M-221,Mohenjo-daro,SEAL:S,Bull1:I,SAN,032,220 032,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-760-335-220-032-002-820+
2026-05-31,2749.1,M-225,Mohenjo-daro,SEAL:S,Bull1:S,SAN,241,241,880,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+241-002-880+
2026-05-31,2756.1,M-232,Mohenjo-daro,SEAL:S,Bull2,SAF,236,236,390,707,<END>,false,non004_002_390,metadata_only,metadata_only,+236-002-390-707+
2026-05-31,2762.1,M-239,Mohenjo-daro,SEAL:S,Gaur,Trough,235,921 235,112,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-760-921-235-002-112+
2026-05-31,2763.1,M-240,Mohenjo-daro,SEAL:S,Gaur,Trough,032,220 032,861,603,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+520-240-220-032-002-861-603+
2026-05-31,2765.1,M-242,Mohenjo-daro,SEAL:S,Gaur,Trough,721,740 721,301,350,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-721-002-301-350+
2026-05-31,2768.1,M-245,Mohenjo-daro,SEAL:S,Gaur,Trough,503,460 503,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-760-070-921-460-503-002-817+
2026-05-31,2769.1,M-246,Mohenjo-daro,SEAL:S,Gaur,Trough,233,235 233,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-503-235-233-002-817+
2026-05-31,2771.1,M-248,Mohenjo-daro,SEAL:S,Gaur,Trough,415,100 415,705,590,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-100-415-002-705-590+
2026-05-31,2774.1,M-251,Mohenjo-daro,SEAL:S,Gaur,Trough,003,390 003,125,350,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+390-003-002-125-350+
2026-05-31,2776.1,M-253,Mohenjo-daro,SEAL:S,Gaur,Trough,803,550 803,368,518,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+527-550-803-002-368-518+
2026-05-31,2781.1,M-258,Mohenjo-daro,SEAL:S,Zebu,None,717,706 717,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+384-575/892-706-717-002-861+
2026-05-31,2782.1,M-259,Mohenjo-daro,SEAL:S,Zebu,None,231,520 231,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+520-231-002-817+
2026-05-31,2783.1,M-260,Mohenjo-daro,SEAL:S,Zebu,None,014,220 014,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+090-740-220-014-002-820+
2026-05-31,2790.1,M-267,Mohenjo-daro,SEAL:S,Buff,Trough,155,630 155,679,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-630-155-002-679+
2026-05-31,2793.1,M-272,Mohenjo-daro,SEAL:S,Goat:6,None,<START>,<START>,818,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+002-818+
2026-05-31,2799.1,M-278,Mohenjo-daro,SEAL:S,Elep,None,004,390 004,817,<END>,<END>,true,004_002_other,metadata_or_unrouted,metadata_or_unrouted,+621-390-004-002-817+
2026-05-31,2800.1,M-279,Mohenjo-daro,SEAL:S,Elep,None,415,220 415,700,000,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+520-220-415-002-700-000+
2026-05-31,2801.1,M-280,Mohenjo-daro,SEAL:S,Elep,None,240,482 240,944,920,140,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-482-240-002-944-920-140+
2026-05-31,2806.1,M-285,Mohenjo-daro,SEAL:S,Elep,None,240,350 240,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+504-350-240-002-861+
2026-05-31,2809.1,M-289,Mohenjo-daro,SEAL:S,Tigr,Trough,240,176 240,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-176-240-002-817+
2026-05-31,2815.1,M-295,Mohenjo-daro,SEAL:S,Comp,None,740,090 740,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+621/090-740/002-861+
2026-05-31,2824.1,M-305,Mohenjo-daro,SEAL:S,Anth,None,241,220 241,000,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,]000-220-241-002-000[
2026-05-31,2827.1,M-308,Mohenjo-daro,SEAL:S,T-M-T,None,220,520 220,727,317,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+520-220-002-727-317+
2026-05-31,2828.1,M-309,Mohenjo-daro,SEAL:S,T-A-T,None,061,740 061,824,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+224-740-061-002-824+
2026-05-31,2830.1,M-311,Mohenjo-daro,SEAL:S,Comp,None,401,401,368,165,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+401-002-368-165+
2026-05-31,2832.1,M-314,Mohenjo-daro,SEAL:S,None,None,235,240 235,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+
2026-05-31,2833.1,M-315,Mohenjo-daro,SEAL:S,None,None,034,390 034,374,228,741,false,background,metadata_or_unrouted,metadata_or_unrouted,+390-034-002-374-228-741+
2026-05-31,2834.1,M-316,Mohenjo-daro,SEAL:S,None,None,710,390 710,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+367-390-710-002-861+
2026-05-31,2836.2,M-318,Mohenjo-daro,SEAL:S,Zebu,None,003,390 003,031,575,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+390-003-002-031-575+
2026-05-31,2843.1,M-325,Mohenjo-daro,SEAL:S,Bull1:L,SAN,803,241 803,850,493,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+241-803-002-850-493+
2026-05-31,2843.2,M-325,Mohenjo-daro,SEAL:S,Bull1:L,SAN,803,241 803,850,491,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+241-803-002-850-491+
2026-05-31,2845.1,M-327,Mohenjo-daro,SEAL:S,Bull1:J,RAN,519,740 519,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-519-002-861+
2026-05-31,2848.1,M-330,Mohenjo-daro,SEAL:S,None,None,<START>,<START>,861,698,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+002-861-698+
2026-05-31,2850.1,M-354,Mohenjo-daro,SEAL:R,None,None,236,845 236,906,125,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-729-407-845-236-002-906-125+
