"id","cisi","site","type","material","condition","complete","text","signs","length","position_0","position_1","prev","next","frame","known_next","damaged_or_open","clean_closed","exact_triplet_whole_row","exact_triplet_formula","exact_triplet_by_prev_frame","source_hint_present","source_hint_count","source_hint_statuses","source_hint_reports"
"2639.1","M-112","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-760-220-016-382-741-572-684+","740-760-220-016-382-741-572-684","8","2","3","760","016","760-220-016","true","false","true","false","","false","false","0","",""
"2644.1","M-117","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+520-033-705-220-803-055-002-820+","520-033-705-220-803-055-002-820","8","3","4","705","803","705-220-803","true","false","true","false","","false","false","0","",""
"2651.1","M-124","Mohenjo-daro","SEAL:S","Clay","Fair","Y","+740-923-220-032+","740-923-220-032","4","2","3","923","032","923-220-032","true","false","true","false","","false","false","0","",""
"2654.1","M-127","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+565-740-220-741-176+","565-740-220-741-176","5","2","3","740","741","740-220-741","true","false","true","false","","false","false","0","",""
"2657.1","M-130","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-094-220-032-002-144+","740-094-220-032-002-144","6","2","3","094","032","094-220-032","true","false","true","false","","false","false","0","",""
"2660.1","M-133","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+527-550-240-220-255-812-906-388+","527-550-240-220-255-812-906-388","8","3","4","240","255","240-220-255","true","false","true","false","","false","false","0","",""
"2663.1","M-136","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+090-740-220-016-031-908-545+","090-740-220-016-031-908-545","7","2","3","740","016","740-220-016","true","false","true","false","","false","false","0","",""
"2667.1","M-140","Mohenjo-daro","SEAL:S","Faience","Good","Y","+740-336-002-220-065-440-455+","740-336-002-220-065-440-455","7","3","4","002","065","002-220-065","true","false","true","false","","false","false","0","",""
"2674.1","M-147","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+226-803-002-220-455-520+","226-803-002-220-455-520","6","3","4","002","455","002-220-455","true","false","true","false","","false","false","0","",""
"2678.1","M-151","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+220-065-864+","220-065-864","3","0","1","<START>","065","<START>-220-065","true","false","true","true","220-065-864","false","false","0","",""
"2681.1","M-154","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+520-220-621-415-002-257-898+","520-220-621-415-002-257-898","7","1","2","520","621","520-220-621","true","false","true","false","","false","false","0","",""
"2689.1","M-163","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+520-220-415-060-820+","520-220-415-060-820","5","1","2","520","415","520-220-415","true","false","true","false","","false","false","0","",""
"2697.1","M-172","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+405-018-001-220-786-850+","405-018-001-220-786-850","6","3","4","001","786","001-220-786","true","false","true","false","","false","false","0","",""
"2699.1","M-174","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+740-923-220-032-002-820+","740-923-220-032-002-820","6","2","3","923","032","923-220-032","true","false","true","false","","false","false","0","",""
"2710.1","M-185","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+520-220+","520-220","2","1","2","520","<END>","520-220-<END>","false","false","true","false","","false","false","0","",""
"2728.1","M-203","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+740-390-590-741-081-220+","740-390-590-741-081-220","6","5","6","081","<END>","081-220-<END>","false","false","true","false","","false","false","0","",""
"2735.1","M-211","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+090-740-100-220-002-031-165+","090-740-100-220-002-031-165","7","3","4","100","002","100-220-002","true","false","true","false","","false","false","0","",""
"2742.1","M-218","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+400-220-428+","400-220-428","3","1","2","400","428","400-220-428","true","false","true","true","400-220-428","true","false","0","",""
"2745.1","M-221","Mohenjo-daro","SEAL:S","-","Poor","Y","+740-760-335-220-032-002-820+","740-760-335-220-032-002-820","7","3","4","335","032","335-220-032","true","false","true","false","","false","false","0","",""
"2757.1","M-234","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+842-535-099-004/740-482-060-692-520-220-235-001-920+","842-535-099-004-740-482-060-692-520-220-235-001-920","13","9","10","520","235","520-220-235","true","false","true","false","","false","false","0","",""
"2760.1","M-237","Mohenjo-daro","SEAL:S","Steatite","Poor","N","+565-740-626-220-016-000[","565-740-626-220-016-000","6","3","4","626","016","626-220-016","true","true","false","false","","false","false","0","",""
"2763.1","M-240","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+520-240-220-032-002-861-603+","520-240-220-032-002-861-603","7","2","3","240","032","240-220-032","true","false","true","false","","false","false","0","",""
"2772.1","M-249","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+140-165-740-176-220-803+","140-165-740-176-220-803","6","4","5","176","803","176-220-803","true","false","true","false","","false","false","0","",""
"2779.1","M-256","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+930/804-220-060-550+","930-804-220-060-550","5","2","3","804","060","804-220-060","true","false","true","false","","false","false","0","",""
"2783.1","M-260","Mohenjo-daro","SEAL:S","Faience","Good","Y","+090-740-220-014-002-820+","090-740-220-014-002-820","6","2","3","740","014","740-220-014","true","false","true","false","","false","false","0","",""
"2798.1","M-277","Mohenjo-daro","SEAL:S","Steatite","Poor","N","+740-803-220-368-000+","740-803-220-368-000","5","2","3","803","368","803-220-368","true","false","true","false","","false","false","0","",""
"2800.1","M-279","Mohenjo-daro","SEAL:S","Steatite","Poor","N","+520-220-415-002-700-000+","520-220-415-002-700-000","6","1","2","520","415","520-220-415","true","false","true","false","","false","false","0","",""
"2814.1","M-294","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+740-220-003+","740-220-003","3","1","2","740","003","740-220-003","true","false","true","true","740-220-003","true","false","0","",""
"2816.1","M-296","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+621-520-220-060-880+","621-520-220-060-880","5","2","3","520","060","520-220-060","true","false","true","false","","false","false","0","",""
"2823.1","M-304","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+090-740-220-742-534-550-090+","090-740-220-742-534-550-090","7","2","3","740","742","740-220-742","true","false","true","false","","false","false","0","",""
"2824.1","M-305","Mohenjo-daro","SEAL:S","Steatite","Poor","N","]000-220-241-002-000[","000-220-241-002-000","5","1","2","000","241","000-220-241","true","true","false","false","","false","false","0","",""
"2827.1","M-308","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+520-220-002-727-317+","520-220-002-727-317","5","1","2","520","002","520-220-002","true","false","true","false","","false","false","0","",""
"2837.1","M-319","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-812-033-240-220-032+","740-812-033-240-220-032","6","4","5","240","032","240-220-032","true","false","true","false","","false","false","0","",""
"2841.1","M-323","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+520-220-415-235+","520-220-415-235","4","1","2","520","415","520-220-415","true","false","true","false","","false","false","0","",""
"2855.1","M-359","Mohenjo-daro","SEAL:R","Steatite","Fair","Y","+740-405-590-220-235-803-002-388-385-705-632+","740-405-590-220-235-803-002-388-385-705-632","11","3","4","590","235","590-220-235","true","false","true","false","","false","false","0","",""
"2861.1","M-365","Mohenjo-daro","SEAL:R","Steatite","Good","Y","+527-550-033-705-220-415-060-550+","527-550-033-705-220-415-060-550","8","4","5","705","415","705-220-415","true","false","true","false","","false","false","0","",""
"2865.1","M-369","Mohenjo-daro","SEAL:R","Steatite","Good","Y","+740-690-435-255-240-220-415-806-742-060-920+","740-690-435-255-240-220-415-806-742-060-920","11","5","6","240","415","240-220-415","true","false","true","false","","false","false","0","",""
"2871.1","M-375","Mohenjo-daro","SEAL:R","Steatite","Good","Y","+740-100-233-220-032-002-820+","740-100-233-220-032-002-820","7","3","4","233","032","233-220-032","true","false","true","false","","false","false","0","",""
"2877.1","M-381","Mohenjo-daro","SEAL:R","Steatite","Good","Y","+740-055-220-032-798-002-820+","740-055-220-032-798-002-820","7","2","3","055","032","055-220-032","true","false","true","false","","false","false","0","",""
"2888.1","M-392","Mohenjo-daro","SEAL:R","Steatite","Good","Y","+740-405-590-220-032-806+","740-405-590-220-032-806","6","3","4","590","032","590-220-032","true","false","true","false","","false","false","0","",""
"2891.1","M-395","Mohenjo-daro","SEAL:R","Steatite","Good","Y","+520-220-415-798+","520-220-415-798","4","1","2","520","415","520-220-415","true","false","true","false","","false","false","0","",""
"2902.1","M-406","Mohenjo-daro","SEAL:R","Steatite","Poor","N","]000-220-415-832[","000-220-415-832","4","1","2","000","415","000-220-415","true","true","false","false","","false","false","0","",""
"2906.1","M-410","Mohenjo-daro","SEAL:R","Steatite","Good","Y","+220+","220","1","0","1","<START>","<END>","<START>-220-<END>","false","false","true","false","","false","false","0","",""
"2908.1","M-412","Mohenjo-daro","SEAL:R","Steatite","Poor","Y","+031-625-140-220-415+","031-625-140-220-415","5","3","4","140","415","140-220-415","true","false","true","false","","false","false","0","",""
"2910.1","M-414","Mohenjo-daro","SEAL:R","Steatite","Good","Y","+220-786-255+","220-786-255","3","0","1","<START>","786","<START>-220-786","true","false","true","true","220-786-255","false","false","0","",""
"2928.2","M-434","Mohenjo-daro","MDLN","-","Poor","N","+400-000-000-220+","400-000-000-220","4","3","4","000","<END>","000-220-<END>","false","false","true","false","","false","false","0","",""
"2938.1","M-453","Mohenjo-daro","TAB:B","Faience","Fair","Y","+740-032-840-220-002-861+","740-032-840-220-002-861","6","3","4","840","002","840-220-002","true","false","true","false","","false","false","0","",""
"2953.1","M-468","Mohenjo-daro","TAB:B","-","Fair","Y","+400-740-220-415-798+","400-740-220-415-798","5","2","3","740","415","740-220-415","true","false","true","false","","false","false","0","",""
"2954.1","M-469","Mohenjo-daro","TAB:B","Faience","Fair","Y","+400-740-220-415-798+","400-740-220-415-798","5","2","3","740","415","740-220-415","true","false","true","false","","false","false","0","",""
"2958.1","M-473","Mohenjo-daro","TAB:B","Faience","Poor","Y","+740-100-220+","740-100-220","3","2","3","100","<END>","100-220-<END>","false","false","true","true","740-100-220","false","false","0","",""
"2983.1","M-507","Mohenjo-daro","TAB:C","Copper","Fair","Y","+407-845-220-415+","407-845-220-415","4","2","3","845","415","845-220-415","true","false","true","false","","false","false","0","",""
"2984.1","M-508","Mohenjo-daro","TAB:C","Copper","Poor","Y","+407-845-220-415+","407-845-220-415","4","2","3","845","415","845-220-415","true","false","true","false","","false","false","0","",""
"2987.2","M-511","Mohenjo-daro","TAB:C","Copper","Good","Y","+740-176-220-032+","740-176-220-032","4","2","3","176","032","176-220-032","true","false","true","false","","false","false","0","",""
"2988.2","M-512","Mohenjo-daro","TAB:C","Copper","Good","Y","+740-176-220-032+","740-176-220-032","4","2","3","176","032","176-220-032","true","false","true","false","","false","false","0","",""
"3041.1","M-571","Mohenjo-daro","TAB:C","Copper","Good","Y","+740-773-220-032+","740-773-220-032","4","2","3","773","032","773-220-032","true","false","true","false","","false","false","0","",""
"3061.2","M-599","Mohenjo-daro","TAB:C","Copper","Good","Y","+408-032-520-095-585-017-220+","408-032-520-095-585-017-220","7","6","7","017","<END>","017-220-<END>","false","false","true","false","","false","false","0","",""
"3066.2","M-605","Mohenjo-daro","TAB:C","Copper","Fair","Y","+740-405-590-220-003+","740-405-590-220-003","5","3","4","590","003","590-220-003","true","false","true","false","","false","false","0","",""
"3069.1","M-608","Mohenjo-daro","TAB:C","Copper","Poor","N","+740-220-000+","740-220-000","3","1","2","740","000","740-220-000","true","false","true","true","740-220-000","true","false","0","",""
"3073.1","M-621","Mohenjo-daro","SEAL:S","Steatite","Fair","?","]033-706-233-220-001-820+","033-706-233-220-001-820","6","3","4","233","001","233-220-001","true","true","false","false","","false","false","0","",""
"3074.1","M-623","Mohenjo-daro","SEAL:S","-","Poor","Y","+740-760-175-176-220-415-798-002-299-530-820+","740-760-175-176-220-415-798-002-299-530-820","11","4","5","176","415","176-220-415","true","false","true","false","","false","false","0","",""
"3078.1","M-627","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+617-243-741-615-440-220+","617-243-741-615-440-220","6","5","6","440","<END>","440-220-<END>","false","false","true","false","","false","false","0","",""
"3081.1","M-631","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+520-033-706-240-220-032-368-263+","520-033-706-240-220-032-368-263","8","4","5","240","032","240-220-032","true","false","true","false","","false","false","0","",""
"3082.1","M-632","Mohenjo-daro","SEAL:S","Steatite","Poor","N","]000-220-415-798-746-442-556+","000-220-415-798-746-442-556","7","1","2","000","415","000-220-415","true","true","false","false","","false","false","0","",""
"3084.1","M-634","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+679-740-220-415-001-820-812-820-140-820+","679-740-220-415-001-820-812-820-140-820","10","2","3","740","415","740-220-415","true","false","true","false","","false","false","0","",""
"3085.1","M-636","Mohenjo-daro","SEAL:S","Steatite","Poor","N","+527-555-235-220-032-002-000-216+","527-555-235-220-032-002-000-216","8","3","4","235","032","235-220-032","true","false","true","false","","false","false","0","",""
"3092.1","M-648","Mohenjo-daro","SEAL:S","-","Fair","Y","+090-740-100-220-032-741-361+","090-740-100-220-032-741-361","7","3","4","100","032","100-220-032","true","false","true","false","","false","false","0","",""
"3094.1","M-650","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+520-220-415-519-002-817+","520-220-415-519-002-817","6","1","2","520","415","520-220-415","true","false","true","false","","false","false","0","",""
"3095.1","M-651","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+740-717-220-240-002-820+","740-717-220-240-002-820","6","2","3","717","240","717-220-240","true","false","true","false","","false","false","0","",""
"3097.1","M-655","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+740-717-233-002-220-880-689+","740-717-233-002-220-880-689","7","4","5","002","880","002-220-880","true","false","true","false","","false","false","0","",""
"3100.1","M-661","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+740-798-220-415-741-072+","740-798-220-415-741-072","6","2","3","798","415","798-220-415","true","false","true","false","","false","false","0","",""
"3113.1","M-674","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+520-033-706-220-415+","520-033-706-220-415","5","3","4","706","415","706-220-415","true","false","true","false","","false","false","0","",""
"3118.1","-","Unknown","SEAL:S","-","Good","Y","+520-070-255-832-220-003-853+","520-070-255-832-220-003-853","7","4","5","832","003","832-220-003","true","false","true","false","","false","false","0","",""
"3140.1","M-715","Mohenjo-daro","SEAL:S","Steatite","Poor","N","+520-220-016-741-556-000[","520-220-016-741-556-000","6","1","2","520","016","520-220-016","true","true","false","false","","false","false","0","",""
"3144.1","M-720","Mohenjo-daro","SEAL:S","Steatite","Poor","N","+000-740-923-220-032-002-817+","000-740-923-220-032-002-817","7","3","4","923","032","923-220-032","true","false","true","false","","false","false","0","",""
"3146.1","M-722","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+740-585-240-220-032-002-817+","740-585-240-220-032-002-817","7","3","4","240","032","240-220-032","true","false","true","false","","false","false","0","",""
"3147.1","M-723","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+740-460-510-235-220-032-002-861+","740-460-510-235-220-032-002-861","8","4","5","235","032","235-220-032","true","false","true","false","","false","false","0","",""
"3149.1","M-725","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+090-740-220-003-741-252-530+","090-740-220-003-741-252-530","7","2","3","740","003","740-220-003","true","false","true","false","","false","false","0","",""
"3150.1","M-726","Mohenjo-daro","SEAL:S","-","Fair","Y","+031-850-140-236-220-032-803-002-820+","031-850-140-236-220-032-803-002-820","9","4","5","236","032","236-220-032","true","false","true","false","","false","false","0","",""
"3155.1","M-731","Mohenjo-daro","SEAL:S","-","Poor","Y","+151-220+","151-220","2","1","2","151","<END>","151-220-<END>","false","false","true","false","","false","false","0","",""
"3157.1","M-733","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+151-740-760-220/892-590-850-032+","151-740-760-220-892-590-850-032","8","3","4","760","892","760-220-892","true","false","true","false","","false","false","0","",""
"3161.1","M-737","Mohenjo-daro","SEAL:S","Steatite","Poor","N","+706-000/090-740-220-000[","706-000-090-740-220-000","6","4","5","740","000","740-220-000","true","true","false","false","","false","false","0","",""
"3169.1","M-746","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+740-440-220-032-741-390-590-032+","740-440-220-032-741-390-590-032","8","2","3","440","032","440-220-032","true","false","true","false","","false","false","0","",""
"3186.1","M-768","Mohenjo-daro","SEAL:S","Steatite","Poor","?","+520-920-320-220-415[","520-920-320-220-415","5","3","4","320","415","320-220-415","true","true","false","false","","false","false","0","",""
"3268.1","M-856","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+740-575-017-060-220-065-374+","740-575-017-060-220-065-374","7","4","5","060","065","060-220-065","true","false","true","false","","false","false","0","",""
"3278.1","M-868","Mohenjo-daro","SEAL:S","-","Fair","Y","+520-033-705-231-220-002-817+","520-033-705-231-220-002-817","7","4","5","231","002","231-220-002","true","false","true","false","","false","false","0","",""
"3289.1","M-881","Mohenjo-daro","SEAL:S","Steatite","Poor","?","]220-065-615-066+","220-065-615-066","4","0","1","<START>","065","<START>-220-065","true","true","false","false","","false","false","0","",""
"3292.1","M-886","Mohenjo-daro","SEAL:S","-","Poor","?","]220+","220","1","0","1","<START>","<END>","<START>-220-<END>","false","true","false","false","","false","false","0","",""
"3305.1","M-900","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+740-390-590-233-220-415-798-838-002-820+","740-390-590-233-220-415-798-838-002-820","10","4","5","233","415","233-220-415","true","false","true","false","","false","false","0","",""
"3311.1","M-914","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+520-920-320-220-415+","520-920-320-220-415","5","3","4","320","415","320-220-415","true","false","true","false","","false","false","0","",""
"3318.1","M-921","Mohenjo-daro","SEAL:S","-","Fair","Y","+550-740-220-060-297-630+","550-740-220-060-297-630","6","2","3","740","060","740-220-060","true","false","true","false","","false","false","0","",""
"3338.1","M-943","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-176-220-415-798+","740-176-220-415-798","5","2","3","176","415","176-220-415","true","false","true","false","","false","false","0","",""
"3357.1","M-962","Mohenjo-daro","SEAL:S","-","Fair","Y","+520-220-240-235+","520-220-240-235","4","1","2","520","240","520-220-240","true","false","true","false","","false","false","0","",""
"3360.1","M-967","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+401-861-440-220+","401-861-440-220","4","3","4","440","<END>","440-220-<END>","false","false","true","false","","false","false","0","",""
"3371.1","M-978","Mohenjo-daro","SEAL:S","-","Poor","Y","+520-220+","520-220","2","1","2","520","<END>","520-220-<END>","false","false","true","false","","false","false","0","",""
"3377.1","-","Dholavira","TAG","Clay","Poor","N","]000-220-000-740-000[","000-220-000-740-000","5","1","2","000","000","000-220-000","true","true","false","false","","false","false","0","",""
"3405.1","M-1020","Mohenjo-daro","SEAL","Steatite","Poor","?","+740-554-001-220[","740-554-001-220","4","3","4","001","<END>","001-220-<END>","false","true","false","false","","false","false","0","",""
"3409.1","M-1027","Mohenjo-daro","SEAL:S","-","Poor","N","+740-176-220-415-002-435-000[","740-176-220-415-002-435-000","7","2","3","176","415","176-220-415","true","true","false","false","","false","false","0","",""
"3413.1","M-1031","Mohenjo-daro","SEAL:S","-","Poor","?","+520-220-415-817[","520-220-415-817","4","1","2","520","415","520-220-415","true","true","false","false","","false","false","0","",""
"3421.1","M-1044","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+520-220-032-002-861+","520-220-032-002-861","5","1","2","520","032","520-220-032","true","false","true","false","","false","false","0","",""
"3427.1","M-1052","Mohenjo-daro","SEAL:R","-","Poor","Y","+679-740-220-032-806-001-595-575-001-095+","679-740-220-032-806-001-595-575-001-095","10","2","3","740","032","740-220-032","true","false","true","false","","false","false","0","",""
"3431.1","M-1057","Mohenjo-daro","SEAL:S","Faience","Poor","N","+353-090-350-001-440-220-705-000[","353-090-350-001-440-220-705-000","8","5","6","440","705","440-220-705","true","true","false","false","","false","false","0","",""
"3434.1","M-1060","Mohenjo-daro","SEAL","Steatite","Poor","?","+550-920-320-220[","550-920-320-220","4","3","4","320","<END>","320-220-<END>","false","true","false","false","","false","false","0","",""
"3464.1","M-1090","Mohenjo-daro","SEAL:S","Steatite","Poor","N","+520-220-235-000-130-741+","520-220-235-000-130-741","6","1","2","520","235","520-220-235","true","false","true","false","","false","false","0","",""
"3483.1","M-1112","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+740-585-220/002-130-035-171+","740-585-220-002-130-035-171","7","2","3","585","002","585-220-002","true","false","true","false","","false","false","0","",""
"3492.1","M-1121","Mohenjo-daro","SEAL:S","-","Poor","N","+000-585-220+","000-585-220","3","2","3","585","<END>","585-220-<END>","false","false","true","true","000-585-220","false","false","0","",""
"3509.1","M-1148","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+520-220-002-861+","520-220-002-861","4","1","2","520","002","520-220-002","true","false","true","false","","false","false","0","",""
"3519.1","M-1159","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+232-220-032-002-168-032+","232-220-032-002-168-032","6","1","2","232","032","232-220-032","true","false","true","false","","false","false","0","",""
"3529.1","M-1169","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+520-033-705-220-032/231-072-002-270-633-032+","520-033-705-220-032-231-072-002-270-633-032","11","3","4","705","032","705-220-032","true","false","true","false","","false","false","0","",""
"3540.1","M-1189","Mohenjo-daro","SEAL:S","Steatite","Poor","N","]861-892-692/000-220-002-824[","861-892-692-000-220-002-824","7","4","5","000","002","000-220-002","true","true","false","false","","false","false","0","",""
"3556.1","M-1206","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+520-220-034+","520-220-034","3","1","2","520","034","520-220-034","true","false","true","true","520-220-034","true","true","11","source_visible;source_grade_target;source_visible_composite_label_warning;source_crop_visible;source_data_locator_visible;source_visible_all_sides","data/open_prototype/reports/lipi_034_m1206_allograph_decision_gate_evidence.csv;data/open_prototype/reports/lipi_034_m1206_source_normalized_component_packet_inputs.csv;data/open_prototype/reports/lipi_034_m1206_terminal_triad_visual_inputs.csv"
"3572.1","M-1265","Mohenjo-daro","SEAL:R","Steatite","Good","Y","+740-055-240-220-032-806+","740-055-240-220-032-806","6","3","4","240","032","240-220-032","true","false","true","false","","false","false","0","",""
"3582.1","M-1275","Mohenjo-daro","SEAL:R","-","Good","Y","+740-752-440-220-032-798+","740-752-440-220-032-798","6","3","4","440","032","440-220-032","true","false","true","false","","false","false","0","",""
"3599.1","M-1294","Mohenjo-daro","SEAL:R","Steatite","Poor","?","+740-176-220[","740-176-220","3","2","3","176","<END>","176-220-<END>","false","true","false","false","","false","false","0","",""
"3600.1","M-1295","Mohenjo-daro","SEAL:R","Steatite","Poor","N","+407-845-220-415-798-000[","407-845-220-415-798-000","6","2","3","845","415","845-220-415","true","true","false","false","","false","false","0","",""
"3617.1","M-1312","Mohenjo-daro","SEAL:R","Steatite","Fair","Y","+400-740-220+","400-740-220","3","2","3","740","<END>","740-220-<END>","false","false","true","true","400-740-220","false","false","0","",""
"3634.1","M-1329","Mohenjo-daro","SEAL:R","Steatite","Good","N","]000-142-001-220-455-820+","000-142-001-220-455-820","6","3","4","001","455","001-220-455","true","true","false","false","","false","false","0","",""
"3635.1","M-1330","Mohenjo-daro","SEAL:R","Steatite","Poor","?","+407-845-220[","407-845-220","3","2","3","845","<END>","845-220-<END>","false","true","false","false","","false","false","0","",""
"3649.1","M-1344","Mohenjo-daro","SEAL:R","Steatite","Good","?","+740-407-220[","740-407-220","3","2","3","407","<END>","407-220-<END>","false","true","false","false","","false","false","0","",""
"3651.1","M-1350","Mohenjo-daro","SEAL:R","Steatite","Fair","Y","+406-371-220-415-803-742-920-320+","406-371-220-415-803-742-920-320","8","2","3","371","415","371-220-415","true","false","true","false","","false","false","0","",""
"3661.1","M-1362","Mohenjo-daro","SEAL:R","Steatite","Fair","?","+390-070-220-032[","390-070-220-032","4","2","3","070","032","070-220-032","true","true","false","false","","false","false","0","",""
"3711.1","M-1426","Mohenjo-daro","TAB:B","Clay","Fair","Y","+740-760-036-220-415-798-002-861+","740-760-036-220-415-798-002-861","8","3","4","036","415","036-220-415","true","false","true","false","","false","false","0","",""
"3712.1","M-1427","Mohenjo-daro","TAG:O","Clay","Fair","Y","+484-140-002-220-627-615-906-388+","484-140-002-220-627-615-906-388","8","3","4","002","627","002-220-627","true","false","true","false","","false","false","0","",""
"3713.1","M-1429","Mohenjo-daro","TAB:B","-","Good","Y","+090-740-792-740-220-003-803+","090-740-792-740-220-003-803","7","4","5","740","003","740-220-003","true","false","true","false","","false","false","0","",""
"3720.1","M-1439","Mohenjo-daro","TAB:B","-","Fair","Y","+740-220-003+","740-220-003","3","1","2","740","003","740-220-003","true","false","true","true","740-220-003","true","false","0","",""
"3721.1","M-1440","Mohenjo-daro","TAG:O","Faience","Poor","N","]000-220-002+","000-220-002","3","1","2","000","002","000-220-002","true","true","false","false","","false","false","0","",""
"3722.1","M-1441","Mohenjo-daro","SEAL:R","-","Fair","Y","+740-220-003+","740-220-003","3","1","2","740","003","740-220-003","true","false","true","true","740-220-003","true","false","0","",""
"3723.1","M-1442","Mohenjo-daro","TAB:B","-","Fair","Y","+740-220-003+","740-220-003","3","1","2","740","003","740-220-003","true","false","true","true","740-220-003","true","false","0","",""
"3724.1","M-1443","Mohenjo-daro","SEAL:R","-","Fair","Y","+740-220-003+","740-220-003","3","1","2","740","003","740-220-003","true","false","true","true","740-220-003","true","false","0","",""
"3729.1","M-1450","Mohenjo-daro","TAB:C","Copper","Poor","N","+740-220-233-000+","740-220-233-000","4","1","2","740","233","740-220-233","true","false","true","false","","false","false","0","",""
"3733.1","M-1456","Mohenjo-daro","TAB:C","Copper","Good","Y","+407-845-220-415+","407-845-220-415","4","2","3","845","415","845-220-415","true","false","true","false","","false","false","0","",""
"3734.1","M-1457","Mohenjo-daro","TAB:C","Copper","Fair","Y","+407-845-220-415+","407-845-220-415","4","2","3","845","415","845-220-415","true","false","true","false","","false","false","0","",""
"3773.1","M-1520","Mohenjo-daro","TAB:C","Copper","Good","Y","+740-222-220-235+","740-222-220-235","4","2","3","222","235","222-220-235","true","false","true","false","","false","false","0","",""
"3800.1","M-1576","Mohenjo-daro","POT:T:g","Clay","Fair","Y","+241-220-235-803+","241-220-235-803","4","1","2","241","235","241-220-235","true","false","true","false","","false","false","0","",""
"3826.1","M-1632","Mohenjo-daro","BNGL","Stoneware","Poor","Y","+440-220-413+","440-220-413","3","1","2","440","413","440-220-413","true","false","true","true","440-220-413","true","false","0","",""
"3847.1","M-769","Mohenjo-daro","SEAL:S","Steatite","Poor","N","+520-075-235-220-032-060-000[","520-075-235-220-032-060-000","7","3","4","235","032","235-220-032","true","true","false","false","","false","false","0","",""
"3853.1","Ns-5","Nausharo","SEAL:S","Steatite","Fair","Y","+090-740-220-016-002-820+","090-740-220-016-002-820","6","2","3","740","016","740-220-016","true","false","true","false","","false","false","0","",""
"3858.1","Nd-1","Nindowari-damb","SEAL:S","-","Good","Y","+817-220-632-066-740-760-026-060-257+","817-220-632-066-740-760-026-060-257","9","1","2","817","632","817-220-632","true","false","true","false","","false","false","0","",""
"3861.1","Pbm-1","Pabumath","SEAL:S","-","Poor","N","]220-416-220-415-741-000[","220-416-220-415-741-000","6","0","1","<START>","416","<START>-220-416","true","true","false","false","","false","false","0","",""
"3861.1","Pbm-1","Pabumath","SEAL:S","-","Poor","N","]220-416-220-415-741-000[","220-416-220-415-741-000","6","2","3","416","415","416-220-415","true","true","false","false","","false","false","0","",""
"3864.1","-","Ra's al-Junayz","POT:T:g","Clay","Poor","N","+740-029-220-000[","740-029-220-000","4","2","3","029","000","029-220-000","true","true","false","false","","false","false","0","",""
